name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
ZEB-ZEB_1-2,3,0.03996847883783141,0.03996847883783141,0.16924728271442888,0.1786,0.3258
ZEB-miR145_2-0,3,0.07466033642785481,0.07466033642785481,0.013403103189909943,0.3497,0.46040000000000003
ZEB-miR200_2-0,3,0.1654996991385774,0.1654996991385774,0.011897831366297861,0.3641,0.45930000000000004
SNAIL-ZEB_1-2,4,0.004353421506874243,0.004353421506874243,0.005284025872130784,0.5234,0.6067
miR145-ZEB_2-0,3,0.014903575475635807,0.014903575475635807,0.18355861747920094,0.3206,0.43100000000000005
Oct4-miR145_2-1,3,0.04558707029740282,0.04558707029740282,0.17661826170826803,0.3555,0.3941
WT,4,0.0,0.0,6.882305729197995e-05,0.4841,0.5809
ZEB-miR200_2-1,3,0.14563432360186995,0.14563432360186995,0.2942480930288854,0.3581,0.44510000000000005
miR145-Oct4_2-0,3,0.1120486044705492,0.1120486044705492,0.16712743238778338,0.4622,0.49539999999999995
miR145-ZEB_2-1,3,0.07358751841352885,0.07358751841352885,0.20299174990736937,0.2134,0.3246
miR200-ZEB_2-1,4,0.034042405203187326,0.034042405203187326,0.01718650449382441,0.4137,0.5212
Oct4-miR200_1-2,5,0.0923756030267131,0.0923756030267131,0.21484477209107178,0.6006,0.6427
ZEB-ZEB_1-0,3,0.005154663982031545,0.005154663982031545,0.1694287788693849,0.2886,0.41869999999999996
ZEB-miR145_2-1,4,0.2342338416307666,0.2342338416307666,0.0380789323762154,0.3119,0.41269999999999996
Oct4-miR145_2-0,3,0.028114990372367307,0.028114990372367307,0.17633834642300933,0.4129,0.4596
Oct4-miR200_1-0,4,0.04979964583533039,0.04979964583533039,0.03353428878419288,0.563,0.6419
miR200-ZEB_2-0,3,0.00893754393083116,0.00893754393083116,0.020425371265753264,0.4829,0.563
SNAIL-miR200_2-0,4,0.00465794618537128,0.00465794618537128,0.004438816108955402,0.5471,0.624
miR145-Oct4_2-1,4,0.2955626088777683,0.2955626088777683,1.0,0.4782,0.5011
SNAIL-miR200_2-1,4,0.0033252610439645077,0.0033252610439645077,0.007569315669824951,0.546,0.6315999999999999
SNAIL-ZEB_1-0,4,0.0019079476304684688,0.0019079476304684688,0.0040743922313908,0.5721,0.6528
