name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
Keap1-NRF2_2-0,6,0.07280813182773795,0.07280813182773795,0.23198215040272285,0.5322,0.5728
E-cad-NRF2_2-1,10,0.1387261386567824,0.1387261386567824,0.32593319274561244,0.6964,0.7149
ZEB-ZEB_1-2,7,0.05783326994315609,0.05783326994315609,0.08951514146049921,0.2857,0.3496
ZEB-miR34_2-0,6,0.07469676208860182,0.07469676208860182,0.12166951410718496,0.4815,0.5349999999999999
miR200-Keap1_2-0,6,0.6068234008977833,0.6068234008977833,0.31360773017346893,0.5276,0.5673
ZEB-miR200_2-0,6,0.06999624331317159,0.06999624331317159,0.21089355954906094,0.3814,0.44930000000000003
SNAIL-miR34_2-0,7,0.02296864487369369,0.02296864487369369,0.15845787220659868,0.5886,0.6093
SNAIL-ZEB_1-2,7,0.03346914772380058,0.03346914772380058,0.0027791112974808845,0.5767,0.627
miR34-SNAIL_2-0,5,0.3160015727087023,0.3160015727087023,0.1661833457745143,0.4843,0.5154000000000001
SNAIL-SNAIL_2-0,8,0.018708202756377156,0.018708202756377156,0.0005877308930370602,0.5944,0.6323
WT,8,0.0,0.0,0.00038669686860470245,0.586,0.6205
ZEB-miR200_2-1,6,0.28609068619839334,0.28609068619839334,0.35916306924769603,0.3185,0.404
miR200-ZEB_2-1,7,0.07722926086687429,0.07722926086687429,0.004894563529632804,0.3703,0.45740000000000003
NRF2-SNAIL_2-1,8,0.027664219983890875,0.027664219983890875,0.24469209610020892,0.6108,0.639
E-cad-ZEB_2-1,7,0.03643721595380911,0.03643721595380911,0.09357033343588225,0.3412,0.399
ZEB-ZEB_1-0,7,0.011447255472712654,0.011447255472712654,0.0898182712469924,0.4185,0.4699
miR200-Keap1_2-1,6,0.41260573733012185,0.41260573733012185,1.0,0.5067,0.5528
SNAIL-miR34_2-1,7,0.059994566545404755,0.059994566545404755,0.1958039478997093,0.5999,0.6168
ZEB-E-cad_2-1,9,0.6029538451729743,0.6029538451729743,1.0,0.4937,0.5299
E-cad-NRF2_2-0,8,0.06864188818518019,0.06864188818518019,0.2947673826632035,0.6451,0.6683
I-SNAIL_1-2,8,0.003044582956498668,0.003044582956498668,0.0008316805181028709,0.5734,0.6101
E-cad-ZEB_2-0,7,0.010277252009567667,0.010277252009567667,0.0906639486519633,0.471,0.5093
ZEB-E-cad_2-0,7,0.11477993519504534,0.11477993519504534,0.22779543215869166,0.4933,0.5246999999999999
miR200-ZEB_2-0,6,0.010867471891126471,0.010867471891126471,0.003012209560244773,0.5154,0.5630999999999999
SNAIL-miR200_2-0,6,0.03013664879358794,0.03013664879358794,0.09373718328857175,0.639,0.6607000000000001
SNAIL-SNAIL_2-1,9,0.05324672078309822,0.05324672078309822,0.03970634492223232,0.6651,0.7101
SNAIL-miR200_2-1,7,0.0966916202682092,0.0966916202682092,0.18488666330334425,0.5967,0.6465000000000001
NRF2-SNAIL_2-0,6,0.012070544362588144,0.012070544362588144,0.1347786999211938,0.6298,0.6542
SNAIL-ZEB_1-0,6,0.6677150453318019,0.6677150453318019,0.0009366248926013678,0.537,0.6855
Keap1-NRF2_2-1,6,0.09294681530084445,0.09294681530084445,0.2515859089001553,0.5084,0.558
miR34-SNAIL_2-1,5,0.05225132924582017,0.05225132924582017,0.3105295677913684,0.4352,0.47729999999999995
ZEB-miR34_2-1,6,0.3104070938334551,0.3104070938334551,0.2265704604639124,0.4248,0.495
