d_m_1,d_m_2,d_m_3,d_m_4,d_m_5,d_m_6,d_m_7,d_m_8,d_m_9,d_m_10,d_m_11,d_m_12,d_m_13,d_m_14,d_m_15,d_m_16,d_m_17,d_m_18,d_m_19,d_m_20,d_m_21,d_m_22,d_m_23,d_m_24,d_m_25,d_m_26
5,3,0.53038909228991,0.467392014320576,-0.718061740130011,-1.46759022440228,1.48726820308967,1.25222443596523,-1.34574314975741,-0.520689629903404,0.53038909228991,-0.00130039011534998,0.845494101052779,0.0947566279320234,-0.390282235915915,0.89700709863962,0.601590753860474,-1.16562275119155,0.53038909228991,0.451834056628546,0.233513393460624,0.0386014352361337,-0.0662938935107798,0.937608497397479,0.599285474917441,-1.15589742398328
19,3,-0.0951266985288805,-0.809636740998458,1.05255813233906,1.28013916008317,-1.456073941487,-1.28450629383721,1.59067916559799,0.669278179903192,-0.0951266985288805,-0.116965771957274,-1.03556712268728,0.185926790760749,1.14811118419177,-0.158089769633749,0.069815727646443,1.75447523707555,-0.0951266985288805,0.408308116383821,-0.382952935869316,0.538187303288497,-0.693634760204485,-0.965621803239125,1.58944559096527,0.67024576992802
40,3,-0.510042151919351,1.2469983347053,-0.830260727416775,-0.646195213994747,0.806391359616129,1.27026072881298,-0.636184752981153,0.509816005036783,-0.510042151919351,-0.182976241329522,1.29549463009058,0.759595411628303,-1.12346344664668,-0.163422409737694,1.09845057769486,0.324110733059237,-0.510042151919351,1.39144411133748,0.0249605223509021,-0.295021185510409,-0.58354395239834,1.27014855901924,1.09845057769486,-0.625926501683562
44,3,0.714864816866768,-0.834801769660209,0.695796680485816,1.28118963441689,-0.968917646934911,-1.58761686482939,1.23218583489177,0.00715396913130522,0.714864816866768,0.320302606132533,-0.324784939547765,1.03183432157602,-0.638419476944163,-1.5875538328607,1.23218551179731,0.00715396913130522,0.714864816866768,0.329985058950877,-1.68713295887349,-0.0898431349877542,1.05770233931042,0.601669114926543,-0.0124473517768898,-0.420432442510155
46,3,1.0858610993398,0.841506862183115,0.0900337609572601,-0.29588404237579,-0.422696862293325,0.246501254307542,0.977199690274926,-0.0787536879816992,1.0858610993398,0.127670710954502,-0.203329994036854,-0.457185981846644,0.67703237324139,0.248869019712109,-0.926373654043419,1.55466364164741,1.0858610993398,0.402034305672432,1.08813746996171,-0.117161660417044,-0.648620083831742,0.189163512335809,0.977200982652749,-0.065487622851042
59,3,0.438662942979216,0.357796352595516,0.208781642277216,-0.217301681377438,0.799535066719418,1.53583779573853,-0.566303299297819,-0.205374102912037,0.438662942979216,0.355951636963708,1.21059346525157,0.829966641371829,-0.664064996180651,-0.00802251303295363,0.866067798120144,-0.727512325041215,0.438662942979216,0.82532675735616,-0.3943146916748,-0.935513506313713,0.911254312103544,1.53584999547441,-0.566340132065794,-0.205367883625679
65,3,-0.454292688333222,0.826157274404528,-0.700408970902268,-1.93729583169058,1.23049235948362,0.960035678515876,-1.28012428123111,0.411647843197815,-0.454292688333222,0.543120158597643,0.540270566851115,-0.545769638330099,-0.436385279031079,0.959993657203414,0.338724658558051,-1.020202742927,-0.454292688333222,1.18276180761353,-0.0616618932325117,-0.782754125043585,-0.363819144592137,0.960033306345011,0.33861771429314,-1.02009177776515
83,3,-1.56640815844119,0.358444834000702,-0.530515223229888,0.210178298113515,-0.430363387982935,-0.553787863884666,0.697223158775571,-2.6883898112629,-1.56640815844119,0.35827991563319,-2.02669350108799,-1.12611358780214,0.789223358099501,0.069525785824849,-0.315837569213838,-2.31175113879747,-1.56640815844119,-1.16977829588194,0.861567294686573,1.09444947270186,-1.5456120676665,-1.91021753052787,0.702573602965706,-1.26299779035455
88,3,1.01126741004105,0.291248993288315,0.299914467064544,-0.207491673140003,-0.547402862563475,0.66569231215823,0.494835176111211,-1.07817271106197,1.01126741004105,-0.514394678460569,0.649703363880925,0.686176888872162,-1.04194514460404,-1.51182702234547,0.494835176111211,0.542150729469317,1.01126741004105,0.484397369341847,-0.702920691667481,-1.32684891172127,0.844246933928737,0.673869862892108,-0.67913240662958,-0.918688277697024
90,3,0.594815135557686,1.05152398423094,-0.80074886120532,-0.249221422005138,0.557843497720637,0.682892923098491,1.06278385761072,-0.714121219521693,0.594815135557686,0.524930748949746,0.635302983099002,0.390809882769613,-0.112890314364428,-0.627122170642026,1.6185454162327,-0.25748255732083,0.594815135557686,0.26249855373048,-0.404430024527443,0.165329924900005,1.06103703629485,-0.212202036992534,0.0914811494830205,1.80368354005675
