ParameterIndex,X,SNAIL,miR34,miR200,ZEB,KEAP1,Ecadherin,NRF2
1,1.01915808471547,1.263542839997,-0.840412672948747,-1.25160765544328,0.961479128256831,0.888892579874434,-1.23241486149124,0.67258520359089
2,0.50926722235687,0.557758391900795,-0.602056853456501,-1.71409641231445,1.03133200148301,1.75983612950995,-2.10126334836142,0.0550460747208132
4,2.03910129676293,1.38136269432468,-0.924155421710079,-1.23138120793384,1.38372682975094,0.684015637680619,-2.16425610514996,-0.74864087745075
7,0.399074323968022,0.409341078134823,-0.541516992256618,0.532174828575815,-0.535093473933954,-1.32986626734974,0.757701917602545,1.20052634722215
10,0.500898141466577,1.14046962793055,-1.05670878462483,-1.15917027193906,1.15614783808991,0.933955693147325,-0.888166442252339,0.130205168354362
11,0.230599975227475,-2.18790661080214,1.22235591385817,1.07361017204401,-0.942994499907135,-1.0674201270841,1.29192050718675,0.50311947028444
12,-0.847447723972282,1.10941823150863,-1.08337077445515,-1.36420910020831,1.27321224096347,0.669742624469005,-0.492261358305525,-1.47594811920846
15,0.501482187310987,1.40878852008837,-1.69550407277917,-1.86431171906283,1.26841563246002,0.7763218892511,-1.0172866182408,0.302364507315179
16,0.623415887473006,-3.12902759426732,1.22889912269271,1.36690077112841,-0.799712492453235,0.547951305694409,-0.16482160504172,1.35576759063722
17,0.270636721580118,0.538844789820711,-1.695496340909,-1.5077960973999,1.26162767092488,-0.149795982527499,-1.51428278793559,1.41897387055405
21,0.581180894837313,0.833064753494081,-1.10181333147987,-1.53259417251189,1.195504171566,0.81374593457641,-1.07578868518642,-0.306541597429455
26,0.851081398525671,2.24545198713486,-1.52276818059583,-1.19591072644145,1.27093073272421,0.93226399643921,-1.56998427213724,-0.0896698448619371
30,-0.645882602671542,-1.77180209818625,1.15135665158312,0.72351941654617,-1.34984777833617,-1.27405281459938,1.05966599611104,0.0459174716719638
31,-1.76674799462365,-0.492666272067925,1.22874971567209,0.970900158745341,-1.12753245268891,-0.380683439371683,0.643476719126728,0.0015791972392744
33,0.503105807843893,0.193953081667199,-0.791231611251049,-0.755572986978028,1.24906419086195,0.921943697651364,-0.87544782899481,0.279524014503123
34,0.236692757625095,1.89202995048694,-0.653716889175167,-1.52410344994423,1.39842072982031,1.03441645150614,-1.10712303171104,-1.19591362172861
35,0.551101188122438,0.920487947194215,-0.944793829862809,-1.64397358075944,0.982944666258299,1.17023339995931,-0.253716521267391,0.289531828244357
36,0.777030037511021,-0.586990690468425,0.678315831665361,1.03653599698364,-1.04204789472552,-1.02454178317764,1.00722615044196,-0.959487778192497
45,1.03811804301477,1.98709238681151,-1.75367297873251,-1.26637576491914,1.00087468899605,0.238825926033886,-1.23985604990567,0.953837371873298
48,-0.155024367910848,-2.37501851375501,1.01578467559119,1.2959256333236,-1.29850258093216,0.31869929122069,0.274669567198431,0.93860175695259
51,0.936913933146055,0.96840150604286,-0.986778567104631,-1.55196624952066,1.35397434260467,0.420691794195026,-1.31440783394942,0.187862535517174
52,-1.38431168053004,-1.69536490368239,1.4842784736257,1.25505965876868,-0.753760411031328,-0.737272908101769,0.550083035696742,0.977365259493249
56,0.454576846511641,-0.408590493296387,1.17531908168471,0.813162951172881,-1.35392108672339,-0.622463227063668,1.51882651263905,-0.569863235813345
57,1.48012299605496,0.822205487973433,0.0769960085886597,0.0658807398988153,-0.65065635840668,0.279327354733873,0.892184815370471,-1.11647009445671
62,-1.33336982933828,-0.440491499112615,0.927459429307012,1.22613950402228,-1.52516593234809,-1.7267528192039,0.765545681709062,-0.0581868353294722
63,0.456590055228778,0.146721580418323,-0.27614397172217,-1.70675983534663,0.842120563188166,-0.109003454574252,-1.87038231181786,2.1785664097843
71,-2.15991783326798,0.0620684227713056,0.808228988325329,1.03014484691616,-1.33412409933994,-0.381420167865962,1.16233475208729,-1.17497197524065
72,1.50266662735809,-1.27769745212649,0.760459447749376,1.04981073563268,-1.08267025648413,-1.20880862713546,0.122444583572238,0.432762975042053
78,-1.87381544030825,-0.793946453598364,0.863061592300716,0.813310889152193,-0.735814950467446,-2.27132293482133,0.837504632744001,-0.580719818476899
80,0.214639644087603,0.779091020701542,-1.31496439126072,-0.526864311380091,1.06387974747593,1.03142921062432,-1.62958970664984,-1.15291609450218
81,0.804524601214118,-0.19101115636464,-0.125188985213004,-0.961779722519619,1.33679166249926,1.74776415197926,-1.28804171087357,-0.455977955357281
82,0.996786033700734,-1.64579524841269,1.67062404916221,1.10438425343658,-1.16342843539902,-0.211201658650716,0.117626922139925,1.8478538937578
84,1.52834109427647,-0.713132174198695,0.652217586133546,1.06024896421947,-0.967674016154245,-1.82167388083043,1.13735858136084,-0.198940414840998
86,0.720145452565997,-0.253793373381224,0.842458659787585,0.346221375805033,-1.66162492680915,0.195842528846273,0.542793701676595,-1.09382960080066
87,0.247815870360054,-0.985020676690435,0.966601112406082,1.21921577722928,-1.15089304711807,-1.03609967739378,0.986882508024573,-0.221322317116929
91,0.211886957970688,0.670411791581577,-1.43358742561824,-0.794648567941463,1.31806064435638,0.925501615066929,-1.09976261691059,-1.07296324041071
92,-0.216326977066006,-0.335430927904938,0.976763973519469,1.03629792004949,-0.877172923934773,-2.40156697615011,-0.276768664508803,-0.8032579955775
96,1.47907736559158,-1.54475789534419,1.34703914257261,0.88522090324177,-1.02406168842381,-0.673951195682943,0.0761128385924419,1.00183487800002
103,-0.000758212776943728,0.46022678856084,-0.797478052715863,-1.57941459339381,1.32887155153447,0.581655109340696,-0.639514241349471,-0.11494666127169
108,-0.931640489326736,-0.663895647447796,0.0300535507128496,0.906791407431473,-0.343802864153853,-0.634352547437767,0.579617746101855,-0.0370831600653653
112,-0.266330856014556,0.641248891515774,-1.16623095297748,-1.47658760587894,1.24603394805521,1.04545687359221,-1.39394076522018,-0.436739084007735
115,0.562793543696534,-2.09233197292098,1.19766896204015,1.11101370979941,-0.647619282463783,-1.36812904451651,0.172139418743769,0.555816138250275
116,0.803701015829834,-1.81474473434468,1.22883954181082,1.00252150044113,-0.899330886400202,-1.08926273752512,-1.00215222773632,1.14700873345717
118,-0.42167695766952,0.542698810273461,-1.19830434229435,-1.91484779151816,1.18304749089042,0.995373569006419,-1.03431046512355,-1.18767961392261
123,0.488901651420507,-1.06654433549527,0.73962887988215,1.01866761205606,-1.39987962166278,-2.11149826169074,-0.493218687178433,1.87589501928787
128,0.0559695948849597,0.0569355443189892,1.05387937250619,1.116071124441,-1.54443145358595,-0.623407351067837,1.02022036327039,0.501663502615145
129,0.330852655575457,0.700488161647071,-1.56482818986782,-1.87904978222041,1.33016807585058,0.739397694215147,-1.1412317903287,-0.923830645521803
131,0.995528451116399,-1.05247525160814,1.03236044078597,0.835346996594614,-1.57530723239278,-2.57250560866358,0.373476698237457,0.35486739541136
133,-1.84144665068706,-0.641536206104014,0.534310431990502,1.1762091745179,-1.59852154709234,0.0433238030975402,1.45917616799707,-1.60735869395724
136,0.317789003421974,-1.04810705452854,1.0104076147045,1.7432423756312,-1.73831169543019,-1.14032134321787,0.930871176239689,0.827528248591679
