name,pos_cycle,plast,plast_2,JSD
1_ZEB-miR200_2_1,3,0.248428310687487,0.751304347826087,0.231233709876925
2_miR200-ZEB_2_1,3,0.639221253295478,0.811594202898551,0.0328893554040583
3_ZEB-ZEB_1_2,3,0.435205840600284,0.659130434782609,0.0302003275195263
4_GRHL2-ZEB_2_1,3,0.387953761914419,0.611304347826087,0.0623767923663089
5_ZEB-GRHL2_2_1,3,0.44311498681809,0.631449275362319,0.236397850941347
6_SNAIL-miR200_2_1,4,1.14053944433178,1.06913043478261,0.00422105379679984
7_SNAIL-ZEB_1_2,4,1.05293044007301,1.03275362318841,0.00333512010231705
8_GRHL2-GRHL2_1_2,3,0.752788481038329,0.674927536231884,0.0161375604132797
9_ZEB-miR200_2_0,3,0.418373555059826,0.804057971014493,0.384437551493073
10_miR200-ZEB_2_0,3,0.866761306023119,0.935942028985507,0.00435800032478932
11_ZEB-ZEB_1_0,3,0.685053741634557,0.788260869565218,0.00292891428575424
12_GRHL2-ZEB_2_0,3,0.603934293246806,0.731449275362319,0.00658847144283926
13_ZEB-GRHL2_2_0,3,0.670249442303792,0.78768115942029,0.0603783316099369
14_SNAIL-miR200_2_0,4,1.28330967349422,1.05724637681159,0.00688561187500611
15_SNAIL-ZEB_1_0,4,1.14844859054958,1.09231884057971,0.000875905223626642
16_GRHL2-GRHL2_1_0,3,0.885013181910363,0.798550724637681,0.0102742149885729
17_GRHL2-SNAIL_0_1,4,0.555262624214155,0.81463768115942,0.0478609809245356
18_GRHL2-SNAIL_0_2,6,1.49969580206855,1.16724637681159,0.0178374948723832
19_GRHL2-miR200_0_1,5,1.38126140742243,1.09434782608696,0.0186019335797875
20_GRHL2-miR200_0_2,4,0.565402555262624,0.864202898550725,0.0595202392154483
21_SNAIL-GRHL2_0_1,4,0.992699249645102,0.981159420289855,0.0110246848142459
22_SNAIL-GRHL2_0_2,4,0.885013181910363,0.840724637681159,0.000997466123235896
23_SNAIL-SNAIL_0_1,5,1.00831474345974,1.0368115942029,0.00280426328441721
24_SNAIL-SNAIL_0_2,4,1.04603528696005,1.01594202898551,0.000107362710292373
25_ZEB-SNAIL_0_1,6,1.59744473737579,1.25115942028986,0.0145657593455695
26_ZEB-SNAIL_0_2,4,0.493814642060434,0.827101449275362,0.0440354170752333
27_miR200-GRHL2_0_1,5,1.00932873656459,0.915507246376812,0.0111008585245287
28_miR200-GRHL2_0_2,4,0.805516122490367,0.89072463768116,0.0538413401053292
29_miR200-SNAIL_0_1,4,0.753396876901237,0.936086956521739,0.0129510435513117
30_miR200-SNAIL_0_2,6,1.42202393023727,1.17304347826087,0.00440108075841575
31_miR200-miR200_0_1,5,1.22247008720341,1.10478260869565,0.00381745729105211
32_miR200-miR200_0_2,4,0.846481443926181,0.952463768115942,0.0266381405031197
WT,4,1,1,0
