ZEB-ZEB_1-2
ZEB,miR200,SNAIL
-0.7071711490697343,0.706749520118605,-0.02034899839090014
0.006312888728082127,0.03509072508257936,0.9993641920986992
ZEB-miR200_2-0
ZEB,miR200,SNAIL
-0.7048755583748677,0.7030252664564719,-0.09437119226504277
0.046966733125419165,-0.08649374598404692,-0.9951446919343807
SNAIL-ZEB_1-2
ZEB,miR200,SNAIL
-0.7069104526294627,0.707041984819061,0.01921571404685835
-0.020434161576631048,0.006740961399999903,-0.9997684754382203
WT
ZEB,miR200,SNAIL
0.7070569896307589,-0.7070769936071518,0.010608417684122124
-0.009387146385456855,0.005615421771713963,0.9999401724708652
ZEB-miR200_2-1
ZEB,miR200,SNAIL
0.7032242596423603,0.7071034145432047,-0.07402973586198716
0.10460439445005704,8.945517192262196e-05,0.9945139077255324
miR200-ZEB_2-1
ZEB,miR200,SNAIL
0.7069164940161416,-0.7071257633713642,-0.015563587773772428
0.024447171995510608,0.002436934493533568,0.9996981530100455
ZEB-ZEB_1-0
ZEB,miR200,SNAIL
0.7069261935620192,-0.7070417966154992,-0.018634771118564604
0.01938183345824452,-0.006971712246255726,0.9997878473757084
miR200-ZEB_2-0
ZEB,miR200,SNAIL
0.7071076262351705,-0.7071059026004811,-0.0002177788359740994
0.007759131252246586,0.008067117038697669,-0.9999373567903612
SNAIL-miR200_2-0
ZEB,miR200,SNAIL
-0.7070675776929167,0.7070512950605627,0.011571807492883553
-0.006775228407040012,0.009589778685300563,-0.9999310638363024
SNAIL-miR200_2-1
ZEB,miR200,SNAIL
-0.7067725164402798,0.7068436707930332,0.02906260594826496
-0.023000708603416804,0.01810002262919914,-0.9995715865232279
SNAIL-ZEB_1-0
ZEB,miR200,SNAIL
0.7070433500842876,-0.707112124612589,-0.009063350785297372
-0.013996270555648022,-0.0011787569240869604,-0.999901352605669
