SNAIL-ZEB_1-0
ZEB,miR200,SNAIL
0.707043350084288,-0.7071121246125892,-0.009063350785297243
-0.013996270555647894,-0.0011787569240871427,-0.9999013526056695
SNAIL-ZEB_1-2
ZEB,miR200,SNAIL
-0.7069104526294628,0.7070419848190609,0.019215714046858335
-0.02043416157663063,0.006740961400000195,-0.9997684754382204
WT
ZEB,miR200,SNAIL
0.7070569896307587,-0.7070769936071518,0.010608417684122042
-0.00938714638545662,0.005615421771714095,0.9999401724708652
miR200-ZEB_2-0
ZEB,miR200,SNAIL
0.7071076262351706,-0.7071059026004808,-0.00021777883597387236
0.007759131252246754,0.008067117038697514,-0.9999373567903612
miR200-ZEB_2-1
ZEB,miR200,SNAIL
0.7069164940161415,-0.7071257633713641,-0.015563587773772711
0.02444717199551096,0.0024369344935335218,0.9996981530100454
ZEB-ZEB_1-0
ZEB,miR200,SNAIL
0.7069261935620189,-0.7070417966154996,-0.018634771118564354
0.01938183345824451,-0.006971712246255316,0.9997878473757079
SNAIL-miR200_2-0
ZEB,miR200,SNAIL
-0.7070675776929168,0.7070512950605627,0.011571807492883909
-0.006775228407040079,0.009589778685300997,-0.9999310638363024
ZEB-ZEB_1-2
ZEB,miR200,SNAIL
-0.7071711490697341,0.7067495201186053,-0.020348998390900486
0.0063128887280818795,0.03509072508257958,0.999364192098699
ZEB-miR200_2-0
ZEB,miR200,SNAIL
-0.7048755583748678,0.7030252664564716,-0.09437119226504388
0.04696673312541951,-0.08649374598404817,-0.9951446919343806
ZEB-miR200_2-1
ZEB,miR200,SNAIL
0.7032242596423612,0.7071034145432041,-0.07402973586198329
0.10460439445005398,8.945517192011869e-05,0.9945139077255327
SNAIL-miR200_2-1
ZEB,miR200,SNAIL
-0.7067725164402796,0.7068436707930332,0.029062605948264347
-0.02300070860341619,0.018100022629199047,-0.9995715865232281
SNAIL-SNAIL_0-1
ZEB,miR200,SNAIL
0.5927941427207494,-0.603239821553449,0.5335698848774499
-0.4402509814474261,0.3120448993475178,0.8419067965789182
SNAIL-ZEB_0-1
ZEB,miR200,SNAIL
-0.7071055748075432,0.7071041441973098,0.002331380510402806
0.0010349000909845554,-0.0022621698458721905,0.999996905779908
SNAIL-ZEB_0-2
ZEB,miR200,SNAIL
-0.7070980942628559,0.7071005400984045,0.0045947015552312755
-0.003781271934741884,0.002716617319675666,-0.9999891609277043
miR200-miR200_0-1
ZEB,miR200,SNAIL
0.7071049892503177,-0.7070919492953076,0.004848651262985505
0.000739110902831877,-0.0061179174719389355,-0.999981012220172
miR200-miR200_0-2
ZEB,miR200,SNAIL
0.7066797991315755,-0.7067796631982045,-0.03265224630539742
-0.026150225095058075,0.020027023903921796,-0.9994573948103189
miR200-SNAIL_0-1
ZEB,miR200,SNAIL
-0.6478811197826116,0.6088323942544162,0.45779162326943496
0.19016709720426292,-0.4526766764774987,0.8711603191802242
miR200-SNAIL_0-2
ZEB,miR200,SNAIL
0.5776653106769777,-0.5813115459776658,0.5730442176250687
0.5578101033076728,-0.23140884038902676,-0.797055730321092
