KLF8_miR-141_0_1,3111,975
KLF8_miR-141_0_2,4085,1
KLF8_miR-200a_0_1,3111,701
KLF8_miR-200a_0_2,3811,1
KLF8_miR-200b_0_1,3111,662
KLF8_miR-200b_0_2,3772,1
KLF8_miR-200c_0_1,3111,701
KLF8_miR-200c_0_2,3811,1
KLF8_miR-205_0_1,3111,913
KLF8_miR-205_0_2,4023,1
KLF8_miR-30c_0_1,3111,1129
KLF8_miR-30c_0_2,4239,1
KLF8_miR-34a_0_1,3111,1152
KLF8_miR-34a_0_2,4262,1
KLF8_miR-9_0_1,3111,522
KLF8_miR-9_0_2,3632,1
KLF8_SNAI1_0_1,3436,1
KLF8_SNAI1_0_2,3111,326
KLF8_SNAI2_0_1,3393,1
KLF8_SNAI2_0_2,3111,283
KLF8_TCF3_0_1,3111,1
KLF8_TCF3_0_2,3111,1
KLF8_TGF-beta_0_1,3320,1
KLF8_TGF-beta_0_2,3111,210
KLF8_TWIST1_0_1,3909,1
KLF8_TWIST1_0_2,3111,799
KLF8_TWIST2_0_1,4226,1
KLF8_TWIST2_0_2,3111,1116
KLF8_VIM_0_1,3111,1
KLF8_VIM_0_2,3111,1
KLF8_ZEB1_0_1,3502,1
KLF8_ZEB1_0_2,3111,392
KLF8_ZEB2_0_1,3632,1
KLF8_ZEB2_0_2,3111,522
miR-101_CDH1_0_1,3111,1
miR-101_CDH1_0_2,3111,1
miR-101_FOXC2_0_1,3111,392
miR-101_FOXC2_0_2,3502,1
miR-101_GSC_0_1,3111,1245
miR-101_GSC_0_2,4355,1
miR-101_KLF8_2_0,3111,1
miR-101_KLF8_2_1,3111,1
miR-101_miR-101_0_1,3112,1
miR-101_miR-101_0_2,3111,2
miR-101_miR-141_0_1,4085,1
miR-101_miR-141_0_2,3111,975
miR-101_miR-200a_0_1,3811,1
miR-101_miR-200a_0_2,3111,701
miR-101_miR-200b_0_1,3772,1
miR-101_miR-200b_0_2,3111,662
miR-101_miR-200c_0_1,3811,1
miR-101_miR-200c_0_2,3111,701
miR-101_miR-205_0_1,4023,1
miR-101_miR-205_0_2,3111,913
miR-101_miR-30c_0_1,4239,1
miR-101_miR-30c_0_2,3111,1129
miR-101_miR-34a_0_1,4262,1
miR-101_miR-34a_0_2,3111,1152
miR-101_miR-9_0_1,3632,1
miR-101_miR-9_0_2,3111,522
miR-101_SNAI1_2_0,2786,1
miR-101_SNAI1_2_1,2786,326
miR-101_SNAI2_0_1,3111,283
miR-101_SNAI2_0_2,3393,1
miR-101_TCF3_0_1,3111,1
miR-101_TCF3_0_2,3111,1
miR-101_TGF-beta_0_1,3111,210
miR-101_TGF-beta_0_2,3320,1
miR-101_TWIST1_0_1,3111,799
miR-101_TWIST1_0_2,3909,1
miR-101_TWIST2_0_1,3111,1116
miR-101_TWIST2_0_2,4226,1
miR-101_VIM_0_1,3111,1
miR-101_VIM_0_2,3111,1
miR-101_ZEB1_2_0,2720,1
miR-101_ZEB1_2_1,2720,392
miR-101_ZEB2_2_0,2590,1
miR-101_ZEB2_2_1,2590,522
miR-141_CDH1_0_1,3111,1
miR-141_CDH1_0_2,3111,1
miR-141_FOXC2_0_1,3111,2
miR-141_FOXC2_0_2,3112,1
miR-141_GSC_0_1,3111,481
miR-141_GSC_0_2,3591,1
miR-141_KLF8_0_1,3111,1
miR-141_KLF8_0_2,3111,1
miR-141_miR-101_0_1,3536,1
miR-141_miR-101_0_2,3111,426
miR-141_miR-141_0_1,3112,1
miR-141_miR-141_0_2,3111,2
miR-141_miR-200a_0_1,3539,1
miR-141_miR-200a_0_2,3111,429
miR-141_miR-200b_0_1,3494,1
miR-141_miR-200b_0_2,3111,384
miR-141_miR-200c_0_1,3539,1
miR-141_miR-200c_0_2,3111,429
miR-141_miR-205_0_1,3409,1
miR-141_miR-205_0_2,3111,299
miR-141_miR-30c_0_1,4164,1
miR-141_miR-30c_0_2,3111,1054
miR-141_miR-34a_0_1,4136,1
miR-141_miR-34a_0_2,3111,1026
miR-141_miR-9_0_1,3408,1
miR-141_miR-9_0_2,3111,298
miR-141_SNAI1_0_1,3111,345
miR-141_SNAI1_0_2,3455,1
miR-141_SNAI2_0_1,3111,413
miR-141_SNAI2_0_2,3523,1
miR-141_TCF3_0_1,3111,1
miR-141_TCF3_0_2,3111,1
miR-141_TGF-beta_2_0,2804,1
miR-141_TGF-beta_2_1,2804,308
miR-141_TWIST1_0_1,3111,414
miR-141_TWIST1_0_2,3524,1
miR-141_TWIST2_0_1,3111,684
miR-141_TWIST2_0_2,3794,1
miR-141_VIM_0_1,3111,1
miR-141_VIM_0_2,3111,1
miR-141_ZEB1_2_0,3110,1
miR-141_ZEB1_2_1,3110,2
miR-141_ZEB2_2_0,2814,1
miR-141_ZEB2_2_1,2814,298
miR-200a_CDH1_0_1,3111,1
miR-200a_CDH1_0_2,3111,1
miR-200a_FOXC2_0_1,3111,282
miR-200a_FOXC2_0_2,3392,1
miR-200a_GSC_0_1,3111,1167
miR-200a_GSC_0_2,4277,1
miR-200a_KLF8_0_1,3111,1
miR-200a_KLF8_0_2,3111,1
miR-200a_miR-101_0_1,3856,1
miR-200a_miR-101_0_2,3111,746
miR-200a_miR-141_0_1,4280,1
miR-200a_miR-141_0_2,3111,1170
miR-200a_miR-200a_0_1,3112,1
miR-200a_miR-200a_0_2,3111,2
miR-200a_miR-200b_0_1,3925,1
miR-200a_miR-200b_0_2,3111,815
miR-200a_miR-200c_0_1,4103,1
miR-200a_miR-200c_0_2,3111,993
miR-200a_miR-205_0_1,3586,1
miR-200a_miR-205_0_2,3111,476
miR-200a_miR-30c_0_1,4666,1
miR-200a_miR-30c_0_2,3111,1556
miR-200a_miR-34a_0_1,4865,1
miR-200a_miR-34a_0_2,3111,1755
miR-200a_miR-9_0_1,3305,1
miR-200a_miR-9_0_2,3111,195
miR-200a_SNAI1_0_1,3111,652
miR-200a_SNAI1_0_2,3762,1
miR-200a_SNAI2_0_1,3111,711
miR-200a_SNAI2_0_2,3821,1
miR-200a_TCF3_0_1,3111,1
miR-200a_TCF3_0_2,3111,1
miR-200a_TGF-beta_2_0,2240,1
miR-200a_TGF-beta_2_1,2240,872
miR-200a_TWIST1_0_1,3111,836
miR-200a_TWIST1_0_2,3946,1
miR-200a_TWIST2_0_1,3111,1186
miR-200a_TWIST2_0_2,4296,1
miR-200a_VIM_0_1,3111,1
miR-200a_VIM_0_2,3111,1
miR-200a_ZEB1_2_0,2830,1
miR-200a_ZEB1_2_1,2830,282
miR-200a_ZEB2_2_0,2917,1
miR-200a_ZEB2_2_1,2917,195
miR-200b_CDH1_0_1,3111,1
miR-200b_CDH1_0_2,3111,1
miR-200b_FOXC2_0_1,3111,369
miR-200b_FOXC2_0_2,3479,1
miR-200b_GSC_0_1,3111,1507
miR-200b_GSC_0_2,4617,1
miR-200b_KLF8_0_1,3111,1
miR-200b_KLF8_0_2,3111,1
miR-200b_miR-101_0_1,4131,1
miR-200b_miR-101_0_2,3111,1021
miR-200b_miR-141_0_1,4507,1
miR-200b_miR-141_0_2,3111,1397
miR-200b_miR-200a_0_1,4197,1
miR-200b_miR-200a_0_2,3111,1087
miR-200b_miR-200b_0_1,3112,1
miR-200b_miR-200b_0_2,3111,2
miR-200b_miR-200c_0_1,4197,1
miR-200b_miR-200c_0_2,3111,1087
miR-200b_miR-205_0_1,3876,1
miR-200b_miR-205_0_2,3111,766
miR-200b_miR-30c_0_1,4688,1
miR-200b_miR-30c_0_2,3111,1578
miR-200b_miR-34a_0_1,4786,1
miR-200b_miR-34a_0_2,3111,1676
miR-200b_miR-9_0_1,3508,1
miR-200b_miR-9_0_2,3111,398
miR-200b_SNAI1_0_1,3111,702
miR-200b_SNAI1_0_2,3812,1
miR-200b_SNAI2_0_1,3111,480
miR-200b_SNAI2_0_2,3590,1
miR-200b_TCF3_0_1,3111,1
miR-200b_TCF3_0_2,3111,1
miR-200b_TGF-beta_2_0,2258,1
miR-200b_TGF-beta_2_1,2258,854
miR-200b_TWIST1_0_1,3111,905
miR-200b_TWIST1_0_2,4015,1
miR-200b_TWIST2_0_1,3111,1251
miR-200b_TWIST2_0_2,4361,1
miR-200b_VIM_0_1,3111,1
miR-200b_VIM_0_2,3111,1
miR-200b_ZEB1_2_0,2743,1
miR-200b_ZEB1_2_1,2743,369
miR-200b_ZEB2_2_0,2714,1
miR-200b_ZEB2_2_1,2714,398
miR-200c_CDH1_0_1,3111,1
miR-200c_CDH1_0_2,3111,1
miR-200c_FOXC2_0_1,3111,282
miR-200c_FOXC2_0_2,3392,1
miR-200c_GSC_0_1,3111,1167
miR-200c_GSC_0_2,4277,1
miR-200c_KLF8_0_1,3111,1
miR-200c_KLF8_0_2,3111,1
miR-200c_miR-101_0_1,3856,1
miR-200c_miR-101_0_2,3111,746
miR-200c_miR-141_0_1,4280,1
miR-200c_miR-141_0_2,3111,1170
miR-200c_miR-200a_0_1,4103,1
miR-200c_miR-200a_0_2,3111,993
miR-200c_miR-200b_0_1,3925,1
miR-200c_miR-200b_0_2,3111,815
miR-200c_miR-200c_0_1,3112,1
miR-200c_miR-200c_0_2,3111,2
miR-200c_miR-205_0_1,3586,1
miR-200c_miR-205_0_2,3111,476
miR-200c_miR-30c_0_1,4666,1
miR-200c_miR-30c_0_2,3111,1556
miR-200c_miR-34a_0_1,4865,1
miR-200c_miR-34a_0_2,3111,1755
miR-200c_miR-9_0_1,3305,1
miR-200c_miR-9_0_2,3111,195
miR-200c_SNAI1_0_1,3111,652
miR-200c_SNAI1_0_2,3762,1
miR-200c_SNAI2_0_1,3111,711
miR-200c_SNAI2_0_2,3821,1
miR-200c_TCF3_0_1,3111,1
miR-200c_TCF3_0_2,3111,1
miR-200c_TGF-beta_2_0,2240,1
miR-200c_TGF-beta_2_1,2240,872
miR-200c_TWIST1_0_1,3111,836
miR-200c_TWIST1_0_2,3946,1
miR-200c_TWIST2_0_1,3111,1186
miR-200c_TWIST2_0_2,4296,1
miR-200c_VIM_0_1,3111,1
miR-200c_VIM_0_2,3111,1
miR-200c_ZEB1_2_0,2830,1
miR-200c_ZEB1_2_1,2830,282
miR-200c_ZEB2_2_0,2917,1
miR-200c_ZEB2_2_1,2917,195
miR-205_CDH1_0_1,3111,1
miR-205_CDH1_0_2,3111,1
miR-205_FOXC2_0_1,3111,1
miR-205_FOXC2_0_2,3111,1
miR-205_GSC_0_1,3111,1
miR-205_GSC_0_2,3111,1
miR-205_KLF8_0_1,3111,1
miR-205_KLF8_0_2,3111,1
miR-205_miR-101_0_1,3111,1
miR-205_miR-101_0_2,3111,1
miR-205_miR-141_0_1,3111,1
miR-205_miR-141_0_2,3111,1
miR-205_miR-200a_0_1,3111,1
miR-205_miR-200a_0_2,3111,1
miR-205_miR-200b_0_1,3111,1
miR-205_miR-200b_0_2,3111,1
miR-205_miR-200c_0_1,3111,1
miR-205_miR-200c_0_2,3111,1
miR-205_miR-205_0_1,3112,1
miR-205_miR-205_0_2,3111,2
miR-205_miR-30c_0_1,3111,1
miR-205_miR-30c_0_2,3111,1
miR-205_miR-34a_0_1,3111,1
miR-205_miR-34a_0_2,3111,1
miR-205_miR-9_0_1,3111,1
miR-205_miR-9_0_2,3111,1
miR-205_SNAI1_0_1,3111,1
miR-205_SNAI1_0_2,3111,1
miR-205_SNAI2_0_1,3111,1
miR-205_SNAI2_0_2,3111,1
miR-205_TCF3_0_1,3111,1
miR-205_TCF3_0_2,3111,1
miR-205_TGF-beta_0_1,3111,1
miR-205_TGF-beta_0_2,3111,1
miR-205_TWIST1_0_1,3111,1
miR-205_TWIST1_0_2,3111,1
miR-205_TWIST2_0_1,3111,1
miR-205_TWIST2_0_2,3111,1
miR-205_VIM_0_1,3111,1
miR-205_VIM_0_2,3111,1
miR-205_ZEB1_2_0,3111,1
miR-205_ZEB1_2_1,3111,1
miR-205_ZEB2_2_0,3111,1
miR-205_ZEB2_2_1,3111,1
miR-30c_CDH1_0_1,3111,1
miR-30c_CDH1_0_2,3111,1
miR-30c_FOXC2_0_1,3111,1
miR-30c_FOXC2_0_2,3111,1
miR-30c_GSC_0_1,3111,1
miR-30c_GSC_0_2,3111,1
miR-30c_KLF8_0_1,3111,1
miR-30c_KLF8_0_2,3111,1
miR-30c_miR-101_0_1,3111,1
miR-30c_miR-101_0_2,3111,1
miR-30c_miR-141_0_1,3111,1
miR-30c_miR-141_0_2,3111,1
miR-30c_miR-200a_0_1,3111,1
miR-30c_miR-200a_0_2,3111,1
miR-30c_miR-200b_0_1,3111,1
miR-30c_miR-200b_0_2,3111,1
miR-30c_miR-200c_0_1,3111,1
miR-30c_miR-200c_0_2,3111,1
miR-30c_miR-205_0_1,3111,1
miR-30c_miR-205_0_2,3111,1
miR-30c_miR-30c_0_1,3112,1
miR-30c_miR-30c_0_2,3111,2
miR-30c_miR-34a_0_1,3111,1
miR-30c_miR-34a_0_2,3111,1
miR-30c_miR-9_0_1,3111,1
miR-30c_miR-9_0_2,3111,1
miR-30c_SNAI1_2_0,3111,1
miR-30c_SNAI1_2_1,3111,1
miR-30c_SNAI2_2_0,3111,1
miR-30c_SNAI2_2_1,3111,1
miR-30c_TCF3_0_1,3111,1
miR-30c_TCF3_0_2,3111,1
miR-30c_TGF-beta_0_1,3111,1
miR-30c_TGF-beta_0_2,3111,1
miR-30c_TWIST1_0_1,3111,1
miR-30c_TWIST1_0_2,3111,1
miR-30c_TWIST2_0_1,3111,1
miR-30c_TWIST2_0_2,3111,1
miR-30c_VIM_0_1,3111,1
miR-30c_VIM_0_2,3111,1
miR-30c_ZEB1_0_1,3111,1
miR-30c_ZEB1_0_2,3111,1
miR-30c_ZEB2_2_0,3111,1
miR-30c_ZEB2_2_1,3111,1
miR-34a_CDH1_0_1,3111,1
miR-34a_CDH1_0_2,3111,1
miR-34a_FOXC2_0_1,3111,106
miR-34a_FOXC2_0_2,3216,1
miR-34a_GSC_0_1,3111,632
miR-34a_GSC_0_2,3742,1
miR-34a_KLF8_0_1,3111,1
miR-34a_KLF8_0_2,3111,1
miR-34a_miR-101_0_1,3501,1
miR-34a_miR-101_0_2,3111,391
miR-34a_miR-141_0_1,3629,1
miR-34a_miR-141_0_2,3111,519
miR-34a_miR-200a_0_1,3483,1
miR-34a_miR-200a_0_2,3111,373
miR-34a_miR-200b_0_1,3462,1
miR-34a_miR-200b_0_2,3111,352
miR-34a_miR-200c_0_1,3483,1
miR-34a_miR-200c_0_2,3111,373
miR-34a_miR-205_0_1,3491,1
miR-34a_miR-205_0_2,3111,381
miR-34a_miR-30c_0_1,4138,1
miR-34a_miR-30c_0_2,3111,1028
miR-34a_miR-34a_0_1,3112,1
miR-34a_miR-34a_0_2,3111,2
miR-34a_miR-9_0_1,3386,1
miR-34a_miR-9_0_2,3111,276
miR-34a_SNAI1_2_0,2927,1
miR-34a_SNAI1_2_1,2927,185
miR-34a_SNAI2_2_0,2543,1
miR-34a_SNAI2_2_1,2543,569
miR-34a_TCF3_0_1,3111,1
miR-34a_TCF3_0_2,3111,1
miR-34a_TGF-beta_0_1,3111,195
miR-34a_TGF-beta_0_2,3305,1
miR-34a_TWIST1_0_1,3111,536
miR-34a_TWIST1_0_2,3646,1
miR-34a_TWIST2_2_0,2129,1
miR-34a_TWIST2_2_1,2129,983
miR-34a_VIM_0_1,3111,1
miR-34a_VIM_0_2,3111,1
miR-34a_ZEB1_2_0,3006,1
miR-34a_ZEB1_2_1,3006,106
miR-34a_ZEB2_0_1,3111,276
miR-34a_ZEB2_0_2,3386,1
miR-9_CDH1_2_0,3111,1
miR-9_CDH1_2_1,3111,1
miR-9_FOXC2_0_1,3111,1
miR-9_FOXC2_0_2,3111,1
miR-9_GSC_0_1,3111,1
miR-9_GSC_0_2,3111,1
miR-9_KLF8_0_1,3111,1
miR-9_KLF8_0_2,3111,1
miR-9_miR-101_0_1,3111,1
miR-9_miR-101_0_2,3111,1
miR-9_miR-141_0_1,3111,1
miR-9_miR-141_0_2,3111,1
miR-9_miR-200a_0_1,3111,1
miR-9_miR-200a_0_2,3111,1
miR-9_miR-200b_0_1,3111,1
miR-9_miR-200b_0_2,3111,1
miR-9_miR-200c_0_1,3111,1
miR-9_miR-200c_0_2,3111,1
miR-9_miR-205_0_1,3111,1
miR-9_miR-205_0_2,3111,1
miR-9_miR-30c_0_1,3111,1
miR-9_miR-30c_0_2,3111,1
miR-9_miR-34a_0_1,3111,1
miR-9_miR-34a_0_2,3111,1
miR-9_miR-9_0_1,3112,1
miR-9_miR-9_0_2,3111,2
miR-9_SNAI1_0_1,3111,1
miR-9_SNAI1_0_2,3111,1
miR-9_SNAI2_0_1,3111,1
miR-9_SNAI2_0_2,3111,1
miR-9_TCF3_0_1,3111,1
miR-9_TCF3_0_2,3111,1
miR-9_TGF-beta_0_1,3111,1
miR-9_TGF-beta_0_2,3111,1
miR-9_TWIST1_0_1,3111,1
miR-9_TWIST1_0_2,3111,1
miR-9_TWIST2_0_1,3111,1
miR-9_TWIST2_0_2,3111,1
miR-9_VIM_0_1,3111,1
miR-9_VIM_0_2,3111,1
miR-9_ZEB1_0_1,3111,1
miR-9_ZEB1_0_2,3111,1
miR-9_ZEB2_2_0,3111,1
miR-9_ZEB2_2_1,3111,1
SNAI1_CDH1_2_0,3111,1
SNAI1_CDH1_2_1,3111,1
SNAI1_FOXC2_1_0,2912,1
SNAI1_FOXC2_1_2,2912,200
SNAI1_GSC_0_1,3694,1
SNAI1_GSC_0_2,3111,584
SNAI1_KLF8_0_1,3111,1
SNAI1_KLF8_0_2,3111,1
SNAI1_miR-101_2_0,2800,1
SNAI1_miR-101_2_1,2800,312
SNAI1_miR-141_0_1,3111,516
SNAI1_miR-141_0_2,3626,1
SNAI1_miR-200a_0_1,3111,365
SNAI1_miR-200a_0_2,3475,1
SNAI1_miR-200b_0_1,3111,326
SNAI1_miR-200b_0_2,3436,1
SNAI1_miR-200c_0_1,3111,365
SNAI1_miR-200c_0_2,3475,1
SNAI1_miR-205_0_1,3111,451
SNAI1_miR-205_0_2,3561,1
SNAI1_miR-30c_0_1,3111,667
SNAI1_miR-30c_0_2,3777,1
SNAI1_miR-34a_2_0,2297,1
SNAI1_miR-34a_2_1,2297,815
SNAI1_miR-9_0_1,3111,252
SNAI1_miR-9_0_2,3362,1
SNAI1_SNAI1_2_0,3111,0
SNAI1_SNAI1_2_1,3112,0
SNAI1_SNAI2_1_0,2697,1
SNAI1_SNAI2_1_2,2697,415
SNAI1_TCF3_0_1,3111,1
SNAI1_TCF3_0_2,3111,1
SNAI1_TGF-beta_0_1,3232,1
SNAI1_TGF-beta_0_2,3111,122
SNAI1_TWIST1_1_0,2612,1
SNAI1_TWIST1_1_2,2612,500
SNAI1_TWIST2_0_1,3726,1
SNAI1_TWIST2_0_2,3111,616
SNAI1_VIM_1_0,3111,1
SNAI1_VIM_1_2,3111,1
SNAI1_ZEB1_1_0,2912,1
SNAI1_ZEB1_1_2,2912,200
SNAI1_ZEB2_1_0,2860,1
SNAI1_ZEB2_1_2,2860,252
SNAI2_CDH1_2_0,3111,1
SNAI2_CDH1_2_1,3111,1
SNAI2_FOXC2_0_1,3380,1
SNAI2_FOXC2_0_2,3111,270
SNAI2_GSC_0_1,4097,1
SNAI2_GSC_0_2,3111,987
SNAI2_KLF8_0_1,3111,1
SNAI2_KLF8_0_2,3111,1
SNAI2_miR-101_2_0,2185,1
SNAI2_miR-101_2_1,2185,927
SNAI2_miR-141_0_1,3111,704
SNAI2_miR-141_0_2,3814,1
SNAI2_miR-200a_0_1,3111,511
SNAI2_miR-200a_0_2,3621,1
SNAI2_miR-200b_2_0,2601,1
SNAI2_miR-200b_2_1,2601,511
SNAI2_miR-200c_0_1,3111,511
SNAI2_miR-200c_0_2,3621,1
SNAI2_miR-205_0_1,3111,642
SNAI2_miR-205_0_2,3752,1
SNAI2_miR-30c_0_1,3111,799
SNAI2_miR-30c_0_2,3909,1
SNAI2_miR-34a_0_1,3111,780
SNAI2_miR-34a_0_2,3890,1
SNAI2_miR-9_0_1,3111,373
SNAI2_miR-9_0_2,3483,1
SNAI2_SNAI1_0_1,3536,1
SNAI2_SNAI1_0_2,3111,426
SNAI2_SNAI2_1_0,3110,1
SNAI2_SNAI2_1_2,3110,2
SNAI2_TCF3_0_1,3111,1
SNAI2_TCF3_0_2,3111,1
SNAI2_TGF-beta_0_1,3278,1
SNAI2_TGF-beta_0_2,3111,168
SNAI2_TWIST1_0_1,3655,1
SNAI2_TWIST1_0_2,3111,545
SNAI2_TWIST2_1_0,2185,1
SNAI2_TWIST2_1_2,2185,927
SNAI2_VIM_1_0,3111,1
SNAI2_VIM_1_2,3111,1
SNAI2_ZEB1_0_1,3380,1
SNAI2_ZEB1_0_2,3111,270
SNAI2_ZEB2_0_1,3483,1
SNAI2_ZEB2_0_2,3111,373
TCF3_CDH1_2_0,3111,1
TCF3_CDH1_2_1,3111,1
TCF3_FOXC2_0_1,3390,1
TCF3_FOXC2_0_2,3111,280
TCF3_GSC_0_1,3673,1
TCF3_GSC_0_2,3111,563
TCF3_KLF8_0_1,3111,1
TCF3_KLF8_0_2,3111,1
TCF3_miR-101_0_1,3111,734
TCF3_miR-101_0_2,3844,1
TCF3_miR-141_0_1,3111,636
TCF3_miR-141_0_2,3746,1
TCF3_miR-200a_0_1,3111,452
TCF3_miR-200a_0_2,3562,1
TCF3_miR-200b_0_1,3111,413
TCF3_miR-200b_0_2,3523,1
TCF3_miR-200c_0_1,3111,452
TCF3_miR-200c_0_2,3562,1
TCF3_miR-205_0_1,3111,594
TCF3_miR-205_0_2,3704,1
TCF3_miR-30c_0_1,3111,1383
TCF3_miR-30c_0_2,4493,1
TCF3_miR-34a_0_1,3111,953
TCF3_miR-34a_0_2,4063,1
TCF3_miR-9_0_1,3111,315
TCF3_miR-9_0_2,3425,1
TCF3_SNAI1_0_1,3590,1
TCF3_SNAI1_0_2,3111,480
TCF3_SNAI2_0_1,3700,1
TCF3_SNAI2_0_2,3111,590
TCF3_TCF3_0_1,3112,1
TCF3_TCF3_0_2,3111,2
TCF3_TGF-beta_0_1,3244,1
TCF3_TGF-beta_0_2,3111,134
TCF3_TWIST1_0_1,3112,1
TCF3_TWIST1_0_2,3111,2
TCF3_TWIST2_0_1,3649,1
