name,pos_cycle,Total Negative cycles,Frustration Boolean,plast_2,JSD,no signal FrusB,Frustration RACIPE,no signal FrusR
1788873761,6,7,0.256809118,0.3293,0.878993454,0.268898669,0.500157035,0.501424699
182846096,7,6,0.230006467,0.4702,0.97371894,0.24137931,0.51459588,0.529067477
1879364356,6,7,0.299409375,0.2447,0.972621597,0.298603448,0.55837846,0.560447122
1881195096,8,5,0.211775,0.5019,0.960674113,0.210986207,0.471678694,0.483024209
1881738768,5,8,0.231152594,0.4177,0.946199275,0.246694543,0.500588242,0.514082878
2151072005,6,7,0.260314342,0.3063,0.919280294,0.245436548,0.52124262,0.520801085
1892156740,6,7,0.317383521,0.3552,0.966732007,0.324385487,0.534296922,0.544499332
1896138304,7,6,0.248275,0.4609,0.970768746,0.248603448,0.534772475,0.528739852
190009348,5,8,0.228725,0.2454,0.88140729,0.215982759,0.529781616,0.527845512
1910050816,8,5,0.223459375,0.4054,0.936507363,0.222265517,0.558244102,0.567784748
1913131316,5,8,0.239059375,0.3298,0.904858155,0.251255172,0.528772631,0.529084336
1957727232,7,6,0.21474375,0.3947,0.958266146,0.225448276,0.530561336,0.545988146
1972404768,7,6,0.246494031,0.5154,0.973978298,0.244271695,0.524570236,0.527920932
1979975826,5,8,0.33302016,0.2415,0.958321092,0.344827586,0.52269547,0.534176
19997580,6,7,0.24103125,0.5386,0.955265944,0.228951724,0.477755573,0.48305848
2017510434,4,9,0.256982517,0.3464,0.917328489,0.275862069,0.48895091,0.499176998
2014658563,6,7,0.25,0.3917,0.877739956,0.24137931,0.522051803,0.523853911
201615561,5,8,0.2643625,0.5034,0.965368592,0.248572414,0.496628782,0.493689338
201892650,7,6,0.23773125,0.4056,0.960302005,0.231831034,0.497503504,0.499293428
20546612,6,7,0.274103125,0.4083,0.813777401,0.283924138,0.530496848,0.534009417
2113995344,8,5,0.205479542,0.6282,0.953225972,0.197832017,0.50312202,0.502511408
2117077008,6,7,0.264627785,0.3702,0.926138987,0.275862069,0.51355739,0.513813915
2160526865,6,7,0.247745276,0.3794,0.97373321,0.256939005,0.500308776,0.498769224
2147779191,9,4,0.15880625,0.4898,0.971341402,0.16487931,0.471846017,0.468557886
2148323914,8,5,0.226803125,0.6012,0.960168292,0.226617241,0.5056916,0.503263165
2148999345,5,8,0.2501,0.3524,0.964950371,0.25642069,0.515733193,0.5053499
2149483052,8,5,0.220109375,0.5861,0.959692812,0.211906897,0.507495159,0.504467824
2150717664,6,7,0.275950387,0.204,0.906360293,0.275321721,0.504912488,0.5121133
2151851472,6,7,0.255858573,0.2366,0.972525869,0.276605537,0.511909159,0.514399613
2151953297,4,9,0.21875,0.3089,0.957892343,0.24137931,0.533057431,0.523426916
2152217904,6,7,0.238467188,0.3366,0.968309628,0.24137931,0.496414333,0.498267798
2153273444,6,7,0.250812663,0.2624,0.957314531,0.258575853,0.496597391,0.507561097
2156169571,5,8,0.259884393,0.2358,0.952615181,0.275862069,0.508883935,0.508330323
2156235592,10,3,0.16608125,0.6543,0.979656516,0.15592069,0.493403974,0.490444867
2156479208,8,5,0.213775,0.5044,0.976001672,0.210386207,0.4754128,0.488866164
21579346,6,7,0.277464958,0.3576,0.960037796,0.278511183,0.502751658,0.504043209
2168475679,7,6,0.2202375,0.4039,0.958796921,0.222975862,0.45849218,0.457823251
2160599658,5,8,0.286928125,0.3515,0.965926955,0.28382069,0.481277517,0.483337969
2160662542,9,4,0.2034625,0.58,0.946825027,0.180206897,0.461658945,0.469266174
2161398530,6,7,0.2516125,0.2342,0.96651204,0.24137931,0.514546807,0.510869886
2162442569,6,7,0.18496875,0.5087,0.969366305,0.157803448,0.441594995,0.433085567
2164864648,9,4,0.18124375,0.6473,0.980447162,0.169313793,0.460152676,0.468660531
2165393282,9,4,0.1692375,0.6424,0.971357381,0.1732,0.495299495,0.4969414
2165965612,6,7,0.267846844,0.3487,0.960054586,0.275862069,0.493551762,0.496213186
2166955272,6,7,0.232,0.4647,0.862047298,0.2302,0.473725014,0.473383881
2167648288,5,8,0.271488447,0.2466,0.878005635,0.275862069,0.500130732,0.511511973
2173192754,8,5,0.197896875,0.5872,0.982867892,0.199141379,0.520990877,0.526123844
2173711584,6,7,0.272992788,0.3441,0.969221098,0.275862069,0.482612127,0.494761189
2174156822,7,6,0.24131844,0.5436,0.946059228,0.238008815,0.511344355,0.496428896
2176849219,6,7,0.298515625,0.2274,0.961769394,0.297565517,0.512226968,0.517032568
2179088496,5,8,0.20761875,0.4049,0.969192894,0.2212,0.54018877,0.546639152
2189709513,6,7,0.216546875,0.4588,0.966614918,0.2199,0.482572848,0.489138426
2181193089,5,8,0.25026875,0.3309,0.944248664,0.256668966,0.505084226,0.503331814
2182369896,6,7,0.2322875,0.405,0.958094524,0.241882759,0.450488714,0.457339091
2183662056,7,6,0.231325,0.4401,0.954771045,0.231327586,0.44187143,0.434331393
2195986948,8,5,0.2178625,0.3887,0.978776428,0.214117241,0.4922349,0.501635074
2197959876,8,5,0.163728125,0.3559,0.974095568,0.172413793,0.583469529,0.592215375
2198542472,8,5,0.2069125,0.5565,0.923430568,0.187855172,0.465954072,0.456031783
2198886425,8,5,0.2225375,0.4683,0.813899165,0.206844828,0.496451496,0.484356431
2199144848,7,6,0.240088372,0.4568,0.956078204,0.23647033,0.515397285,0.518490142
2200143424,6,7,0.236785979,0.3423,0.94588034,0.254937072,0.508492145,0.500729863
2201780236,7,6,0.288592778,0.4943,0.879869573,0.285120225,0.466998822,0.466258608
220279818,8,5,0.24769375,0.5646,0.929629112,0.232910345,0.493892707,0.501552564
2214707820,7,6,0.1697375,0.568,0.95146993,0.169875862,0.437542458,0.445316861
22107654,5,8,0.2286375,0.3156,0.961417995,0.246562069,0.489381089,0.491004349
2206794371,8,5,0.223865625,0.5373,0.953424172,0.210224138,0.525163473,0.513100973
2214733855,6,7,0.231896875,0.407,0.94545,0.241458621,0.477111472,0.47666746
2214855642,9,4,0.16598125,0.5965,0.978115978,0.168448276,0.499807402,0.498435888
2214880341,8,5,0.179899163,0.4226,0.987672346,0.186658269,0.527156912,0.513716872
2215567456,6,7,0.214511431,0.4365,0.965861436,0.231744756,0.52212731,0.5101352
2216172076,9,4,0.20870625,0.4992,0.97058229,0.195941379,0.430452161,0.435531847
2216189064,7,6,0.209296875,0.5406,0.966333581,0.200355172,0.455018569,0.462008339
2216468998,8,5,0.238471875,0.4027,0.94785265,0.228355172,0.513047842,0.502545322
2216969010,7,6,0.251471875,0.3616,0.987389369,0.247993103,0.525888368,0.52392999
2217156689,5,8,0.263427562,0.3016,0.959382078,0.283895861,0.513140627,0.502574684
2218131672,6,7,0.202140625,0.4325,0.948943467,0.199296552,0.484723496,0.48056046
2219975489,6,7,0.279228125,0.2049,0.964825802,0.298913793,0.500414236,0.502552874
2220384418,6,7,0.262123757,0.2042,0.975317954,0.275862069,0.51058941,0.513391255
2222996549,9,4,0.18613125,0.6271,0.970092745,0.178431034,0.505583223,0.507861825
2223137833,8,5,0.237259375,0.4581,0.950106112,0.227962069,0.440834531,0.440612856
2222229120,7,6,0.228209375,0.4053,0.959517488,0.228944828,0.473143131,0.468600725
2223408401,9,4,0.187628432,0.4858,0.966122578,0.185769272,0.514359067,0.515300946
2223669638,9,4,0.193728125,0.6414,0.980101172,0.177610345,0.488880164,0.500446155
2225213844,4,9,0.300222738,0.2277,0.968509083,0.310344828,0.503575399,0.513544349
2231504720,6,7,0.225932436,0.2864,0.973388372,0.214821999,0.510271111,0.513536557
2233608206,6,7,0.25460625,0.4614,0.945800487,0.238982759,0.487443845,0.495309815
2233730164,8,5,0.223015625,0.4949,0.974901056,0.209182759,0.54483463,0.536039239
2235191297,7,6,0.259071875,0.2755,0.937579186,0.257289655,0.523194105,0.529725744
2236270596,8,5,0.213271875,0.4439,0.989426154,0.200655172,0.535014844,0.539055134
2242117833,6,7,0.195628125,0.4604,0.962583607,0.178089655,0.457831357,0.443015854
227663874,7,6,0.246203125,0.4041,0.93189716,0.248986207,0.529245971,0.539428897
2257342977,7,6,0.203346875,0.4332,0.974390378,0.203386207,0.500535603,0.513919948
2269200658,7,6,0.214304846,0.384,0.963044326,0.223356428,0.53150308,0.519353243
2270169200,8,5,0.212671875,0.4942,0.965145595,0.207655172,0.503591517,0.488500187
2282308693,9,4,0.166928181,0.7612,0.706959793,0.176312764,0.52669237,0.545217414
2282408528,10,3,0.173246951,0.6046,0.965574538,0.180756939,0.523927604,0.543732759
2282186770,6,7,0.225781749,0.4772,0.941738794,0.24137931,0.556746763,0.548809269
228630626,6,7,0.248226548,0.2602,0.959288625,0.250620676,0.546480568,0.557724447
2282577958,7,6,0.186368298,0.3469,0.959208137,0.2025795,0.5671873,0.559755922
2283319944,8,5,0.160846875,0.6698,0.96381751,0.137968966,0.477367121,0.478376496
2298488532,7,6,0.254771655,0.344,0.974801405,0.2537543,0.520251164,0.533199665
2298878256,9,4,0.207315625,0.4936,0.934738739,0.194858621,0.512283782,0.5008354
2299560597,8,5,0.174196886,0.6047,0.975350398,0.18162913,0.524351367,0.529394219
2300187778,5,8,0.2523,0.2578,0.928864165,0.269937931,0.514121922,0.518403614
2307201029,6,7,0.2171875,0.3737,0.948319138,0.214610345,0.557787502,0.551598228
2315692576,8,5,0.223126536,0.4989,0.967703663,0.218151839,0.518635874,0.523574984
2318147843,7,6,0.240340625,0.2633,0.864074953,0.246451724,0.528879896,0.534717356
2320110628,6,7,0.26213424,0.2137,0.936807539,0.275862069,0.532873073,0.533796552
2329215168,4,9,0.274346875,0.2553,0.936717497,0.275862069,0.509827505,0.520587245
23298573,7,6,0.249113056,0.5564,0.957998988,0.24137931,0.464556479,0.464299407
2341470628,8,5,0.196170747,0.6358,0.941964227,0.209515769,0.550519726,0.53823111
2351138884,8,5,0.16400625,0.3597,0.946307519,0.172413793,0.523896653,0.538194683
2357792902,8,5,0.219396875,0.4163,0.949144373,0.203648276,0.500493818,0.510575152
2358395153,5,8,0.259695782,0.2385,0.946192505,0.275862069,0.522347407,0.534103751
2400217120,7,6,0.210236957,0.3974,0.946789249,0.200625565,0.485014937,0.480843179
2365592468,7,6,0.271924496,0.3905,0.980302023,0.275862069,0.510462199,0.514630996
2383429961,6,7,0.203809375,0.5196,0.918493074,0.19927931,0.505131251,0.503529104
2383448356,7,6,0.211227704,0.4385,0.957058338,0.221319384,0.530999432,0.532524165
2383949872,8,5,0.211115625,0.5577,0.955620835,0.217448276,0.524274167,0.50985481
2399675140,5,8,0.2553,0.3161,0.95308276,0.256506897,0.520798058,0.520630175
2404550656,7,6,0.247065625,0.3825,0.955554797,0.248189655,0.532758996,0.524959257
2416711943,6,7,0.299225,0.2462,0.94631052,0.298227586,0.492377376,0.494735276
2417402241,5,8,0.250296875,0.3811,0.958702701,0.254848276,0.503176363,0.511908877
2418180683,7,6,0.180340625,0.5573,0.943001668,0.184055172,0.483128828,0.472475899
2421196450,5,8,0.259953997,0.2484,0.969560265,0.275862069,0.51217113,0.505823558
2424858242,6,7,0.279565625,0.2863,0.968812997,0.297841379,0.504355561,0.501935439
2425436292,7,6,0.203675,0.4146,0.959543187,0.212882759,0.529447257,0.53193504
2425799170,7,6,0.248090625,0.4928,0.968201723,0.249031034,0.52883822,0.534079282
2450020874,8,5,0.219765625,0.5534,0.963680038,0.192758621,0.453150665,0.454658773
2450532684,7,6,0.2261125,0.5611,0.879970028,0.206896552,0.506076313,0.510125956
24521218,6,7,0.23169375,0.4462,0.979357414,0.233906897,0.511857051,0.510720406
24612865,8,5,0.219740625,0.4881,0.973770084,0.222182759,0.505647899,0.496567348
2459832322,6,7,0.2178875,0.4308,0.908599366,0.214268966,0.505348136,0.497974443
2462113826,6,7,0.254631552,0.2692,0.970726451,0.275743965,0.509463078,0.516918697
2467562824,7,6,0.245488087,0.5608,0.937338879,0.24137931,0.505936487,0.50506639
2467597316,4,9,0.22695,0.34,0.937650485,0.24137931,0.517614621,0.519657224
252379908,6,7,0.238912097,0.298,0.933962974,0.24137931,0.519231811,0.514163946
2485418016,8,5,0.202369235,0.3363,0.963213494,0.206896552,0.460218021,0.466078697
2487575553,6,7,0.251221875,0.2856,0.952873539,0.24137931,0.51404419,0.517051192
2491624576,7,6,0.248715625,0.2826,0.950962924,0.257351724,0.526946487,0.526471047
2499834752,6,7,0.2061875,0.4845,0.985061344,0.2021,0.513532803,0.502516678
2466251295,7,6,0.2220875,0.516,0.96382777,0.2302,0.498624725,0.50846025
2483947788,9,4,0.184671875,0.6905,0.963057869,0.169958621,0.483183209,0.484628264
2500071596,5,8,0.28173125,0.3232,0.975211046,0.284344828,0.452428549,0.450352384
2500400260,8,5,0.227875,0.4247,0.959011849,0.225227586,0.510727459,0.50901084
2505052930,6,7,0.25086875,0.2671,0.960149939,0.24137931,0.531120818,0.529533357
2516597060,7,6,0.2541625,0.4133,0.956371538,0.243341379,0.524518253,0.53676591
2516656709,7,6,0.21588125,0.4836,0.957175471,0.204217241,0.505771456,0.516687418
2517207076,7,6,0.22119372,0.4723,0.935937273,0.220776037,0.500764121,0.502394174
2519204038,6,7,0.24221875,0.3341,0.916844702,0.248944828,0.494989074,0.493847059
2521039568,5,8,0.25,0.1799,0.952136579,0.24137931,0.527196296,0.522159951
2550457354,6,7,0.231728125,0.5003,0.919514524,0.215817241,0.537881761,0.546472265
2550538515,7,6,0.232755441,0.3293,0.918588871,0.250435645,0.53312001,0.54534027
2551883904,7,6,0.252675,0.3127,0.941628291,0.243296552,0.541665203,0.542807894
2554348652,7,6,0.24891875,0.5051,0.926618211,0.24827931,0.504992463,0.497863619
2554385928,9,4,0.2058,0.6493,0.966597433,0.192651724,0.482523452,0.473673986
2554421300,6,7,0.225040625,0.3981,0.93247539,0.230017241,0.518605221,0.518015468
2558545186,6,7,0.273062597,0.3532,0.868023311,0.275862069,0.538529226,0.532646279
2568069636,6,7,0.230953125,0.4133,0.913627812,0.233231034,0.539230702,0.534153778
2572320848,4,9,0.257298417,0.272,0.923963337,0.275862069,0.528601156,0.530538967
2584503328,7,6,0.228117628,0.3278,0.91732251,0.220655867,0.531249807,0.531475185
261161016,9,4,0.174134375,0.714,0.935850708,0.17032069,0.487484157,0.473213778
268582128,4,9,0.1875,0.3288,0.962887849,0.206896552,0.49447467,0.493367536
2643493504,7,6,0.25765625,0.424,0.972674194,0.249410345,0.537635424,0.539148376
2684559947,6,7,0.181046875,0.5381,0.930849383,0.184737931,0.517586843,0.514541516
2684901958,5,8,0.2640125,0.3601,0.952557122,0.276386207,0.524143805,0.516725372
2686228485,4,9,0.31640625,0.3113,0.93479815,0.314624138,0.513236173,0.517939952
268703578,5,8,0.19671875,0.3139,0.961779024,0.215217241,0.474355159,0.476132816
269185121,7,6,0.224795604,0.4363,0.830081355,0.24129876,0.498835363,0.496512031
282281536,7,6,0.25,0.3838,0.957864941,0.248196552,0.500419768,0.490160761
269621714,4,9,0.265472302,0.259,0.923270188,0.275862069,0.520516152,0.512712297
2701345315,6,7,0.266350784,0.3589,0.934338468,0.275862069,0.517373584,0.517268281
270161473,7,6,0.220103125,0.3514,0.944702189,0.2231,0.478264413,0.468131828
2720923729,4,9,0.274195739,0.3443,0.913101076,0.275862069,0.536749501,0.529256033
2726309032,6,7,0.2990625,0.3494,0.973092242,0.298382759,0.491562391,0.496469912
2726318536,6,7,0.206515625,0.5442,0.962749794,0.20872069,0.501629082,0.505781137
273213484,8,5,0.21539375,0.4567,0.980030382,0.222362069,0.457036167,0.449536646
2734785049,7,6,0.24673125,0.4977,0.931075667,0.257551724,0.489191916,0.500021601
2743076528,6,7,0.243440625,0.4197,0.980471871,0.249841379,0.486732423,0.496854075
274755854,10,3,0.175928125,0.6882,0.973832623,0.158031034,0.495814018,0.494344566
2753606032,7,6,0.225919802,0.436,0.97873475,0.24137931,0.509793698,0.509396553
2754479624,9,4,0.190325,0.6832,0.974719688,0.176324138,0.49878565,0.499574594
2756224516,8,5,0.220184375,0.4099,0.977964563,0.216468966,0.546801456,0.545645914
2759920450,6,7,0.204278125,0.4225,0.957303847,0.200968966,0.545209865,0.537677585
276432134,6,7,0.291128125,0.3116,0.929945581,0.28997931,0.527116322,0.518704721
2776974400,7,6,0.225690625,0.4267,0.961651749,0.235044828,0.519509085,0.53124908
277820672,7,6,0.2532625,0.4397,0.965201774,0.242393103,0.494676957,0.506665227
2785706276,6,7,0.268450689,0.2925,0.931375664,0.275862069,0.52703528,0.531106949
279077452,5,8,0.2321,0.4324,0.965250248,0.206896552,0.461821248,0.454418703
2802679824,7,6,0.205007352,0.4535,0.962249047,0.215702052,0.541600207,0.543718752
2814414912,6,7,0.230078125,0.3653,0.973813325,0.230403448,0.521519179,0.532703043
2819035920,4,9,0.324140498,0.2598,0.944650164,0.344827586,0.511375603,0.514232195
2819766277,7,6,0.231065625,0.4035,0.835625552,0.231296552,0.539668682,0.543451557
2821032576,6,7,0.295004574,0.3058,0.953682252,0.310344828,0.497268278,0.497686679
2821840960,5,8,0.283440625,0.2909,0.729210267,0.285862069,0.508941804,0.506872713
2827242625,7,6,0.25824375,0.3431,0.957833898,0.252013793,0.518045389,0.519429507
283509073,5,8,0.247579966,0.4315,0.975294503,0.247126437,0.504143446,0.507153303
2858532865,8,5,0.204415625,0.5493,0.889740764,0.199134483,0.499022039,0.502543521
285869772,7,6,0.246024816,0.5448,0.97831176,0.24137931,0.475035646,0.470643024
287337312,5,8,0.258304812,0.1676,0.97970118,0.275862069,0.527300237,0.522176459
2954245632,9,4,0.171665625,0.6253,0.979362743,0.162144828,0.515129394,0.500149472
294159026,8,5,0.203553125,0.5358,0.985595971,0.209789655,0.52204433,0.521449476
2954657896,5,8,0.228634375,0.4199,0.900752917,0.219689655,0.505895108,0.504183321
295919634,6,7,0.253377859,0.194,0.894369579,0.27476227,0.517924829,0.510503317
2986461280,7,6,0.233546517,0.4763,0.76826328,0.237729306,0.498208843,0.49624262
298845073,6,7,0.272395497,0.347,0.976841007,0.271500643,0.517189599,0.517497774
298353776,8,5,0.19061875,0.5264,0.977653131,0.195706897,0.508456184,0.5067037
2964590602,6,7,0.18060625,0.5229,0.94547899,0.184086207,0.500717536,0.493183124
2970229008,5,8,0.257889664,0.1828,0.877097019,0.275862069,0.510552429,0.514817493
2977235072,6,7,0.238351806,0.3363,0.957566519,0.24137931,0.522998518,0.51279961
2979267728,8,5,0.1875,0.3606,0.975420674,0.172413793,0.553650796,0.541446957
2986959888,8,5,0.210574128,0.4953,0.826089784,0.20322322,0.52352174,0.510213692
2987432001,9,4,0.1980375,0.5275,0.755980778,0.194793103,0.515358575,0.513995134
2991654978,8,5,0.211521875,0.4757,0.864987031,0.210382759,0.530508387,0.532424286
2991988864,5,8,0.256446875,0.314,0.957136821,0.257344828,0.533124133,0.539606493
300482946,9,4,0.16596875,0.6679,0.965804533,0.167168966,0.534035935,0.535478856
3071492096,9,4,0.17001875,0.612,0.85142232,0.152124138,0.546409064,0.533924381
308305978,9,4,0.20388125,0.6627,0.97431835,0.193813793,0.474049679,0.483396133
309006372,5,8,0.271319461,0.3159,0.926811532,0.275862069,0.494438229,0.496849143
3095544097,6,7,0.278062183,0.3011,0.836100933,0.2837394,0.500507925,0.513338295
310399164,6,7,0.25061875,0.5124,0.974419536,0.250603448,0.465341296,0.466414517
3108766016,5,8,0.2179,0.2922,0.945238916,0.220582759,0.533064187,0.522932259
311723553,6,7,0.244601228,0.3555,0.962043561,0.237930367,0.510507882,0.49857445
3146792964,9,4,0.18529375,0.6685,0.790172457,0.183427586,0.539349839,0.524310694
31532116,7,6,0.212417483,0.4027,0.969312523,0.221802761,0.511743059,0.524395914
3171287060,8,5,0.209558824,0.6317,0.963117182,0.20294881,0.53485693,0.520841394
322110500,6,7,0.244666952,0.2864,0.66278593,0.254616705,0.48810302,0.499668095
321135658,5,8,0.268346875,0.3157,0.955612065,0.284503448,0.476056334,0.465038756
323563778,7,6,0.234315625,0.3832,0.926100692,0.230065517,0.517640002,0.520669208
3222615074,7,6,0.238336407,0.4634,0.945033043,0.24137931,0.518623824,0.505455322
3223872044,6,7,0.210875,0.3984,0.970385176,0.221706897,0.476933194,0.47692204
3224400389,8,5,0.21740625,0.4667,0.96726764,0.203944828,0.514853361,0.517927068
3225239558,7,6,0.246903125,0.4003,0.9163087,0.248155172,0.491514169,0.488214849
3225978648,8,5,0.209803125,0.5202,0.986843717,0.205348276,0.443267471,0.449887723
3226141315,7,6,0.251171875,0.3424,0.938096783,0.247837931,0.526241682,0.538337406
3227156620,8,5,0.25114375,0.5123,0.935463519,0.235644828,0.464084866,0.470026745
3230484994,8,5,0.204634375,0.5292,0.978589737,0.199851724,0.480008406,0.475536136
3230778176,8,5,0.211521875,0.4463,0.944644369,0.210837931,0.524109609,0.540568179
3232011276,8,5,0.218984375,0.5846,0.966083365,0.215941379,0.508412655,0.506146776
3235120449,7,6,0.227809375,0.3376,0.982713462,0.2377,0.529936071,0.530515037
3235157504,7,6,0.2289625,0.3363,0.978582932,0.240027586,0.506890809,0.503906946
3238036811,10,3,0.1618875,0.7115,0.890815039,0.135810345,0.488494702,0.492083701
3239057610,7,6,0.212340625,0.5185,0.947732308,0.200344828,0.501890718,0.504309632
3239779328,7,6,0.202425,0.442,0.77338991,0.207889655,0.497851369,0.500407006
3238709257,10,3,0.1701125,0.7531,0.883060308,0.145334483,0.465192545,0.464881791
3240690729,11,2,0.154278125,0.6736,0.832427779,0.142972414,0.506889583,0.508332117
3242340434,6,7,0.271477565,0.303,0.958411868,0.270337487,0.499554549,0.51074936
3246526487,7,6,0.230519991,0.3174,0.913526162,0.237915544,0.505168284,0.508166905
3247443218,7,6,0.234267833,0.4431,0.878656674,0.229283653,0.516721529,0.520356687
3248554565,7,6,0.169396875,0.5277,0.949200943,0.169075862,0.504020842,0.507135658
3254791749,7,6,0.213434375,0.5183,0.966120216,0.203793103,0.518722511,0.507016983
3255607369,7,6,0.205828125,0.5308,0.906481984,0.197431034,0.460812803,0.460877349
3256912409,9,4,0.17716875,0.6435,0.973529505,0.160262069,0.467830577,0.462263139
3259817985,5,8,0.252896875,0.2758,0.960106711,0.242644828,0.519611198,0.523580019
3271572004,10,3,0.173625084,0.6416,0.986108173,0.181398737,0.509833483,0.507846702
3288355893,8,5,0.228084375,0.5031,0.919829912,0.226982759,0.488290064,0.498716995
3288625283,7,6,0.233665625,0.3879,0.972323081,0.229296552,0.524275233,0.513649119
3292541322,8,5,0.222675,0.6179,0.968930119,0.220444828,0.476639577,0.475588456
WT,11,2,0.133240625,0.6823,0,0.133634483,0.537350807,0.539934383
