name,pos_cycle,plast,plast_2,JSD
103,1,0.0085,0.0536,0.258712435960024
107,0,0,0,0.192992827244476
109,0,0,0,0.194886810820828
110,1,0.0267,0.2082,0.250819453184045
115,0,0,0,0.203875654109482
117,0,0,0,0.22270248622828
118,1,0.0319,0.2343,0.198617111103532
121,1,0.0038,0.0212,0.226726580014264
122,2,0.0686,0.3551,0.178277769898805
124,2,0.0648,0.3657,0.177396467117637
143,1,0.0474,0.1133,0.130705582436887
151,1,0.0473,0.1096,0.264925265267206
155,2,0.1485,0.2464,0.0688561551892294
157,2,0.1393,0.244,0.0633409676959374
158,3,0.3,0.5183,0.0498474173347173
167,1,0.0166,0.0509,0.288634090572413
171,0,0,0,0.206333581333416
173,0,0,0,0.20019879275922
174,1,0.0382,0.2002,0.269792591038516
179,0,0,0,0.233080013673046
181,0,0,0,0.230756057653064
182,1,0.0399,0.2363,0.209858079794515
185,1,0.0076,0.0219,0.189102451570329
186,2,0.1181,0.3736,0.121955622800741
188,2,0.106,0.3719,0.122996002821816
199,3,0.4215,0.5322,0.319545324110615
203,2,0.2241,0.2932,0.032407640288225
205,2,0.2101,0.2899,0.0293599364628623
206,3,0.2151,0.4431,0.0798321624029102
211,2,0.222,0.2954,0.267224021330756
213,2,0.2096,0.286,0.264517793710677
214,3,0.2391,0.4415,0.225671171007269
217,3,0.4252,0.5203,0.0181481864967502
218,4,0.5002,0.6767,0.00202112308143326
220,4,0.49,0.6841,6.73278654293445e-05
227,2,0.1067,0.1645,0.271387191094595
229,2,0.1025,0.1656,0.259376914916552
230,3,0.2392,0.4898,0.384894742965156
233,1,0.0431,0.067,0.150220868724878
234,2,0.0825,0.2454,0.152942553248315
236,2,0.07,0.2351,0.148884831577562
241,1,0.0407,0.0648,0.221304885397431
242,2,0.0712,0.2602,0.189258518781715
244,2,0.067,0.2632,0.181046861649216
248,3,0.2544,0.4796,0.0492707430464438
31,3,0.1095,0.4609,0.429716294088719
47,1,0.0161,0.083,0.326924996551762
55,1,0.0127,0.0769,0.320631715758968
59,2,0.0381,0.1723,0.325210279429222
61,2,0.026,0.1583,0.316809568671201
62,3,0.0947,0.4694,0.356502965999246
79,1,0.0339,0.1264,0.247119696724631
87,1,0.0288,0.1119,0.298091898168349
91,2,0.05,0.202,0.234027616592616
93,2,0.0485,0.2077,0.225539689330372
94,3,0.138,0.5506,0.270636850738525
WT,4,0.4888,0.6905,0
