name,pos_cycle,plast,plast_2,JSD
45053,5,0.0749,0.1334,0.228261471685773
45054,6,0.2037,0.2854,0.122131701472641
46079,6,0.1724,0.2602,0.489714969921655
46591,3,0.039,0.1203,0.282215830944716
46847,4,0.0325,0.1255,0.336749731780538
46975,5,0.3817,0.4994,0.0563366668269955
47039,6,0.2166,0.2981,0.354380725639858
47071,1,0.0436,0.1175,0.428958755308056
47087,6,0.1701,0.2589,0.21298495082987
47095,4,0.1079,0.2058,0.165034917671908
47099,2,0.0882,0.2002,0.2273177882382
47101,3,0.044,0.1062,0.240973160127834
47102,4,0.1255,0.2206,0.141697987533117
47615,4,0.0355,0.1101,0.385531420903845
47871,3,0.0305,0.1072,0.470425256183733
47999,6,0.4819,0.597,0.406794897146046
48063,5,0.1405,0.2677,0.500730206782723
48095,4,0.0409,0.0899,0.565154967046991
48111,5,0.1396,0.2361,0.467338381022037
48119,5,0.1516,0.2352,0.488427060972111
48123,5,0.1436,0.2297,0.473282571022547
48125,4,0.0438,0.0977,0.490102577303235
48126,5,0.1436,0.2378,0.446971946660906
48383,6,0.0604,0.2761,0.555938290270617
48511,5,0.1907,0.3259,0.162989405096323
48575,6,0.048,0.1726,0.439925975189953
48607,1,0.0103,0.0495,0.460523495714934
48623,4,0.0345,0.1104,0.349921788722409
48631,2,0.0289,0.0982,0.330842436693613
48635,2,0.0275,0.1012,0.372898032516841
48637,3,0.0103,0.0526,0.416779547249955
48638,4,0.0357,0.1081,0.323052949224243
48767,6,0.115,0.3642,0.398679678961818
48831,5,0.0324,0.138,0.468457323265318
48863,4,0.0205,0.0612,0.436398761131522
48879,3,0.0283,0.116,0.398117240680174
48887,3,0.0279,0.1055,0.360037281488172
48891,5,0.0341,0.1155,0.402033221147197
48893,4,0.0166,0.0496,0.406712107187764
48894,5,0.0332,0.1148,0.389297114995876
48959,6,0.4533,0.6296,0.405636664374896
48991,5,0.2246,0.3376,0.557637135468225
49007,6,0.4799,0.5999,0.153143521846613
49015,6,0.4931,0.5847,0.0678216037940649
49019,6,0.4864,0.5753,0.156425936939517
49021,5,0.2179,0.3296,0.129851286987287
49022,6,0.4732,0.5875,0.0618767799702194
49055,4,0.0527,0.1188,0.479933190941808
49071,5,0.14,0.2625,0.39091605013334
49079,5,0.1416,0.2435,0.379294148381319
49083,5,0.1485,0.2565,0.45830449598787
49085,4,0.046,0.1134,0.411893336564178
49086,5,0.1373,0.2658,0.377863927496019
49103,4,0.0408,0.0948,0.472480729312239
49111,4,0.0435,0.094,0.47771295474584
49115,4,0.0511,0.1057,0.481427115525531
49117,5,0.1809,0.2882,0.572408933565619
49118,4,0.0547,0.1127,0.461288549545034
49127,5,0.1504,0.24,0.281905916138127
49131,5,0.1452,0.2346,0.190874709199866
49133,4,0.0418,0.0973,0.31026669385324
49134,5,0.1446,0.2415,0.221924589276072
49139,5,0.1521,0.2415,0.252110326378121
49141,4,0.0462,0.0979,0.293233878834086
49142,5,0.1467,0.2296,0.173516949940013
49145,4,0.0501,0.1057,0.31945040888271
49146,5,0.1488,0.2308,0.249546612623322
49148,4,0.0465,0.104,0.294636294018052
51199,7,0.2105,0.4945,0.307033418840039
52223,6,0.328,0.466,0.511416262920267
52735,7,0.2325,0.4977,0.254820823409012
52991,6,0.2164,0.4807,0.273079748774196
53119,9,0.5886,0.6893,0.0545944331364335
53183,6,0.2492,0.4173,0.228392437417238
53215,9,0.4384,0.5905,0.548006752710644
53231,6,0.3276,0.4712,0.173363989352179
53239,8,0.4265,0.5227,0.114509163380968
53243,10,0.5699,0.648,0.212266481706485
53245,7,0.3342,0.4803,0.164634798380613
53246,8,0.4676,0.5772,0.111480580004662
54271,8,0.377,0.5037,0.580476931943648
54783,5,0.1585,0.4076,0.479633711651299
55039,6,0.1312,0.3924,0.418534040387034
55167,7,0.3775,0.5841,0.220434173604694
55231,8,0.4366,0.5378,0.615404243403665
55263,3,0.165,0.3307,0.556492138551298
55279,8,0.3889,0.5119,0.425887091290534
55287,6,0.2648,0.4209,0.363141705312807
55291,4,0.2109,0.3965,0.366623117612444
55293,5,0.2029,0.3527,0.436437039077536
55294,6,0.2621,0.4192,0.333198729310878
55807,6,0.0987,0.3958,0.452068890703561
56063,5,0.1142,0.3947,0.536009592701966
56191,8,0.5262,0.7536,0.43714596975658
56255,7,0.206,0.4998,0.588571441522155
56287,6,0.1204,0.3613,0.564821501245954
56303,7,0.2221,0.5229,0.51281762094809
56311,7,0.2142,0.4814,0.524904900469987
56315,7,0.2007,0.4563,0.498643056177806
56317,6,0.1231,0.3772,0.530954885814152
56318,7,0.2174,0.5042,0.491464736705685
56575,8,0.1224,0.5374,0.618156930097933
56703,7,0.2312,0.5225,0.293540168809678
56767,8,0.1451,0.5397,0.576584003030605
56799,3,0.0732,0.3321,0.449464107407205
56815,6,0.0927,0.3929,0.449430934556665
56823,4,0.0895,0.3349,0.391060588503699
56827,4,0.0878,0.3562,0.434411419289928
56829,5,0.0758,0.391,0.497739405783526
56830,6,0.1009,0.4261,0.447219246869411
56959,8,0.2461,0.6375,0.433189634470782
57023,7,0.1583,0.4767,0.478720171221145
57055,6,0.1503,0.4066,0.380327736051113
57071,5,0.1097,0.3947,0.416441640821683
57079,5,0.1207,0.362,0.361696794899269
57083,7,0.1572,0.4532,0.402174427450749
57085,6,0.1554,0.4301,0.424735284361589
57086,7,0.1529,0.4731,0.421516167263354
57151,8,0.532,0.7734,0.44176709240871
57183,7,0.276,0.5565,0.526876669719781
57199,8,0.4969,0.742,0.19274904905346
57207,8,0.5032,0.7111,0.0751893189360378
57211,8,0.4789,0.7205,0.165952955841501
57213,7,0.2855,0.5918,0.202294646953746
57214,8,0.4878,0.7485,0.108180867276592
57247,6,0.1547,0.4535,0.422592204898299
57263,7,0.1892,0.4968,0.484821886105593
57271,7,0.2149,0.497,0.394893758545027
57275,7,0.2402,0.5524,0.428959852593779
57277,6,0.152,0.4701,0.431738904640854
57278,7,0.2398,0.5557,0.436191308466471
57295,6,0.1259,0.3712,0.44014612927461
57303,6,0.1318,0.3816,0.412536083646882
57307,6,0.1519,0.4338,0.427199659084319
57309,7,0.2434,0.5332,0.558268678102707
57310,6,0.1559,0.4143,0.417560054635925
57319,7,0.2135,0.4808,0.294674590455093
57323,7,0.2043,0.4598,0.23344816067442
57325,6,0.1214,0.3802,0.351817091574749
57326,7,0.2058,0.5025,0.293159405706127
57331,7,0.2102,0.4855,0.307264951329082
57333,6,0.1237,0.3711,0.329773339461906
57334,7,0.206,0.4508,0.194846057476397
57337,6,0.1467,0.4118,0.363221901594576
57338,7,0.208,0.4917,0.284227349579383
57340,6,0.1502,0.436,0.35643764285687
58367,6,0.1671,0.321,0.438421064728116
58879,5,0.0567,0.2127,0.321746210995607
59135,4,0.0488,0.2095,0.439124861867251
59263,7,0.4659,0.6534,0.103805564460023
59327,6,0.1616,0.2889,0.393855081354562
59359,5,0.066,0.2029,0.498505728323826
59375,6,0.1738,0.332,0.287105537796273
59383,6,0.1634,0.3423,0.255690699694944
59387,6,0.1724,0.3394,0.253601887544394
59389,5,0.0612,0.1844,0.300692366868048
59390,6,0.1637,0.3173,0.188025373624498
59903,4,0.0589,0.1989,0.391032267914082
60159,5,0.0637,0.2281,0.391922633501355
60287,6,0.4145,0.5588,0.416557300579838
60351,3,0.1066,0.2601,0.488505889035919
60383,6,0.1201,0.2326,0.605552814122371
60399,7,0.2471,0.3529,0.501224856871184
60407,9,0.3348,0.4156,0.52968630489403
60411,7,0.2514,0.3533,0.482217361407564
60413,4,0.0977,0.2126,0.459522849878058
60414,5,0.1692,0.2994,0.450582095104384
60671,6,0.094,0.3432,0.421707512390999
60799,7,0.2565,0.4441,0.0825663747466922
60863,6,0.0634,0.2077,0.35106817225294
60895,5,0.0571,0.1768,0.396117794113208
60911,4,0.0622,0.2015,0.274051904995223
60919,4,0.0836,0.21,0.201459372102012
60923,6,0.1086,0.2527,0.252207881919757
60925,5,0.0476,0.1627,0.294490366062547
60926,6,0.0839,0.2232,0.214608525241337
61055,6,0.1278,0.4067,0.296758696561089
61119,3,0.0566,0.1783,0.328764587581665
61151,6,0.0759,0.201,0.452180297957497
61167,5,0.0603,0.2267,0.318805688461596
61175,7,0.0859,0.2691,0.301256250747852
61179,7,0.1066,0.2686,0.286048005168937
61181,4,0.0518,0.1663,0.270813103012313
61182,5,0.0759,0.2224,0.256141419853445
61247,6,0.3094,0.4808,0.301622818878783
61279,9,0.4389,0.5102,0.601878285214222
61295,6,0.4075,0.5561,0.0960852352541228
61303,8,0.5511,0.6398,0.027217745378461
61307,10,0.6505,0.7128,0.129972507455457
61309,7,0.2924,0.3987,0.0363673645878798
61343,6,0.1155,0.2236,0.488285301912698
61359,3,0.0994,0.2645,0.322706512784444
61367,5,0.1337,0.2719,0.269211777148805
61371,7,0.2042,0.3348,0.318398335408728
61373,4,0.0755,0.1822,0.281073104095256
61374,5,0.1297,0.2685,0.262311609928391
61391,6,0.111,0.2237,0.489065763457502
61399,4,0.0914,0.2121,0.447386254422478
61403,6,0.1332,0.2441,0.477118133253809
61405,9,0.3805,0.462,0.598974733941941
61406,8,0.2092,0.3084,0.514494251618037
61415,9,0.3629,0.4424,0.202978011216642
61419,7,0.2453,0.3534,0.0828281981946861
61421,4,0.0866,0.2052,0.194235958390496
61422,5,0.172,0.3063,0.140977113228066
61427,5,0.1673,0.3035,0.165375851056911
61429,6,0.1238,0.2374,0.154433631033266
61430,7,0.249,0.35,0.0698260499742414
61433,8,0.1983,0.3049,0.18298228439835
61434,9,0.3531,0.4421,0.161695496074976
61436,6,0.1355,0.2377,0.144051335839759
61951,6,0.0797,0.2199,0.463683155973995
62207,5,0.0605,0.2,0.475362603549583
62335,8,0.4324,0.5586,0.464266677147596
62399,9,0.3544,0.4333,0.68416241218697
62431,4,0.0784,0.1703,0.600060435163169
62447,5,0.1357,0.2827,0.472942074251378
62455,3,0.1055,0.2544,0.460278194571159
62459,5,0.1343,0.2643,0.509824131062058
62461,6,0.114,0.221,0.544579490713327
62462,7,0.2143,0.3251,0.506631523650284
62719,6,0.0815,0.3333,0.514902414203583
62847,5,0.2078,0.4152,0.204984529207057
62911,4,0.0833,0.2169,0.484308380113131
62943,3,0.0286,0.127,0.486353890527443
62959,6,0.0785,0.2205,0.429498338324817
62967,6,0.0588,0.2059,0.424712156662593
62971,4,0.0515,0.1985,0.406947457288188
62973,3,0.0289,0.1292,0.44953349760371
62974,4,0.0584,0.1947,0.359002486030792
63103,6,0.1102,0.3981,0.384345978993416
63167,7,0.0862,0.2681,0.513092471071988
63199,2,0.0271,0.1227,0.436451560432211
63215,5,0.063,0.2048,0.39845404901246
63223,3,0.0498,0.1742,0.395914899137116
63227,3,0.0508,0.1885,0.405391707678374
63229,4,0.0335,0.1346,0.414512179034753
63230,5,0.0557,0.2035,0.370806906173568
63295,8,0.5601,0.6312,0.521454382654219
63327,3,0.1701,0.3397,0.55770827932931
63343,8,0.4402,0.5664,0.210582093271826
63351,6,0.3094,0.4862,0.129386313251065
63355,4,0.275,0.4642,0.16703032792505
63357,5,0.1904,0.3449,0.174016651003509
63358,6,0.3672,0.5196,0.0949107932418599
63391,4,0.0926,0.2142,0.540371033351048
63407,9,0.3564,0.4376,0.585780082536906
63415,7,0.2486,0.3561,0.521662590961739
63419,5,0.1702,0.295,0.506417021678757
63421,6,0.1345,0.2405,0.497798464311009
63422,7,0.2536,0.3555,0.510705482012632
63439,4,0.0876,0.1817,0.534759038816428
63447,6,0.1149,0.218,0.556975722421081
63451,4,0.0787,0.1902,0.515473485305942
63453,3,0.1229,0.286,0.562676608612327
63454,2,0.0729,0.1919,0.469343752936351
63463,3,0.1088,0.2621,0.26916112106467
63467,5,0.1515,0.2793,0.264048290070012
63469,6,0.1227,0.2319,0.392263106365043
63470,7,0.2101,0.3225,0.298308183972932
63475,7,0.2034,0.3156,0.331798925313285
63477,4,0.0765,0.1741,0.345150400395994
63478,5,0.1332,0.2675,0.238939993724834
63481,2,0.0686,0.1868,0.333607129176627
63482,3,0.1147,0.2686,0.27388114037536
63484,4,0.0785,0.1833,0.316080893469973
63743,5,0.0676,0.2965,0.535957849757734
63871,6,0.2217,0.3947,0.328084952136608
63935,7,0.0761,0.2647,0.531684652469071
63967,2,0.0189,0.108,0.482687670499559
63983,5,0.0457,0.183,0.432616144782487
63991,3,0.0351,0.1625,0.420560807261928
63995,3,0.0432,0.1649,0.423688506230545
63997,4,0.0212,0.1136,0.460868417089583
63998,5,0.045,0.1795,0.395919273800704
64127,5,0.1179,0.4123,0.441670846380406
64191,4,0.0493,0.1998,0.528738564013195
64223,3,0.0284,0.123,0.496762424858075
64239,6,0.0622,0.2138,0.524878088913122
64247,6,0.058,0.1976,0.502864296206801
64251,4,0.0498,0.1775,0.484903820789816
64253,3,0.0272,0.1182,0.498043391354187
64254,4,0.049,0.1879,0.477122570532898
64319,7,0.4643,0.6572,0.600236266273011
64351,6,0.2345,0.3816,0.664910464234679
64367,7,0.4702,0.6176,0.412459382152486
64375,7,0.4869,0.6109,0.446617448509228
64379,7,0.4915,0.6156,0.426532241010473
64381,6,0.2231,0.3964,0.437995460621597
64382,7,0.4729,0.6335,0.39456409170215
64415,5,0.0607,0.1794,0.536099133787763
64431,6,0.1617,0.3253,0.576050653124177
64439,6,0.1668,0.3202,0.563774984045436
64443,6,0.1618,0.2981,0.561313648467693
64445,5,0.0655,0.1938,0.540542724018036
64446,6,0.1508,0.3184,0.557117575617917
64463,5,0.0751,0.1848,0.585927719025215
64471,5,0.0653,0.1765,0.569928330010626
64475,5,0.0578,0.1655,0.553556061323582
64477,6,0.1808,0.327,0.660147995666778
64478,5,0.058,0.1613,0.549766466287535
64487,6,0.1647,0.2885,0.478571274844582
64491,6,0.1557,0.2872,0.531595566440677
64493,5,0.0719,0.1838,0.534162889437095
64494,6,0.1617,0.3051,0.465647837531242
64499,6,0.1676,0.3065,0.494632459187471
64501,5,0.0694,0.1768,0.531175665103598
64502,6,0.1696,0.2981,0.491506312459682
64505,5,0.054,0.1532,0.498227135544502
64506,6,0.1551,0.2863,0.472634020961671
64508,5,0.059,0.1662,0.493919058803188
64639,8,0.1435,0.5916,0.572763694023545
64703,9,0.0914,0.4323,0.644762840182517
64735,4,0.0423,0.1909,0.462538283067469
64751,5,0.0653,0.3097,0.520821415998059
64759,3,0.0734,0.285,0.480237342082799
64763,5,0.0687,0.2978,0.524908049520356
64765,6,0.05,0.2374,0.532336022206285
64766,7,0.0743,0.3426,0.557585246640563
64831,8,0.2457,0.4614,0.519522698664536
64863,3,0.0805,0.2495,0.499614589544493
64879,6,0.2194,0.4,0.232010888348595
64887,4,0.197,0.3633,0.144357014634383
64891,4,0.1806,0.3594,0.207478966661734
64893,5,0.0709,0.2418,0.306252789398864
64894,6,0.1931,0.3765,0.180493468285991
64927,4,0.0316,0.1611,0.428701509945377
64943,7,0.0753,0.2656,0.526180707046301
64951,5,0.0584,0.2141,0.473030544295531
64955,5,0.0562,0.2255,0.489784561240871
64957,6,0.0399,0.1992,0.490951010241229
64958,7,0.076,0.2652,0.505693471819688
64975,2,0.0205,0.1118,0.454947578287217
64983,4,0.0188,0.1154,0.437083453230033
64987,4,0.0311,0.1387,0.455864624311159
64989,3,0.0488,0.1946,0.527961360952064
64990,2,0.0211,0.1129,0.426266613747712
64999,3,0.0395,0.1615,0.383754097202811
65003,3,0.0484,0.1797,0.35850163107174
65005,4,0.0217,0.1248,0.438039437520813
65006,5,0.0457,0.1841,0.371477701263175
65011,5,0.0488,0.1786,0.396080395892816
65013,2,0.0172,0.1085,0.414409113781663
65014,3,0.0448,0.162,0.329839373026608
65017,2,0.0193,0.116,0.426658786149368
65018,3,0.0395,0.1675,0.359865883374993
65020,4,0.0242,0.1316,0.427131581393201
65087,7,0.1364,0.4753,0.540547632726163
65119,6,0.091,0.2735,0.465069968084162
65135,5,0.1112,0.4154,0.39767200373076
65143,5,0.1217,0.3779,0.333531167929352
65147,7,0.1415,0.4259,0.374439643150202
65149,6,0.0797,0.2796,0.362456940284854
65150,7,0.1353,0.4381,0.385359247201461
65183,5,0.0463,0.1547,0.334819122857987
65199,4,0.048,0.2012,0.453803186821651
65207,4,0.045,0.1812,0.39826062831557
65211,6,0.0562,0.2149,0.41632182796822
65213,5,0.047,0.1594,0.397959352885093
65214,6,0.0676,0.2262,0.439133848883864
65231,3,0.0269,0.1194,0.37847907337383
65239,3,0.0309,0.126,0.362408492188067
65243,5,0.0436,0.149,0.380172061080953
65245,6,0.0705,0.2407,0.457987402636744
65246,5,0.0495,0.154,0.358354820106144
65255,6,0.0701,0.2042,0.378831364730954
65259,4,0.0461,0.1778,0.35024834838043
65261,3,0.0293,0.1262,0.384875102176102
65262,4,0.0462,0.194,0.380002446721454
65267,4,0.0434,0.1812,0.407911192519525
65269,3,0.0304,0.12,0.364943533433372
65270,4,0.0492,0.1712,0.32290425339939
65273,5,0.0426,0.145,0.37788388658885
65274,6,0.0616,0.204,0.353077632479507
65276,5,0.0413,0.1459,0.368404767961186
65311,6,0.2317,0.402,0.568728469007397
65327,7,0.4373,0.6566,0.501805329398841
65335,7,0.4741,0.6419,0.410306133494016
65339,7,0.4864,0.6405,0.429874752916363
65341,6,0.2148,0.4122,0.408618471861771
65342,7,0.4766,0.6622,0.430106137144035
65359,6,0.2252,0.3652,0.539857500727677
65367,6,0.2451,0.3964,0.55419836163469
65371,6,0.2326,0.3919,0.532081738863538
65373,7,0.5113,0.6516,0.628571001428486
65374,6,0.2381,0.3921,0.524635270235768
65383,7,0.495,0.617,0.152389394600769
65387,7,0.4778,0.6121,0.0572194566908039
65389,6,0.2247,0.3922,0.167130579583809
65390,7,0.4664,0.6312,0.141042577804757
65395,7,0.4734,0.6322,0.174206489724323
65397,6,0.2377,0.3819,0.11227744066504
65398,7,0.49,0.608,0.0393763003371927
65401,6,0.2434,0.3962,0.154856050897786
65402,7,0.4926,0.6227,0.120532435454174
65404,6,0.2271,0.3939,0.107511913105812
65423,5,0.0609,0.1845,0.451580653171442
65431,5,0.0653,0.1988,0.436990152448536
65435,5,0.074,0.2149,0.427073171849553
65437,6,0.1892,0.3724,0.554530734735592
65438,5,0.076,0.2026,0.412887133874088
65447,6,0.1744,0.3283,0.423880613426717
65451,6,0.1546,0.3166,0.401781845277046
65453,5,0.0621,0.1935,0.430561562465683
65454,6,0.151,0.3233,0.469092880629294
65459,6,0.1642,0.3307,0.501049545491756
65461,5,0.0664,0.1841,0.400935418576202
65462,6,0.166,0.3132,0.379338409400015
65465,5,0.072,0.1958,0.407447396832804
65466,6,0.1621,0.3211,0.403519560154885
65468,5,0.0682,0.2127,0.389740755639898
65479,5,0.0745,0.1885,0.444145189954631
65483,5,0.059,0.1739,0.434305611873412
65485,6,0.1832,0.3275,0.559493202333679
65486,5,0.055,0.1594,0.43721822003571
65491,5,0.0584,0.1562,0.457876834807157
65493,6,0.1885,0.3502,0.563577538662146
65494,5,0.0653,0.1688,0.41408080835181
65497,6,0.1917,0.3627,0.548714914411693
65498,5,0.0673,0.1816,0.424203005984876
65500,6,0.2028,0.3544,0.556500243651573
65507,6,0.1706,0.319,0.21689328813669
65509,5,0.0743,0.1901,0.326231779545751
65510,6,0.172,0.306,0.244197375864798
65513,5,0.0572,0.1623,0.289134503304716
65514,6,0.1596,0.2829,0.170643737725928
65516,5,0.0625,0.1732,0.310115970550658
65521,5,0.0632,0.1699,0.303890300597431
65522,6,0.1602,0.3056,0.262415374781944
65524,5,0.0611,0.1597,0.283000198792912
65528,5,0.0777,0.1915,0.295692573169149
8191,7,0.2268,0.5642,0.37915222842752
WT,8,0.5215,0.6216,0
