name,pos_cycle,plast,plast_2,JSD
1001,3,0.1166,0.1738,0.274732735294767
1002,3,0.1138,0.1698,0.27368725011872
1004,2,0.0712,0.1356,0.271465750639035
1009,2,0.0618,0.1192,0.0801410971072211
1010,2,0.0594,0.1172,0.0813826240489605
1012,3,0.1273,0.1827,0.0918684732874496
1016,3,0.1317,0.3476,0.0558917621536404
127,4,0.2013,0.5742,0.174457742634747
191,3,0.056,0.2291,0.228041406524436
223,2,0.0396,0.2113,0.246144355368083
239,3,0.0435,0.1807,0.419143469547053
247,2,0.0292,0.1374,0.190685912466883
251,4,0.1104,0.4304,0.234825245814969
253,3,0.0947,0.3679,0.10949178689347
254,3,0.0926,0.3598,0.112884780271925
319,2,0.084,0.256,0.154850090186403
351,3,0.0918,0.3126,0.151154079126
367,2,0.0662,0.2432,0.35872189009561
375,3,0.1105,0.3116,0.114482645585878
379,3,0.1225,0.4601,0.165147392150386
381,4,0.1836,0.4887,0.0501640525342882
382,4,0.1941,0.5049,0.0547533773580506
415,2,0.0656,0.2777,0.237705162369608
431,1,0.0049,0.0109,0.251826103638871
439,0,0.0022,0.0116,0.189720472602507
443,2,0.0499,0.1895,0.144873714207062
445,1,0.0411,0.1542,0.0998364175967936
446,1,0.0439,0.1538,0.104743731892288
463,0,0.002,0.0088,0.238283861530479
471,1,0.0071,0.019,0.210960427683127
475,1,0.0374,0.1606,0.201642933933988
477,2,0.0553,0.1956,0.165014926707489
478,2,0.0522,0.1956,0.167967499555709
487,2,0.0712,0.3001,0.471283694513395
491,2,0.0254,0.0736,0.30646755170249
493,1,0.0149,0.0557,0.27681074313276
494,1,0.014,0.0524,0.281484051280921
499,1,0.0123,0.055,0.153459372721736
501,2,0.0247,0.0721,0.108080391540769
502,2,0.0224,0.0675,0.111695320537402
505,2,0.0711,0.2585,0.121675166544275
506,2,0.0688,0.2667,0.128693234626
508,3,0.1205,0.3336,0.057646606840488
575,3,0.1078,0.2783,0.236589711853656
607,2,0.0859,0.2462,0.145520834659365
623,3,0.147,0.2689,0.31842047228663
631,2,0.1431,0.2264,0.0756599984930579
635,4,0.2077,0.4939,0.0550551454043822
637,3,0.276,0.4656,0.0738609234914408
638,3,0.2773,0.4653,0.0737756526127544
671,3,0.0967,0.349,0.314823907263636
687,0,0.0022,0.0139,0.268200162974182
695,1,0.0029,0.0187,0.23288576376538
699,1,0.0354,0.1673,0.142981392073005
701,2,0.0551,0.1896,0.155268276801355
702,2,0.0524,0.1868,0.148983242968751
719,1,0.002,0.0097,0.279364661545843
727,0,0.0028,0.0156,0.201390636651769
731,2,0.0562,0.2099,0.175802743750165
733,1,0.03,0.1476,0.212262175215666
734,1,0.0278,0.1516,0.193183754709472
743,3,0.0878,0.347,0.481417346537378
747,1,0.0171,0.0565,0.279997227086797
749,2,0.0175,0.0574,0.310333824686941
750,2,0.0163,0.059,0.304281035221492
755,2,0.0141,0.058,0.136452286360116
757,1,0.0159,0.0486,0.139425683492527
758,1,0.0173,0.0527,0.143703850687584
761,3,0.0812,0.3484,0.0848846273681802
762,3,0.0841,0.3399,0.0753466110625209
764,2,0.0979,0.2583,0.119872207915645
799,4,0.3589,0.5789,0.375969433672314
815,3,0.2475,0.3327,0.308445990464383
823,2,0.1598,0.2688,0.265163011840246
827,4,0.272,0.4325,0.227381684852194
829,3,0.1768,0.3383,0.175883536110861
830,3,0.1802,0.3433,0.170355323640385
847,2,0.158,0.2707,0.213254553569321
855,3,0.2609,0.3396,0.105247190795311
859,3,0.1583,0.3447,0.0851605184945946
861,4,0.2397,0.4226,0.104890217562106
862,4,0.2482,0.4343,0.101333744223366
871,4,0.3701,0.6288,0.394346811591731
875,4,0.4442,0.5293,0.302352916560586
877,3,0.2668,0.4007,0.285346867896235
878,3,0.2775,0.4118,0.283978913799027
883,3,0.2826,0.4244,0.0407690154864194
885,4,0.4134,0.5,0.0778878083071492
886,4,0.4238,0.5079,0.0785542370712157
889,4,0.3082,0.5798,0.000604712852433377
890,4,0.3107,0.5816,0.000304338334003026
892,5,0.5657,0.6814,0.0749590104719923
911,3,0.1353,0.2016,0.340739357209513
919,2,0.0673,0.1594,0.273187716832796
923,4,0.2971,0.4327,0.35448742186699
925,3,0.1197,0.3253,0.249352528447104
926,3,0.1188,0.3299,0.246203580941102
935,3,0.0938,0.2868,0.446177744739026
939,1,0.0315,0.0742,0.243800333419736
941,2,0.0447,0.0802,0.26337024959995
942,2,0.0415,0.0754,0.265505136422361
947,2,0.0445,0.0826,0.182167872637444
949,1,0.0267,0.0652,0.187950275544708
950,1,0.0281,0.066,0.190074997273088
953,3,0.0794,0.235,0.151566897616906
954,3,0.0815,0.2341,0.150744085648418
956,2,0.0728,0.1755,0.102459604082806
967,2,0.1021,0.2348,0.36833930497993
971,2,0.0482,0.0823,0.216378978282506
973,1,0.024,0.0513,0.209916615396869
974,1,0.0232,0.0505,0.208706056071524
979,1,0.0261,0.0564,0.174983403141973
981,2,0.0519,0.0856,0.16431939968866
982,2,0.0513,0.0839,0.16749949506023
985,2,0.0761,0.1805,0.159065395909663
986,2,0.0772,0.1933,0.155541736610294
988,3,0.0861,0.238,0.15227171514177
995,4,0.3133,0.4477,0.451842360287561
997,3,0.1272,0.3626,0.412213329617677
998,3,0.1224,0.3576,0.417753335386608
WT,4,0.3037,0.5679,0
