name,pos_cycle,plast,plast_2,JSD
111,0,0.0026,0.0125,0.168956401515082
119,1,0.0099,0.0221,0.181563822390045
123,2,0.0653,0.1451,0.0701746368458113
125,1,0.0166,0.0613,0.151040579944643
126,1,0.0174,0.0638,0.152174419542061
159,3,0.1793,0.3605,0.0479364112974888
175,1,0.0058,0.026,0.170385753405599
183,0,0.0012,0.0154,0.208039304718387
187,1,0.0285,0.0749,0.0969145721222925
189,2,0.033,0.1248,0.100860495835099
190,2,0.0311,0.1243,0.0964076858645807
207,2,0.1127,0.2362,0.0353610705686804
215,3,0.2852,0.3665,0.430586301277774
219,4,0.5873,0.646,0.0535165110310772
221,3,0.2558,0.4394,0.000148603499557492
222,3,0.2483,0.4393,0.000279569395665091
231,3,0.2355,0.3133,0.438796182709502
235,2,0.0617,0.1089,0.111368843783085
237,1,0.0181,0.0512,0.113505060657798
238,1,0.0153,0.0456,0.109792517553647
243,1,0.023,0.0611,0.185352274211492
245,2,0.0557,0.0986,0.2837276869608
246,2,0.0569,0.0991,0.280907115252114
249,3,0.1984,0.2581,0.064574849370729
250,3,0.1959,0.2532,0.0685948596110519
252,2,0.0594,0.1461,0.0738422539457054
63,3,0.0603,0.2607,0.278847349023607
95,2,0.0723,0.3026,0.197097693586781
WT,3,0.2577,0.447,0
