name,pos_cycle,plast,plast_2,JSD
103,2,0.2057,0.2959,0.0501966940359239
107,2,0.2094,0.297,0.489383177436677
109,3,0.4431,0.5348,0.000887588475584564
110,3,0.4255,0.5293,0.00013593960595818
115,2,0.15,0.2454,0.483255600323682
117,1,0.0333,0.0541,0.1432564272449
118,1,0.0294,0.0487,0.140794041751891
121,1,0.0319,0.0555,0.378507261500886
122,1,0.0275,0.0506,0.373215739560597
124,2,0.1404,0.2029,0.0799788962291123
31,2,0.0444,0.206,0.419304213862525
47,2,0.0816,0.3131,0.309912236927327
55,0,0,0,0.273207050184699
59,0,0,0,0.261771892811033
61,1,0.013,0.0616,0.232151226229585
62,1,0.0129,0.06,0.22155791997824
79,2,0.1924,0.2885,0.0590395490894604
87,0,0,0,0.272489931045796
91,0,0,0,0.316763063318304
93,1,0.0267,0.0684,0.168727487872504
94,1,0.0227,0.0637,0.17277834153579
WT,3,0.4354,0.5396,0
