"plast_2","JSD","pos_cycle","network","logJSD","JSD_tag"
0.2632,0.181146861649216,2,"GRHL2act",-1.70844718638833,-2
0.4796,0.0493707430464438,3,"GRHL2act",-3.00839727625862,-4
0.4609,0.429816294088719,3,"GRHL2act",-0.844397384629787,-1
0.083,0.327024996551762,1,"GRHL2act",-1.11771866895211,-2
0.0769,0.320731715758968,1,"GRHL2act",-1.1371502817598,-2
0.1723,0.325310279429222,2,"GRHL2act",-1.12297584615819,-2
0.1583,0.316909568671201,2,"GRHL2act",-1.14913881813334,-2
0.4694,0.356602965999246,3,"GRHL2act",-1.03113225614729,-2
0.1264,0.247219696724631,1,"GRHL2act",-1.39747787726607,-2
0.1119,0.298191898168349,1,"GRHL2act",-1.21001804614081,-2
0.202,0.234127616592616,2,"GRHL2act",-1.45188894223072,-2
0.2077,0.225639689330372,2,"GRHL2act",-1.48881584694887,-2
0.5506,0.270736850738525,3,"GRHL2act",-1.3066079603431,-2
0.6905,1e-04,4,"GRHL2act",-9.21034037197618,-10
0.2835,0.23043235039867,5,"NRF2",-1.46779795030047,-2
0.3646,0.194631875625144,7,"NRF2",-1.63664532189825,-2
0.3427,0.455418138810662,6,"NRF2",-0.786539295643599,-1
0.2766,0.395176212065868,7,"NRF2",-0.928423507061066,-1
0.2431,0.497197341806523,6,"NRF2",-0.698768265686254,-1
0.677,0.176010430446011,7,"NRF2",-1.73721202180223,-2
0.3268,0.420074746364465,6,"NRF2",-0.867322616004626,-1
0.225,0.514819845192819,5,"NRF2",-0.663938254677571,-1
0.3468,0.311847329290685,6,"NRF2",-1.16524154012978,-2
0.3313,0.235512510789628,6,"NRF2",-1.44599124256462,-2
0.3495,0.306094886581382,6,"NRF2",-1.18386013822949,-2
0.2198,0.356973136018424,5,"NRF2",-1.03009474928198,-2
0.3545,0.259125810179516,6,"NRF2",-1.35044158163382,-2
0.3308,0.100128195431306,5,"NRF2",-2.30130395968283,-3
0.3885,0.292639928124152,7,"NRF2",-1.22881233995145,-2
0.3842,0.447177376561542,6,"NRF2",-0.804799947505127,-1
0.3215,0.415967333605996,7,"NRF2",-0.877148546789708,-1
0.2997,0.432946029526551,6,"NRF2",-0.837142201873995,-1
0.7069,0.145476143281459,7,"NRF2",-1.92774316951542,-2
0.384,0.379593065861309,6,"NRF2",-0.968655479374986,-1
0.2689,0.413830671882928,5,"NRF2",-0.882298393935929,-1
0.3707,0.298291682023389,6,"NRF2",-1.20968347245166,-2
0.3681,0.183046450241937,6,"NRF2",-1.69801533189053,-2
0.397,0.253117449343809,6,"NRF2",-1.3739016713191,-2
0.2744,0.316984987590433,5,"NRF2",-1.14890086398516,-2
0.3908,0.223109556983011,6,"NRF2",-1.50009234124459,-2
0.2288,0.191558894329172,5,"NRF2",-1.65255997545395,-2
0.1899,0.427739695805043,2,"NRF2",-0.849240455792697,-1
0.1187,0.284658153895906,5,"NRF2",-1.25646627865576,-2
0.1049,0.33587893297622,2,"NRF2",-1.0910045024724,-2
0.4822,0.0552024178858306,5,"NRF2",-2.89674852437884,-3
0.2944,0.339304979851266,6,"NRF2",-1.08085593046127,-2
0.149,0.470525001217117,5,"NRF2",-0.753906183818788,-1
0.1987,0.224687061327481,2,"NRF2",-1.49304668343594,-2
0.2138,0.132915851428286,4,"NRF2",-2.0180390470249,-3
0.2634,0.199109842791432,6,"NRF2",-1.61389863271287,-2
0.111,0.220429698557588,3,"NRF2",-1.51217646233473,-2
0.2054,0.132492103879486,4,"NRF2",-2.02123222869399,-3
0.3478,0.523985376004756,8,"NRF2",-0.646291503438411,-1
0.1286,0.308417869111551,3,"NRF2",-1.17629969762406,-2
0.1747,0.331313999408689,6,"NRF2",-1.10468871458145,-2
0.6354,0.119090543223096,7,"NRF2",-2.12787120776251,-3
0.229,0.404231268239374,4,"NRF2",-0.90576811866871,-1
0.1311,0.477159699083682,3,"NRF2",-0.739904045208875,-1
0.3468,0.281074768505279,8,"NRF2",-1.26913456495146,-2
0.2794,0.193826073940458,6,"NRF2",-1.64079404811879,-2
0.2471,0.224201457089907,4,"NRF2",-1.49521026930227,-2
0.1408,0.273700093733296,5,"NRF2",-1.29572232046828,-2
0.2887,0.17100431589695,6,"NRF2",-1.76606648363453,-2
0.1504,0.380520246154546,6,"NRF2",-0.966215893754187,-1
0.1238,0.485813140481379,3,"NRF2",-0.721931213621017,-1
0.6331,0.373533214526327,6,"NRF2",-0.984748350581775,-1
0.2377,0.563537397273554,5,"NRF2",-0.573521581646664,-1
0.1001,0.558387434041103,4,"NRF2",-0.582702231295235,-1
0.2605,0.451236992095939,5,"NRF2",-0.795762596130725,-1
0.2445,0.457066805987557,5,"NRF2",-0.782925714991528,-1
0.2405,0.44963307162156,5,"NRF2",-0.799323425230769,-1
0.1017,0.477952027213609,4,"NRF2",-0.738244913005037,-1
0.2707,0.434943433106824,5,"NRF2",-0.832539295184123,-1
0.357,0.596264415792704,8,"NRF2",-0.517071059641744,-1
0.4006,0.204068392516623,7,"NRF2",-1.58930008388971,-2
0.113,0.438065924551878,4,"NRF2",-0.825385867256067,-1
0.0542,0.456778554027337,3,"NRF2",-0.783556570018849,-1
0.1493,0.371792803917518,6,"NRF2",-0.989418558595606,-1
0.1189,0.314699909324091,4,"NRF2",-1.15613576304626,-2
0.121,0.356102432524037,4,"NRF2",-1.03253685770787,-2
0.0707,0.425423001963048,5,"NRF2",-0.854671306302515,-1
0.1496,0.34281643210566,6,"NRF2",-1.07056015844335,-2
0.4014,0.47819836857165,6,"NRF2",-0.737729635566304,-1
0.1296,0.424859256568255,5,"NRF2",-0.855997325919509,-1
0.0536,0.396596928843499,4,"NRF2",-0.924834806639236,-1
0.1259,0.428244145751713,3,"NRF2",-0.848061812036639,-1
0.1117,0.372832943361737,3,"NRF2",-0.986624832688235,-1
0.1213,0.40158982263088,5,"NRF2",-0.912324052980315,-1
0.0609,0.39221384161807,4,"NRF2",-0.935948073598716,-1
0.1323,0.407301593481233,5,"NRF2",-0.89820135203188,-1
0.5932,0.389912096798662,6,"NRF2",-0.941833958087169,-1
0.3481,0.560548172534335,5,"NRF2",-0.57884009451748,-1
0.6374,0.197147316395635,6,"NRF2",-1.62380403074387,-2
0.6155,0.0895308659454416,6,"NRF2",-2.41317184225684,-3
0.6151,0.159562810736479,6,"NRF2",-1.83531763655434,-2
0.3612,0.140352265006897,5,"NRF2",-1.96359983802946,-2
0.635,0.0971821941645648,6,"NRF2",-2.331167771904,-3
0.1183,0.450986281966305,4,"NRF2",-0.796318356868216,-1
0.2407,0.437730470946318,5,"NRF2",-0.826151921155555,-1
0.2352,0.369294962363548,5,"NRF2",-0.996159598257688,-1
0.2496,0.383327021373403,5,"NRF2",-0.958866812410944,-1
0.1086,0.382041665451307,4,"NRF2",-0.962225604461405,-1
0.2425,0.377338770748879,5,"NRF2",-0.974611898879073,-1
0.1056,0.478414004977815,4,"NRF2",-0.73727880215503,-1
0.115,0.453169217082741,4,"NRF2",-0.791489675606635,-1
0.1152,0.445219893480513,4,"NRF2",-0.809186976211335,-1
0.3022,0.564943036811284,5,"NRF2",-0.571030372721391,-1
0.1148,0.442436197405384,4,"NRF2",-0.815459011584547,-1
0.252,0.223036749630489,5,"NRF2",-1.5004187245502,-2
0.2483,0.198908944510331,5,"NRF2",-1.6149081242473,-2
0.1147,0.314120489621282,4,"NRF2",-1.15797864176892,-2
0.2585,0.251017985501984,5,"NRF2",-1.38223068703109,-2
0.2613,0.29791966485217,5,"NRF2",-1.21093140985322,-2
0.0981,0.295977434807368,4,"NRF2",-1.21747206132291,-2
0.2486,0.162782640974022,5,"NRF2",-1.81533945902256,-2
0.1109,0.301756841592643,4,"NRF2",-1.19813374621217,-2
0.2442,0.228453397168857,5,"NRF2",-1.47642304056971,-2
0.1021,0.279629964655536,4,"NRF2",-1.27428810463822,-2
0.3908,0.1909878985993,7,"NRF2",-1.65554521106157,-2
0.3302,0.204782032892925,5,"NRF2",-1.5858091196803,-2
0.3598,0.472331243414633,6,"NRF2",-0.750074752638445,-1
0.2672,0.404382983440381,5,"NRF2",-0.905392871256308,-1
0.2835,0.47060167830187,6,"NRF2",-0.753743236392918,-1
0.6491,0.14388095820631,7,"NRF2",-1.9387690004166,-2
0.3993,0.42448007409895,6,"NRF2",-0.856890214028668,-1
0.2566,0.500856024680636,5,"NRF2",-0.691436595084589,-1
0.3764,0.300625557584047,6,"NRF2",-1.2018897833744,-2
0.3483,0.250335390305607,6,"NRF2",-1.38495369898669,-2
0.3659,0.328675663956331,6,"NRF2",-1.11268383830162,-2
0.2556,0.371439860581067,5,"NRF2",-0.990368310617658,-1
0.3669,0.26317454585137,6,"NRF2",-1.33493779449886,-2
0.2487,0.148187104344224,5,"NRF2",-1.90927958512736,-2
0.2402,0.454826800615221,4,"NRF2",-0.787838590488355,-1
0.1225,0.291983072177366,5,"NRF2",-1.23105945038962,-2
0.1344,0.311570041236118,4,"NRF2",-1.16613111454962,-2
0.6082,0.0505799541513668,7,"NRF2",-2.98419994419848,-3
0.2047,0.406161311325199,4,"NRF2",-0.90100487975554,-1
0.1836,0.520020939047656,7,"NRF2",-0.653886200818036,-1
0.2402,0.187013313720288,4,"NRF2",-1.67657546829671,-2
0.2951,0.134073323058056,6,"NRF2",-2.00936844168303,-3
0.3481,0.226575870081174,8,"NRF2",-1.48467542290225,-2
0.1334,0.228361471685773,5,"NRF2",-1.47682550332035,-2
0.2854,0.122231701472641,6,"NRF2",-2.1018368430359,-3
0.2602,0.489814969921655,6,"NRF2",-0.713727571595768,-1
0.1203,0.282315830944716,3,"NRF2",-1.26472886685112,-2
0.1255,0.336849731780538,4,"NRF2",-1.08811834783365,-2
0.4994,0.0564366668269955,5,"NRF2",-2.87463621066924,-3
0.2981,0.354480725639858,6,"NRF2",-1.03710130503856,-2
0.1175,0.429058755308056,1,"NRF2",-0.846161410672078,-1
0.2589,0.21308495082987,6,"NRF2",-1.54606436259715,-2
0.2058,0.165134917671908,4,"NRF2",-1.80099245634201,-2
0.2002,0.2274177882382,2,"NRF2",-1.48096647628268,-2
0.1062,0.241073160127834,3,"NRF2",-1.42265482256406,-2
0.2206,0.141797987533117,4,"NRF2",-1.95335185727596,-2
0.1101,0.385631420903845,4,"NRF2",-0.952873233819044,-1
0.1072,0.470525256183733,3,"NRF2",-0.753905641942063,-1
0.597,0.406894897146046,6,"NRF2",-0.899200364859111,-1
0.2677,0.500830206782723,5,"NRF2",-0.691488143957096,-1
0.0899,0.565254967046991,4,"NRF2",-0.57047838051726,-1
0.2361,0.467438381022037,5,"NRF2",-0.760487744240933,-1
0.2352,0.488527060972111,5,"NRF2",-0.716360412980153,-1
0.2297,0.473382571022547,5,"NRF2",-0.747851399177916,-1
0.0977,0.490202577303235,4,"NRF2",-0.712936550245408,-1
0.2378,0.447071946660906,5,"NRF2",-0.805035742821683,-1
0.2761,0.556038290270617,6,"NRF2",-0.586918119709609,-1
0.3259,0.163089405096323,5,"NRF2",-1.8134567310217,-2
0.1726,0.440025975189953,6,"NRF2",-0.820921519289679,-1
0.0495,0.460623495714934,1,"NRF2",-0.775174281791637,-1
0.1104,0.350021788722409,4,"NRF2",-1.04975987294375,-2
0.0982,0.330942436693613,2,"NRF2",-1.10581082599875,-2
0.1012,0.372998032516841,2,"NRF2",-0.986182134106011,-1
0.0526,0.416879547249955,3,"NRF2",-0.874957954425821,-1
0.1081,0.323152949224243,4,"NRF2",-1.12962954082797,-2
0.3642,0.398779678961818,6,"NRF2",-0.919346197654568,-1
0.138,0.468557323265318,5,"NRF2",-0.75809682989979,-1
0.0612,0.436498761131522,4,"NRF2",-0.82896974189317,-1
0.116,0.398217240680174,3,"NRF2",-0.920757591754467,-1
0.1055,0.360137281488172,3,"NRF2",-1.02126998275549,-2
0.1155,0.402133221147197,5,"NRF2",-0.910971849374055,-1
0.0496,0.406812107187764,4,"NRF2",-0.89940385323546,-1
0.1148,0.389397114995876,5,"NRF2",-0.943155594916178,-1
0.6296,0.405736664374896,6,"NRF2",-0.902050939732864,-1
0.3376,0.557737135468225,5,"NRF2",-0.583867510985744,-1
0.5999,0.153243521846613,6,"NRF2",-1.87572697685954,-2
0.5847,0.0679216037940649,6,"NRF2",-2.68940112427101,-3
0.5753,0.156525936939517,6,"NRF2",-1.85453355149091,-2
0.3296,0.129951286987287,5,"NRF2",-2.04059561423235,-3
0.5875,0.0619767799702194,6,"NRF2",-2.78099548069527,-3
0.1188,0.480033190941808,4,"NRF2",-0.733900029675366,-1
0.2625,0.39101605013334,5,"NRF2",-0.939006670904882,-1
0.2435,0.379394148381319,5,"NRF2",-0.96917964494935,-1
0.2565,0.45840449598787,5,"NRF2",-0.780003305628244,-1
0.1134,0.411993336564178,4,"NRF2",-0.886748103151319,-1
0.2658,0.377963927496019,5,"NRF2",-0.972956517820984,-1
0.0948,0.472580729312239,4,"NRF2",-0.749546690955232,-1
0.094,0.47781295474584,4,"NRF2",-0.738535931134756,-1
0.1057,0.481527115525531,4,"NRF2",-0.730792734634801,-1
0.2882,0.572508933565619,5,"NRF2",-0.557726939194061,-1
0.1127,0.461388549545034,4,"NRF2",-0.773514750314547,-1
0.24,0.282005916138127,5,"NRF2",-1.26582722905087,-2
0.2346,0.190974709199866,5,"NRF2",-1.65561427226897,-2
0.0973,0.31036669385324,4,"NRF2",-1.17000079716075,-2
0.2415,0.222024589276072,5,"NRF2",-1.50496714073874,-2
0.2415,0.252210326378121,5,"NRF2",-1.37749191109478,-2
0.0979,0.293333878834086,4,"NRF2",-1.22644380051807,-2
0.2296,0.173616949940013,5,"NRF2",-1.75090384361886,-2
0.1057,0.31955040888271,4,"NRF2",-1.14084024332882,-2
0.2308,0.249646612623322,5,"NRF2",-1.38770891063019,-2
0.104,0.294736294018052,4,"NRF2",-1.22167424100868,-2
0.4945,0.307133418840039,7,"NRF2",-1.18047303674591,-2
0.466,0.511516262920267,6,"NRF2",-0.670375899530366,-1
0.4977,0.254920823409012,7,"NRF2",-1.36680227847296,-2
0.4807,0.273179748774196,6,"NRF2",-1.2976252800425,-2
0.6893,0.0546944331364335,9,"NRF2",-2.90599334554795,-3
0.4173,0.228492437417238,6,"NRF2",-1.47625216583787,-2
0.5905,0.548106752710644,9,"NRF2",-0.601285206789495,-1
0.4712,0.173463989352179,6,"NRF2",-1.75178525530369,-2
0.5227,0.114609163380968,8,"NRF2",-2.16622751820379,-3
0.648,0.212366481706485,10,"NRF2",-1.54944180947552,-2
0.4803,0.164734798380613,7,"NRF2",-1.80341838068761,-2
0.5772,0.111580580004662,8,"NRF2",-2.19300825847231,-3
0.5037,0.580576931943648,8,"NRF2",-0.543732959590414,-1
0.4076,0.479733711651299,5,"NRF2",-0.734524096413695,-1
0.3924,0.418634040387034,6,"NRF2",-0.870758152670587,-1
0.5841,0.220534173604694,7,"NRF2",-1.51170261376954,-2
0.5378,0.615504243403665,8,"NRF2",-0.485313439143108,-1
0.3307,0.556592138551298,3,"NRF2",-0.585922554044533,-1
0.5119,0.425987091290534,8,"NRF2",-0.853346235306782,-1
0.4209,0.363241705312807,6,"NRF2",-1.01268681144406,-2
0.3965,0.366723117612444,4,"NRF2",-1.00314816358912,-2
0.3527,0.436537039077536,5,"NRF2",-0.828882052600178,-1
0.4192,0.333298729310878,6,"NRF2",-1.09871610612432,-2
0.3958,0.452168890703561,6,"NRF2",-0.793699516941401,-1
0.3947,0.536109592701966,5,"NRF2",-0.623416674815044,-1
0.7536,0.43724596975658,8,"NRF2",-0.827259382377866,-1
0.4998,0.588671441522155,7,"NRF2",-0.529887075213199,-1
0.3613,0.564921501245954,6,"NRF2",-0.571068493336044,-1
0.5229,0.51291762094809,7,"NRF2",-0.667640029653382,-1
0.4814,0.525004900469987,7,"NRF2",-0.64434768220553,-1
0.4563,0.498743056177806,7,"NRF2",-0.695664233325496,-1
0.3772,0.531054885814152,6,"NRF2",-0.632889899966633,-1
0.5042,0.491564736705685,7,"NRF2",-0.710161635543966,-1
0.5374,0.618256930097933,8,"NRF2",-0.480851163427206,-1
0.5225,0.293640168809678,7,"NRF2",-1.2254001768532,-2
0.5397,0.576684003030605,8,"NRF2",-0.550460817551454,-1
0.3321,0.449564107407205,3,"NRF2",-0.79947681586877,-1
0.3929,0.449530934556665,6,"NRF2",-0.799550607512605,-1
0.3349,0.391160588503699,4,"NRF2",-0.9386370910303,-1
0.3562,0.434511419289928,4,"NRF2",-0.833533053172265,-1
0.391,0.497839405783526,5,"NRF2",-0.697477732311141,-1
0.4261,0.447319246869411,6,"NRF2",-0.804482740474173,-1
0.6375,0.433289634470782,8,"NRF2",-0.836348872814634,-1
0.4767,0.478820171221145,7,"NRF2",-0.736430177486574,-1
0.4066,0.380427736051113,6,"NRF2",-0.9664590381111,-1
0.3947,0.416541640821683,5,"NRF2",-0.875768844409479,-1
0.362,0.361796794899269,5,"NRF2",-1.01667256482395,-2
0.4532,0.402274427450749,7,"NRF2",-0.910620767916169,-1
0.4301,0.424835284361589,6,"NRF2",-0.85605375138894,-1
0.4731,0.421616167263354,7,"NRF2",-0.86365993509138,-1
0.7734,0.44186709240871,8,"NRF2",-0.816746138030414,-1
0.5565,0.526976669719781,7,"NRF2",-0.64059900140216,-1
0.742,0.19284904905346,8,"NRF2",-1.6458475253566,-2
0.7111,0.0752893189360378,8,"NRF2",-2.58641700103646,-3
0.7205,0.166052955841501,8,"NRF2",-1.79544853040543,-2
0.5918,0.202394646953746,7,"NRF2",-1.59753578977556,-2
0.7485,0.108280867276592,8,"NRF2",-2.22302680469486,-3
0.4535,0.422692204898299,6,"NRF2",-0.861111012794719,-1
0.4968,0.484921886105593,7,"NRF2",-0.723767460592237,-1
0.497,0.394993758545027,7,"NRF2",-0.928885315357685,-1
0.5524,0.429059852593779,7,"NRF2",-0.846158853250031,-1
0.4701,0.431838904640854,6,"NRF2",-0.83970266620868,-1
0.5557,0.436291308466471,7,"NRF2",-0.829445120053816,-1
0.3712,0.44024612927461,6,"NRF2",-0.820421323752116,-1
0.3816,0.412636083646882,6,"NRF2",-0.885189227862342,-1
0.4338,0.427299659084319,6,"NRF2",-0.850269734169314,-1
0.5332,0.558368678102707,7,"NRF2",-0.582735821330148,-1
0.4143,0.417660054635925,6,"NRF2",-0.873087443759157,-1
0.4808,0.294774590455093,7,"NRF2",-1.22154431486786,-2
0.4598,0.23354816067442,7,"NRF2",-1.45436696757597,-2
0.3802,0.351917091574749,6,"NRF2",-1.04435966642584,-2
0.5025,0.293259405706127,7,"NRF2",-1.22669771794372,-2
0.4855,0.307364951329082,7,"NRF2",-1.17971947087417,-2
0.3711,0.329873339461906,6,"NRF2",-1.10904651801169,-2
0.4508,0.194946057476397,7,"NRF2",-1.63503238701323,-2
0.4118,0.363321901594576,6,"NRF2",-1.01246605642321,-2
0.4917,0.284327349579383,7,"NRF2",-1.25762906523564,-2
0.436,0.35653764285687,6,"NRF2",-1.03131545464068,-2
0.321,0.438521064728116,6,"NRF2",-0.824347430175197,-1
0.2127,0.321846210995607,5,"NRF2",-1.13368145313132,-2
0.2095,0.439224861867251,4,"NRF2",-0.822743783223069,-1
0.6534,0.103905564460023,7,"NRF2",-2.26427282639165,-3
0.2889,0.393955081354562,6,"NRF2",-0.931518382897772,-1
0.2029,0.498605728323826,5,"NRF2",-0.695939619142338,-1
0.332,0.287205537796273,6,"NRF2",-1.24755715997351,-2
0.3423,0.255790699694944,6,"NRF2",-1.36339574821945,-2
0.3394,0.253701887544394,6,"NRF2",-1.37159537233996,-2
0.1844,0.300792366868048,5,"NRF2",-1.20133506333199,-2
0.3173,0.188125373624498,6,"NRF2",-1.67064665743713,-2
0.1989,0.391132267914082,4,"NRF2",-0.938709495090742,-1
0.2281,0.392022633501355,5,"NRF2",-0.936435702334614,-1
0.5588,0.416657300579838,6,"NRF2",-0.875491216214937,-1
0.2601,0.488605889035919,3,"NRF2",-0.716199067353689,-1
0.2326,0.605652814122371,6,"NRF2",-0.501448371080239,-1
0.3529,0.501324856871184,7,"NRF2",-0.690500971120135,-1
0.4156,0.52978630489403,9,"NRF2",-0.635281552055416,-1
0.3533,0.482317361407564,7,"NRF2",-0.729152955442166,-1
0.2126,0.459622849878058,4,"NRF2",-0.777349017363358,-1
0.2994,0.450682095104384,5,"NRF2",-0.796993076934254,-1
0.3432,0.421807512390999,6,"NRF2",-0.863206200780752,-1
0.4441,0.0826663747466922,7,"NRF2",-2.49294235278151,-3
0.2077,0.35116817225294,6,"NRF2",-1.04649004703141,-2
0.1768,0.396217794113208,5,"NRF2",-0.925791233779686,-1
0.2015,0.274151904995223,4,"NRF2",-1.29407292842296,-2
0.21,0.201559372102012,4,"NRF2",-1.60167129036604,-2
0.2527,0.252307881919757,6,"NRF2",-1.37710518355453,-2
0.1627,0.294590366062547,5,"NRF2",-1.22216947724478,-2
0.2232,0.214708525241337,6,"NRF2",-1.53847386719436,-2
0.4067,0.296858696561089,6,"NRF2",-1.21449902254807,-2
0.1783,0.328864587581665,3,"NRF2",-1.11210920083999,-2
0.201,0.452280297957497,6,"NRF2",-0.793453163125407,-1
0.2267,0.318905688461596,5,"NRF2",-1.14285986736543,-2
0.2691,0.301356250747852,7,"NRF2",-1.19946215678322,-2
0.2686,0.286148005168937,7,"NRF2",-1.25124610142885,-2
0.1663,0.270913103012313,4,"NRF2",-1.30595716261373,-2
0.2224,0.256241419853445,5,"NRF2",-1.36163523258886,-2
0.4808,0.301722818878783,6,"NRF2",-1.19824650134254,-2
0.5102,0.601978285214222,9,"NRF2",-0.507533905396614,-1
0.5561,0.0961852352541228,6,"NRF2",-2.34147941277656,-3
0.6398,0.027317745378461,8,"NRF2",-3.60021877409569,-4
0.7128,0.130072507455457,10,"NRF2",-2.03966323435372,-3
0.3987,0.0364673645878798,7,"NRF2",-3.3113375392382,-4
0.2236,0.488385301912698,6,"NRF2",-0.716650631562277,-1
0.2645,0.322806512784444,3,"NRF2",-1.13070216687772,-2
0.2719,0.269311777148805,5,"NRF2",-1.31188554767075,-2
0.3348,0.318498335408728,7,"NRF2",-1.1441380303298,-2
0.1822,0.281173104095256,4,"NRF2",-1.26878477050751,-2
0.2685,0.262411609928391,5,"NRF2",-1.33784097773706,-2
0.2237,0.489165763457502,6,"NRF2",-0.715053862373887,-1
0.2121,0.447486254422478,4,"NRF2",-0.804109458113335,-1
0.2441,0.477218133253809,6,"NRF2",-0.739781590205793,-1
0.462,0.599074733941941,9,"NRF2",-0.512368924138379,-1
0.3084,0.514594251618037,8,"NRF2",-0.66437654977979,-1
0.4424,0.203078011216642,9,"NRF2",-1.5941650820539,-2
0.3534,0.0829281981946861,7,"NRF2",-2.48978012757664,-3
0.2052,0.194335958390496,4,"NRF2",-1.63816687337814,-2
0.3063,0.141077113228066,5,"NRF2",-1.95844863577383,-2
0.3035,0.165475851056911,5,"NRF2",-1.79893000987564,-2
0.2374,0.154533631033266,6,"NRF2",-1.86734352974173,-2
0.35,0.0699260499742414,7,"NRF2",-2.66031702428656,-3
0.3049,0.18308228439835,8,"NRF2",-1.69781958567813,-2
0.4421,0.161795496074976,9,"NRF2",-1.8214221111174,-2
0.2377,0.144151335839759,6,"NRF2",-1.93689158792881,-2
0.2199,0.463783155973995,6,"NRF2",-0.768338172254449,-1
0.2,0.475462603549583,5,"NRF2",-0.743467046672919,-1
