"plast_2","JSD","pos_cycle","network","logJSD","JSD_tag"
0.5586,0.464366677147596,8,"NRF2",-0.767080786367694,-1
0.4333,0.68426241218697,9,"NRF2",-0.379413791383754,-1
0.1703,0.600160435163169,4,"NRF2",-0.510558267570229,-1
0.2827,0.473042074251378,5,"NRF2",-0.748570942540528,-1
0.2544,0.460378194571159,3,"NRF2",-0.775706965177917,-1
0.2643,0.509924131062058,5,"NRF2",-0.673493326953438,-1
0.221,0.544679490713327,6,"NRF2",-0.607557747746162,-1
0.3251,0.506731523650284,7,"NRF2",-0.67977395479764,-1
0.3333,0.515002414203583,6,"NRF2",-0.663583690555441,-1
0.4152,0.205084529207057,5,"NRF2",-1.58433304723611,-2
0.2169,0.484408380113131,4,"NRF2",-0.724826967467023,-1
0.127,0.486453890527443,3,"NRF2",-0.720613159797548,-1
0.2205,0.429598338324817,6,"NRF2",-0.844904603753955,-1
0.2059,0.424812156662593,6,"NRF2",-0.856108192084892,-1
0.1985,0.407047457288188,4,"NRF2",-0.898825497663425,-1
0.1292,0.44963349760371,3,"NRF2",-0.799322477831711,-1
0.1947,0.359102486030792,4,"NRF2",-1.0241474548256,-2
0.3981,0.384445978993416,6,"NRF2",-0.955951996673182,-1
0.2681,0.513192471071988,7,"NRF2",-0.667104316901683,-1
0.1227,0.436551560432211,2,"NRF2",-0.828848788267819,-1
0.2048,0.39855404901246,5,"NRF2",-0.919912158800985,-1
0.1742,0.396014899137116,3,"NRF2",-0.926303444351798,-1
0.1885,0.405491707678374,3,"NRF2",-0.902654855257532,-1
0.1346,0.414612179034753,4,"NRF2",-0.880411704026588,-1
0.2035,0.370906906173568,5,"NRF2",-0.991804174617969,-1
0.6312,0.521554382654219,8,"NRF2",-0.650941728762074,-1
0.3397,0.55780827932931,3,"NRF2",-0.583739961071168,-1
0.5664,0.210682093271826,8,"NRF2",-1.55740494862826,-2
0.4862,0.129486313251065,6,"NRF2",-2.044180092609,-3
0.4642,0.16713032792505,4,"NRF2",-1.78898136418755,-2
0.3449,0.174116651003509,5,"NRF2",-1.74802979632456,-2
0.5196,0.0950107932418599,6,"NRF2",-2.35376478076286,-3
0.2142,0.540471033351048,4,"NRF2",-0.615314235658979,-1
0.4376,0.585880082536906,9,"NRF2",-0.53464014765523,-1
0.3561,0.521762590961739,7,"NRF2",-0.650542601142091,-1
0.295,0.506517021678757,5,"NRF2",-0.680197349384724,-1
0.2405,0.497898464311009,6,"NRF2",-0.697359109670934,-1
0.3555,0.510805482012632,7,"NRF2",-0.671766422671805,-1
0.1817,0.534859038816428,4,"NRF2",-0.625752045650579,-1
0.218,0.557075722421081,6,"NRF2",-0.585054101398779,-1
0.1902,0.515573485305942,4,"NRF2",-0.662475434169703,-1
0.286,0.562776608612327,3,"NRF2",-0.574872517128166,-1
0.1919,0.469443752936351,2,"NRF2",-0.756206789563159,-1
0.2621,0.26926112106467,3,"NRF2",-1.31207365993726,-2
0.2793,0.264148290070012,5,"NRF2",-1.33124462872227,-2
0.2319,0.392363106365043,6,"NRF2",-0.935567576187576,-1
0.3225,0.298408183972932,7,"NRF2",-1.20929298484587,-2
0.3156,0.331898925313285,7,"NRF2",-1.10292479824492,-2
0.1741,0.345250400395994,4,"NRF2",-1.06348532696569,-2
0.2675,0.239039993724834,5,"NRF2",-1.43112440328922,-2
0.1868,0.333707129176627,2,"NRF2",-1.09749152942357,-2
0.2686,0.27398114037536,3,"NRF2",-1.29469600570987,-2
0.1833,0.316180893469973,4,"NRF2",-1.15144078149111,-2
0.2965,0.536057849757734,5,"NRF2",-0.623513195082724,-1
0.3947,0.328184952136608,6,"NRF2",-1.11417795105245,-2
0.2647,0.531784652469071,7,"NRF2",-0.631516660181482,-1
0.108,0.482787670499559,2,"NRF2",-0.728178327575405,-1
0.183,0.432716144782487,5,"NRF2",-0.83767332072449,-1
0.1625,0.420660807261928,3,"NRF2",-0.865928453500467,-1
0.1649,0.423788506230545,3,"NRF2",-0.858520754255342,-1
0.1136,0.460968417089583,4,"NRF2",-0.774425747899441,-1
0.1795,0.396019273800704,5,"NRF2",-0.926292397698163,-1
0.4123,0.441770846380406,5,"NRF2",-0.816963978447761,-1
0.1998,0.528838564013195,4,"NRF2",-0.637072065696029,-1
0.123,0.496862424858075,3,"NRF2",-0.699442102355541,-1
0.2138,0.524978088913122,6,"NRF2",-0.644398752665037,-1
0.1976,0.502964296206801,6,"NRF2",-0.687236093097938,-1
0.1775,0.485003820789816,4,"NRF2",-0.723598510158538,-1
0.1182,0.498143391354187,3,"NRF2",-0.696867308956493,-1
0.1879,0.477222570532898,4,"NRF2",-0.739772292029235,-1
0.6572,0.600336266273011,7,"NRF2",-0.510265336967606,-1
0.3816,0.665010464234679,6,"NRF2",-0.407952502758841,-1
0.6176,0.412559382152486,7,"NRF2",-0.885375126834878,-1
0.6109,0.446717448509228,7,"NRF2",-0.805828990475285,-1
0.6156,0.426632241010473,7,"NRF2",-0.851832899123508,-1
0.3964,0.438095460621597,6,"NRF2",-0.825318445727956,-1
0.6335,0.39466409170215,7,"NRF2",-0.929720276630916,-1
0.1794,0.536199133787763,5,"NRF2",-0.623249668646404,-1
0.3253,0.576150653124177,6,"NRF2",-0.551386101921824,-1
0.3202,0.563874984045436,6,"NRF2",-0.572922711548082,-1
0.2981,0.561413648467693,6,"NRF2",-0.577297303864849,-1
0.1938,0.540642724018036,5,"NRF2",-0.614996617522569,-1
0.3184,0.557217575617917,6,"NRF2",-0.584799494828225,-1
0.1848,0.586027719025215,5,"NRF2",-0.534388188433022,-1
0.1765,0.570028330010626,5,"NRF2",-0.562069217615605,-1
0.1655,0.553656061323582,5,"NRF2",-0.591211612964087,-1
0.327,0.660247995666778,6,"NRF2",-0.415139763528128,-1
0.1613,0.549866466287535,5,"NRF2",-0.598079818801654,-1
0.2885,0.478671274844582,6,"NRF2",-0.736741190975781,-1
0.2872,0.531695566440677,6,"NRF2",-0.631684196966875,-1
0.1838,0.534262889437095,5,"NRF2",-0.626867258846313,-1
0.3051,0.465747837531242,6,"NRF2",-0.764110912492985,-1
0.3065,0.494732459187471,6,"NRF2",-0.703738149018879,-1
0.1768,0.531275665103598,5,"NRF2",-0.632474249127195,-1
0.2981,0.491606312459682,6,"NRF2",-0.710077060730545,-1
0.1532,0.498327135544502,5,"NRF2",-0.696498518937245,-1
0.2863,0.472734020961671,6,"NRF2",-0.74922237220165,-1
0.1662,0.494019058803188,5,"NRF2",-0.705181181965171,-1
0.5916,0.572863694023545,8,"NRF2",-0.5571074718509,-1
0.4323,0.644862840182517,9,"NRF2",-0.438717635679587,-1
0.1909,0.462638283067469,4,"NRF2",-0.770809776302235,-1
0.3097,0.520921415998059,5,"NRF2",-0.652156081622375,-1
0.285,0.480337342082799,3,"NRF2",-0.733266625919834,-1
0.2978,0.525008049520356,5,"NRF2",-0.644341684088328,-1
0.2374,0.532436022206285,6,"NRF2",-0.63029253470816,-1
0.3426,0.557685246640563,7,"NRF2",-0.583960549871339,-1
0.4614,0.519622698664536,8,"NRF2",-0.65465231025814,-1
0.2495,0.499714589544493,3,"NRF2",-0.69371816445124,-1
0.4,0.232110888348595,6,"NRF2",-1.46054005448587,-2
0.3633,0.144457014634383,4,"NRF2",-1.93477329226325,-2
0.3594,0.207578966661734,4,"NRF2",-1.5722434494816,-2
0.2418,0.306352789398864,5,"NRF2",-1.18301793458389,-2
0.3765,0.180593468285991,6,"NRF2",-1.71150680539752,-2
0.1611,0.428801509945377,4,"NRF2",-0.846761147903907,-1
0.2656,0.526280707046301,7,"NRF2",-0.641920545006074,-1
0.2141,0.473130544295531,5,"NRF2",-0.748383936400895,-1
0.2255,0.489884561240871,5,"NRF2",-0.713585504937329,-1
0.1992,0.491051010241229,6,"NRF2",-0.711207266072194,-1
0.2652,0.505793471819688,7,"NRF2",-0.681626851473122,-1
0.1118,0.455047578287217,2,"NRF2",-0.787353297833791,-1
0.1154,0.437183453230033,4,"NRF2",-0.827402370536796,-1
0.1387,0.455964624311159,4,"NRF2",-0.785340050742102,-1
0.1946,0.528061360952064,3,"NRF2",-0.638542788103827,-1
0.1129,0.426366613747712,2,"NRF2",-0.852455707160976,-1
0.1615,0.383854097202811,3,"NRF2",-0.95749275379669,-1
0.1797,0.35860163107174,3,"NRF2",-1.02554316937823,-2
0.1248,0.438139437520813,4,"NRF2",-0.825218068764321,-1
0.1841,0.371577701263175,5,"NRF2",-0.989997281207943,-1
0.1786,0.396180395892816,5,"NRF2",-0.925885626272984,-1
0.1085,0.414509113781663,2,"NRF2",-0.880660317237981,-1
0.162,0.329939373026608,3,"NRF2",-1.10884635950104,-2
0.116,0.426758786149368,2,"NRF2",-0.851536329003141,-1
0.1675,0.359965883374993,3,"NRF2",-1.02174602042559,-2
0.1316,0.427231581393201,4,"NRF2",-0.850429067586368,-1
0.4753,0.540647632726163,7,"NRF2",-0.614987538170115,-1
0.2735,0.465169968084162,6,"NRF2",-0.765352417420312,-1
0.4154,0.39777200373076,5,"NRF2",-0.921876292789624,-1
0.3779,0.333631167929352,5,"NRF2",-1.09771918381695,-2
0.4259,0.374539643150202,7,"NRF2",-0.982057625418419,-1
0.2796,0.362556940284854,6,"NRF2",-1.01457374037478,-2
0.4381,0.385459247201461,7,"NRF2",-0.95331980570058,-1
0.1547,0.334919122857987,5,"NRF2",-1.09386620060913,-2
0.2012,0.453903186821651,4,"NRF2",-0.789871348566944,-1
0.1812,0.39836062831557,4,"NRF2",-0.920397582664269,-1
0.2149,0.41642182796822,6,"NRF2",-0.87605652294228,-1
0.1594,0.398059352885093,5,"NRF2",-0.92115415696416,-1
0.2262,0.439233848883864,6,"NRF2",-0.822723322348806,-1
0.1194,0.37857907337383,3,"NRF2",-0.971330315443411,-1
0.126,0.362508492188067,3,"NRF2",-1.01470737823611,-2
0.149,0.380272061080953,5,"NRF2",-0.966868332218762,-1
0.2407,0.458087402636744,6,"NRF2",-0.780695277623314,-1
0.154,0.358454820106144,5,"NRF2",-1.02595265169278,-2
0.2042,0.378931364730954,6,"NRF2",-0.970400185996208,-1
0.1778,0.35034834838043,4,"NRF2",-1.04882733837556,-2
0.1262,0.384975102176102,3,"NRF2",-0.954576616457989,-1
0.194,0.380102446721454,4,"NRF2",-0.967314465960943,-1
0.1812,0.408011192519525,4,"NRF2",-0.896460672308349,-1
0.12,0.365043533433372,3,"NRF2",-1.00773866283124,-2
0.1712,0.32300425339939,4,"NRF2",-1.13008978742702,-2
0.145,0.37798388658885,5,"NRF2",-0.972903712342977,-1
0.204,0.353177632479507,6,"NRF2",-1.04078414045836,-2
0.1459,0.368504767961186,5,"NRF2",-0.998301628600126,-1
0.402,0.568828469007397,6,"NRF2",-0.564176350748082,-1
0.6566,0.501905329398841,7,"NRF2",-0.689343763930043,-1
0.6419,0.410406133494016,7,"NRF2",-0.890608040076397,-1
0.6405,0.429974752916363,7,"NRF2",-0.844028786166265,-1
0.4122,0.408718471861771,6,"NRF2",-0.894728692805469,-1
0.6622,0.430206137144035,7,"NRF2",-0.843490796457527,-1
0.3652,0.539957500727677,6,"NRF2",-0.616264844877164,-1
0.3964,0.55429836163469,6,"NRF2",-0.590052178298271,-1
0.3919,0.532181738863538,6,"NRF2",-0.630770233572261,-1
0.6516,0.628671001428486,7,"NRF2",-0.464147209313353,-1
0.3921,0.524735270235768,6,"NRF2",-0.644861390735837,-1
0.617,0.152489394600769,7,"NRF2",-1.88066022895445,-2
0.6121,0.0573194566908039,7,"NRF2",-2.85911515459458,-3
0.3922,0.167230579583809,6,"NRF2",-1.78838170280662,-2
0.6312,0.141142577804757,7,"NRF2",-1.95798470940764,-2
0.6322,0.174306489724323,7,"NRF2",-1.74694009407802,-2
0.3819,0.11237744066504,6,"NRF2",-2.1858920674937,-3
0.608,0.0394763003371927,7,"NRF2",-3.23205477860544,-4
0.3962,0.154956050897786,6,"NRF2",-1.86461374486362,-2
0.6227,0.120632435454174,7,"NRF2",-2.11500708015185,-3
0.3939,0.107611913105812,6,"NRF2",-2.22922392078632,-3
0.1845,0.451680653171442,5,"NRF2",-0.794779868384659,-1
0.1988,0.437090152448536,5,"NRF2",-0.827615806653923,-1
0.2149,0.427173171849553,5,"NRF2",-0.850565793285791,-1
0.3724,0.554630734735592,6,"NRF2",-0.589452729493216,-1
0.2026,0.412987133874088,5,"NRF2",-0.884338839353609,-1
0.3283,0.423980613426717,6,"NRF2",-0.858067547845706,-1
0.3166,0.401881845277046,6,"NRF2",-0.911597150786526,-1
0.1935,0.430661562465683,5,"NRF2",-0.842432735237803,-1
0.3233,0.469192880629294,6,"NRF2",-0.756741335742286,-1
0.3307,0.501149545491756,6,"NRF2",-0.690850728442221,-1
0.1841,0.401035418576202,5,"NRF2",-0.913705529949607,-1
0.3132,0.379438409400015,6,"NRF2",-0.969062989388667,-1
0.1958,0.407547396832804,5,"NRF2",-0.897598041818703,-1
0.3211,0.403619560154885,6,"NRF2",-0.907282527467707,-1
0.2127,0.389840755639898,5,"NRF2",-0.942016942115351,-1
0.1885,0.444245189954631,5,"NRF2",-0.811378639345034,-1
0.1739,0.434405611873412,5,"NRF2",-0.833776591768573,-1
0.3275,0.559593202333679,6,"NRF2",-0.58054518363114,-1
0.1594,0.43731822003571,5,"NRF2",-0.827094156588524,-1
0.1562,0.457976834807157,5,"NRF2",-0.780936675170789,-1
0.3502,0.563677538662146,6,"NRF2",-0.573272930950428,-1
0.1688,0.41418080835181,5,"NRF2",-0.88145266534856,-1
0.3627,0.548814914411693,6,"NRF2",-0.599994026533587,-1
0.1816,0.424303005984876,5,"NRF2",-0.857307442224652,-1
0.3544,0.556600243651573,6,"NRF2",-0.585907992140581,-1
0.319,0.21699328813669,6,"NRF2",-1.5278888561657,-2
0.1901,0.326331779545751,5,"NRF2",-1.11984068648219,-2
0.306,0.244297375864798,6,"NRF2",-1.4093690422219,-2
0.1623,0.289234503304716,5,"NRF2",-1.24051748978102,-2
0.2829,0.170743737725928,6,"NRF2",-1.76759145630816,-2
0.1732,0.310215970550658,5,"NRF2",-1.17048654487557,-2
0.1699,0.303990300597431,5,"NRF2",-1.19075948401442,-2
0.3056,0.262515374781944,6,"NRF2",-1.33744562806777,-2
0.1597,0.283100198792912,5,"NRF2",-1.2619543846642,-2
0.1915,0.295792573169149,5,"NRF2",-1.21809683663001,-2
0.5642,0.37925222842752,7,"NRF2",-0.969553784890679,-1
0.6216,1e-04,8,"NRF2",-9.21034037197618,-10
0.1738,0.274832735294767,3,"OCT4",-1.29159260165745,-2
0.1698,0.27378725011872,3,"OCT4",-1.29540393361554,-2
0.1356,0.271565750639035,2,"OCT4",-1.30355099346183,-2
0.1192,0.0802410971072211,2,"OCT4",-2.52271946260013,-3
0.1172,0.0814826240489605,2,"OCT4",-2.50736548331931,-3
0.1827,0.0919684732874496,3,"OCT4",-2.38630944232003,-3
0.3476,0.0559917621536404,3,"OCT4",-2.88255070346718,-3
0.5742,0.174557742634747,4,"OCT4",-1.74549968872511,-2
0.2291,0.228141406524436,3,"OCT4",-1.4777896382202,-2
0.2113,0.246244355368083,2,"OCT4",-1.40143092155577,-2
0.1807,0.419243469547053,3,"OCT4",-0.869303454912828,-1
0.1374,0.190785912466883,2,"OCT4",-1.65660335672483,-2
0.4304,0.234925245814969,4,"OCT4",-1.44848791835847,-2
0.3679,0.10959178689347,3,"OCT4",-2.21099284437952,-3
0.3598,0.112984780271925,3,"OCT4",-2.18050215720009,-3
0.256,0.154950090186403,2,"OCT4",-1.86465221271303,-2
0.3126,0.151254079126,3,"OCT4",-1.88879421300676,-2
0.2432,0.35882189009561,2,"OCT4",-1.02492914147339,-2
0.3116,0.114582645585878,3,"OCT4",-2.16645892084709,-3
0.4601,0.165247392150386,3,"OCT4",-1.80031158161308,-2
0.4887,0.0502640525342882,4,"OCT4",-2.99046511871476,-3
0.5049,0.0548533773580506,4,"OCT4",-2.90309151971622,-3
0.2777,0.237805162369608,2,"OCT4",-1.43630358608974,-2
0.0109,0.251926103638871,1,"OCT4",-1.37861947400212,-2
0.0116,0.189820472602507,0,"OCT4",-1.66167653454257,-2
0.1895,0.144973714207062,2,"OCT4",-1.93120283432562,-2
0.1542,0.0999364175967936,1,"OCT4",-2.30322111924793,-3
0.1538,0.104843731892288,1,"OCT4",-2.25528430508751,-3
0.0088,0.238383861530479,0,"OCT4",-1.43387304100483,-2
0.019,0.211060427683127,1,"OCT4",-1.55561079938321,-2
0.1606,0.201742933933988,1,"OCT4",-1.60076099631662,-2
0.1956,0.165114926707489,2,"OCT4",-1.80111352204293,-2
0.1956,0.168067499555709,2,"OCT4",-1.78338959720239,-2
0.3001,0.471383694513395,2,"OCT4",-0.752082878570498,-1
0.0736,0.30656755170249,2,"OCT4",-1.18231715081799,-2
0.0557,0.27691074313276,1,"OCT4",-1.2840600516786,-2
0.0524,0.281584051280921,1,"OCT4",-1.26732429237841,-2
0.055,0.153559372721736,1,"OCT4",-1.87366799376453,-2
0.0721,0.108180391540769,2,"OCT4",-2.22395515320016,-3
0.0675,0.111795320537402,2,"OCT4",-2.19108557479541,-3
0.2585,0.121775166544275,2,"OCT4",-2.10557883165117,-3
0.2667,0.128793234626,2,"OCT4",-2.04954699288708,-3
0.3336,0.057746606840488,3,"OCT4",-2.8516906873153,-3
0.2783,0.236689711853656,3,"OCT4",-1.4410052283259,-2
0.2462,0.145620834659365,2,"OCT4",-1.92674905826874,-2
0.2689,0.31852047228663,3,"OCT4",-1.14406852884054,-2
0.2264,0.0757599984930579,2,"OCT4",-2.58018484999531,-3
0.4939,0.0551551454043822,4,"OCT4",-2.89760523927776,-3
0.4656,0.0739609234914408,3,"OCT4",-2.60421838617772,-3
0.4653,0.0738756526127544,3,"OCT4",-2.6053719692813,-3
0.349,0.314923907263636,3,"OCT4",-1.15542423358027,-2
0.0139,0.268300162974182,0,"OCT4",-1.31564891411809,-2
0.0187,0.23298576376538,1,"OCT4",-1.4567779270025,-2
0.1673,0.143081392073005,1,"OCT4",-1.94434163530537,-2
0.1896,0.155368276801355,2,"OCT4",-1.86195700087521,-2
0.1868,0.149083242968751,2,"OCT4",-1.90325045139631,-2
0.0097,0.279464661545843,1,"OCT4",-1.27487942892132,-2
0.0156,0.201490636651769,0,"OCT4",-1.60201236690452,-2
0.2099,0.175902743750165,2,"OCT4",-1.737824029008,-2
0.1476,0.212362175215666,1,"OCT4",-1.54946208826174,-2
0.1516,0.193283754709472,1,"OCT4",-1.64359593815434,-2
0.347,0.481517346537378,3,"OCT4",-0.730813022354711,-1
0.0565,0.280097227086797,1,"OCT4",-1.2726184964909,-2
0.0574,0.310433824686941,2,"OCT4",-1.16978452532476,-2
0.059,0.304381035221492,2,"OCT4",-1.18947495709876,-2
0.058,0.136552286360116,2,"OCT4",-1.99104768744488,-2
0.0486,0.139525683492527,1,"OCT4",-1.96950658360954,-2
0.0527,0.143803850687584,1,"OCT4",-1.93930505597594,-2
0.3484,0.0849846273681802,3,"OCT4",-2.46528489333996,-3
0.3399,0.0754466110625209,3,"OCT4",-2.58433001111209,-3
0.2583,0.119972207915645,2,"OCT4",-2.12049516372663,-3
0.5789,0.376069433672314,4,"OCT4",-0.977981488618433,-1
0.3327,0.308545990464383,3,"OCT4",-1.17588436906733,-2
0.2688,0.265263011840246,2,"OCT4",-1.32703344768556,-2
0.4325,0.227481684852194,4,"OCT4",-1.48068554997613,-2
0.3383,0.175983536110861,3,"OCT4",-1.73736483314423,-2
0.3433,0.170455323640385,3,"OCT4",-1.76928204802949,-2
0.2707,0.213354553569321,2,"OCT4",-1.54479992638714,-2
0.3396,0.105347190795311,3,"OCT4",-2.25049380453302,-3
0.3447,0.0852605184945946,3,"OCT4",-2.46204378632889,-3
0.4226,0.104990217562106,4,"OCT4",-2.25388809924002,-3
0.4343,0.101433744223366,4,"OCT4",-2.28834945991722,-3
0.6288,0.394446811591731,4,"OCT4",-0.930270972648429,-1
0.5293,0.302452916560586,4,"OCT4",-1.19582966135921,-2
0.4007,0.285446867896235,3,"OCT4",-1.25369936914482,-2
0.4118,0.284078913799027,3,"OCT4",-1.25850321392886,-2
0.4244,0.0408690154864194,3,"OCT4",-3.19738307060191,-4
0.5,0.0779878083071492,4,"OCT4",-2.55120276826375,-3
0.5079,0.0786542370712157,4,"OCT4",-2.54269377844048,-3
0.5798,0.000704712852433377,4,"OCT4",-7.25772013963474,-8
0.5816,0.000404338334003026,4,"OCT4",-7.8132585700739,-8
0.6814,0.0750590104719923,5,"OCT4",-2.5894806685224,-3
0.2016,0.340839357209513,3,"OCT4",-1.07634400592513,-2
0.1594,0.273287716832796,2,"OCT4",-1.29723013095569,-2
0.4327,0.35458742186699,4,"OCT4",-1.03680035729944,-2
0.3253,0.249452528447104,3,"OCT4",-1.38848664863865,-2
0.3299,0.246303580941102,3,"OCT4",-1.4011904350206,-2
0.2868,0.446277744739026,3,"OCT4",-0.806813774736302,-1
0.0742,0.243900333419736,1,"OCT4",-1.41099560672661,-2
0.0802,0.26347024959995,2,"OCT4",-1.33381482211896,-2
0.0754,0.265605136422361,2,"OCT4",-1.32574452262724,-2
0.0826,0.182267872637444,2,"OCT4",-1.70227784630381,-2
0.0652,0.188050275544708,1,"OCT4",-1.67104592879323,-2
0.066,0.190174997273088,1,"OCT4",-1.65981059243773,-2
0.235,0.151666897616906,3,"OCT4",-1.88606862595163,-2
0.2341,0.150844085648418,3,"OCT4",-1.89150852098414,-2
0.1755,0.102559604082806,2,"OCT4",-2.27731114616428,-3
0.2348,0.36843930497993,2,"OCT4",-0.998479289249914,-1
0.0823,0.216478978282506,2,"OCT4",-1.53026183425619,-2
0.0513,0.210016615396869,1,"OCT4",-1.56056863045709,-2
0.0505,0.208806056071524,1,"OCT4",-1.5663494192203,-2
0.0564,0.175083403141973,1,"OCT4",-1.74249282920857,-2
0.0856,0.16441939968866,2,"OCT4",-1.80533480034948,-2
0.0839,0.16759949506023,2,"OCT4",-1.78617810370582,-2
0.1805,0.159165395909663,2,"OCT4",-1.83781139157497,-2
0.1933,0.155641736610294,2,"OCT4",-1.86019847306184,-2
0.238,0.15237171514177,3,"OCT4",-1.88143224913731,-2
0.4477,0.451942360287561,4,"OCT4",-0.794200628769159,-1
0.3626,0.412313329617677,3,"OCT4",-0.885971709892108,-1
0.3576,0.417853335386608,3,"OCT4",-0.872624780308304,-1
0.5679,1e-04,4,"OCT4",-9.21034037197618,-10
0.0125,0.169056401515082,0,"OVOL",-1.77752288296116,-2
0.0221,0.181663822390045,1,"OVOL",-1.70559742967813,-2
0.1451,0.0702746368458113,2,"OVOL",-2.65534432981853,-3
0.0613,0.151140579944643,1,"OVOL",-1.88954488226153,-2
0.0638,0.152274419542061,1,"OVOL",-1.88207099417254,-2
0.3605,0.0480364112974888,3,"OVOL",-3.03579598694438,-4
0.026,0.170485753405599,1,"OVOL",-1.76910354348813,-2
0.0154,0.208139304718387,0,"OVOL",-1.56954768922968,-2
0.0749,0.0970145721222925,1,"OVOL",-2.33289408369699,-3
0.1248,0.100960495835099,2,"OVOL",-2.29302596899786,-3
0.1243,0.0965076858645807,2,"OVOL",-2.33813262754371,-3
0.2362,0.0354610705686804,2,"OVOL",-3.33931978790968,-4
0.3665,0.430686301277774,3,"OVOL",-0.842375293144685,-1
0.646,0.0536165110310772,4,"OVOL",-2.92589821671589,-3
0.4394,0.000248603499557492,3,"OVOL",-8.29965130192523,-9
0.4393,0.000379569395665091,3,"OVOL",-7.876473117068,-8
0.3133,0.438896182709502,3,"OVOL",-0.823492379729504,-1
0.1089,0.111468843783085,2,"OVOL",-2.19401015508362,-3
0.0512,0.113605060657798,1,"OVOL",-2.17502722564332,-3
0.0456,0.109892517553647,1,"OVOL",-2.20825250402463,-3
0.0611,0.185452274211492,1,"OVOL",-1.68495771191606,-2
0.0986,0.2838276869608,2,"OVOL",-1.25938796101326,-2
0.0991,0.281007115252114,2,"OVOL",-1.26937528878707,-2
0.2581,0.064674849370729,3,"OVOL",-2.73838287993125,-3
0.2532,0.0686948596110519,3,"OVOL",-2.6780809062643,-3
0.1461,0.0739422539457054,2,"OVOL",-2.60447084249621,-3
0.2607,0.278947349023607,3,"OVOL",-1.27673222814638,-2
0.3026,0.197197693586781,2,"OVOL",-1.6235485326894,-2
0.447,1e-04,3,"OVOL",-9.21034037197618,-10
0.1741,0.24114342435833,3,"OVOLinh",-1.42236340068745,-2
0.2307,0.164464799225554,2,"OVOLinh",-1.80505871814588,-2
0.0095,0.10756251704889,1,"OVOLinh",-2.22968304650822,-3
0.004,0.0996144250063345,0,"OVOLinh",-2.30644829549748,-3
0.3403,0.183286327394645,2,"OVOLinh",-1.69670571832802,-2
0.0631,0.0591370927962325,2,"OVOLinh",-2.82789692376014,-3
0.0259,0.0855717276954173,1,"OVOLinh",-2.45840033432223,-3
0.0219,0.0910290029512421,1,"OVOLinh",-2.39657710949381,-3
0.2604,0.0539621139123434,3,"OVOLinh",-2.91947307286612,-3
0.0054,0.124561630055965,0,"OVOLinh",-2.08295466502978,-3
0.0115,0.106798654175566,1,"OVOLinh",-2.23680995388782,-3
0.4399,0.129907036977013,3,"OVOLinh",-2.04093618450947,-3
0.0295,0.0731388629585181,1,"OVOLinh",-2.61539541247802,-3
0.0458,0.0870378493993879,2,"OVOLinh",-2.44141220436694,-3
0.0473,0.0803650541362434,2,"OVOLinh",-2.52117584733165,-3
0.3652,0.182940033931552,3,"OVOLinh",-1.69859686327481,-2
0.2615,0.012433365229253,2,"OVOLinh",-4.3873716756483,-5
0.6364,0.042310769126903,4,"OVOLinh",-3.16271363604377,-4
0.5304,0.0180579533880824,4,"OVOLinh",-4.01416906033385,-5
0.3864,0.000546696586859074,3,"OVOLinh",-7.5116165952526,-8
0.2225,0.172995856983872,3,"OVOLinh",-1.75448763284122,-2
0.3203,0.150009838510462,3,"OVOLinh",-1.89705439696707,-2
0.0593,0.0907450841921517,1,"OVOLinh",-2.39970097598588,-3
0.0878,0.114223858272151,2,"OVOLinh",-2.16959508701151,-3
0.0855,0.119850532852492,2,"OVOLinh",-2.1215098721167,-3
0.2395,0.137042359738005,2,"OVOLinh",-1.98746520577707,-2
0.0949,0.0563702801868945,2,"OVOLinh",-2.87581320640439,-3
0.0437,0.0487995325974112,1,"OVOLinh",-3.02003454409081,-4
0.0453,0.049020465857765,1,"OVOLinh",-3.01551739750495,-4
0.5488,0.0444540183946402,4,"OVOLinh",-3.11329991852921,-4
0.3943,0.0422003531151729,3,"OVOLinh",-3.16532669031705,-4
0.3921,0.0390498756317498,3,"OVOLinh",-3.24291558754787,-4
0.1683,0.0223748276114012,3,"OVOLinh",-3.79981871936928,-4
0.1734,0.0211814141258525,3,"OVOLinh",-3.85463117400028,-4
0.1016,0.0490872780827992,2,"OVOLinh",-3.01415537993775,-4
0.3867,1e-04,3,"OVOLinh",-9.21034037197618,-10
0.2504,0.957591096,4,"TGFb",-0.0433344230272166,-1
0.6232,0.980961569,7,"TGFb",-0.0192219955154419,-1
0.6647,0.784623967,11,"TGFb",-0.242550698897801,-1
0.4815,0.932180355,8,"TGFb",-0.070228969069457,-1
0.3332,0.902728547,6,"TGFb",-0.102333383161218,-1
0.2347,0.97410625,6,"TGFb",-0.0262348950467737,-1
0.5421,0.978834407,8,"TGFb",-0.0213927958042285,-1
0.4408,0.959051075,6,"TGFb",-0.0418109469141767,-1
0.5089,0.974638943,8,"TGFb",-0.0256881914395691,-1
0.2757,0.924553506,6,"TGFb",-0.078444354221249,-1
0.7243,0.99058088,9,"TGFb",-0.00946376044774946,-1
0.6012,0.856640896,8,"TGFb",-0.154736472703741,-1
0.4435,0.97259424,9,"TGFb",-0.027788303300192,-1
0.3358,0.943091053,6,"TGFb",-0.0585924442761528,-1
0.226,0.947601615,4,"TGFb",-0.0538211023933449,-1
