ParameterIndex,X,SNAIL,miR34,miR200,ZEB,KEAP1,Ecadherin,NRF2
6,-0.479295827386606,-1.24058581584921,1.11287987850372,1.09915781290432,-0.530663217837709,0.606131099832799,0.88606838981463,-0.265605716728218
10,-0.533783065380686,0.563963486215851,-0.418926356615141,-0.535829143962699,1.14771964560348,0.900612138895679,-1.41756167621193,0.29971902091691
13,-0.0768690941388643,-0.0946117728700374,1.06756940680827,1.094294860797,-1.61565853528852,-0.24120665968842,0.88631373385073,-0.944357708522528
16,0.220482251965672,-1.10261948995998,1.11379676652956,1.09658119199004,-0.958039800288736,-0.980307960932016,0.886317731882809,0.48312552833233
17,-0.387249085148073,0.846660891030482,-0.689242347109364,-1.99959818105134,1.15236759387963,0.900612462509492,-1.43826180132772,-0.71760091804154
18,-0.0147764304867385,1.33285258509324,-0.294417802789758,0.927265968782229,-1.09360701318992,-0.24934126479883,0.886320879604333,-0.936028503147202
19,0.37611799478546,-0.477419360407596,1.10213083284979,1.09931210797167,-1.82136868165619,-0.423823916876768,0.886320409823934,0.144563057766077
20,0.376014875433731,0.376620990320434,-0.952174151832178,-0.555266977046641,1.12287874706809,0.899512799305769,-0.418309730467674,-0.688207787744664
22,-0.900647652969269,-1.03199431866465,-0.229973177292768,-0.362851838826016,1.15219842748678,0.90060063901675,-1.61780794235157,1.15207888247353
24,0.925394813211129,0.72572052207875,-0.667211979883457,-1.80322932929552,1.15108982300479,0.898390660654465,-1.2069161906704,0.783573117832125
26,-0.483217149456996,0.459900633413358,-2.00684797624054,-2.0095142865537,1.1419059034849,0.900612744512036,-1.54234541045675,-0.395593368359562
29,0.545632693012793,-0.246826913893527,-1.67793419923157,-0.198371428269139,1.15224499600422,0.895412670193126,-1.42272913978795,1.48775940277676
37,-0.213303947899648,-1.48508020402155,1.11408697022,1.0992504731183,-0.751622593823037,-0.531845989045496,0.886321185973668,0.315553536942906
40,0.303216103498253,1.41518942783026,0.560250640715575,-0.328146727434538,-0.525924905212926,0.620921039211272,0.886307890276997,-1.0849725601333
41,-0.200443683668711,-2.54142473263674,1.11404097034305,1.09910953281819,-1.3239398150947,-1.49767977176243,0.88632111550451,1.43103126913892
48,-0.0362453070437224,-0.0120822712966851,1.10066814535416,0.663527872993337,-0.171376177778489,0.883409800585354,0.883692122789555,-2.48885859446223
49,-0.425037103022205,-0.0502502886830924,1.06716850808251,1.09564357748654,-1.17069200464962,-1.33517415259528,0.886320449339684,0.752598279529856
50,0.54631938705395,0.3854510397399,-0.481871780451495,0.530350155104645,-0.827302913482955,-0.0915548728687955,0.884579686401618,-0.526069367026693
51,0.579362880470173,-1.63865281974381,1.11085643759616,1.09895715779305,-1.25714235724879,-1.5965579401853,0.886320604313921,1.30087628543311
52,0.371729291055466,-2.71734669799733,1.11410517827416,1.09931156769097,-1.39352364921847,-1.72261441622097,0.886320566201736,0.692266287282089
54,-1.00460108056603,0.269388556009554,0.911774628196426,1.01366262258223,-0.765322485041422,-1.02376098001761,0.885498972657586,0.711139445974049
58,0.447285286661334,-0.401186948703741,1.11352838700081,1.09925235058495,-1.66347288102682,-1.77253726501082,0.886321469047309,-0.8722389316313
60,-0.864481703835484,1.27230920438549,-1.58868798521244,-1.75626409100278,1.15045097952827,0.90061193277353,-1.37930526490151,-0.691206777608478
62,-0.33025426367122,0.655053086738198,0.0764041884213454,-0.984432946857405,1.12616578442782,0.900612205442301,0.173369930250773,-0.749892569507818
65,0.191936674927877,1.03704953453917,0.567834599760878,0.217757905612657,-0.453816316099825,-1.60978858300934,0.863829138949836,-0.7151530561493
66,-0.342400493355124,0.641492134008035,-2.0283314128667,-1.10604724766808,1.14939766084018,0.895676985515953,-1.31728974385372,1.21302487514283
67,0.193265727340715,0.482976983303146,-0.232319111779383,0.570137990375209,-0.791026230201565,-1.67003697790213,0.884729729789967,-0.943627212051509
68,0.370167636622721,-0.229659927715342,1.03589645110284,1.09867522452979,-1.36185211902718,-0.952526384215568,0.886320106326022,-0.356428284667468
