186	10	1.037459	-2.792227	1.328140	5.284148	0.909607	0.621866	2.434708	3.260073	1.037459	-3.436331	6.059805	7.728095	-6.394869	0.621866	7.510856	-1.843546	1.037459	-2.200028	1.203888	5.329471	1.308486	0.621866	2.954498	3.230512	1.037459	-3.048233	1.408283	5.412416	0.532594	0.621866	2.454577	3.264724	1.037459	-0.914511	1.159071	5.682844	1.370337	0.621866	4.013555	2.932978	1.037459	-0.484466	1.304731	5.871689	1.012587	0.621866	4.470884	2.542455	1.037459	-0.519579	1.471795	5.999709	0.545214	0.621866	4.786629	2.223559	1.037459	-3.164939	1.480168	5.685650	0.153168	0.621866	3.236692	3.264917	1.037459	-0.459410	1.425762	5.968549	0.681618	0.621866	4.708019	2.291463	1.037459	-2.861966	1.707215	6.092476	-0.377756	0.621866	4.917224	2.832979
789	10	9.651490	-1.146776	-2.347991	4.499261	-0.317545	1.836758	3.882883	6.225959	9.651490	-1.145944	-2.374536	3.737256	0.682108	2.057388	3.848533	6.208124	9.651490	-1.077628	-3.109080	3.230499	2.629994	2.237797	4.955406	5.354587	9.651490	-1.147155	-2.352531	4.228780	0.011530	1.904683	3.756810	6.258451	9.651490	-1.147001	-2.360406	3.875123	0.486563	2.008529	3.729419	6.258135	9.651490	-0.862673	-4.049043	3.078873	3.755911	2.373952	5.432662	4.747676	9.651490	-1.140693	-2.301315	5.435769	-1.373769	1.641933	5.034189	5.781481	9.651490	-1.147266	-2.355379	4.038608	0.260580	1.957578	3.708179	6.269581	9.651490	-1.139979	-2.465279	3.476472	1.159459	2.152523	4.221214	6.006427	9.651490	1.412902	-4.426164	-1.995275	4.785948	3.283243	6.731776	2.743064
864	10	7.008666	-0.875778	-0.038544	5.377916	2.457325	3.869578	2.115622	5.763182	7.008666	0.515438	2.001055	4.338015	-4.196456	4.474583	5.881346	3.091367	7.008666	-1.649694	0.832482	6.041216	0.587398	3.386724	3.056146	5.829590	7.008666	-0.009715	-0.069010	5.106163	2.496446	3.665399	3.164445	4.744326	7.008666	-1.252954	0.362632	5.708322	1.863502	3.720089	2.065795	5.941926	7.008666	-0.040470	0.421892	5.536011	1.141429	3.414112	4.623460	4.209283	7.008666	-1.425216	0.907485	6.071516	-0.002244	3.294511	4.663444	5.098057	7.008666	-0.598815	-0.229469	5.170313	2.690688	3.887894	2.242754	5.561789	7.008666	-0.319726	-0.267826	5.045925	2.754026	3.831573	2.505600	5.269395	7.008666	-0.156537	-0.203654	5.039120	2.687019	3.762202	2.769938	5.034640
952	10	5.815037	-0.049002	0.566623	1.404269	5.470048	5.178584	4.383025	2.787476	5.815037	-1.355746	6.571730	6.498392	-9.497685	1.843905	8.067966	0.608087	5.815037	-0.175317	0.685296	1.435507	5.599133	5.156531	4.088803	3.234294	5.815037	-4.046400	0.997954	2.147234	3.372388	4.234592	2.591491	6.399128	5.815037	-4.094716	0.997995	2.159699	1.167358	4.193730	2.057011	6.560286	5.815037	0.005910	0.519940	1.396187	5.114364	5.176465	4.824072	1.767777	5.815037	0.008248	0.520281	1.399449	4.863281	5.163232	5.045338	1.225575	5.815037	0.001882	0.579646	1.457242	3.770823	4.998526	5.612573	1.249144	5.815037	-0.021232	0.541482	1.399024	5.391825	5.180887	4.501378	2.555714	5.815037	-2.496620	0.996081	1.906627	4.696839	4.673448	3.094304	5.108365
1167	10	2.760386	-1.988860	5.493693	0.872635	-5.622449	4.748289	6.536877	5.108085	2.760386	-0.497713	0.987635	0.623776	-2.359483	4.748319	4.797215	5.440731	2.760386	-0.809668	0.263627	0.568734	-2.238211	4.748343	3.645587	6.000421	2.760386	-0.902936	0.274550	0.555908	-2.382185	4.748353	3.374206	6.083845	2.760386	-1.225923	-0.335447	-3.652546	3.033298	4.748544	2.344508	6.203018	2.760386	-0.637132	4.550339	0.912878	-6.122315	4.747983	6.844442	3.906779	2.760386	-1.379084	3.466500	0.579035	-3.471473	4.748369	4.392334	6.167699	2.760386	-1.667391	5.799817	1.095829	-7.192770	4.747993	6.785831	4.289497	2.760386	-1.838350	5.050379	0.704537	-4.778815	4.748343	6.154939	5.645781	2.760386	-1.888735	5.185208	0.740113	-4.993261	4.748334	6.284718	5.508311
1261	10	7.431103	2.147801	1.950350	-6.780004	5.206034	5.750804	-0.266677	2.136609	7.431103	-2.190112	5.455199	0.472896	1.123676	5.749633	-0.266676	2.139605	7.431103	-1.983759	6.948523	4.311971	-5.755076	3.757321	5.871817	0.226382	7.431103	-2.139291	6.833993	3.341786	-3.460442	4.499366	2.222371	2.962811	7.431103	-2.501449	6.920796	4.277024	-4.993377	4.009013	5.084068	2.232098	7.431103	-2.006557	6.833306	3.260301	-3.395059	4.480522	2.599304	2.589914	7.431103	-1.736689	6.857181	3.326377	-3.775841	4.235661	4.375835	0.531033	7.431103	-1.903584	6.945861	4.237140	-5.717985	3.734264	5.907969	-0.059767	7.431103	-1.701532	6.886953	3.551054	-4.483068	3.976281	5.566135	-0.479394	7.431103	-2.080050	6.948488	4.363095	-5.713983	3.791219	5.813020	0.573722
1323	10	2.089388	-5.035773	-4.822817	2.146642	1.277870	3.219258	1.044149	7.568539	2.089388	-4.562626	-6.775987	1.769824	1.422097	3.325261	0.720637	7.526251	2.089388	-3.838527	-8.055636	1.042170	1.706317	3.474123	0.462901	7.425897	2.089388	-0.955963	-8.250915	-2.072434	4.903335	9.159495	0.182367	2.877401	2.089388	-0.722266	-6.319654	2.169933	2.864904	2.727927	3.262557	2.149170	2.089388	-0.720219	-5.353081	2.756524	1.669622	2.728856	4.100711	2.056689	2.089388	-4.764681	-6.015167	1.937413	1.360602	3.281297	0.844001	7.546237	2.089388	-2.644824	-8.137914	-0.034817	2.679604	3.348784	0.744023	7.073005	2.089388	-6.817751	3.865802	4.373241	-3.288331	2.838226	6.127551	4.672576	2.089388	-2.288473	-8.067294	0.006944	3.089743	3.041369	0.959522	6.869526
1406	10	6.437393	0.313757	0.223084	3.071574	1.353331	4.863351	2.882064	5.020013	6.437393	0.835840	1.551131	6.049654	-11.643040	0.986057	7.599605	0.808028	6.437393	0.588209	-0.165405	3.056175	1.187528	4.846337	3.365574	3.844846	6.437393	0.836658	-3.023698	2.751581	1.851838	5.082348	3.241696	0.931182	6.437393	0.263655	0.227167	3.065967	1.403594	4.873384	2.770641	5.221838	6.437393	0.557827	-0.094299	3.061225	1.200240	4.845445	3.315431	3.991585	6.437393	0.235212	0.216333	3.060761	1.438612	4.880785	2.698413	5.337839	6.437393	0.823457	-3.232143	2.703185	2.066614	5.120168	2.967574	1.873938	6.437393	0.704967	-0.529933	3.025416	1.153297	4.859656	3.566002	3.161870	6.437393	0.141982	-0.362836	2.886620	2.146538	5.045160	1.896818	5.769505
1448	10	6.614082	-2.456840	5.676328	8.066453	-1.078354	-1.873070	3.286959	5.319701	6.614082	-3.260439	6.070526	8.098349	-1.598447	-1.873070	4.137331	5.174836	6.614082	-0.576153	5.314139	8.082173	-0.674637	-1.873070	3.722921	4.821603	6.614082	-0.864090	3.205718	2.721266	3.887086	-1.488632	0.378414	5.320239	6.614082	-1.055573	6.042342	8.109643	-2.522100	-1.873070	5.447406	3.030015	6.614082	-3.283048	6.085151	8.099739	-1.632550	-1.873070	4.191590	5.150090	6.614082	-0.235796	5.775463	8.104463	-2.272461	-1.873070	5.465560	2.592810	6.614082	-2.794006	5.829435	8.077256	-1.231904	-1.873070	3.537896	5.304961	6.614082	-3.315820	6.108156	8.101931	-1.691947	-1.873070	4.285178	5.099124	6.614082	-2.699600	5.785618	8.073929	-1.184778	-1.873070	3.460165	5.310913
1458	10	6.733219	5.524246	-0.601718	2.922601	-1.391229	6.131288	9.310226	0.096809	6.733219	5.050553	-1.061727	0.214655	6.116012	6.971550	4.413348	3.158319	6.733219	5.512819	-0.423770	3.285845	-6.080146	5.783297	9.332845	0.292642	6.733219	5.526822	-0.636018	2.822651	-1.060446	6.223402	9.329213	0.016969	6.733219	-1.465461	5.520778	4.648175	1.969976	4.549806	3.132493	4.791497	6.733219	5.525965	-0.623738	2.857774	-1.177793	6.192752	9.326248	0.040607	6.733219	2.597087	-1.063676	1.181592	6.450062	6.922433	3.722567	3.648791	6.733219	5.524825	-0.608687	2.901721	-1.323148	6.151841	9.316748	0.076227	6.733219	5.523711	-0.595753	2.940859	-1.450059	6.112671	9.303744	0.117363	6.733219	2.623282	3.462208	6.148822	-2.072003	2.247616	8.484887	2.544241
