Boolean,JSD,heatmap,data
 ,Keap1-NRF2_2-0,E-cad-NRF2_2-1,ZEB-ZEB_1-2,ZEB-miR34_2-0,miR200-Keap1_2-0,ZEB-miR200_2-0,SNAIL-miR34_2-0,SNAIL-ZEB_1-2,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,ZEB-miR200_2-1,miR200-ZEB_2-1,NRF2-SNAIL_2-1,E-cad-ZEB_2-1,ZEB-ZEB_1-0,miR200-Keap1_2-1,SNAIL-miR34_2-1,ZEB-E-cad_2-1,E-cad-NRF2_2-0,I-SNAIL_1-2,E-cad-ZEB_2-0,ZEB-E-cad_2-0,miR200-ZEB_2-0,SNAIL-miR200_2-0,SNAIL-SNAIL_2-1,SNAIL-miR200_2-1,NRF2-SNAIL_2-0,SNAIL-ZEB_1-0,Keap1-NRF2_2-1,miR34-SNAIL_2-1,ZEB-miR34_2-1
miR200-ZEB_2-1,0.11685144088576374,0.23499864236445672,0.05095331576064989,0.10100023603556288,0.5000130572627722,0.06605432974666808,0.12430809945664587,0.037808576319522905,0.3124017762775458,0.0831964849566341,0.07722926086687432,0.1636448272158133,0.0,0.11577524424488912,0.059652964954993795,0.07918092551967476,0.34367464365972406,0.13180287455889128,0.47674885947009416,0.15504639028838288,0.0770737120814749,0.09678511488898078,0.13202778503449888,0.04495405700116943,0.12681433679219759,0.11429424696559498,0.1279099117997403,0.10280877801583022,0.5690205950143974,0.12386616390333788,0.07433979553763742,0.2505046800397297
NRF2-SNAIL_2-1,0.07487180281809812,0.19020116073736482,0.08435387061781963,0.10838151638977964,0.6213428720632788,0.10304546985093183,0.03719440783769301,0.07086671101827957,0.3372318012556298,0.046349944217093195,0.02766421998389086,0.3246577227218057,0.11577524424488911,0.0,0.0596271883439153,0.0354995547498208,0.42523552360664246,0.06861824108113884,0.6364792370419285,0.11192704808236989,0.02899951582516147,0.030751774661833917,0.10866866059039244,0.040546059589795895,0.041835231809642034,0.07379728223849755,0.1048970748148032,0.009007963743431938,0.6836038113942686,0.08314152668121172,0.08767617103854085,0.33903317165894065
E-cad-ZEB_2-1,0.13033510974469792,0.13609788821396435,0.011636674559537185,0.08278794684406748,0.5945153961089096,0.0925665606080735,0.06752029331760483,0.06079058155768141,0.33697186616874053,0.044885222893998454,0.03643721595380911,0.27355394277463796,0.05965296495499376,0.059627188343915324,0.0,0.019758914300366973,0.4581699540331544,0.08544834569543466,0.4910249973187311,0.08009204115220542,0.03460570877592767,0.025879864482651442,0.07304969376600295,0.03165873217804454,0.06753949495676469,0.07508678435540074,0.12671449589626133,0.04627584105792196,0.5998698236982487,0.13666633503776277,0.07250039649143411,0.2859131595643293
ZEB-ZEB_1-0,0.08966314515347482,0.13754414832003486,0.03412151250503846,0.07994485063330012,0.6148293342616489,0.08505844919275635,0.03189235112723212,0.04884730506370373,0.3308136938219897,0.028175943266138086,0.011447255472712645,0.29860073562390504,0.07918092551967484,0.03549955474982081,0.01975891430036695,0.0,0.44515456803199593,0.06431139405481497,0.566957184785952,0.07318291420002465,0.012943174293092458,0.0070152847062178066,0.09584924083108932,0.021603117096392347,0.03635526212748365,0.06288264100176007,0.10861031288633324,0.02065410930810109,0.6459720570200085,0.10919979651412359,0.060468911904004136,0.31028247779443763
miR200-Keap1_2-1,0.3909259744235589,0.5568971225280317,0.4571850845598393,0.4438751763722776,0.2509256098240108,0.32519554342591883,0.4232227503871697,0.35033223839996297,0.470649629974759,0.42690350497571267,0.41260573733012174,0.3411953009060931,0.3436746436597241,0.4252355236066424,0.4581699540331544,0.44515456803199593,0.0,0.4224619083101278,0.7361459891046822,0.4898455719296883,0.41339280352229224,0.44877801862164707,0.5292173352872591,0.370391921978243,0.36697073120566664,0.4595654932291296,0.33861400554907484,0.420480515407939,0.691139399797774,0.3767575739817274,0.38591832826644146,0.5009433345305303
SNAIL-miR34_2-1,0.11998698541756167,0.20484531191453703,0.10708069561075181,0.08194042260517781,0.6248632909413341,0.12905156376934274,0.064982169204367,0.07019075489109167,0.24149235848621953,0.10295636687960888,0.05999456654540477,0.30974523117990904,0.13180287455889134,0.06861824108113886,0.08544834569543464,0.06431139405481498,0.42246190831012775,0.0,0.654691574083502,0.13225189623845818,0.05984783470518219,0.06181097778298086,0.18062238490063748,0.06774160456239336,0.054689380475930936,0.16125102451123974,0.07697438342942095,0.05584245821155981,0.6577463349579328,0.12603371008448414,0.05473997803208151,0.22902332969661401
ZEB-E-cad_2-1,0.641013911151631,0.6274171555317105,0.43716638587345535,0.577993201629714,0.6843105272305829,0.5660723559985747,0.6550304830010543,0.5814903673619406,0.6941566892779507,0.5873655320707339,0.6029538451729743,0.557933845356959,0.47674885947009416,0.6364792370419289,0.49102499731873145,0.5669571847859523,0.7361459891046818,0.654691574083502,0.0,0.6017683007200807,0.5990609621850196,0.6053536655359688,0.3941178556866515,0.5676463900232338,0.6463823198008449,0.5817874827999288,0.6483127199924688,0.6288204880337753,0.7280902708761665,0.6366541996917127,0.5856603427351501,0.6127462089899401
E-cad-NRF2_2-0,0.2382411951786252,0.0202740092412061,0.11410414264107833,0.13138364925668405,0.6365169832027313,0.13263583612885813,0.087401016612566,0.12419161590127621,0.4107563325032514,0.06886694357676901,0.06864188818518027,0.3441111258525842,0.15504639028838285,0.11192704808236988,0.08009204115220545,0.07318291420002468,0.4898455719296885,0.13225189623845818,0.6017683007200805,0.0,0.0651359547341426,0.06022383172406158,0.15920604749598738,0.07716859792337578,0.1001588649613466,0.09037997316396625,0.1805009453541073,0.08557203296973939,0.729087440693022,0.2651763556995845,0.1335673705482898,0.3567943825900606
I-SNAIL_1-2,0.07936833418028898,0.13329636068368997,0.056456044966459284,0.07468676586491868,0.6086488974091531,0.07217854716526723,0.025452264217400655,0.03517148750518437,0.3211918994186131,0.015892011900152353,0.0030445829564986647,0.28486384201352655,0.07707371208147493,0.02899951582516147,0.034605708775927675,0.012943174293092463,0.4133928035222922,0.05984783470518218,0.5990609621850194,0.06513595473414262,0.0,0.01152067960428101,0.113995846674463,0.01035348841256635,0.033155068290466994,0.050265369788384154,0.09524496487164472,0.012285510102092886,0.6645044929742272,0.09440775139250746,0.05381384276971847,0.30642083613325155
E-cad-ZEB_2-0,0.09970280576591836,0.11871774231740662,0.04961437781372634,0.08559680820657331,0.6285249782523082,0.08482310422530176,0.02575952103014876,0.058018906933858444,0.3367745779386487,0.028382630695857267,0.010277252009567667,0.3115326356570926,0.09678511488898087,0.030751774661833937,0.025879864482651442,0.007015284706217811,0.4487780186216469,0.06181097778298082,0.6053536655359688,0.060223831724061594,0.011520679604281004,0.0,0.1077003305455675,0.023616310564188465,0.030561427671096417,0.061766675483602373,0.10704430216639772,0.016050164022583815,0.6667368896980905,0.1201736542495821,0.06801418876873253,0.3258868109138039
ZEB-E-cad_2-0,0.16313835768366963,0.22206902579707236,0.0755940261020886,0.17586677371218284,0.6290034410258407,0.17288071019552773,0.1439231809961875,0.15755646182362215,0.44957287247917443,0.11190298957790404,0.11477993519504529,0.3580670686166171,0.13202778503449883,0.10866866059039244,0.0730496937660029,0.09584924083108934,0.529217335287259,0.1806223849006375,0.39411785568665153,0.15920604749598727,0.113995846674463,0.10770033054556746,0.0,0.11461244002206712,0.14704966143775175,0.11858220683868345,0.21612098867910157,0.1091924612301868,0.6303616512091024,0.1738014465396933,0.18540717778326923,0.3847189184188836
miR200-ZEB_2-0,0.08424727018243605,0.14907029875960023,0.0452226730637989,0.07411745018235064,0.5609424275454695,0.05324554542935107,0.038137807375114255,0.02251039975446973,0.3155314984697813,0.02065003822184566,0.01086747189112647,0.23517693798064498,0.04495405700116942,0.0405460595897959,0.03165873217804454,0.021603117096392368,0.3703919219782431,0.06774160456239336,0.567646390023234,0.07716859792337578,0.01035348841256635,0.02361631056418846,0.11461244002206711,0.0,0.045702726828286355,0.05261461276866489,0.09305383268995306,0.02490155061541712,0.6409012831152869,0.09604805133793,0.05153911353332888,0.28785447309381973
SNAIL-miR200_2-0,0.0892330020442756,0.16815458622156543,0.09408704698034633,0.08384191171805999,0.5720601829689365,0.11164510829595764,0.04607638962702846,0.06781006898942679,0.2806222650119915,0.06233093733062406,0.030136648793587958,0.3336175310416985,0.12681433679219753,0.041835231809642034,0.06753949495676467,0.036355262127483655,0.3669707312056665,0.054689380475930915,0.6463823198008448,0.1001588649613466,0.03315506829046698,0.030561427671096417,0.14704966143775172,0.045702726828286376,0.0,0.10456395653793488,0.08218761261478877,0.03021463137307821,0.6693525954945792,0.10170499909299847,0.07154760922026708,0.29760957411498756
SNAIL-SNAIL_2-1,0.1394490470609923,0.1472771564809356,0.09189363444328796,0.127663773543228,0.628264380587749,0.11331804717330846,0.0922730343872227,0.10186861726106766,0.4492071146551443,0.015702125946050943,0.05324672078309821,0.3289895700033981,0.11429424696559494,0.07379728223849752,0.07508678435540082,0.06288264100176012,0.45956549322912954,0.16125102451123985,0.5817874827999288,0.0903799731639662,0.05026536978838417,0.06176667548360242,0.11858220683868351,0.05261461276866489,0.1045639565379348,0.0,0.19719550000715647,0.06496269433980464,0.696699678276326,0.16110976263513338,0.16587720497132127,0.36136242683146325
SNAIL-miR200_2-1,0.1275134227511867,0.25681695665176646,0.14138133202701406,0.14103554928367118,0.5475266266474312,0.10154855229049578,0.09785101757155093,0.08408577047795271,0.22660412723151924,0.14127018885098808,0.09669162026820924,0.17319371014268634,0.12790991179974026,0.1048970748148032,0.12671449589626133,0.10861031288633322,0.3386140055490749,0.07697438342942095,0.6483127199924681,0.1805009453541072,0.09524496487164466,0.10704430216639774,0.21612098867910157,0.09305383268995301,0.08218761261478878,0.19719550000715644,0.0,0.09645421551758787,0.6192569255752691,0.12120303232225778,0.07706286552106736,0.2811998194083517
NRF2-SNAIL_2-0,0.07688702179954732,0.15876979114169143,0.06985290368322411,0.08984132870030595,0.6157019604486567,0.0902682778634027,0.02473927053285669,0.053320780528345296,0.3272286987855626,0.0312971153409142,0.012070544362588151,0.3136370804680925,0.10280877801583027,0.009007963743431938,0.04627584105792191,0.020654109308101097,0.42048051540793907,0.05584245821155981,0.6288204880337755,0.0855720329697394,0.012285510102092886,0.01605016402258382,0.10919246123018682,0.024901550615417094,0.030214631373078206,0.0649626943398046,0.09645421551758784,0.0,0.6750483745939837,0.08864302384989095,0.06756118231690753,0.3256089427124893
SNAIL-ZEB_1-0,0.6532473120718219,0.7631930398184208,0.5759282504297056,0.6285709387978899,0.6173034048493063,0.6494523588274977,0.6984590736824092,0.6166574040293966,0.6313047605695714,0.6729759349185483,0.6677150453318018,0.6006033683656913,0.5690205950143972,0.6836038113942688,0.5998698236982495,0.645972057020008,0.6911393997977737,0.6577463349579329,0.7280902708761665,0.7290874406930219,0.6645044929742272,0.6667368896980905,0.6303616512091024,0.6409012831152872,0.6693525954945793,0.6966996782763261,0.6192569255752691,0.6750483745939839,0.0,0.624466239400366,0.6071464156349803,0.6203514032270997
Keap1-NRF2_2-1,0.020529804522326868,0.37490938874557683,0.14381931738494289,0.15734009944671618,0.5956638165829842,0.14952938166574287,0.11749607998643855,0.08820574111634277,0.30404440124218834,0.1210167186289034,0.09294681530084442,0.31188689897667443,0.12386616390333782,0.08314152668121175,0.13666633503776282,0.10919979651412356,0.3767575739817274,0.1260337100844841,0.6366541996917128,0.26517635569958453,0.09440775139250743,0.12017365424958201,0.17380144653969326,0.09604805133793001,0.10170499909299843,0.16110976263513338,0.12120303232225785,0.08864302384989092,0.6244662394003662,0.0,0.11037880052337923,0.3393712981017349
miR34-SNAIL_2-1,0.10808097509189589,0.2106738481165464,0.0831734060631496,0.07676713558706608,0.5742861212591798,0.09670890107984362,0.07537433069578961,0.031202220811471906,0.2088044357594963,0.10060478669752118,0.05225132924582018,0.23929215080180966,0.07433979553763742,0.08767617103854083,0.07250039649143411,0.06046891190400412,0.3859183282664416,0.05473997803208148,0.5856603427351499,0.13356737054828988,0.05381384276971854,0.0680141887687325,0.1854071777832693,0.05153911353332888,0.07154760922026711,0.1658772049713212,0.07706286552106731,0.0675611823169075,0.6071464156349801,0.11037880052337923,0.0,0.23437670627756682
ZEB-miR34_2-1,0.34859073416589614,0.41828273759280615,0.279828589560689,0.11052899539104898,0.6303874684627944,0.3549345317499849,0.407640046308399,0.23536523615982935,0.17823790590712063,0.32233674332770823,0.3104070938334552,0.40301015471309315,0.25050468003972953,0.33903317165894076,0.2859131595643293,0.3102824777944376,0.5009433345305299,0.229023329696614,0.6127462089899403,0.35679438259006047,0.30642083613325155,0.3258868109138039,0.3847189184188836,0.28785447309381984,0.2976095741149875,0.36136242683146325,0.2811998194083518,0.32560894271248925,0.6203514032271,0.33937129810173494,0.23437670627756677,0.0
