Boolean,JSD,heatmap,data
 ,Keap1-NRF2_2-0,E-cad-NRF2_2-1,ZEB-ZEB_1-2,ZEB-miR34_2-0,miR200-Keap1_2-0,ZEB-miR200_2-0,SNAIL-miR34_2-0,SNAIL-ZEB_1-2,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,ZEB-miR200_2-1,miR200-ZEB_2-1,NRF2-SNAIL_2-1,E-cad-ZEB_2-1,ZEB-ZEB_1-0,miR200-Keap1_2-1,SNAIL-miR34_2-1,ZEB-E-cad_2-1,E-cad-NRF2_2-0,I-SNAIL_1-2,E-cad-ZEB_2-0,ZEB-E-cad_2-0,miR200-ZEB_2-0,SNAIL-miR200_2-0,SNAIL-SNAIL_2-1,SNAIL-miR200_2-1,NRF2-SNAIL_2-0,SNAIL-ZEB_1-0,Keap1-NRF2_2-1,miR34-SNAIL_2-1,ZEB-miR34_2-1
SNAIL-ZEB_1-0,0.22930387190282692,0.33307617309381804,0.08855864243131487,0.12259420315438475,0.306961846244843,0.22547482021670373,0.16936716344171693,0.0023387578841612307,0.1616307490674044,0.0015099737888614457,0.001377662454082113,0.3787855358949391,0.009178660600034312,0.257372422180065,0.0930596652690655,0.08996408560585624,1.0,0.2072216588489544,0.9999999999999999,0.29907504368947946,0.0010637799110692647,0.09127484137190453,0.23788849888093727,0.0055549872975118215,0.08817256326893179,0.04106206310195397,0.17117767316899662,0.1405209036095203,0.0,0.25099210540268774,0.30454123113820986,0.21670054044437864
Keap1-NRF2_2-1,0.018525988207908784,0.8678900571290731,0.3533111014428263,0.4034577414894194,0.5851662163635767,0.4884307832932946,0.3526764159184478,0.2454289464913633,0.4346315445341695,0.25073147290510694,0.24949431266460903,0.6250585473262786,0.23228469131043464,0.37550034234012075,0.3895327886054458,0.35721754331461664,0.9999999999999999,0.35633830668695565,0.9999999999999998,0.8683864072616607,0.24867549676194287,0.38100118898278146,0.4026382514709358,0.23814094531974495,0.29937432977011247,0.26662809585569414,0.36777491702247067,0.3680846446931681,0.2509921054026878,0.0,0.4635481356047578,0.4403520512764054
miR34-SNAIL_2-1,0.4335584799864376,0.5322337820001846,0.40860186383445685,0.5758529469095036,0.5187765458922123,0.49359511937067085,0.3378265079041868,0.3149860553319362,0.12820044351644827,0.30677164276831415,0.30840166235641975,0.5239036734195102,0.305724867064872,0.6033597586716768,0.4141379148336075,0.41097848960411987,1.0,0.3681967170626753,1.0,0.5033448508459165,0.30901075190985017,0.4062690349067135,0.4724686271500434,0.30413870719096026,0.3905858657722942,0.3474572979201979,0.39964184978026723,0.636102907463092,0.30454123113820986,0.4635481356047578,0.0,0.6284783422363546
ZEB-miR34_2-1,0.42058834717612237,0.49527643563964846,0.3194986182365944,0.07853432225519644,0.4637544895620176,0.3863397909307107,0.567800632657267,0.2045377110564539,0.45343804030734935,0.23052334016834974,0.22869199549340785,0.4964376063489463,0.23752204302734806,0.30575426038034714,0.32645748363902705,0.32010750942764327,1.0,0.49395677840400193,0.9999999999999999,0.45214767947777723,0.22466626921631844,0.3268295062688429,0.41080459896898147,0.24398648064909315,0.2863988730598219,0.2340861175876252,0.34569485079216755,0.20125944937393248,0.2167005404443786,0.4403520512764054,0.6284783422363546,0.0

RACIPE,JSD,heatmap,data
 ,Keap1-NRF2_2-0,E-cad-NRF2_2-1,ZEB-ZEB_1-2,ZEB-miR34_2-0,miR200-Keap1_2-0,ZEB-miR200_2-0,SNAIL-miR34_2-0,SNAIL-ZEB_1-2,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,ZEB-miR200_2-1,miR200-ZEB_2-1,NRF2-SNAIL_2-1,E-cad-ZEB_2-1,ZEB-ZEB_1-0,miR200-Keap1_2-1,SNAIL-miR34_2-1,ZEB-E-cad_2-1,E-cad-NRF2_2-0,I-SNAIL_1-2,E-cad-ZEB_2-0,ZEB-E-cad_2-0,miR200-ZEB_2-0,SNAIL-miR200_2-0,SNAIL-SNAIL_2-1,SNAIL-miR200_2-1,NRF2-SNAIL_2-0,SNAIL-ZEB_1-0,Keap1-NRF2_2-1,miR34-SNAIL_2-1,ZEB-miR34_2-1
Keap1-NRF2_2-0,0.0,0.35031559616943175,0.13889413439708978,0.14206034202187978,0.6190856457811177,0.12656160439804942,0.097289230013104,0.07905747808312892,0.31427749866576427,0.10247170779105307,0.07280813182773795,0.3182965537109581,0.11685144088576377,0.07487180281809812,0.13033510974469792,0.08966314515347479,0.3909259744235592,0.11998698541756167,0.6410139111516311,0.23824119517862502,0.07936833418028898,0.09970280576591839,0.16313835768366963,0.08424727018243602,0.08923300204427559,0.13944904706099231,0.12751342275118677,0.07688702179954733,0.6532473120718222,0.02052980452232685,0.10808097509189583,0.34859073416589614
E-cad-NRF2_2-1,0.35031559616943175,0.0,0.17749659686110325,0.20055776470456477,0.6632455725890412,0.2024619929791962,0.15171341363604757,0.20668717810173193,0.4895941362191705,0.1325029514398579,0.13872613865678235,0.40556939029817773,0.23499864236445672,0.19020116073736487,0.1360978882139643,0.13754414832003495,0.5568971225280319,0.20484531191453706,0.6274171555317107,0.020274009241206127,0.13329636068369008,0.11871774231740664,0.2220690257970721,0.14907029875960015,0.16815458622156537,0.14727715648093553,0.25681695665176646,0.15876979114169137,0.7631930398184207,0.3749093887455768,0.21067384811654635,0.4182827375928061
ZEB-ZEB_1-2,0.13889413439708975,0.17749659686110314,0.0,0.09519850800644453,0.5841647139863688,0.10140457885018105,0.09384450936059047,0.06750055798021304,0.34311408315462655,0.06340905410494173,0.05783326994315607,0.25479505651508766,0.05095331576064986,0.08435387061781957,0.011636674559537177,0.03412151250503849,0.45718508455983925,0.10708069561075181,0.43716638587345524,0.11410414264107832,0.05645604496645929,0.04961437781372633,0.07559402610208861,0.04522267306379891,0.09408704698034634,0.09189363444328798,0.141381332027014,0.06985290368322408,0.5759282504297056,0.14381931738494286,0.08317340606314963,0.2798285895606891
ZEB-miR34_2-0,0.14206034202187978,0.2005577647045647,0.09519850800644453,0.0,0.6142767800847417,0.14917195588651005,0.14487148904335329,0.06741232117596077,0.20526210868388234,0.08897774623103555,0.0746967620886018,0.3247472357204617,0.10100023603556293,0.10838151638977961,0.08278794684406746,0.07994485063330017,0.44387517637227725,0.08194042260517781,0.5779932016297142,0.13138364925668403,0.07468676586491874,0.08559680820657325,0.17586677371218282,0.07411745018235061,0.08384191171805996,0.12766377354322803,0.14103554928367118,0.08984132870030592,0.6285709387978898,0.15734009944671618,0.0767671355870661,0.11052899539104898
miR200-Keap1_2-0,0.6190856457811176,0.6632455725890409,0.5841647139863688,0.6142767800847415,0.0,0.5103319561869631,0.6224643631277884,0.5578367046165325,0.6385263999240165,0.6102859449812139,0.6068234008977833,0.4740713614212816,0.5000130572627721,0.6213428720632787,0.5945153961089097,0.6148293342616491,0.25092560982401085,0.6248632909413342,0.6843105272305832,0.6365169832027309,0.6086488974091531,0.6285249782523079,0.6290034410258408,0.5609424275454695,0.5720601829689366,0.6282643805877488,0.5475266266474315,0.6157019604486568,0.617303404849306,0.5956638165829842,0.5742861212591797,0.6303874684627944
ZEB-miR200_2-0,0.12656160439804942,0.20246199297919615,0.10140457885018109,0.14917195588651003,0.510331956186963,0.0,0.07804923230182675,0.06847912963855372,0.35375723166568096,0.08160671946397063,0.06999624331317159,0.12449059435819267,0.06605432974666807,0.10304546985093185,0.09256656060807347,0.08505844919275632,0.3251955434259188,0.12905156376934285,0.5660723559985747,0.13263583612885818,0.0721785471652672,0.08482310422530183,0.17288071019552775,0.053245545429351095,0.11164510829595771,0.11331804717330848,0.10154855229049578,0.09026827786340272,0.6494523588274974,0.14952938166574292,0.09670890107984366,0.3549345317499849
SNAIL-miR34_2-0,0.09728923001310402,0.15171341363604768,0.09384450936059048,0.14487148904335329,0.6224643631277884,0.07804923230182681,0.0,0.06944042243306278,0.3616857317971175,0.05185950343467564,0.022968644873693725,0.2979926636486716,0.12430809945664581,0.03719440783769301,0.06752029331760481,0.03189235112723214,0.4232227503871698,0.064982169204367,0.655030483001054,0.08740101661256605,0.025452264217400655,0.025759521030148738,0.14392318099618748,0.03813780737511424,0.046076389627028466,0.0922730343872227,0.09785101757155087,0.024739270532856697,0.698459073682409,0.11749607998643866,0.07537433069578961,0.407640046308399
SNAIL-ZEB_1-2,0.07905747808312896,0.20668717810173193,0.06750055798021304,0.0674123211759608,0.5578367046165327,0.0684791296385537,0.0694404224330628,0.0,0.25142892346409174,0.05587672808593755,0.033469147723800566,0.2138634535392155,0.037808576319522925,0.07086671101827954,0.06079058155768147,0.0488473050637037,0.3503322383999628,0.0701907548910917,0.5814903673619403,0.12419161590127616,0.035171487505184396,0.05801890693385842,0.15755646182362215,0.022510399754469758,0.06781006898942679,0.10186861726106769,0.08408577047795271,0.053320780528345296,0.6166574040293966,0.08820574111634286,0.031202220811471896,0.23536523615982932
miR34-SNAIL_2-0,0.31427749866576427,0.4895941362191704,0.34311408315462644,0.2052621086838824,0.6385263999240163,0.35375723166568085,0.3616857317971176,0.25142892346409135,0.0,0.3771557820064463,0.31600157270870244,0.40545356854918274,0.31240177627754584,0.3372318012556297,0.3369718661687404,0.3308136938219898,0.47064962997475907,0.24149235848621964,0.6941566892779506,0.4107563325032515,0.32119189941861304,0.3367745779386486,0.44957287247917443,0.3155314984697813,0.2806222650119916,0.4492071146551443,0.22660412723151932,0.3272286987855626,0.6313047605695716,0.30404440124218834,0.20880443575949642,0.1782379059071207
SNAIL-SNAIL_2-0,0.10247170779105308,0.13250295143985794,0.06340905410494173,0.08897774623103555,0.6102859449812137,0.08160671946397063,0.05185950343467563,0.05587672808593759,0.37715578200644617,0.0,0.018708202756377152,0.29619537897338555,0.08319648495663408,0.04634994421709321,0.04488522289399852,0.028175943266138075,0.4269035049757127,0.10295636687960885,0.5873655320707338,0.06886694357676904,0.015892011900152336,0.028382630695857305,0.11190298957790398,0.020650038221845655,0.06233093733062409,0.015702125946050957,0.14127018885098802,0.031297115340914186,0.672975934918548,0.12101671862890334,0.10060478669752124,0.32233674332770823
WT,0.07280813182773795,0.1387261386567824,0.05783326994315609,0.07469676208860182,0.6068234008977833,0.06999624331317159,0.02296864487369369,0.03346914772380058,0.3160015727087023,0.018708202756377156,0.0,0.28609068619839334,0.07722926086687429,0.027664219983890875,0.03643721595380911,0.011447255472712654,0.41260573733012185,0.059994566545404755,0.6029538451729743,0.06864188818518019,0.003044582956498668,0.010277252009567667,0.11477993519504534,0.010867471891126471,0.03013664879358794,0.05324672078309822,0.0966916202682092,0.012070544362588144,0.6677150453318019,0.09294681530084445,0.05225132924582017,0.3104070938334551
ZEB-miR200_2-1,0.3182965537109581,0.40556939029817807,0.25479505651508766,0.32474723572046177,0.4740713614212814,0.12449059435819268,0.2979926636486717,0.2138634535392153,0.4054535685491826,0.2961953789733855,0.2860906861983933,0.0,0.16364482721581336,0.3246577227218056,0.27355394277463785,0.298600735623905,0.3411953009060933,0.30974523117990893,0.5579338453569589,0.34411112585258424,0.2848638420135267,0.3115326356570926,0.3580670686166171,0.23517693798064493,0.3336175310416984,0.3289895700033982,0.17319371014268625,0.31363708046809247,0.6006033683656915,0.31188689897667443,0.23929215080180974,0.403010154713093
