"plast_2","JSD","pos_cycle","network","logJSD","JSD_tag"
0.6868,0.189947881,11,"Perturbations/TGFb",-1.66100555497798,-2
0.6127,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5241,0.167830129,10,"Perturbations/TGFb",-1.78480294802742,-2
0.6509,0.324946575,10,"Perturbations/TGFb",-1.12409449478042,-2
0.5954,0.44814445,10,"Perturbations/TGFb",-0.802639665501798,-1
0.6123,0.128773874,10,"Perturbations/TGFb",-2.04969732750193,-3
0.793,0.834742597,12,"Perturbations/TGFb",-0.180631868721209,-1
0.5794,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5649,0.146568655,10,"Perturbations/TGFb",-1.92026132548773,-2
0.6517,0.138761248,9,"Perturbations/TGFb",-1.97500046297465,-2
0.5388,0.177476512,9,"Perturbations/TGFb",-1.72891700558319,-2
0.6825,0.426549203,11,"Perturbations/TGFb",-0.852027554108841,-1
0.7597,1.0001,11,"Perturbations/TGFb",9.99950003332973e-05,0
0.7841,0.112368359,12,"Perturbations/TGFb",-2.18597288471083,-3
0.5904,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5186,1.0001,9,"Perturbations/TGFb",9.99950003332973e-05,0
0.6812,1.0001,11,"Perturbations/TGFb",9.99950003332973e-05,0
0.6823,0.22391988,11,"Perturbations/TGFb",-1.49646696968076,-2
0.6633,0.148105617,9,"Perturbations/TGFb",-1.9098296313513,-2
0.6445,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5238,0.169752505,10,"Perturbations/TGFb",-1.77341375565663,-2
0.7167,0.139029897,11,"Perturbations/TGFb",-1.97306628264826,-2
0.6818,0.439222625,11,"Perturbations/TGFb",-0.822748875997047,-1
0.5592,0.247312055,7,"Perturbations/TGFb",-1.39710435918105,-2
0.6898,0.269097197,11,"Perturbations/TGFb",-1.31268263750568,-2
0.6782,1.0001,11,"Perturbations/TGFb",9.99950003332973e-05,0
