1	2	7.145223	-13.319104	4.965420	6.551625	2.201311	1.729267	4.965420	2.155244
2	2	-1.477180	6.587023	8.445028	2.832061	4.349365	-8.647684	8.445028	7.734145
3	2	2.350553	4.361330	5.664297	2.426766	8.552796	-12.513806	5.664297	7.654719
4	2	-3.045754	5.271873	8.325678	1.740247	-0.314062	-6.491180	8.325678	6.782223
5	2	4.683592	-5.326221	5.810560	3.882318	-1.565615	4.585992	5.810560	-0.044623
6	2	7.921629	-10.242739	5.266202	7.426808	3.587103	1.700382	5.266202	4.643782
12	2	4.878214	-7.641472	7.525876	6.140098	3.549547	1.612406	7.525876	0.660386
15	2	5.968076	-7.484985	5.863587	8.858232	4.000180	1.583830	5.863587	3.402234
18	2	2.200306	-4.877768	7.026129	7.851571	-2.417914	5.706805	7.026129	2.184003
20	2	0.835627	5.004703	6.123263	2.692690	5.354697	-13.579666	6.123263	7.903673
22	2	5.806429	-10.714299	7.214745	6.480036	-0.075268	5.714019	7.214745	1.874175
23	2	5.549195	-10.129879	6.425413	6.904158	0.362698	3.452342	6.425413	0.886277
24	2	0.520835	8.903615	5.284730	2.700206	6.415201	-8.737252	5.284730	7.343043
25	2	-0.364759	5.809864	6.385209	0.985187	4.615589	-1.700270	6.385209	7.011551
27	2	3.177441	-13.404654	7.209680	6.759269	-2.863249	0.341700	7.209680	0.904226
28	2	0.667306	-8.295374	4.974058	8.158543	-5.281014	1.930260	4.974058	2.464234
29	2	2.286459	-2.606192	7.022304	8.528584	-3.867977	3.398147	7.022304	5.418899
31	2	-1.306202	6.161873	8.585312	1.503307	5.312683	-5.547498	8.585312	6.684183
32	2	-2.052305	7.640548	7.351220	1.679001	3.246684	-2.782758	7.351220	4.766041
33	2	-0.717787	6.772942	7.996282	1.784391	5.057353	-3.943604	7.996282	5.973688
34	2	6.159865	-14.188722	5.820346	7.537957	0.967962	2.393709	5.820346	1.480327
36	2	1.756421	-7.673531	6.729928	6.982156	-4.147067	4.155313	6.729928	2.634265
41	2	3.157501	-6.337765	7.287476	4.850374	2.635337	1.237214	7.287476	0.534643
42	2	5.474433	-6.265201	6.512025	6.601782	0.545967	1.873173	6.512025	1.566910
44	2	-0.696927	1.017925	6.711766	6.659949	1.857405	-4.472404	6.711766	8.149780
46	2	1.648195	4.683701	4.363711	0.047677	8.066460	-6.801450	4.363711	4.685225
47	2	5.023084	-8.007325	1.226102	3.104878	-1.068726	0.332939	1.226102	0.701029
51	2	0.441545	4.110603	6.840809	1.038707	6.094407	-8.880868	6.840809	6.127769
57	2	6.147421	-7.165555	4.800634	1.922777	2.345746	2.820131	4.800634	-4.531369
59	2	4.791042	-7.340529	6.534243	9.373796	-0.963414	5.868919	6.534243	2.937550
60	2	6.902610	-7.567382	5.045905	6.905237	1.957896	4.389324	5.045905	1.118313
61	2	0.922512	4.919909	8.197815	-0.236652	4.830559	-10.802405	8.197815	5.692641
64	2	5.966922	-1.014202	7.115978	1.538182	6.480478	-9.070463	7.115978	6.631634
68	2	3.915016	-9.541066	7.642301	7.929378	-2.169189	3.763770	7.642301	1.677291
72	2	5.615419	-7.240807	5.653222	6.074707	-0.659767	5.897247	5.653222	3.140496
74	2	5.775264	-5.777464	2.763960	3.828043	-0.477605	2.741796	2.763960	0.453781
76	2	0.209829	6.916935	5.836840	0.292009	5.332568	-9.070111	5.836840	6.916550
77	2	1.527454	-5.006014	7.771880	7.909029	-3.193727	6.388720	7.771880	2.085874
78	2	5.913200	-8.157399	6.663761	6.740803	-0.609201	6.744710	6.663761	1.956983
81	2	7.752539	-11.040178	4.172427	8.693838	1.602994	5.424485	4.172427	4.028119
86	2	0.218850	4.758379	5.835189	2.505022	6.576431	-11.026373	5.835189	9.008216
88	2	4.840651	-6.354156	6.332511	4.659193	0.922176	5.555014	6.332511	0.022683
92	2	4.289953	-10.045403	3.174376	8.182162	-2.117164	5.236804	3.174376	2.106847
93	2	0.970906	7.701825	6.408320	2.903735	7.257363	-6.668351	6.408320	8.096668
94	2	6.313989	-8.384281	5.760796	7.920196	0.609249	6.176469	5.760796	2.347860
95	2	8.638530	-9.723061	4.648932	6.454871	3.111042	6.942298	4.648932	0.798430
97	2	6.841130	-8.988539	4.591337	7.755893	0.766561	2.232455	4.591337	2.105288
98	2	2.266367	-5.815505	5.687486	5.960756	-2.593866	4.339604	5.687486	0.365232
99	2	5.146984	-11.172083	5.480717	7.155993	-1.398207	3.691091	5.480717	2.496573
100	2	6.060228	-14.370440	5.217187	7.148518	-0.524287	2.280530	5.217187	5.186082
101	2	1.338482	-5.040488	6.702848	7.792331	-3.336259	6.358421	6.702848	2.809797
102	2	0.196390	1.872879	7.233597	4.256432	5.859160	-9.118008	7.233597	7.449679
103	2	5.921404	-9.645135	7.792640	8.427032	-0.055939	5.293097	7.792640	2.939519
104	2	0.187355	4.604140	5.756074	3.448666	6.557652	-10.437984	5.756074	7.710292
106	2	7.288394	-9.977440	5.045504	6.618241	5.995460	0.295316	5.045504	5.314390
112	2	-1.393891	7.269731	7.969395	1.543831	4.764778	-10.229230	7.969395	6.975218
115	2	5.398105	-10.659566	5.473669	7.676399	-0.339316	4.630194	5.473669	1.751728
120	2	2.355919	-6.742536	8.018716	7.061945	-4.104095	6.835677	8.018716	1.024717
121	2	6.526757	-7.680530	5.430599	8.363552	-0.114904	5.306338	5.430599	2.703185
124	2	-7.088425	6.021012	6.301052	0.014385	-0.570207	-5.301259	6.301052	6.300319
125	2	5.371817	-9.900291	4.171317	3.078365	-0.945030	2.552222	4.171317	-1.695830
126	2	6.132052	-6.511102	6.848322	3.206303	0.271211	3.460677	6.848322	-2.935070
127	2	5.329344	-9.360444	5.330132	6.226309	-1.023598	3.329314	5.330132	4.310657
129	2	-0.349265	6.678434	6.741910	1.178139	5.260704	-8.849988	6.741910	6.108626
130	2	4.800785	-8.437891	7.094411	6.567490	0.254021	9.053231	7.094411	0.629613
134	2	-0.673030	5.465979	6.751414	4.867640	3.290270	-7.984608	6.751414	6.895731
138	2	4.911885	-6.110458	6.769911	8.934688	-0.931405	5.639232	6.769911	4.538656
140	2	5.606912	-9.723044	6.859736	3.276617	0.475378	6.187165	6.859736	-2.843151
142	2	5.362286	-7.771361	7.126183	6.716554	0.541589	2.683645	7.126183	3.452223
145	2	-2.569030	6.510410	7.456784	2.968020	1.634255	-4.774062	7.456784	7.525202
146	2	5.236852	-8.552354	7.097584	7.018562	-1.045749	6.916142	7.097584	1.569249
147	2	-1.442975	7.131782	8.025179	3.894065	3.797251	-7.037173	8.025179	8.122023
149	2	4.363713	-10.212701	6.615110	8.810935	0.150386	4.070871	6.615110	2.616787
150	2	5.148877	-12.215565	2.927864	5.691387	-0.696891	2.769459	2.927864	1.670964
151	2	6.124910	-12.600195	3.897377	7.107719	1.210793	1.660079	3.897377	3.836193
159	2	1.885355	1.171511	5.106872	-0.132640	7.711942	-7.331656	5.106872	6.153294
