ParameterIndex,miR200,ZEB,SNAIL,GRHL2
1235,-3.687889,8.457288,8.293598,0.563579
1240,8.308147,-5.567242,5.640328,4.685612
1243,0.937392,-4.977207,1.237316,3.035085
1244,6.994318,-13.293591,6.063706,5.524617
1245,-0.593062,7.814772,7.903208,-0.93966
1247,-3.877766,6.661706,6.299602,1.054697
1248,5.429141,-11.341621,6.500456,7.778525
1249,4.428499,-14.447646,4.222274,6.75086
1250,6.744377,-6.849327,5.21533,4.37822
1251,-1.057967,3.505104,5.845615,-2.585285
1253,3.799969,4.171045,5.835361,0.54509
1255,6.056196,-12.053089,7.065626,7.561264
1257,-3.968475,6.483118,8.199817,0.379612
1262,-4.98122,6.237549,7.679618,2.418016
1264,-3.65451,5.789112,7.024271,1.593536
1266,-4.469134,4.348816,8.489604,2.944374
1268,-7.946174,7.452019,6.935079,-0.354494
1269,-2.221645,5.150377,6.353008,-0.747046
1270,-4.677528,5.066996,8.264057,-0.821331
1272,0.159322,7.47469,6.278198,0.232807
1273,6.109381,-13.032108,5.160252,6.48248
1276,8.498698,-10.489544,4.933786,6.70683
1277,8.106411,-9.579059,6.920304,5.304803
1278,7.360703,-12.690912,5.029617,8.229278
1279,4.407571,-12.669473,5.786223,8.217775
1280,7.185772,-9.653722,4.852003,7.360169
1282,9.730789,-9.635318,2.923849,8.429806
1283,6.557876,-12.306045,5.442166,8.387017
1285,-2.891432,3.339812,6.011126,1.224132
1286,-8.062228,6.695224,7.556846,1.863596
1288,-1.489769,6.363466,7.364215,-1.569685
1290,-0.773055,6.92507,8.128886,-0.318861
1291,2.298656,4.186098,7.35021,0.545872
1294,4.627947,-12.399515,6.224206,7.785611
1295,-2.413339,7.50562,5.533658,0.615779
1297,8.283443,-17.736078,5.274008,6.309573
1301,7.965375,-10.344582,6.100519,5.791872
1303,-5.506718,7.501059,7.836029,3.096049
1304,9.493315,-11.146482,5.201663,5.236932
1306,6.256822,-11.160359,6.066043,6.56864
1308,-3.268641,7.460043,7.017294,-0.568683
1311,4.438754,-20.063703,4.676937,7.841677
1313,5.388481,-11.882315,5.432216,8.056479
1320,0.354089,7.224341,7.015386,0.198024
1323,0.621019,-11.219997,4.610313,6.672782
1324,-4.991183,3.760782,4.796858,0.311959
1325,-0.474617,6.506675,6.929224,2.180654
1328,5.917524,-8.921418,6.402362,6.004651
1329,-2.066741,5.720198,7.939182,2.840635
1330,4.927813,-7.554581,4.666143,5.748476
1332,3.173939,-7.198596,3.638373,5.70821
1333,-4.465905,6.346023,7.1423,1.123583
1335,4.945652,-18.476319,8.077082,7.157766
1338,0.195059,8.178541,6.11735,-0.507712
1339,6.453344,-14.51442,4.205497,7.43178
1340,-0.638866,8.398362,8.90492,-1.513625
1342,7.705278,-14.490631,5.930987,7.133432
1344,6.773042,-12.310592,4.789078,8.164798
1347,-2.857102,6.646828,8.472035,1.177007
1351,8.348491,-5.780935,5.006894,6.297951
1352,7.828124,-8.022739,6.562202,5.853894
1353,0.088393,-9.779824,6.076843,6.663822
1354,4.891812,-6.939319,8.079791,7.140638
1356,6.58943,-13.051313,6.37823,8.169112
1360,2.072233,-9.769936,5.441879,6.174464
1361,5.008658,1.859233,4.897951,1.09704
1364,-1.272219,3.931917,7.220367,0.812285
1365,-2.51874,8.060944,7.809311,0.216587
1372,6.809527,-8.031887,7.229463,4.099643
1375,5.273359,-12.925493,6.708437,7.701322
1376,8.216757,-8.260025,6.16053,5.231417
1377,0.336873,7.119459,6.418139,1.222392
1379,7.624847,-4.653333,5.958894,4.722615
1380,-4.503533,5.030644,7.073463,0.797518
1382,-6.394506,6.261682,7.54339,0.199501
1385,3.148845,-13.581014,8.320521,6.650274
1386,7.979406,-9.490146,6.238939,4.612731
1388,-3.434688,5.672437,7.534367,-2.377559
1391,-3.599002,4.975535,7.315039,3.031578
1392,0.387374,4.765992,6.798761,-0.365412
1395,5.162774,-10.574801,8.245521,9.361576
1397,-1.620789,4.869772,8.490013,-2.75273
1398,2.800836,3.764114,5.861783,0.835053
1400,7.672793,-17.27698,2.779871,6.453422
1404,6.891333,-8.548097,5.633092,6.837949
1405,7.07781,-12.937384,3.803192,7.406507
1409,-2.381344,5.30857,8.558854,2.484481
1410,-7.737372,4.755603,7.571301,3.022057
1417,5.251045,-13.914226,3.744761,5.23108
1418,-6.038643,4.818436,7.962058,0.160901
1419,1.258831,6.332837,7.512408,-0.440542
1420,3.925798,6.544881,7.636067,0.742033
1424,8.598687,-10.755086,5.062282,7.481001
1425,5.355285,-7.477883,7.374984,7.622023
1427,-3.307964,4.311363,6.846593,-0.253326
1428,7.679218,-12.5632,5.098964,7.163908
1429,-1.099614,8.503917,7.298831,2.185831
1430,5.471233,-15.221514,4.327869,7.580055
1432,-4.473064,7.007885,8.180097,-0.129133
1433,6.196403,-10.669899,7.73017,7.640893
1438,0.986795,3.282805,6.858206,0.405114
1439,5.393253,-14.243239,4.2138,7.081484
1440,-1.409177,5.864684,7.757047,1.703345
1441,8.076554,-6.840427,6.11798,7.170861
1443,-3.617335,6.855867,7.284045,-1.714446
1448,-0.655178,7.636087,9.182335,0.602962
1450,-2.274938,5.387024,9.253172,4.632522
1451,6.110567,-11.739796,6.498599,7.430079
1454,-2.104288,6.976819,7.520148,1.629605
1457,4.93846,-12.086983,6.089648,7.107038
1458,9.383367,-14.602138,5.469962,8.637693
1460,1.254786,7.632252,8.563615,-3.003636
1462,1.880462,-8.842711,6.384508,6.54653
1463,6.897887,-17.938893,3.792705,6.842781
1466,0.323678,7.947254,7.306956,1.438537
1467,-5.1114,7.244166,8.118496,0.906705
1469,4.741586,-10.703175,6.788127,7.227119
1470,-6.854596,6.986,7.03031,-1.800428
1471,2.404406,-10.499645,6.031603,9.466159
1472,1.490752,-9.484033,7.092812,6.10561
1478,-4.147993,5.384206,7.318656,-1.475517
1479,7.10633,-12.959174,3.331394,6.671019
1485,1.680979,7.392412,6.760067,-0.996926
1487,0.463654,8.45509,7.143545,-2.385809
1488,-9.262184,6.520605,7.072573,0.183102
1489,7.201438,-9.891143,5.95101,5.66984
1490,4.911723,-10.186926,6.996964,6.830181
1491,0.504906,5.958522,5.95347,-2.400326
1496,3.024811,5.060744,6.67755,-0.614065
1499,-4.270678,6.60954,7.555572,0.758739
1503,6.38578,-9.328637,4.601557,5.172287
1504,-4.511741,7.08381,6.631705,0.242976
1507,3.321393,5.147133,5.348888,3.359468
1511,-1.581112,7.455368,6.951525,1.504069
1513,7.967787,-8.163895,6.398798,6.522896
1514,-2.057195,4.057305,6.369838,2.206712
1520,4.344519,-13.737148,6.574979,5.613754
1522,5.582907,-11.041125,7.378807,6.778078
1527,-3.286067,6.616106,8.773226,1.456342
1528,0.6207,-8.987399,5.88321,8.109438
1529,3.805746,-8.314386,8.606453,5.182045
1531,6.299684,-11.784201,5.579726,5.657961
1533,-1.295739,7.587899,6.85868,1.802783
1536,4.921436,-13.820771,3.30424,6.301248
1538,-3.591649,6.458235,7.865438,3.346952
1539,-8.129661,8.426339,8.531302,0.880628
1540,5.384805,-7.509502,5.139354,7.634469
1542,6.364154,-10.110811,4.257805,8.153198
1545,-3.564648,8.209525,9.179284,0.211891
1547,-0.55844,8.093704,6.128835,1.677455
1549,-3.628666,5.143694,5.949031,-1.028685
1551,-3.234112,7.324606,7.475291,-0.54753
1552,1.19233,7.102184,6.541226,-0.734412
1553,7.340541,-8.915686,4.424805,4.162573
1555,-1.621153,7.142218,7.388707,-0.686178
1557,6.006184,-12.777898,4.950574,7.007776
1561,-1.732511,5.099109,6.736616,4.704698
1562,-2.341855,3.822525,5.247259,4.35151
1564,6.131014,-11.770707,3.06855,8.050743
1565,6.513737,-15.258303,4.544403,5.281755
1569,0.353219,8.483924,6.995027,1.943705
1572,-0.969558,5.447625,6.549789,3.702329
1573,-1.820853,8.137534,8.650626,1.004056
1574,-0.369114,6.29809,8.030317,1.02641
1578,-4.78118,5.77466,7.708087,-2.745154
1581,0.948503,7.889197,7.421489,-0.731677
1582,-6.599427,4.326352,8.876514,0.241257
1584,7.56476,-11.441834,4.399952,6.533268
1585,7.826463,-15.0194,4.007855,8.019366
1586,3.858243,-8.398102,6.270403,7.094754
1590,-3.763396,6.136049,6.638463,-0.455536
1591,-3.985579,7.069155,7.025787,-2.384488
1592,-2.36508,7.761859,9.722507,0.278368
1593,-2.27958,6.804847,7.989906,1.075905
1597,7.403944,-17.368491,4.202381,7.217886
1598,-5.518939,5.285284,6.937881,-5.546936
1601,-1.621316,8.305167,6.968632,2.110745
1603,7.584134,-12.20101,6.236413,6.900799
1610,8.376462,-9.028374,7.243608,6.538965
1612,-5.644566,7.59006,8.928057,-1.815615
1614,-1.268516,8.142572,6.886984,3.006507
1617,2.906182,-13.139247,7.704224,7.009408
1618,-0.28031,4.905437,8.062571,-0.355561
1619,-4.352209,8.817983,9.287439,0.420118
1621,-3.457016,5.725715,6.734832,2.154249
1623,5.137648,-11.423024,1.033833,7.039434
1626,8.536585,-14.700352,1.031788,7.053707
1632,8.618502,-2.062028,5.449396,1.770858
1633,4.137961,-13.086911,6.552488,7.32414
1635,-0.390173,8.720301,7.560849,1.133623
1637,-3.064792,6.749827,8.551999,1.539731
1639,7.521846,-11.401676,3.516911,6.086877
1640,-3.035147,7.068532,7.570669,0.230701
1643,7.125272,-9.647036,5.751208,4.659767
1646,5.744632,-7.754618,7.885033,7.953686
1649,-8.800341,1.87583,8.69269,2.435433
1652,0.157394,6.56931,9.742103,4.193989
1655,-6.774849,7.298107,7.465608,0.995363
1657,-2.518625,5.436181,7.183023,0.525984
1658,-2.442517,8.161631,7.206757,1.887997
1659,-1.389407,5.492992,6.131728,0.137167
1667,-1.182284,6.400875,8.683415,3.089384
1670,6.107091,-7.308931,6.662459,6.474529
1671,6.863079,-19.257558,5.858826,6.729414
1672,-6.928626,7.336522,8.814925,2.272868
1673,-2.8647,6.302038,8.986843,2.018888
1676,-2.181772,6.363959,7.397865,-1.377152
1677,8.075124,-15.254226,4.823488,7.065496
1680,-2.290498,5.971958,4.369189,1.70033
1682,6.596439,-11.195249,6.765146,7.112076
1683,8.203322,-12.110053,3.876114,6.400215
1688,-1.458665,7.418804,8.423116,0.218129
1689,3.705573,2.920641,6.653596,0.746384
1692,1.590817,6.385413,5.785659,-1.881443
1695,-3.999796,7.04547,7.916714,3.079184
1696,6.856627,-8.859173,0.912316,3.172656
1698,-4.849947,5.793812,9.190978,5.000564
1704,-2.844793,8.362577,7.843586,-1.003168
1707,8.589179,-15.961092,3.33151,5.87312
1708,-2.90218,7.60369,7.205985,1.390306
1709,7.382629,-8.088697,6.281465,5.751293
1711,1.925284,-2.1843,6.422876,7.499694
1712,1.634966,-10.615461,7.536788,5.641034
1716,5.848694,-13.518636,3.113766,5.045468
1719,-4.337154,5.248612,7.281114,0.942377
1721,0.208642,2.380621,7.923353,3.261605
1722,6.842382,-9.17382,2.031224,4.106272
1726,-3.618198,7.36509,7.433693,2.840514
1727,5.922243,-14.649842,3.4902,6.801203
1729,4.884382,-10.535879,6.142126,6.726822
1731,-4.157762,5.256991,9.076654,2.645567
1733,5.35862,-11.704275,4.539805,7.81828
1742,-4.102206,8.316637,9.395874,0.900547
1746,-4.157953,3.366651,5.752563,2.739657
1747,-4.719073,8.131479,6.630465,-0.029285
1750,7.786704,-9.129708,6.131797,5.997366
1752,7.88733,-15.492541,2.762176,5.065658
1753,5.763359,-8.567284,6.232222,3.706613
1756,2.114596,7.086968,7.644545,1.462803
1759,7.361054,-6.358182,5.175153,5.436612
1761,0.047138,5.92022,6.35841,0.034202
1762,-2.249691,4.445283,8.374143,0.706837
1763,-4.159947,7.570881,8.321365,-0.791478
1764,1.33287,-11.49098,7.824182,6.794681
1765,8.715851,-9.130082,5.381993,6.67699
1766,3.893009,-14.81248,3.12655,6.546749
1768,6.168574,-11.900766,4.879327,6.629737
1771,4.286867,-18.850308,6.232227,7.378167
1772,-3.394284,6.571138,8.884159,1.362592
1775,-2.393951,9.121744,7.519118,0.147766
1776,8.953492,-11.168013,3.83714,3.327037
1779,4.040401,-10.027989,4.794336,5.55186
1780,-2.944681,6.782924,8.974405,0.599971
1783,1.641322,-13.615968,4.850137,4.468588
1785,7.369259,-8.253922,4.606545,4.073364
1789,6.404095,-11.780278,6.564627,5.849392
1791,8.076694,-14.741777,4.689004,7.397552
1792,-4.080549,5.589245,6.813603,-4.100185
1794,5.695056,-14.46178,4.799282,7.820849
1796,5.17461,-14.560675,5.860807,7.221291
1797,3.282596,-4.705179,5.505062,7.707628
1799,7.484451,-5.484031,2.083466,3.074367
1800,-2.100066,3.16232,6.184182,-0.063254
1804,-1.220651,2.171413,5.936808,2.839832
1805,0.367006,6.14357,6.787,-0.298542
1809,-7.570203,5.632497,8.504793,0.108046
1810,-5.039408,6.70601,7.822141,-0.393493
1813,-0.537386,6.333312,6.0856,2.188586
1815,5.306784,-11.000068,5.036271,7.849856
1816,-2.381029,6.71401,4.83402,-0.905263
1818,-3.721084,8.504246,8.301949,-0.58435
1822,8.599565,-9.35912,6.330843,2.174257
1823,0.750789,-5.429424,3.937982,6.160978
1824,5.734178,-14.332237,5.549672,6.755145
1825,7.071684,-14.798364,1.745277,6.536361
1826,2.906564,-9.990223,5.011523,6.895875
1828,0.116339,8.102885,5.935309,-0.073334
1829,4.304022,-13.083341,2.588143,6.200522
1833,6.795799,-14.332749,4.429257,7.792322
1835,-1.546111,8.904035,7.944615,1.813576
1838,4.944217,-9.530496,5.46354,6.230316
1839,-2.724443,5.322684,7.824446,-2.098913
1840,-1.738552,8.498955,7.279513,1.110806
1841,-3.523444,8.507848,7.136573,-1.235128
1843,6.894691,-15.286897,6.849582,6.74022
1844,7.089593,-21.222753,3.554091,7.26087
1848,5.94929,-4.251732,4.819003,4.688171
1849,-4.566855,5.834752,6.492039,1.174206
1850,7.122109,-9.617001,4.375755,5.164312
1851,5.188629,-11.699548,6.274987,8.010531
1852,4.12537,-13.340157,4.813593,7.244593
1854,7.366366,-8.164143,5.599366,7.211628
1856,5.087467,-15.370311,4.935524,5.590997
1858,-6.030681,6.411226,8.824336,0.633749
1859,6.702742,-13.990802,4.886525,9.166162
1861,1.092913,5.103716,7.060502,-0.456377
1862,-4.212021,5.547139,7.277498,-0.244085
1863,-1.72813,8.221081,6.492772,-3.480283
1865,-2.750396,2.367288,8.798699,5.458762
1866,-2.180896,7.27999,7.894996,2.605111
1867,-0.442939,5.056214,6.599222,1.163785
1872,-0.629933,8.301211,5.491554,-2.381424
1873,5.950498,-14.548633,4.694423,5.620141
1876,-6.511479,7.024974,8.151725,2.487705
1879,5.799777,-10.236403,4.617766,4.869438
1887,6.497122,-17.964989,4.195705,7.467077
1888,8.269304,-16.899032,2.802243,7.950906
1890,0.632002,7.529577,7.911753,-0.556936
1891,4.757895,-13.992767,0.356377,5.330877
1892,-4.705906,5.949551,7.598339,1.349223
1894,8.653861,-11.783214,4.735096,3.400975
1895,-0.61151,5.211915,7.338301,-0.392186
1896,7.566658,-9.889311,6.3525,2.797599
1898,-4.414188,7.703966,6.85297,-3.034296
1900,6.360421,-6.581461,6.236787,3.859091
1905,0.220894,6.615598,9.132951,0.906151
1907,6.31154,-12.043131,5.333807,6.56378
1908,6.714965,-6.696998,7.673235,6.846183
1909,-4.022158,5.597994,6.165824,0.626849
1911,5.753646,-15.122098,5.195263,7.617519
1912,5.327181,-10.714103,6.737307,6.807827
1913,-4.876889,5.706537,7.092423,1.304921
1915,-7.571006,3.95224,9.786006,-0.784378
1916,5.785405,-13.771728,3.517689,6.001889
1918,2.66367,-6.742839,5.989847,3.434233
1919,1.64793,-9.057212,6.745501,8.561904
1920,1.210699,-11.892835,4.729842,7.588203
1922,-2.502263,6.597168,7.039953,1.319927
1923,-5.692678,6.495514,9.470156,-0.575548
1924,6.609705,-2.221432,6.712833,4.298651
1926,-6.206762,7.095759,7.924104,3.525492
1928,-3.750967,5.668559,6.44295,0.253227
1931,-4.135259,7.051994,9.497086,1.394873
1932,6.63499,-10.146389,6.702303,6.909667
1933,3.415626,-14.101867,4.704798,5.910871
1934,6.992391,-12.964466,2.928953,5.581048
1935,-7.704502,6.433748,9.404457,3.08153
1938,8.654614,-8.912595,2.56478,7.051892
1939,-3.240935,5.944971,5.279787,-0.969703
1941,-5.44957,5.630262,7.591822,1.909235
1942,-3.109894,5.835793,8.410777,-0.268335
1943,8.056582,-12.282356,4.482411,5.892548
1945,-4.031553,7.708865,8.969274,3.421518
1947,-5.282243,6.800655,7.761423,-1.380156
1949,7.075287,-9.158712,5.413873,6.046395
1950,4.915238,-12.62926,5.311308,6.696963
1951,6.753806,-10.383522,3.563324,5.803583
1954,8.9562,-8.915806,6.208765,7.140573
1955,-1.477273,6.083776,7.586755,-2.632175
1958,-0.427318,8.503201,7.295248,-2.529109
1959,-6.503032,6.685799,6.751807,3.760223
1960,-5.063982,9.53138,9.492744,1.606313
1963,6.716718,-10.635254,6.259877,7.29258
1964,0.938692,4.461904,6.301832,2.831325
1969,6.092109,-8.642909,2.345485,3.068788
1970,7.122231,-12.783354,4.740691,7.233272
1972,3.538807,-10.15546,1.360532,4.916411
1978,1.320223,4.294405,6.469588,-1.691619
1983,-6.101645,5.862674,7.594866,2.992868
1984,8.362496,-8.077804,1.513503,4.766634
1985,4.768303,-8.490238,6.103718,7.058041
1987,5.619085,-11.270877,5.911952,4.616162
1990,-0.679216,-0.85405,5.989168,6.209077
1991,-2.264801,6.292749,6.423301,0.110503
1993,6.40847,-8.620908,5.288555,6.078302
1994,-2.76735,5.345231,6.694537,0.741957
1997,5.178561,-15.368384,6.341243,5.598892
1999,8.49117,-12.604635,6.673461,5.056773
2000,-0.525035,6.969784,8.906228,-1.056434
2001,-0.215127,1.531006,6.641308,8.714301
2004,-0.774074,6.616555,6.589184,1.591177
2013,-0.211849,2.061763,5.96534,-1.355886
2014,-2.643336,5.634596,8.485476,-2.191908
2018,-5.308992,6.769001,8.064636,-0.04423
2023,6.802131,-15.757335,0.735079,6.554967
2024,0.54964,-2.694634,5.012102,7.784906
2027,-4.506723,6.103464,7.518604,1.127386
2028,-7.323243,7.766574,8.22102,0.289772
2032,0.432422,6.826763,5.704799,-2.086992
2034,3.554432,-8.605828,6.67651,5.142935
2035,-4.127294,3.55134,6.690932,-0.454225
2036,-1.976624,6.133064,7.732978,0.680211
2038,7.262875,-13.389015,1.726161,7.089717
2039,-1.796564,5.939787,6.960862,1.50934
2041,-2.421785,5.255051,6.325313,0.187012
2042,4.108208,2.995801,7.61607,0.789327
2043,-5.047576,6.540562,7.218445,-0.388382
2047,4.48439,-9.675102,5.443948,6.259867
2050,7.619351,-16.695578,5.484103,7.442731
2051,-1.74775,8.423061,6.592762,1.56306
2053,6.116427,-15.52851,4.776801,6.882449
2059,4.003068,-18.616074,4.220419,8.30439
2061,2.353543,3.869035,6.166785,0.7754
2064,5.553013,-11.214753,6.059769,5.129602
2065,-5.910124,6.466899,9.299836,3.761204
2068,0.260847,8.290813,5.200809,1.965603
2070,-0.815411,7.27218,7.93612,-2.270064
2071,-3.562824,8.863619,7.869811,1.73639
2073,7.192939,-9.410677,4.849564,5.203565
2077,6.581395,-8.690573,6.297934,5.945461
2078,2.296609,-8.028739,5.114967,5.170675
2079,5.725013,-12.465412,3.620601,5.13845
2082,2.302215,8.76576,7.551413,0.53382
2083,-0.345532,6.217495,7.444177,-3.429081
2084,7.66575,-11.695137,4.909323,7.391875
2086,-1.174781,4.209797,6.823729,-3.091652
2089,2.732509,4.406566,4.640064,-0.026836
2093,-6.252566,5.570487,6.074824,0.232776
2094,-0.171395,8.095888,6.257005,2.284707
2095,0.300055,6.203348,2.836782,0.938994
2097,6.920031,-13.415781,4.569187,6.45269
2100,-4.013047,4.945786,6.576465,1.351346
2104,-5.429441,7.394022,8.557195,0.02192
2106,0.488661,7.840089,8.297117,-1.143285
2107,5.326808,-15.315967,3.668895,5.242234
2108,4.315998,-7.095694,3.097061,2.511294
2109,7.441593,-19.233021,5.325608,9.222513
2111,5.17428,-9.710962,6.447468,4.884275
2113,-2.916681,4.517425,6.917888,-5.811662
2115,-1.687591,7.444652,6.791442,-1.36527
2116,5.666846,-6.91019,6.620811,4.61905
2117,-5.212922,6.046815,6.958285,-0.680605
2118,3.353367,-10.656627,8.39327,5.004079
2119,-1.317828,7.11776,8.692766,0.729079
2121,5.256011,-10.507116,4.823894,6.441986
2122,1.507019,1.706726,5.070984,-0.468254
2129,4.262138,-13.999602,5.776098,5.310239
2131,-3.107859,6.809612,9.443883,0.68334
2133,5.578139,-8.220457,4.354395,5.597223
2134,-0.761137,6.762495,7.943729,2.015772
2136,8.891861,-11.021591,5.005879,4.901746
2137,5.396554,-9.395316,4.539747,2.243454
2138,0.757593,8.287451,6.783694,2.653611
2139,9.143004,-6.08689,6.909373,2.255745
2141,0.612639,8.19354,7.326465,0.236825
2142,7.473905,-13.292944,6.897614,6.240694
2144,4.176983,-6.161533,5.042648,9.23592
2145,7.081789,-7.730712,5.719988,5.476109
2147,5.284263,-9.703179,4.449745,5.064352
2148,7.597942,-11.321806,2.788153,8.043413
2149,6.176952,-8.545654,3.744439,4.095774
2150,7.955011,-11.318502,5.717922,6.313944
2151,-4.998943,6.293161,8.963917,1.139845
2154,-5.757965,6.552329,7.782037,2.242422
2155,-1.131411,4.484587,7.055291,1.191596
2161,-2.961166,7.84012,7.332538,-2.275074
2163,6.468418,-9.818315,1.839823,6.166589
2164,-0.539358,6.884335,6.356033,0.337618
2167,7.902101,-10.594114,1.000696,4.609822
2170,-7.782197,6.323235,8.017126,-0.746804
2171,7.608456,-10.121209,3.153261,7.908266
2173,6.894172,-10.750221,4.92275,7.692438
2177,7.118363,-10.3222,1.536579,6.064251
2178,-0.53366,5.421233,6.547788,0.808441
2179,6.388921,-9.374063,6.920136,6.14484
2180,6.362438,-12.752362,3.707185,5.576074
2183,1.033385,2.853397,6.678432,0.417618
2186,-1.087134,6.523243,9.313255,-0.803641
2190,5.889433,-12.578919,3.147718,6.452779
2193,5.14378,-9.006003,4.973139,5.903933
2194,-0.327584,8.432841,6.916851,0.611711
2195,-4.445647,6.458058,8.405412,4.237294
2198,9.481452,-13.909821,5.175528,8.296195
