5	1	-13.083039	-32.446100	-0.619427	12.022903	6.106357	-20.803219	-21.909514	6.178811	-16.536780	8.924835	6.243155	4.693160	2.599328	4.447637	-21.292222	7.144417	-7.494708	7.216404	-12.864182	-6.489333	1.451503	2.407007
6	1	-12.733301	-38.922725	2.425317	11.849582	7.695981	-16.292111	-20.046486	3.489333	-5.955111	6.583555	9.163714	7.412061	7.243019	2.689759	-18.837203	7.736957	-0.124669	7.041152	-13.544167	-8.577669	-0.369377	0.313286
22	1	-5.186564	-43.978034	1.101797	13.664452	7.469455	-33.559980	-22.440971	6.042340	-12.611124	7.338111	2.326707	7.161093	5.152532	7.654409	-24.091820	6.316780	-5.465438	2.147058	-19.654149	-12.647764	5.145644	0.005760
38	1	-8.350057	-43.535974	-2.428461	11.130312	6.646547	-32.995849	-24.860935	7.741587	-15.483194	7.462253	7.045226	6.565515	3.683669	5.544827	-18.673038	7.049185	-3.785525	7.930680	-14.316531	-10.630571	0.925290	-2.313846
59	1	-4.840978	-30.019051	-3.176448	12.119109	7.390853	-34.776127	-17.580246	7.514669	-12.277029	7.506201	9.141492	6.817434	4.017289	8.210030	-22.257119	6.863026	-7.066104	6.704780	-17.983755	-13.200972	2.104812	-2.879980
68	1	-9.767871	-36.896046	0.070342	10.196164	6.493312	-42.307626	-17.542304	6.660162	-5.698464	6.893542	6.971623	8.958419	6.709890	8.736173	-23.749299	6.091749	-3.653747	7.179595	-17.432278	-12.815466	2.909079	1.911951
71	1	-7.834103	-30.192425	-0.789314	9.025060	9.345434	-34.635797	-29.151123	7.022338	-12.858082	6.877711	6.821392	6.438961	6.641759	8.349356	-19.146400	6.438999	-3.865042	9.579759	-17.949784	-10.901965	-0.817373	-4.327065
130	1	-8.984907	-26.126959	0.929983	17.254214	6.716225	-30.711723	-21.535973	7.014524	-7.063729	5.650044	1.862883	9.004015	7.311998	4.296432	-19.534688	6.884380	-6.719959	5.130263	-13.202403	-10.449713	2.670950	0.194532
153	1	-11.513999	-39.184387	0.963293	11.159554	5.962740	-33.911685	-24.857044	7.898036	-17.066681	7.087778	6.864480	7.088291	6.005322	8.609961	-24.311591	8.285643	-9.445554	6.138631	-11.291522	-13.662748	1.066780	2.350706
165	1	-11.906074	-33.080837	1.309251	17.692665	7.445654	-33.757962	-13.105700	5.524620	-15.091689	4.589329	6.318234	7.517226	7.081387	8.417343	-20.424746	3.487328	0.117569	4.550974	-13.142829	-9.415929	-1.905735	-0.873082
171	1	-9.010984	-54.584730	3.023923	18.865571	5.651166	-25.925609	-15.554843	5.020791	-10.611808	6.959004	6.878571	8.595611	6.392978	6.379572	-23.667402	8.689256	-5.276881	5.457541	-19.832245	-10.619756	0.254949	1.605458
187	1	-1.848375	-38.578687	-1.868548	18.343134	5.907597	-33.629084	-16.487284	6.069138	-13.488118	6.036153	7.821669	6.622819	8.145841	6.988992	-20.244204	7.283061	-7.242962	7.251572	-18.009028	-10.057334	-1.065956	4.875007
211	1	-11.564822	-35.474366	3.448952	10.169050	6.967974	-32.381872	-23.405907	3.979091	-5.864673	6.485975	5.725466	8.749074	5.631557	6.405237	-25.450628	4.921173	-6.642371	8.017054	-16.079018	-16.035250	2.803632	0.832071
221	1	-11.716566	-32.637067	1.215138	15.755368	3.649782	-30.643029	-15.828361	9.449716	-8.091936	6.407251	4.790386	4.473134	7.476121	8.715672	-26.451497	6.916324	-6.518582	6.757544	-12.882795	-13.909343	0.913061	-0.591846
254	1	-13.125093	-38.714355	-0.220574	13.893572	7.028862	-27.679953	-21.514876	4.117756	-12.708578	6.788236	7.750407	7.937281	5.688944	4.342317	-19.230607	7.479067	-6.230702	4.792582	-16.310617	-8.839333	0.807885	-0.189909
281	1	-7.484734	-24.925367	3.515652	16.995866	3.516798	-35.641135	-11.462878	6.286937	-10.747810	5.690780	6.657007	6.587566	5.946182	9.941926	-29.034209	7.547282	-8.211986	6.546177	-11.179218	-8.307016	-2.274825	4.793507
307	1	-7.626917	-34.697075	3.039471	11.356767	7.753047	-37.334749	-18.586618	6.429934	-10.188120	6.081317	7.326560	7.694498	6.721217	8.365755	-23.948030	2.574745	-6.930681	5.146505	-15.935026	-3.728675	2.167067	1.154240
331	1	-9.901221	-38.441015	1.729022	13.840653	6.690017	-38.730371	-21.434942	7.551915	-17.157153	6.269021	6.384921	4.887216	5.168493	7.080822	-20.143764	6.348099	-6.206371	7.133262	-18.019085	-15.583946	4.255326	-3.882611
