Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24
433,1,-0.839333378426124,-1.36295434097929,-1.19459244264678,1.09714446361541,1.45230871756348,-1.31303573481923,-1.49301342874877,0.954493698378228,-1.68250954040434,0.974626617684868,0.888348571614985,0.881452701140173,-0.0140233060295089,-0.224320813291687,-1.14791014276584,1.00862484409444,-0.686144653871847,-0.127459478450243,-1.00897603019198,-1.17829643491765,-1.69730105998236,-1.20424619123337
447,1,-1.31875133723126,-0.85673076341048,-1.02193927355174,0.967731598090384,0.910118797873056,-1.07170748135615,-1.47683873676344,1.03731190278898,-0.896649616037111,0.717011528958424,0.812793330952316,0.301875929583429,-0.263714832986486,1.10701522012429,-1.27865352465737,1.16339515459298,-1.82030533363486,0.10933960809736,-0.645842079822593,-1.41571476321646,0.900938591529931,-0.854447917752211
448,1,-0.534454937791633,-0.995133826427827,-0.951854767273224,1.14054572136397,1.18007628578386,-0.901473902090741,-0.757071226621224,0.829952848288452,-0.610075988161712,1.13334574010586,0.696190367765806,0.823373274377445,0.075628053257853,0.924143921326626,-0.890418623665115,1.32299202026541,-0.837644799912489,-0.611675522463086,-0.951701089983595,-1.12286714440206,-1.22550320780858,-1.759439799969
482,1,-0.928682599797928,-1.02818238403059,0.156705503278459,1.08750195944976,0.500896486402775,-1.31200628770357,-0.951744466410087,0.769606097280798,-1.50830197424774,0.629999680623281,0.876931007178153,1.09461541394653,-0.489976106551981,1.28421314482827,-1.19610713066941,0.732059462617265,-0.240012762461952,0.266967704629132,-1.58024144363232,-1.06819321606911,-1.08908506697384,-1.92401557652135
530,1,-1.70368147749975,-0.865733445799417,-1.1632157732381,1.11197041587691,0.792819164484378,-0.782838147199356,-1.55271902808053,0.421111951473344,0.128574480451778,1.12184537181911,1.00969576974148,0.853490615537273,-0.971304563480969,0.877799222595106,-0.814591239712233,1.57750901197845,-0.65228875726053,-0.98575309616164,-0.85897362312899,-1.18353354680432,0.280226339877937,-0.802736372141177
569,1,-1.3362094664311,-1.14369665161292,-0.452239341420643,1.19129946789754,1.26529499951191,-0.744481438518052,-1.83098515071238,0.772612093228577,-1.47324300056964,0.400188441553547,1.06893849850921,0.934815845040601,0.21639586520158,-0.0345053256085531,-1.40713078694585,1.2844941797841,-0.697250380864713,0.940638605428037,-0.692577759252608,-1.71676416336657,-0.697166389304389,-1.77093358216814
620,1,-1.26896415128319,-1.4420032041023,-0.462189552631247,0.830040440833154,0.858395974703697,-1.17097643448529,-1.87387895825103,0.958521381075816,-1.50520973104219,0.931216042920049,1.09778107457012,0.860947123477993,-0.483928493094651,-0.738788126281517,-1.17826552491829,0.86602698833009,-1.45031421316423,0.179718042162706,-1.27286104464518,-0.847853022203932,-1.18202786123468,-1.16204942273997
631,1,-0.92485384112609,-1.1615004398736,-1.1989641378125,0.87424699279676,1.21871445213664,-1.01169125693605,-1.27019031008527,0.811785548782155,-1.15935903727614,0.850596404071099,1.05090344779988,0.843951543769962,-0.89030105612189,-0.604918028003773,-1.00788037717275,0.97064636518297,-2.21986997259701,0.751291158636454,-0.747231919218668,-1.30844245764887,-0.485153235947928,-0.870968722001229
669,1,-1.21463305538607,-1.3973282259699,-1.10386739332976,1.25666534960426,1.05115379855764,-1.48061837883268,-1.14170556040377,1.61032548192886,-0.974662907382683,0.973478625350029,1.06187632044561,1.16243860660279,-0.511768954873143,-0.272275692128704,-1.45351414671677,1.01255578659374,-1.61687104997905,0.552917997613687,-0.743599673571014,-1.55703528752608,-1.02748832356516,-2.02307914331767
671,1,-1.0875877424916,-1.33333291969468,-0.769379342306333,1.14889227613828,0.88538881537362,-1.12822801388625,-1.09375144863677,1.37490020230303,-0.718405850497228,0.954557287227852,1.36943769259686,1.24491189529993,0.970692493620136,0.698302540969215,-1.34788824623845,0.624056076575902,-1.07978590695972,0.560570959720311,-1.27933696929826,-1.24007102200296,-0.224431610521917,-1.4466487628108
705,1,-0.56233487370827,-1.0315557243594,-0.519562032729637,0.950851172890426,0.816922579061784,-0.846883594017723,-1.48524067337991,1.57033172376035,-1.1224564989287,0.938109062931511,0.821756746148219,1.25717075889807,0.382643138079886,-0.213335092033798,-1.15169351943954,1.07835265164809,-1.96454113745879,0.381660620684925,-0.830121319417365,-1.45969300032986,-1.23438091274771,-1.31951982515364
716,1,-0.0555710178211096,-1.2545555343224,-1.10600290058857,1.1633122030871,1.31787383003226,-1.3350050984007,-1.02104804922791,0.983872219184325,-1.35336918915868,1.104539002898,1.15301926646378,0.961106563321354,0.251509543034948,-0.105186521450268,-1.0670595066804,1.0064444258029,-1.14744032897546,0.18832001086689,-1.21398248265087,-0.692573551650904,-0.630304313547886,-0.192219176442859
724,1,-1.04285879807292,-1.20916320177096,-0.562948994302775,0.986026093372271,1.02579290483834,-1.43980765211783,-1.84182849992644,1.00730472417649,-0.48432577237132,0.761076160821816,0.95871013566311,1.34391278808789,-0.693810486719183,1.7407152868454,-1.45734411536291,1.45310306593586,-1.2516968160391,0.643929629642839,-1.15611325116775,-1.34776436995395,-1.23450486033032,-0.589883980690238
766,1,-1.12219964871761,-1.32988252024601,-0.427841962291565,1.09266379868161,0.944058082488686,-0.956991174960957,-1.50452107630333,0.970974209397524,-0.949408691957843,0.873511018603401,0.760756303753517,0.963864509269357,-0.329058080595163,0.54040774156583,-0.957951551411309,1.46676064342553,-2.36984959041765,-0.1160229337942,-1.29577944960691,-0.452079396453962,-0.551432660469648,-0.190766424837715
768,1,-1.14562199801032,-1.227466476286,-1.0636648360686,1.18616634340951,0.937420768045199,-0.68917895613828,-1.36280191652426,0.74743342127594,-1.04787220203158,0.910909695921088,0.99123233089505,0.838398944358387,-0.193913660196336,-3.09975523944476,-0.808500916117582,1.35236811599206,-1.65999239650349,-0.202233863021336,-1.37915283821602,-1.47790488424741,-0.0253473937219747,-1.86950263574601
772,1,-0.843190448928071,-1.3405939243085,-1.86884939621364,1.00980580366222,0.541678920011323,-0.815410985023415,-0.867331065806024,1.66206392514292,-1.79276091182724,0.87175076368998,1.02641330548196,1.23928949736121,0.401122610632003,-0.167683565006887,-1.1977887821232,0.376162867397573,-2.05590650557108,-2.10066163452402,-1.49495028751688,-1.26504514885581,-0.169853358313237,-1.05645021943469
779,1,-1.66974128332144,-0.83322128230232,0.0616649917998543,0.923248441018487,0.51811445204316,-1.15232803155239,-1.44743901645288,0.687388275212879,-0.396093923024386,0.896210328032715,0.633238493524509,0.254412750303475,0.0822319268807894,-0.802414199508522,-1.07786586023123,0.975024082423808,-1.59632374346791,0.485586339733195,-0.769800992241628,-1.12186164264848,0.251467572817076,-0.431580079103506
785,1,-1.33700858171428,-1.30298314619694,-0.974377937414207,0.917161206553848,1.43641904570355,-1.40552240366669,-1.40268099049537,-0.754581508997147,-0.605906969698255,1.17308798633027,1.15338577774081,0.913615717785824,-0.36615037126201,1.74138745334684,-1.58036652244366,0.69189400071401,-0.898614902613201,1.45242954576738,-0.71212271517954,-1.72232175333708,0.0991405482953806,-2.44255140917375
804,1,-0.814941765302609,-1.04660924392652,-2.14500732244552,0.673348335702237,1.1665276514554,-1.4580883636088,-1.52010988090803,1.70806402011427,-1.21819296227282,0.540987846902903,0.928746330357542,0.555459403436664,0.793584093936058,-0.164735616024503,-1.00907094788058,0.963829768024282,-0.722255430151389,0.971766545779223,-1.01295555195441,-1.51352484389601,-1.873954668191,-2.8086400526314
831,1,1.326788505568,1.06616657478006,-0.189150032694508,-1.17865164381443,-1.24032122831119,1.0735204337577,1.17922597218689,-1.53651651908491,1.00620477396044,-0.898481460574954,-0.147580083675658,-0.622091657159238,-0.0484696023950939,0.488219001464868,0.994338156944318,-1.38879223952324,1.31101972824643,1.49052276228493,1.11489241766208,1.31940805632626,0.377971858973561,1.02799187266325
854,1,-1.3572043538589,-1.23441231021805,-0.479786442230398,1.09530648703145,0.643452207845674,-1.76603888286244,-1.12064132966138,1.84819533246497,-1.39538503811463,1.03108685283466,1.18771498268742,0.656604521444368,0.306955804547922,1.39137906575101,-1.40481855010663,1.41245200377826,-1.32420369473379,0.638864986427561,-1.20277373488165,-1.53135495070443,-0.855332613721734,-0.961819497059923
869,1,-0.00497958160106949,-0.784711951225692,-0.625343721447058,1.16120554270349,0.646890400177317,-0.752601683931774,-1.15716413912234,1.15845027209756,-1.94218327293655,1.32364686441936,1.19916322880383,1.53432986065642,-1.11077290984394,1.20673545293588,-1.38454141172893,1.29181982255511,-1.09214576853525,-0.00516599540708501,-0.79280985345912,-0.95551656809424,0.0134042811997533,-1.84969671480195
882,1,-1.28585770928262,-1.42228192248391,-1.94212302094818,1.03935898305181,1.08261343778925,-1.11193092436405,-1.00913139082675,0.94331923518105,-1.0785565452469,1.22347372271728,1.03921501163117,0.731776992697842,0.806978786431476,-1.67720476767583,-0.722034557053454,1.04110154152239,-0.911645433597306,0.982986305629336,-1.00530820297519,-0.468552591428312,-2.16327500238223,-1.93094796625435
891,1,-1.00796294084493,-1.16290733734091,-1.91022779569299,0.973758607311399,1.0716906102588,-1.20105012648698,-1.19110868260901,1.62357787752556,-0.202280312023561,0.845971686644646,1.16321046234391,0.921357929542296,1.02164945452514,0.820524597676618,-0.757583892931829,0.199057946204754,-0.126920727062178,0.508968971580065,-0.900466872302672,-1.13013630485297,-1.09012837379123,-2.34199541544988
906,1,-1.29779072932324,-0.913244960067727,0.837236309138921,0.784560596750714,0.211159997842974,-0.998777951279762,-0.954645241568344,1.07374295254948,-0.559848649969064,0.880917152288875,0.882327645028765,0.732342252272551,-0.418504192300856,-0.148466429756771,-0.805139783432888,0.791257490997791,-0.255094887804527,0.599516251864793,-1.17691107367907,-1.36891055629189,0.555444301999596,-3.15310532797631
924,1,-1.27179033808881,-1.59948896834911,-2.32086610950079,0.764004800832002,0.903573636879223,-0.873504854561444,-0.746072088343117,1.11796766258136,-1.15161095896167,1.18226685900657,0.493651486199417,0.953566694963506,-0.265158102605357,-0.139402684588933,-1.88794644650695,1.42005861571923,-1.82288646423295,-0.491413005230167,-0.887898987662575,-1.0853017175314,-0.957133918939096,-1.51422408933184
972,1,-0.940974930270671,-1.12473145901711,0.233632926383433,0.884104129479575,0.728839554833028,-1.39503915163196,-0.749730635280297,0.464385349242485,-0.674943326264975,0.923536526032378,1.08167306441399,0.805468505564604,0.565872360549788,-1.15190664680149,-1.64555581293835,0.779337871003994,-2.25326709079055,1.78802814388285,-1.08525310972257,-0.739881710009218,-1.26977006217379,-0.480298835794963
979,1,-1.35017830135345,-0.676027574729388,-0.519171095497301,1.07900047319766,0.686282789640578,-1.0199621357966,-1.60113732240134,1.20856790290625,-0.532890408301445,0.42037591842422,0.554337024158905,0.684687217455564,0.209880888620385,0.468917188989473,-1.41232650397788,1.12562824659186,-0.6520240847594,0.838998623457397,-0.998318164183153,-1.32232004850387,-0.707150838800038,-1.43825790822622
1059,1,-0.358856640444992,-1.35876291389383,0.296237769662925,0.846178709307519,0.766870414845467,-1.27810513675749,-1.29800778157574,1.30969101407927,-0.416683120233582,0.447090758488591,0.733598395814636,1.36616640295695,-0.480693555891848,1.00713679187633,-0.794701893035325,0.729232327571372,-2.03269621887335,0.433656882097587,-0.885963824722447,-2.07648252164316,-0.885540038486943,-0.918237901113334
1072,1,-1.51885685434103,-1.31393922321713,-1.70395570823999,1.1252355791119,1.25508919380182,-1.42260974079335,-1.54807763289896,1.53066156256365,-1.48726694840602,0.966809233159821,1.11292704076477,0.898271072152358,-1.15886163384332,0.598669611033306,-0.792238622247577,0.840735073962448,-2.1044377656681,1.27012793263802,-1.29818175901473,-0.49719194801926,-0.740772840539159,-0.597614637910009
1078,1,-0.806850272014071,-1.33847947723518,-0.462863675231708,1.15680723608158,1.05414859683234,-1.24908232201354,-0.949826625567518,1.00577187987996,-1.11602485255981,1.07952109271676,1.31874667966762,1.03421473409342,0.370440058136641,0.876041349654821,-1.10385760236756,0.0952272711941079,-1.15448704308069,0.470371452039659,-1.20862603323299,-0.774811137550323,-0.780811162939147,-0.608034329781032
1102,1,-1.14957968653594,-1.15936627133226,0.595204408475942,0.897202595763649,1.02233922770573,-1.0164239837703,-1.54718894666346,0.624865256026894,-0.908261990456561,0.992715864909026,1.14720284161637,0.330534553856125,-0.289078597035858,0.188929646160699,-1.14101690452523,1.35644179383069,-1.23977029831296,0.150926269191436,-1.21052680065629,-1.16591473801858,-1.55997462085196,-1.52909503497401
1113,1,-1.02830735009763,-1.36870935613715,-0.582652769571799,0.984834810095819,1.42267741788011,-1.23147296974544,-1.20763704159112,1.2905045411977,-0.889901152486248,0.993088577944451,1.30071008845555,0.481227946523171,-0.174938063712733,0.281733259415975,-1.08115259496283,1.3729822125368,-0.283935011034601,0.661837626466237,-1.25128809741775,-0.637321943563467,-1.04544608356516,-2.07244698828365
1123,1,-1.17780560967053,-1.06837734550483,-1.49674483267006,0.997027626173784,1.21174440331141,-1.00689072726637,-1.24017552422131,1.18517686859396,-0.627702961517873,1.04970115502426,0.528256056010898,0.336365081599858,1.07000421599503,0.473785144824111,-1.42124761204103,1.01244381156405,-2.01719623990724,-0.649131483342659,-1.44689208069712,-0.502975807663777,-0.304839107530589,-2.0396577148361
1141,1,-0.927455198692602,-0.985574469255337,-1.54258718984888,1.14883665224305,1.01771172712426,-0.962214260793163,-0.79717339741775,1.54619170383566,-0.244806831304634,-0.0102384489110656,1.23351798042089,1.07469552910664,1.45201049207363,-0.799999913969174,-1.22644874547046,0.824822428161444,-0.678828677568934,-0.0801224530175999,-1.45676383123848,-0.682731950767625,-2.43068817066041,-1.94227225547619
1145,1,-1.70969010830652,-1.35697072082728,-1.15595464448868,1.22459569859882,1.29360442594205,-0.537326925629894,-1.76768065185858,0.488833571719936,-1.33959329719294,1.38723279383477,1.33023035734707,0.929490542905228,-0.0936116509226212,-1.60419987123344,-1.1720247777503,1.1328128420893,-0.833281337153613,-3.25556729704999,-1.15374683960968,-0.561781346798231,-0.817048100817398,-0.688399075829643
1162,1,-0.68831530095358,-1.41195201139357,0.265853427578702,0.85696263910112,0.443603100505283,-0.868383317369307,-1.21555577389514,1.44486469515322,-1.01287807004608,1.06432579937689,0.971020036312406,1.07671317668649,1.35337726329673,-0.195560751676418,-0.982273307041827,1.08317076649311,-0.794864429594354,0.0534431849949295,-0.962236001903512,-1.26232214445809,-1.13964689699122,-2.80725935141174
1170,1,-0.727267938112566,-1.04746241178224,-0.819087971062817,0.971897507495603,1.152405135296,-0.974309486336806,-1.62138981465588,0.21791661606729,-0.831705341417761,1.12560398375985,1.22605706889793,1.40171754137206,0.804273309550814,0.92312057408469,-1.0502564203966,0.984061236326894,-1.42628562181886,-0.0881618291287513,-1.19865829152512,-0.756551513838883,0.118443839008418,-2.27304700537108
1184,1,-0.934825156663795,-0.738005997412982,-0.928435909760999,1.07714036354545,0.773856892666842,-1.04673709758757,-0.794732931604529,-0.397722224382674,-0.802382785736105,1.14199883410209,1.09970503411784,1.14746049364941,0.536105578315313,1.28250647207071,-1.18343106228839,0.381504095069695,-0.374604083932566,-0.927728121339352,-1.18822000333295,-1.39078752870554,0.0560686006780018,-1.4076003105008
1215,1,-1.31705956659875,-1.03574655495434,-1.1943584190667,0.817888862156046,0.516355794099261,-1.53906113286223,-0.880854761563415,1.19119074552042,-1.31112566634944,0.964132031807793,0.889709990911948,1.03576910751127,-0.974818611248652,1.23420632020659,-1.46531676820824,1.06252665989016,-0.537146657401137,0.737346197645934,-1.07122677609862,-1.63714350912756,-0.690232156434826,-1.96139226944653
1219,1,-1.85086926968217,-1.29961856682273,-1.29621558285486,1.01898840596746,1.06405509267009,-1.68082788063415,-0.819376781896405,1.18240084641643,-1.52874065809795,1.04029594059684,1.17696394243633,1.05811078425266,0.656046643612103,-0.903640899234951,-0.497183529158395,1.30567771718331,-1.0999159335594,2.115740621611,-1.51586861294235,-1.35460288356588,-0.402109006243605,-1.27385543348213
1252,1,-1.49010827261726,-0.844048107281618,-1.04089787733484,0.762864190632874,0.926330817967736,-1.26289138093229,-1.00654184951136,0.751044826315626,-1.36874663733485,1.11246403997454,0.835947857394187,0.98589805987021,0.525800058020428,0.592630615121943,-1.04039146883923,0.452417675048217,-1.46556864336483,-0.452025629266946,-0.780428732521916,-0.78404130184261,-1.0176974405043,-0.412684786159254
1298,1,-0.959998814702339,-1.02758007772178,-0.842224990105219,1.11080184811788,1.3741359659532,-0.957195739449993,-1.71440251338131,0.954029666604098,-1.2999745750592,1.17428609590337,1.19656054942367,1.01760069555706,0.0357067449685117,0.598739190768807,-1.40901901648999,1.32452028247956,-1.52435462421915,-0.546513022519876,-1.00443653360148,-0.992939623035196,0.117483489234506,-1.42394844774671
1313,1,-0.598922917919207,-1.02554716344726,-1.15970474608774,1.17486071389913,1.10759533156294,-1.14878805663019,-1.64126875744194,1.3322648874948,-1.70855831853899,0.827037683516412,1.30941392893967,0.775234532150878,1.04858329720881,0.02396134458983,-1.53726989740435,1.46623002808387,-1.9875309274847,-3.09217704727781,-1.38354036197122,-1.01698084651925,-0.0445514613045778,-1.40021720910528
1372,1,-0.895988264927903,-1.09020442508391,-0.411943511452018,0.899468323014124,1.18079576251169,-0.954967849430193,-1.10005100753039,1.29396608628054,-1.04544024659729,0.970294461898359,1.00751480298655,0.89999505960766,0.102804401842155,0.0669307697369769,-0.927394813267326,1.23029376390923,-0.766209806599898,0.732293343332489,-1.15713554918413,-1.39305192034952,-0.540179456191391,-1.93568583455455
1388,1,-1.33429120115771,-0.860016978841813,-1.52582941789226,0.720286516003119,1.09975435710287,-1.49667875865272,-0.847400824521528,0.685021933085091,-1.27585178557618,1.04854773482968,1.14911486226785,1.22604206239552,0.169451690614621,-0.215553766618625,-0.925719536843247,0.698770430426246,-0.187214231996274,1.46769682858018,-0.999504769978794,-1.35473324992612,-0.730152712365249,-0.745811806568839
1395,1,-0.177551566362597,-1.35144796416805,-0.220741195657878,0.959417427489635,1.23572072921747,-1.46629006134678,-0.970012412559831,1.07002912749736,-0.838204853185125,0.747136512368273,0.884019630538805,1.31887699669405,-0.115444372181624,0.345249055326338,-0.791326992999238,1.11986781591917,-1.46770858938192,0.781618763540974,-0.323740162420723,-1.32408952820171,-1.60930120422586,-1.5396512099541
1396,1,-0.882156686868189,-0.901408127504982,-1.78853789112333,1.08256535330988,1.33179409958391,-1.061852061347,-1.84919465444528,0.809264005776629,-0.952821783953191,1.03942675932393,0.776559294367015,1.39137922222144,2.21210307688282,-0.380190579826968,-0.513434429358283,1.34914072179484,-0.538534658133219,-0.585669859958362,-0.932164041072027,-1.16224018630889,-2.14060560763441,-2.58242945623091
1405,1,-1.65817284748521,-1.4987639750308,-1.21167885778923,1.20302620815395,0.848942314874692,-0.769525049348895,-1.319400116137,1.54122621826347,-1.56878460286865,0.725876128555819,1.08150758874461,1.09531249509193,0.895934657098151,-1.23247735486066,-0.494180008512571,0.882213851037954,-0.524084381015885,0.0617144095087975,-0.820798315742252,-1.39433651628278,-0.913671585234761,-2.00703825176845
1414,1,-1.34098389574198,-0.55160654789086,-1.83149990628199,0.993890205503498,1.16090175888967,-1.09854442160783,-1.37422667741104,0.101181993121584,-0.201618680383028,0.390579320528592,0.893415670254346,0.918626564898669,0.305764845650467,1.13491800688519,-1.67128855253789,1.32407088185792,-1.55127988780052,-1.68735648997598,-1.15017887799693,-0.805524632819652,-0.881777041930422,-0.662701845612452
