"","Edges","loopCount","loopLengthAvg","loopLengthStd"
"1","SNAIL,SNAIL",1,0.0909090909090909,0.301511344577764
"2","ZEB,ZEB",1,0.363636363636364,1.20604537831105
"3","Ecadherin,NRF2",2,0.636363636363636,1.56669890360128
"4","NRF2,SNAIL",4,1.27272727272727,1.9021518914592
"5","SNAIL,ZEB",3,1.09090909090909,1.92117388356939
"6","ZEB,Ecadherin",3,1.09090909090909,2.02259958738973
"7","miR200,ZEB",3,0.454545454545455,0.820199532264724
"8","SNAIL,miR200",3,0.727272727272727,1.34839972492648
"9","Ecadherin,ZEB",1,0.454545454545455,1.50755672288882
"10","KEAP1,NRF2",2,0.636363636363636,1.43336856898198
"11","miR200,KEAP1",2,0.636363636363636,1.43336856898198
"12","ZEB,miR200",2,0.363636363636364,0.924416277737175
"13","miR34,SNAIL",3,0.727272727272727,1.34839972492648
"14","ZEB,miR34",2,0.545454545454545,1.29333958136573
"15","SNAIL,miR34",1,0.181818181818182,0.603022689155527
