,Cycles,Nature,Edge_count
0,SNAIL,N,1
1,"OVOL,SNAIL,miR200,ZEB1",P,4
2,"OVOL,SNAIL,ZEB1",P,3
3,"OVOL,TGFB,SNAIL,miR200,ZEB1",P,5
4,"OVOL,TGFB,SNAIL,ZEB1",P,4
5,"OVOL,ZEB1",P,2
6,"ZEB1,miR200,TGFB,SNAIL",P,4
7,"ZEB1,miR200",P,2
8,"ZEB1,miR34,SNAIL,miR200",P,4
9,"ZEB1,miR34,SNAIL",P,3
10,"TGFB,SNAIL,miR200",P,3
11,"miR34,SNAIL",P,2
