"","Edges","loopCount","loopLengthAvg","loopLengthStd"
"1","ZEB1,ZEB1",1,0.00032133676092545,0.0179258684845519
"2","ZEB2,ZEB2",1,0.00032133676092545,0.0179258684845519
"3","SNAI1,SNAI1",1,0.00032133676092545,0.0179258684845519
"4","SNAI2,SNAI2",1,0.0025706940874036,0.143406947876415
"5","miR-200a,TGF-beta",871,2.56008997429306,4.19803734793687
"6","miR-200b,ZEB1",368,1.01735218508997,2.87089961574174
"7","miR-34a,TWIST2",982,3.0366323907455,4.57727057852573
"8","SNAI2,miR-200b",510,1.51831619537275,3.49757485788194
"9","TGF-beta,SNAI2",524,1.426735218509,3.24174869918674
"10","TWIST2,ZEB2",365,1.06651670951157,2.9687773638391
"11","ZEB1,miR-34a",1025,3.02667095115681,4.43136835455475
"12","ZEB2,miR-200a",918,2.7336118251928,4.31439489148596
"13","miR-101,SNAI1",325,0.899100257069409,2.69016790719894
"14","SNAI1,miR-34a",814,2.4672236503856,4.22847402103373
"15","SNAI2,miR-101",926,2.65456298200514,4.20396313935254
"16","SNAI1,ZEB1",199,0.57487146529563,2.24722085934467
"17","SNAI1,TWIST1",499,1.40102827763496,3.27058506732078
"18","TWIST1,ZEB1",279,0.836118251928021,2.7113592680045
"19","FOXC2,ZEB1",614,1.75739074550129,3.64266258146018
"20","TWIST1,FOXC2",279,0.827442159383033,2.68682132271255
"21","SNAI1,FOXC2",199,0.525706940874036,2.08050319716962
"22","miR-101,ZEB1",391,1.05784061696658,2.87350305886352
"23","SNAI2,TWIST2",926,2.72493573264781,4.26133389516745
"24","SNAI1,miR-101",311,0.871786632390745,2.67816407237518
"25","TGF-beta,SNAI1",671,1.89588688946015,3.73642479536597
"26","miR-34a,SNAI2",568,1.65584832904884,3.556966876312
"27","TWIST1,SNAI2",589,1.73843187660668,3.66813112747578
"28","SNAI1,SNAI2",414,1.21304627249357,3.17079196288844
"29","GSC,ZEB1",136,0.420951156812339,2.00181161800056
"30","TGF-beta,GSC",1707,4.99967866323907,4.70461449196989
"31","miR-34a,SNAI1",184,0.512532133676093,2.08848854271519
"32","GSC,FOXC2",136,0.404241645244216,1.91992245188228
"33","GSC,TWIST1",736,2.15263496143959,3.94263341063367
"34","TWIST1,SNAI1",479,1.43284061696658,3.40938461719991
"35","GSC,SNAI1",671,1.95629820051414,3.81827882059528
"36","miR-200a,ZEB1",281,0.828084832904884,2.67499255042742
"37","miR-200c,TGF-beta",871,2.52056555269923,4.14959280860408
"38","ZEB1,miR-200c",428,1.19055269922879,3.06324643220065
"39","miR-200b,TGF-beta",853,2.40102827763496,4.02657184776707
"40","ZEB1,miR-200b",383,1.04177377892031,2.87232717335398
"41","miR-141,TGF-beta",307,0.840616966580977,2.60744341741096
"42","ZEB1,miR-141",605,1.7107969151671,3.58080336739043
"43","ZEB2,miR-200c",918,2.66548843187661,4.22520842049093
"44","miR-200c,ZEB1",281,0.790809768637532,2.56279648013263
"45","ZEB1,miR-200a",428,1.20726221079692,3.09193306915886
"46","ZEB2,miR-200b",725,2.02152956298201,3.79190112602632
"47","TWIST2,ZEB1",214,0.603470437017995,2.25793237381433
"48","miR-101,ZEB2",521,1.5694087403599,3.57340293306606
"49","SNAI1,ZEB2",251,0.691838046272494,2.38711535792463
"50","TWIST1,ZEB2",314,0.897814910025707,2.72549454616572
"51","miR-200a,ZEB2",194,0.552699228791774,2.18637825269625
"52","miR-200c,ZEB2",194,0.544665809768638,2.16706532339488
"53","miR-200b,ZEB2",397,1.16323907455013,3.11934861152886
"54","miR-141,ZEB2",297,0.868894601542416,2.7356774096305
"55","TWIST2,TWIST1",705,2.17898457583548,4.0933853703485
"56","GSC,ZEB2",28,0.0655526992287918,0.715944875703255
"57","miR-34a,ZEB1",105,0.288881748071979,1.57847292108897
"58","TWIST2,SNAI2",267,0.863753213367609,2.85614775429502
"59","TWIST2,SNAI1",357,1.04884318766067,2.97296161272146
"60","miR-141,ZEB1",1,0.0012853470437018,0.0717034739382075
