"","Edges","loopCount","loopLengthAvg","loopLengthStd"
"1","ZEB,ZEB",1,1,1.4142135623731
"2","miR200,ZEB",1,0.5,0.707106781186548
"3","ZEB,miR200",1,0.5,0.707106781186548
