Boolean,JSD,heatmap,data
 ,OVOL-ZEB_2-1,TGFB-SNAIL_1-2,ZEB-ZEB_1-2,ZEB-miR34_2-0,ZEB-OVOL_2-0,ZEB-miR200_2-0,SNAIL-miR34_2-0,SNAIL-ZEB_1-2,OVOL-STAT3_1-0,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,OVOL-ZEB_2-0,ZEB-miR200_2-1,STAT3-miR200_1-2,miR200-ZEB_2-1,OVOL-OVOL_2-0,ZEB-OVOL_2-1,ZEB-ZEB_1-0,SNAIL-miR34_2-1,Wg-OVOL_2-1,OVOL-STAT3_1-2,STAT3-miR200_1-0,OVOL-OVOL_2-1,miR200-ZEB_2-0,SNAIL-miR200_2-0,SNAIL-SNAIL_2-1,SNAIL-miR200_2-1,SNAIL-ZEB_1-0,miR34-SNAIL_2-1,ZEB-miR34_2-1,SMAD-OVOL_1-2
SNAIL-SNAIL_2-0,0.08708917016894241,0.045384239624001045,0.05611112372647187,0.06360109958592411,0.06477629625489481,0.14564111501913501,0.16171865755243592,0.07381112152208047,0.31003153210263584,0.037657440752324974,0.0,0.045620323334673155,0.057946261547975546,0.3756764178108372,0.26394301387193775,0.058777374942919736,0.0456914740788983,0.2445380503866057,0.05289040574435647,0.16345715895188956,0.04636838011282683,1.0,0.10553265440714693,0.04535542186793212,0.046743352103761876,0.07969256002513202,0.0004735421620264105,0.22023477307296327,0.04453169980603004,0.7943329246713442,0.12908152608978063,0.045744128010623664
WT,0.04286785825734375,0.0001393239004380182,0.004075790236126202,0.042052941079690376,0.017365997236324864,0.09170109953762834,0.09176143763150872,0.03846717542255236,0.28324524515266736,0.1297568425273479,0.04562032333467315,0.0,0.005687266165879354,0.3139096233105255,0.2078142762245782,0.015971133155658533,0.0002740799741275143,0.21900808321845044,0.0025549358679686756,0.09236868462635626,0.00017808383948096602,1.0,0.06345514846562644,0.00135635543442283,0.0005538290069647483,0.04101089416868793,0.04689796793018242,0.1802590101763001,0.0018748043804719863,1.0,0.12619173478126935,0.000347292692199133
OVOL-ZEB_2-0,0.03799462822806699,0.0056568083816553785,0.0006074296142407074,0.07622233570315906,0.009075522615809404,0.08295186615832228,0.05821284804291989,0.05477473074601835,0.2900056338407451,0.13339134164947056,0.057946261547975546,0.005687266165879354,0.0,0.29464647156469903,0.17949156344350464,0.02275959474589566,0.004858583265806829,0.1972079839117686,0.0011555893811506087,0.0594775733999745,0.0043825163066132655,1.0,0.06315842915336858,0.005231621567039236,0.0055985605444683045,0.05011431285852612,0.060327979661920036,0.19816175454721222,0.012339599411154398,1.0,0.17905244408000154,0.005388154398250048
ZEB-miR200_2-1,0.3582347007531081,0.3124694870957571,0.2892349257721195,0.40813686374606106,0.33900460007774363,0.11089547384267381,0.24753586841110725,0.36392821891622334,0.5150835404355792,0.40827154086950346,0.3756764178108372,0.3139096233105255,0.29464647156469903,0.0,0.1734429288980584,0.3289484548396595,0.31331081859361387,0.5827961083358746,0.29426210544577236,0.2385501395459602,0.31022846464306797,1.0,0.25447319295379867,0.3267189519166847,0.30605189873904776,0.29326682472398524,0.38144267012170396,0.20209016721055295,0.3153814611850156,1.0,0.5117738810181938,0.3111011511923719
STAT3-miR200_1-2,0.2126100070553698,0.2078402243089193,0.1847101492994203,0.3194841909787386,0.18269873740425818,0.09536706368920825,0.13275324213762454,0.26838914694777594,0.4378100330568349,0.3054596857351374,0.26394301387193775,0.2078142762245782,0.17949156344350464,0.17344292889805835,0.0,0.22409765989984487,0.20524479802763318,0.31038570655704034,0.18977185360630233,0.13496857210891167,0.20402084975075763,1.0,0.08441192174233572,0.2044386866760764,0.20685541572486443,0.2070961659780525,0.2674637243624389,0.34681260197522734,0.22303406066796738,1.0,0.43751823744417895,0.20681486563940749
miR200-ZEB_2-1,0.0159698621705737,0.015817848108695555,0.020932616014440422,0.05292746159878529,0.03417427187527934,0.1078979314121518,0.11173083874830339,0.008768517654525174,0.2927477813509976,0.14263085072560178,0.058777374942919736,0.015971133155658537,0.02275959474589566,0.3289484548396595,0.22409765989984487,0.0,0.01599968934390051,0.23205061241358227,0.01904321406777158,0.11243030406680599,0.016075486783066893,1.0,0.078109891322082,0.017144952828867223,0.016224746819956636,0.05492243647455168,0.060423528382851324,0.1922120685016862,0.01682250336759534,1.0,0.13302944255168314,0.01593374029971593
OVOL-OVOL_2-0,0.041880533307556866,0.00018415130498724555,0.0034798202235329593,0.044146677773078735,0.01619771223783153,0.09127300049712642,0.0891757764016165,0.03947479699301677,0.2836987846621082,0.1295423333362943,0.0456914740788983,0.0002740799741275143,0.004858583265806829,0.31331081859361387,0.20524479802763318,0.01599968934390051,0.0,0.2150864203254837,0.0019726487607068946,0.09013704404700647,7.955853785905696e-05,1.0,0.06282037959087322,0.0012092169576126055,0.000490384381563768,0.04103614918124622,0.04744810370929457,0.18210470790693417,0.0021191765534253754,1.0,0.12977759857111848,0.00023046351125869898
ZEB-OVOL_2-1,0.16742332491425121,0.22132554046185543,0.21600405625819075,0.2982048533496591,0.1272032399896213,0.3100386577765527,0.23637509210858537,0.2693324228998828,0.4396025208785983,0.303827654936489,0.2445380503866057,0.21900808321845044,0.19720798391176864,0.5827961083358746,0.31038570655704034,0.23205061241358227,0.2150864203254837,0.0,0.21696933353442635,0.2561993927388241,0.2176629942348599,1.0,0.22759201825878228,0.19082081923054178,0.22999787295636798,0.2526455897032923,0.2426849553280785,0.5155723689366155,0.24659279818631313,1.0,0.38760633605164846,0.22160041260119726
ZEB-ZEB_1-0,0.04133491888632982,0.0022851538108033843,0.00024590441018403205,0.06255877795027782,0.014281901992597951,0.0833847393924614,0.06933469383517449,0.04761517890609883,0.2866545280011294,0.1314448304792388,0.05289040574435647,0.0025549358679686743,0.0011555893811506087,0.29426210544577236,0.18977185360630228,0.019043214067771576,0.001972648760706893,0.21696933353442635,0.0,0.0696969020216286,0.0015678953523367012,1.0,0.06328450561144724,0.00375620437408207,0.001896801078794962,0.04559435043708126,0.0553966001145416,0.18463527400621493,0.006409585093795533,1.0,0.15902932813221604,0.0020217469193091675
SNAIL-miR34_2-1,0.10809842491453595,0.09204556523126296,0.06319690922418711,0.22636888390785379,0.07337168675879929,0.11884375993261301,0.0006535804613413182,0.16477916658209338,0.3676069829696807,0.2124991083905169,0.16345715895188956,0.09236868462635625,0.059477573399974504,0.2385501395459602,0.13496857210891167,0.112430304066806,0.09013704404700648,0.2561993927388241,0.0696969020216286,0.0,0.08788205705705376,1.0,0.138314129948099,0.09204901514915975,0.08967054940876013,0.14507680229826164,0.16832140589254638,0.28560017476624866,0.10819212814698068,1.0,0.3669837171975988,0.09085897002419913
Wg-OVOL_2-1,0.04208561645434123,0.00010806477443521382,0.002911538363325696,0.045516734605632755,0.016323832026687902,0.08994109753077766,0.087217140069523,0.03987379552501533,0.2836713679693964,0.12964517185525892,0.04636838011282684,0.00017808383948096575,0.004382516306613266,0.31022846464306797,0.20402084975075763,0.016075486783066893,7.955853785905718e-05,0.2176629942348599,0.001567895352336701,0.08788205705705376,0.0,1.0,0.06290733238716792,0.0013878915135375185,0.00031279114423238535,0.0413238694713387,0.04811275255015403,0.18096954141040122,0.0022269838348047757,1.0,0.1321121022591581,0.00014946539005438397
OVOL-STAT3_1-2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34317008704750396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STAT3-miR200_1-0,0.09217156866474435,0.06348085312144747,0.06400700647619233,0.11441489683479036,0.0663223689103836,0.058267932113781284,0.135858417223775,0.10334887430152123,0.32423027925515757,0.1800710664309434,0.10553265440714693,0.06345514846562643,0.06315842915336858,0.25447319295379867,0.08441192174233572,0.07810989132208199,0.06282037959087322,0.22759201825878228,0.06328450561144724,0.13831412994809902,0.06290733238716793,1.0,0.0,0.06130681741148843,0.06449396215921359,0.059151123216938925,0.1072141549724066,0.20505413195382632,0.06860793547766782,1.0,0.20046458543474233,0.06349223084060318
OVOL-OVOL_2-1,0.03745327788560618,0.0015329093510692846,0.005160381593868722,0.04607134280366958,0.010404799135528327,0.09540684220630899,0.08996831520358883,0.04093840624558019,0.2845283738246986,0.12961338956425944,0.04535542186793212,0.001356355434422831,0.0052316215670392355,0.3267189519166847,0.2044386866760764,0.017144952828867223,0.0012092169576126053,0.19082081923054178,0.0037562043740820704,0.09204901514915972,0.0013878915135375185,1.0,0.06130681741148844,0.0,0.0028025446368813538,0.04188403749625682,0.04666835428093462,0.19468905502719888,0.005048982427080048,1.0,0.13166808016830606,0.001844633035235503
miR200-ZEB_2-0,0.04520677674161129,0.0002459874960994675,0.003403340545896199,0.04369777311071267,0.02021478752758062,0.08958673175252135,0.08962255758680496,0.039372276546496804,0.2836084315274761,0.130364543113545,0.046743352103761876,0.0005538290069647483,0.005598560544468304,0.30605189873904776,0.2068554157248644,0.016224746819956632,0.000490384381563768,0.22999787295636803,0.0018968010787949606,0.08967054940876013,0.00031279114423238535,1.0,0.06449396215921357,0.0028025446368813572,0.0,0.04140429321884409,0.04881408244215783,0.17526705723702307,0.0014929252376857855,1.0,0.12914905609191646,0.00012188100267445127
SNAIL-miR200_2-0,0.08360125877660725,0.04070656598288382,0.04797583076759517,0.06950641522790607,0.06073351596353179,0.09707311811320679,0.1443532745378444,0.07298833906129076,0.30775050643241997,0.16313714413649547,0.07969256002513203,0.041010894168687924,0.05011431285852613,0.2932668247239853,0.20709616597805253,0.05492243647455169,0.04103614918124622,0.2526455897032923,0.045594350437081266,0.14507680229826164,0.041323869471338696,1.0,0.05915112321693894,0.04188403749625682,0.04140429321884409,0.0,0.08139747335639988,0.10044039468191564,0.040590986583289745,1.0,0.14256734540332727,0.04095315678128665
SNAIL-SNAIL_2-1,0.08831087925172207,0.04714710045939925,0.05869186056565037,0.06309188418356382,0.06603847841218194,0.14868416554769215,0.1663315595626128,0.07446044663074874,0.310822350182517,0.03744335379572481,0.000473542162026411,0.04689796793018242,0.060327979661920036,0.38144267012170396,0.2674637243624389,0.060423528382851324,0.04744810370929457,0.2426849553280785,0.05539660011454161,0.16832140589254638,0.04811275255015403,1.0,0.1072141549724066,0.04666835428093462,0.04881408244215783,0.08139747335639988,0.0,0.22308769864703556,0.04633764891535058,0.7913335710555124,0.12667373912301172,0.04772111834627761
SNAIL-miR200_2-1,0.25358924933071453,0.17901643488323138,0.18730758408110723,0.18854042151013833,0.24145837397502992,0.17299361328915225,0.2937970627340359,0.1999557693195292,0.40584673057173953,0.29196941159891177,0.22023477307296324,0.18025901017630014,0.19816175454721222,0.20209016721055295,0.34681260197522734,0.1922120685016862,0.18210470790693417,0.5155723689366155,0.18463527400621493,0.28560017476624866,0.18096954141040122,1.0,0.20505413195382635,0.19468905502719888,0.17526705723702307,0.10044039468191562,0.22308769864703556,0.0,0.1681506234087139,1.0,0.2424912904263331,0.179000729178532
SNAIL-ZEB_1-0,0.05213398903798114,0.0015319368337202719,0.008898260787102265,0.030719192352867592,0.029005339444852906,0.09688685888036795,0.10861645898549611,0.035256127197648875,0.2833125643361897,0.13212061619966597,0.04453169980603004,0.0018748043804719876,0.012339599411154404,0.3153814611850156,0.22303406066796738,0.01682250336759534,0.0021191765534253754,0.24659279818631313,0.0064095850937955345,0.10819212814698068,0.0022269838348047757,1.0,0.06860793547766783,0.005048982427080047,0.001492925237685785,0.040590986583289745,0.04633764891535058,0.1681506234087139,0.0,1.0,0.10659379528457932,0.0016893703063987978
miR34-SNAIL_2-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5655655421109043,0.7943329246713442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7913335710555123,1.0,1.0,0.0,1.0,1.0
ZEB-miR34_2-1,0.19962030749224702,0.1261711823074581,0.1698617816062329,0.02406556100048651,0.19191687491351742,0.26960239425796806,0.36690651381196593,0.10974145315714384,0.3579094228751651,0.24121701260144407,0.12908152608978063,0.12619173478126935,0.17905244408000154,0.5117738810181939,0.437518237444179,0.13302944255168314,0.12977759857111848,0.38760633605164846,0.15902932813221607,0.3669837171975988,0.1321121022591581,1.0,0.20046458543474235,0.13166808016830606,0.12914905609191643,0.14256734540332727,0.12667373912301172,0.2424912904263331,0.10659379528457934,1.0,0.0,0.12788485997354304
SMAD-OVOL_1-2,0.04332314433600084,8.20049262175832e-05,0.0035988840707134578,0.04291731420410734,0.01800570577683968,0.09092862442896935,0.0903422415400116,0.03902628710645448,0.2834408294801679,0.12984227248865404,0.045744128010623664,0.00034729269219913343,0.005388154398250047,0.3111011511923719,0.20681486563940749,0.01593374029971593,0.0002304635112586992,0.22160041260119726,0.0020217469193091675,0.09085897002419911,0.0001494653900543843,1.0,0.06349223084060318,0.001844633035235503,0.00012188100267445149,0.04095315678128666,0.04772111834627761,0.179000729178532,0.0016893703063987978,1.0,0.12788485997354304,0.0

RACIPE,JSD,heatmap,data
 ,OVOL-ZEB_2-1,TGFB-SNAIL_1-2,ZEB-ZEB_1-2,ZEB-miR34_2-0,ZEB-OVOL_2-0,ZEB-miR200_2-0,SNAIL-miR34_2-0,SNAIL-ZEB_1-2,OVOL-STAT3_1-0,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,OVOL-ZEB_2-0,ZEB-miR200_2-1,STAT3-miR200_1-2,miR200-ZEB_2-1,OVOL-OVOL_2-0,ZEB-OVOL_2-1,ZEB-ZEB_1-0,SNAIL-miR34_2-1,Wg-OVOL_2-1,OVOL-STAT3_1-2,STAT3-miR200_1-0,OVOL-OVOL_2-1,miR200-ZEB_2-0,SNAIL-miR200_2-0,SNAIL-SNAIL_2-1,SNAIL-miR200_2-1,SNAIL-ZEB_1-0,miR34-SNAIL_2-1,ZEB-miR34_2-1,SMAD-OVOL_1-2
OVOL-ZEB_2-1,0.0,0.015354339094455672,0.012109954122370373,0.06594739566657934,0.012712810246183868,0.014840613594057826,0.5097791675881997,0.019292646233623947,0.011016536617375401,0.027856581369960755,0.035507253812464876,0.014486208875979307,0.012263980587505437,0.0901078625325408,0.010540636284652204,0.024564365562538323,0.03983517577620232,0.04997842831251261,0.012564531611698992,0.03795478819686242,0.015752028695969374,0.01469128993652774,0.023792872454125986,0.04887359373621486,0.009652122201572433,0.46183329794124384,0.05483921616252435,0.03235916036051154,0.015279028112109988,0.057075407505185485,0.25528044305252007,0.016259347730433693
TGFB-SNAIL_1-2,0.015354339094455662,0.0,0.028917787888136752,0.06872038146829754,0.021047255355599235,0.02080725071700507,0.5606599141320221,0.01703657501379462,0.00436909635698652,0.01715911398993293,0.02286410860841735,0.0027855986517863105,0.0025392379254088474,0.12924678350933727,0.011374114275143555,0.05679943953539798,0.011559493876014577,0.08827312653477734,0.0037661318677891555,0.025852806317728842,0.001410300095726087,0.02070235390246475,0.005823569719755295,0.018135116716212568,0.005217192712030944,0.5107769886391718,0.04316254576254003,0.0389703172000817,0.003958372646847459,0.05571724229318466,0.28110944675673727,0.002270552962684765
ZEB-ZEB_1-2,0.01210995412237037,0.02891778788813674,0.0,0.04935614189362063,0.030181510057337282,0.02761751964510278,0.48496268979317675,0.019530047510238804,0.02765307683996908,0.03970019009098939,0.04439201363934227,0.029476160158713564,0.027003759848935632,0.0998962732413714,0.028114949154141672,0.016314556555727888,0.04805597435763427,0.06616632915286212,0.020088540920361407,0.04546896372535032,0.029091441749074538,0.03222271245620696,0.03617154184411605,0.05400920912410918,0.018533720040150622,0.4371774378180242,0.06061182569299313,0.04671557599308278,0.023407786471890762,0.06103626616910868,0.2077826322272588,0.030880740195875722
ZEB-miR34_2-0,0.06594739566657931,0.06872038146829755,0.049356141893620614,0.0,0.07745098928282808,0.08728948793690511,0.3760995457697837,0.047445145150120445,0.07555961999449591,0.06566177852182054,0.09054202630089023,0.0707626843875244,0.07310771546752319,0.167082965915201,0.08459367179936318,0.06507559662151811,0.07883235904513543,0.12049619023590351,0.06546490131852814,0.04357973362230934,0.06946779346874099,0.0901524890393131,0.07908535775950418,0.07903716736291885,0.06841439427372203,0.3333382155774021,0.10726563473013888,0.07208107384876933,0.054498152654543566,0.07160823966893318,0.09416820710203269,0.07291969546695942
ZEB-OVOL_2-0,0.012712810246183866,0.02104725535559923,0.030181510057337265,0.07745098928282809,0.0,0.03559742822016483,0.5363840765106863,0.034961678258199735,0.01939227109854646,0.038176586567583395,0.03980501825374645,0.023577872357352633,0.014636714047050676,0.12829322483893738,0.022474908565794344,0.04903444910772643,0.05794949276732109,0.02888555501259011,0.022403914248637302,0.046195627541499265,0.021619182933570666,0.02925243875296689,0.026153794516809284,0.06816296161068186,0.022921249462496927,0.47647060126863516,0.058164357465676456,0.051944254779920276,0.02543242606581288,0.06713462635907524,0.27489857925530775,0.024685808299831385
ZEB-miR200_2-0,0.01484061359405782,0.020807250717005094,0.027617519645102787,0.08728948793690511,0.03559742822016483,0.0,0.5180875202021371,0.026101435441980913,0.0131816896482317,0.028967418967749306,0.04289343321797075,0.018270878686184575,0.0210036876554038,0.05648875977685512,0.008045907244170808,0.031330480636261863,0.031725947507398634,0.08596103972643057,0.02135266503247075,0.04744045252328942,0.02168142720766589,0.007779670697176836,0.033072784820565915,0.038098486156293264,0.01195774381400299,0.4822657976523818,0.0624344591565172,0.021092594952221027,0.02124754557612625,0.060364703436787556,0.2862906803759764,0.018728092753707737
SNAIL-miR34_2-0,0.5097791675881995,0.5606599141320219,0.48496268979317675,0.37609954576978377,0.5363840765106861,0.518087520202137,0.0,0.49044517105161833,0.555118170559822,0.5076323233441715,0.5903638588758973,0.5564212712638326,0.5596973910708962,0.4476256359376165,0.5412658914124195,0.44466931848894,0.5786329174815268,0.49534087965213797,0.5575269664163354,0.46988669564741514,0.5608550516717252,0.5203340263340478,0.5970277514087781,0.5799312196601445,0.5392717370509879,0.016400292580611472,0.6001549935253525,0.43848596066259227,0.5271502072256413,0.4556258827918108,0.22767631326772975,0.5577456020081344
SNAIL-ZEB_1-2,0.019292646233623947,0.01703657501379463,0.0195300475102388,0.047445145150120466,0.03496167825819972,0.026101435441980916,0.4904451710516182,0.0,0.01909908761357612,0.013549858925196605,0.05270345859015735,0.016603777054956498,0.02177367959669993,0.10977004961271698,0.021791968388405285,0.03230955959016801,0.026751316345440243,0.09076133167177466,0.015768481124100314,0.021932008066491225,0.018532735286968034,0.02684782100394529,0.023492269424668685,0.0322251140003791,0.012940566232260694,0.44751664650451706,0.0774828956171122,0.03659499213202405,0.008699835069537074,0.028057775635322378,0.20834971250048656,0.019198806845039145
OVOL-STAT3_1-0,0.011016536617375396,0.00436909635698652,0.027653076839969107,0.07555961999449592,0.01939227109854646,0.013181689648231694,0.5551181705598216,0.01909908761357612,0.0,0.02234907272451342,0.023339245652874367,0.005431370238552568,0.005114395656639747,0.10471782364429166,0.004317262110440163,0.04564840530763867,0.018587703577552586,0.07858703804359929,0.006815721277994537,0.03257844253220918,0.004899238881427283,0.009277364276283817,0.008300863003386586,0.027210394307797224,0.005210960459173391,0.5062119567952756,0.04264058243578184,0.03159459047773078,0.008586637450841778,0.060325443657654874,0.2878989601126181,0.005435563214054808
miR34-SNAIL_2-0,0.02785658136996076,0.01715911398993294,0.03970019009098939,0.06566177852182052,0.038176586567583395,0.028967418967749327,0.5076323233441713,0.013549858925196603,0.02234907272451342,0.0,0.07055405736872984,0.017990718966529744,0.019683117781150856,0.12121805899642067,0.026212224022094603,0.05806836213261207,0.026299654321120237,0.10016895085990712,0.021305600915240048,0.017140104214863613,0.018181001825921063,0.032138908618915475,0.02696033270539049,0.03042505817878818,0.01919263397043859,0.46902704238086,0.10013446674901515,0.03413611951085664,0.010902608458269483,0.01617146760964639,0.24847070430229246,0.018283023483801123
SNAIL-SNAIL_2-0,0.03550725381246486,0.02286410860841734,0.044392013639342254,0.09054202630089028,0.03980501825374644,0.04289343321797076,0.5903638588758973,0.052703458590157334,0.023339245652874346,0.07055405736872986,0.0,0.0250536571887603,0.023348541016325268,0.15389750257930065,0.03027680529858902,0.07686399120410138,0.03342027674011449,0.10415742117767059,0.02253603756206754,0.0714058487097507,0.021463123948158615,0.042695912367165634,0.023547679594816164,0.041412301945354106,0.026078714363935402,0.5330369671524956,0.005870191220565183,0.07351270431672785,0.031800642377098176,0.13102246894934735,0.31166056737783543,0.022034068540750254
WT,0.014486208875979303,0.002785598651786311,0.02947616015871355,0.07076268438752441,0.023577872357352647,0.01827087868618458,0.5564212712638323,0.016603777054956494,0.00543137023855257,0.01799071896652976,0.025053657188760323,0.0,0.004637343567760353,0.12375915021059367,0.01059388414608213,0.05529657318238665,0.012102066083916257,0.09118709774864554,0.004609882333593557,0.027374961570259766,0.0023984500628902645,0.019481910797471462,0.008951967337273761,0.01961150621277142,0.005630318144490301,0.5086661577132521,0.04595366539951433,0.03785843419336701,0.004402745194023753,0.055522012091761816,0.2833432630606207,0.0021937532488702184
