Boolean,JSD,heatmap,data
 ,OVOL-ZEB_2-1,TGFB-SNAIL_1-2,ZEB-ZEB_1-2,ZEB-miR34_2-0,ZEB-OVOL_2-0,ZEB-miR200_2-0,SNAIL-miR34_2-0,SNAIL-ZEB_1-2,OVOL-STAT3_1-0,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,OVOL-ZEB_2-0,ZEB-miR200_2-1,STAT3-miR200_1-2,miR200-ZEB_2-1,OVOL-OVOL_2-0,ZEB-OVOL_2-1,ZEB-ZEB_1-0,SNAIL-miR34_2-1,Wg-OVOL_2-1,OVOL-STAT3_1-2,STAT3-miR200_1-0,OVOL-OVOL_2-1,miR200-ZEB_2-0,SNAIL-miR200_2-0,SNAIL-SNAIL_2-1,SNAIL-miR200_2-1,SNAIL-ZEB_1-0,miR34-SNAIL_2-1,ZEB-miR34_2-1,SMAD-OVOL_1-2
OVOL-ZEB_2-0,0.012263980587505444,0.002539237925408851,0.02700375984893566,0.07310771546752315,0.014636714047050668,0.0210036876554038,0.5596973910708962,0.021773679596699923,0.005114395656639745,0.01968311778115084,0.02334854101632526,0.004637343567760353,0.0,0.12715007532936737,0.01106622322968382,0.05545180854682117,0.019543736634470798,0.07310615289267587,0.00493199170733217,0.029092929720643944,0.00265754872237022,0.019891135460483142,0.00794283260433102,0.02727972049405748,0.0059072143451552785,0.5079682537248906,0.043393916841528934,0.04026934005535378,0.0067508308122568176,0.05938226909889195,0.2881525966200895,0.0033170382651433205
ZEB-miR200_2-1,0.09010786253254079,0.12924678350933733,0.09989627324137146,0.167082965915201,0.1282932248389374,0.056488759776855094,0.4476256359376164,0.109770049612717,0.10471782364429166,0.12121805899642066,0.1538975025793008,0.1237591502105937,0.12715007532936737,0.0,0.08341435850414007,0.05832273826092877,0.1434014461144297,0.13850852824146498,0.12958087873575014,0.14628658714019901,0.13267556588210322,0.063947654009861,0.1537583782848478,0.1490703570500168,0.10103715701691895,0.4347178974047292,0.1732378076632679,0.05432923811267888,0.12375629939275196,0.13045150969547345,0.3016326560300664,0.12622324821013825
STAT3-miR200_1-2,0.010540636284652207,0.011374114275143555,0.028114949154141654,0.08459367179936311,0.02247490856579435,0.008045907244170815,0.5412658914124197,0.021791968388405296,0.004317262110440166,0.026212224022094603,0.030276805298589008,0.010593884146082127,0.01106622322968382,0.08341435850414003,0.0,0.03918126375586839,0.02910609423952038,0.07181933927731368,0.013825779024640928,0.042043115785517005,0.012043866701828825,0.00419553783137716,0.016508028346561773,0.03898309506661915,0.0077781900008647795,0.4965632580450377,0.04900117439092813,0.030318620926552166,0.01374106834892952,0.06311992943675437,0.2935402681797712,0.011645718389878261
miR200-ZEB_2-1,0.024564365562538312,0.056799439535398004,0.0163145565557279,0.0650755966215181,0.04903444910772644,0.031330480636261863,0.44466931848894,0.032309559590168,0.045648405307638654,0.058068362132612045,0.07686399120410137,0.055296573182386614,0.05545180854682123,0.05832273826092877,0.03918126375586836,0.0,0.07841497432587044,0.06965669043915901,0.05047896336864806,0.0692229971774787,0.05932604076645523,0.035212819149382166,0.06918554508333571,0.08569716391036417,0.037958509953341685,0.40923632311984737,0.0937087408302679,0.042770302213144484,0.049607565999575096,0.06569492181713073,0.20134884108495904,0.05905741991003312
OVOL-OVOL_2-0,0.03983517577620235,0.011559493876014584,0.04805597435763427,0.07883235904513539,0.05794949276732109,0.03172594750739862,0.5786329174815267,0.026751316345440222,0.018587703577552586,0.02629965432112022,0.03342027674011447,0.012102066083916263,0.019543736634470794,0.14340144611442976,0.029106094239520396,0.07841497432587047,0.0,0.15029919137987743,0.01488511076428527,0.034317520084923794,0.012183639793213633,0.038958360067142414,0.01804484824237957,0.002966641629652065,0.015836811997742686,0.5383907822911436,0.054286628887746435,0.04843609001789853,0.013508544990970432,0.06694857279426858,0.2901024366629772,0.010908281976208769
ZEB-OVOL_2-1,0.04997842831251259,0.08827312653477738,0.06616632915286211,0.12049619023590363,0.02888555501259011,0.08596103972643052,0.4953408796521379,0.09076133167177466,0.07858703804359929,0.10016895085990715,0.10415742117767052,0.09118709774864556,0.07310615289267586,0.13850852824146503,0.07181933927731368,0.06965669043915898,0.1502991913798774,0.0,0.08674294087733897,0.11021940136210547,0.08879097420385848,0.07227851597975407,0.09507325413169673,0.16381142623610867,0.08270481772810179,0.43155832965658886,0.1200876523570382,0.09743408108003668,0.08948824363854856,0.11502917661284809,0.277427381958506,0.09317583870794069
ZEB-ZEB_1-0,0.012564531611698999,0.0037661318677891563,0.020088540920361386,0.06546490131852814,0.022403914248637302,0.021352665032470748,0.5575269664163356,0.01576848112410032,0.006815721277994541,0.02130560091524005,0.022536037562067568,0.004609882333593563,0.004931991707332169,0.1295808787357501,0.01382577902464093,0.05047896336864806,0.01488511076428527,0.08674294087733897,0.0,0.02772428200161635,0.0033401868497937954,0.022709071118932143,0.006687014740951475,0.02134816434140036,0.0057710673685675215,0.5052226752329638,0.04164187684074089,0.04335485742963398,0.004939395820187506,0.05939320404908559,0.2720169198103395,0.0042704141679636015
SNAIL-miR34_2-1,0.03795478819686242,0.025852806317728842,0.04546896372535034,0.04357973362230932,0.046195627541499265,0.04744045252328941,0.46988669564741514,0.021932008066491218,0.03257844253220919,0.017140104214863606,0.0714058487097507,0.02737496157025977,0.029092929720643916,0.14628658714019904,0.042043115785517005,0.0692229971774787,0.03431752008492377,0.11021940136210552,0.02772428200161635,0.0,0.026119776181816656,0.04722076519726044,0.035145974238686976,0.037462544867227325,0.03085721549957473,0.42902403393714816,0.10189229877694223,0.04343990691443976,0.019995653966854175,0.031943463366550684,0.1988021480971775,0.028260497728297716
Wg-OVOL_2-1,0.01575202869596938,0.0014103000957260865,0.029091441749074534,0.069467793468741,0.021619182933570687,0.021681427207665915,0.560855051671725,0.018532735286968034,0.004899238881427282,0.018181001825921077,0.021463123948158608,0.002398450062890265,0.0026575487223702236,0.13267556588210322,0.012043866701828831,0.05932604076645516,0.01218363979321363,0.08879097420385852,0.0033401868497937924,0.026119776181816656,0.0,0.021764753494237045,0.006212531595061754,0.018540247623344712,0.005864242946847154,0.5102102593095854,0.04090876273756258,0.04066866310482882,0.003953905844101646,0.05802706447720889,0.282509152216463,0.0014556514641962178
OVOL-STAT3_1-2,0.014691289936527742,0.020702353902464755,0.03222271245620695,0.09015248903931311,0.029252438752966882,0.007779670697176831,0.5203340263340477,0.026847821003945282,0.009277364276283815,0.03213890861891546,0.042695912367165634,0.019481910797471472,0.019891135460483125,0.06394765400986097,0.00419553783137716,0.03521281914938218,0.038958360067142456,0.07227851597975407,0.022709071118932167,0.04722076519726046,0.021764753494237038,0.0,0.027383678997754526,0.04928665360584632,0.013820883827073326,0.4783614167973991,0.062088689897684055,0.021433370821967057,0.02298634910624766,0.06337345600958935,0.2877372179298867,0.02031542442896664
STAT3-miR200_1-0,0.023792872454125986,0.005823569719755298,0.03617154184411608,0.07908535775950418,0.026153794516809274,0.03307278482056594,0.5970277514087781,0.02349226942466867,0.008300863003386604,0.026960332705390486,0.023547679594816164,0.008951967337273756,0.007942832604331028,0.15375837828484776,0.016508028346561787,0.0691855450833357,0.01804484824237956,0.09507325413169676,0.0066870147409514745,0.035145974238687025,0.006212531595061753,0.027383678997754547,0.0,0.02642482706197431,0.012799082904972933,0.5404620594452936,0.041721872589518934,0.05895319593406171,0.010125873928202838,0.06985701774711481,0.29880617865200954,0.008566636549558023
OVOL-OVOL_2-1,0.04887359373621484,0.018135116716212575,0.0540092091241092,0.07903716736291885,0.06816296161068189,0.03809848615629323,0.5799312196601447,0.0322251140003791,0.027210394307797207,0.030425058178788177,0.041412301945354085,0.01961150621277141,0.02727972049405749,0.14907035705001676,0.038983095066619164,0.08569716391036414,0.002966641629652069,0.16381142623610878,0.021348164341400362,0.037462544867227346,0.018540247623344705,0.04928665360584632,0.026424827061974288,0.0,0.02267252618512104,0.5407161306616961,0.062272138499573096,0.051920661608686296,0.018788586623086953,0.06960085864586617,0.2829124917578443,0.017420578776206848
miR200-ZEB_2-0,0.009652122201572428,0.005217192712030957,0.01853372004015061,0.06841439427372202,0.022921249462496945,0.011957743814002993,0.5392717370509879,0.01294056623226068,0.005210960459173396,0.019192633970438584,0.0260787143639354,0.0056303181444903065,0.005907214345155277,0.10103715701691898,0.007778190000864783,0.03795850995334171,0.01583681199774269,0.08270481772810179,0.005771067368567519,0.030857215499574736,0.0058642429468471514,0.013820883827073343,0.012799082904972931,0.02267252618512105,0.0,0.4937328567345274,0.046058324298927325,0.03091069982556067,0.006312605021942488,0.05314115527270591,0.2686734248979288,0.005727679872472025
SNAIL-miR200_2-0,0.46183329794124417,0.5107769886391718,0.43717743781802443,0.3333382155774022,0.47647060126863505,0.4822657976523821,0.01640029258061148,0.44751664650451706,0.5062119567952755,0.46902704238086024,0.5330369671524955,0.5086661577132523,0.5079682537248907,0.4347178974047291,0.4965632580450374,0.40923632311984726,0.5383907822911435,0.431558329656589,0.5052226752329637,0.42902403393714816,0.5102102593095856,0.4783614167973988,0.5404620594452934,0.5407161306616961,0.4937328567345275,0.0,0.5417546607150894,0.40626098327431964,0.479724157286734,0.42446707551871177,0.19959436962841132,0.5094488035205238
SNAIL-SNAIL_2-1,0.05483921616252439,0.04316254576254005,0.06061182569299316,0.10726563473013898,0.05816435746567642,0.06243445915651717,0.6001549935253527,0.07748289561711222,0.04264058243578184,0.10013446674901513,0.00587019122056518,0.04595366539951432,0.043393916841528976,0.17323780766326788,0.049001174390928146,0.09370874083026787,0.05428662888774642,0.12008765235703818,0.04164187684074092,0.1018922987769422,0.04090876273756256,0.06208868989768403,0.04172187258951891,0.062272138499573096,0.04605832429892728,0.5417546607150892,0.0,0.09647481153040444,0.05361516560066436,0.16715517603597438,0.3279230302408045,0.04161124777784644
SNAIL-miR200_2-1,0.03235916036051154,0.03897031720008169,0.046715575993082785,0.07208107384876933,0.05194425477992029,0.02109259495222103,0.43848596066259216,0.03659499213202405,0.03159459047773074,0.034136119510856634,0.07351270431672788,0.03785843419336701,0.040269340055353806,0.05432923811267887,0.030318620926552166,0.04277030221314447,0.04843609001789852,0.09743408108003665,0.043354857429633964,0.04343990691443977,0.040668663104828806,0.021433370821967047,0.05895319593406169,0.051920661608686344,0.030910699825560686,0.40626098327431975,0.09647481153040444,0.0,0.035577296787852805,0.051101935215986105,0.2316676314303285,0.03745810986814282
SNAIL-ZEB_1-0,0.015279028112109985,0.003958372646847468,0.023407786471890783,0.054498152654543594,0.02543242606581288,0.02124754557612625,0.5271502072256413,0.00869983506953708,0.008586637450841775,0.010902608458269472,0.031800642377098176,0.004402745194023748,0.006750830812256819,0.12375629939275201,0.013741068348929523,0.049607565999575054,0.013508544990970432,0.08948824363854853,0.004939395820187504,0.01999565396685418,0.003953905844101643,0.022986349106247646,0.01012587392820284,0.018788586623086974,0.0063126050219424875,0.4797241572867338,0.053615165600664365,0.0355772967878528,0.0,0.04186528808505699,0.24845967093233898,0.004965449706119736
miR34-SNAIL_2-1,0.057075407505185485,0.05571724229318464,0.06103626616910866,0.07160823966893315,0.06713462635907527,0.06036470343678754,0.4556258827918108,0.028057775635322378,0.06032544365765484,0.016171467609646398,0.13102246894934735,0.055522012091761816,0.05938226909889195,0.13045150969547348,0.06311992943675437,0.06569492181713077,0.06694857279426858,0.1150291766128481,0.059393204049085595,0.03194346336655069,0.05802706447720891,0.06337345600958937,0.06985701774711478,0.0696008586458661,0.05314115527270593,0.4244670755187119,0.16715517603597446,0.0511019352159861,0.041865288085057004,0.0,0.20588743030749113,0.05902104434527332
ZEB-miR34_2-1,0.25528044305251996,0.2811094467567372,0.20778263222725873,0.09416820710203269,0.2748985792553077,0.28629068037597627,0.22767631326772975,0.20834971250048645,0.28789896011261795,0.24847070430229246,0.31166056737783543,0.28334326306062074,0.28815259662008963,0.30163265603006645,0.2935402681797712,0.2013488410849591,0.29010243666297714,0.277427381958506,0.2720169198103395,0.1988021480971775,0.282509152216463,0.28773721792988666,0.29880617865200954,0.28291249175784416,0.26867342489792884,0.19959436962841126,0.3279230302408045,0.23166763143032842,0.24845967093233895,0.2058874303074911,0.0,0.28766754764433156
SMAD-OVOL_1-2,0.01625934773043368,0.002270552962684764,0.030880740195875726,0.07291969546695946,0.024685808299831392,0.018728092753707754,0.5577456020081346,0.019198806845039162,0.005435563214054813,0.018283023483801102,0.022034068540750268,0.0021937532488702223,0.0033170382651433157,0.12622324821013825,0.011645718389878264,0.05905741991003309,0.010908281976208783,0.09317583870794069,0.004270414167963602,0.028260497728297713,0.0014556514641962171,0.02031542442896663,0.008566636549558018,0.017420578776206844,0.005727679872472023,0.5094488035205238,0.041611247777846444,0.03745810986814281,0.004965449706119728,0.05902104434527332,0.2876675476443315,0.0
