States,RACIPE frequency,Boolean frequency
"""001101""",0.0937666666666672,0
"""010011""",0.04399499999999993,0
"""110011""",0.043273333333333275,0
"""000010""",0.034349999999999936,0
"""101101""",0.0942359523809529,0
"""110010""",0.092040952380953,0
"""111101""",0.03431499999999987,0
"""011001""",0.01099333333333332,0
"""101001""",0.01371166666666668,0
"""111100""",0.014916666666666694,0
"""100010""",0.03601333333333332,0
"""000111""",0.0036150000000000036,0
"""000011""",0.01674500000000002,0
"""011100""",0.014965000000000023,0.09511456982274102
"""101100""",0.04342499999999993,0
"""010010""",0.10498999999999856,0
"""111010""",0.0033333333333333335,0
"""110110""",0.014558333333333345,0
"""001100""",0.040183333333333245,0
"""110000""",0.002216666666666666,0
"""001001""",0.013893333333333353,0
"""111001""",0.010259999999999984,0
"""011101""",0.03478333333333317,0
"""011000""",0.004151666666666671,0.07666810779651247
"""000001""",0.0029833333333333326,0
"""100111""",0.0030130952380952366,0.08574722582504683
"""000110""",0.008424999999999992,0
"""111110""",0.0029499999999999986,0
"""100011""",0.01646761904761907,0.1001585242830379
"""101110""",0.003993333333333339,0
"""111000""",0.0028666666666666654,0
"""010110""",0.013721111111111114,0
"""011011""",0.002249999999999999,0.296728635250036
"""001011""",0.0033400000000000005,0
"""110001""",0.005300000000000006,0
"""011110""",0.0032683333333333323,0
"""010111""",0.004956666666666671,0.021616947686986597
"""111111""",0.003016666666666666,0
"""001010""",0.003678333333333336,0
"""011111""",0.003158333333333332,0
"""101111""",0.0057061904761904845,0
"""100110""",0.007489999999999986,0
"""010100""",0.003555555555555559,0
"""101010""",0.0033016666666666667,0
"""111011""",0.0028833333333333337,0
"""110101""",0.007628333333333319,0
"""110100""",0.004333333333333337,0
"""100100""",0.002415000000000001,0.30134025075659315
"""100101""",0.006089285714285717,0
"""001110""",0.005395000000000005,0
"""101000""",0.004895000000000003,0.022625738579045974
"""000101""",0.00670833333333333,0
"""010101""",0.007558333333333319,0
"""110111""",0.006261666666666673,0
"""011010""",0.003513333333333336,0
"""001111""",0.005355000000000004,0
"""001000""",0.005418333333333337,0
"""100001""",0.0017166666666666665,0
"""101011""",0.003621904761904765,0
"""010000""",0.002456666666666666,0
"""000100""",0.002583333333333333,0
"""100000""",0.00085,0
"""000000""",0.000991666666666667,0
"""010001""",0.005351666666666675,0
