Boolean,JSD,heatmap,data
 ,508,382,367,319,477,439,501,487,375,WT,381,506,431,493,443,127,471,415,494,379,505,247,499,502,445,478,254,253,191,463,251,491
508,0.0,0.05568048669707213,0.19032396935465715,0.005386840999483946,1.0,0.2705962068090245,0.5961947917455681,1.0,0.19042649927817465,0.032137409706801484,0.0570743190680196,0.4599889447439425,0.0040532246814391545,0.4599877184236192,0.4599892663714337,0.1903255415784597,0.13618957983691413,1.0,0.45998332795154395,0.45998894237933147,0.46000691921261727,0.19032551188818078,0.45998267981604546,0.5947803397890121,0.03279192287609378,1.0,0.1903249446239319,0.19033088946215893,0.19032745640722945,1.0,0.002088111042550675,0.4600226508398205
382,0.05568048669707214,0.0,0.40308677086124095,0.02678759327675616,1.0,0.2785038648057612,0.45003892172488835,1.0,0.40315471794734187,0.0034250588313448453,0.00012050489473931282,0.23085514604759794,0.03058409796314422,0.23081655094982695,0.2308167354283505,0.4030883077569685,0.186194953739168,1.0,0.23083626236290986,0.2308166767108244,0.23089923815575875,0.4030872623439843,0.23083311928829703,0.4479313794256433,0.003110371285499366,1.0,0.4030869645579896,0.4030926239070353,0.40308990102460746,1.0,0.03709246508243633,0.23084095358439163
367,0.19032396935465712,0.40308677086124095,0.0,0.24788261465279576,1.0,0.47918763808756176,1.0,1.0,0.00013340412318116335,0.3445328221926388,0.4061433687459811,1.0,0.23883892413637287,1.0,1.0,1.413849745634339e-06,0.3055266848349289,1.0,1.0,1.0,1.0,2.684535033684976e-06,1.0,1.0,0.34644710866898304,1.0,1.846704290374944e-06,7.3866138751486985e-06,3.4913337531005664e-06,1.0,0.22425308548827083,1.0
319,0.005386840999483946,0.02678759327675616,0.24788261465279576,0.0,1.0,0.26440709900961845,0.5450329599292755,1.0,0.24791185966828178,0.011367971588507421,0.02775214291124207,0.38152430305829454,0.0003506322545506757,0.3815291389832398,0.3815313308600382,0.24789077348252897,0.1415062940694882,1.0,0.381519463255195,0.3815308755277319,0.38154258367424543,0.24787478817224884,0.38151906956688286,0.5433458746274267,0.011733488692528615,1.0,0.24787584328403098,0.24790432702900123,0.24789637177220075,1.0,0.000947789879675932,0.38157514280597704
477,1.0,1.0,1.0,1.0,0.0,0.36242056971962494,0.3111923755835468,5.714190587870378e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5521750893202264,3.81598398858647e-06,1.0,1.0,1.0,1.0,1.0,0.3138990546419101,1.0,4.154969861442596e-06,1.0,1.0,1.0,2.8853930440393694e-06,1.0,1.0
439,0.2705962068090245,0.2785038648057612,0.47918763808756176,0.26440709900961845,0.36242056971962494,0.0,0.18971803519827862,0.36237132221887647,0.479399085580873,0.2690405946799571,0.2791104210090208,0.5507921114362447,0.2649580131556916,0.5508537582321348,0.5508586759466969,0.4791731044869758,0.03626258854247083,0.36244461548968887,0.5508053168540955,0.550857680920636,0.550777702192262,0.47920987690520045,0.5508084840016527,0.19008277834455028,0.269342734590765,0.36240043501596547,0.47920590157418264,0.47915640254547165,0.4791654058438911,0.3624034392937489,0.2661905303188619,0.5509302342449525
501,0.5961947917455681,0.45003892172488835,1.0,0.5450329599292755,0.3111923755835468,0.18971803519827862,0.0,0.31112519505069436,1.0,0.4806341950833062,0.44889867744096595,0.3117594653295794,0.5521761793591354,0.3115824332984237,0.31157418208267185,1.0,0.3172446873240772,0.3112221266873566,0.3117024436849985,0.3115758131063655,0.31186393994534245,1.0,0.31169126117888474,0.0002860793389227738,0.47932997343660333,0.31116675649622916,1.0,1.0,1.0,0.31117064157821683,0.5644991715022262,0.31149286266106124
487,1.0,1.0,1.0,1.0,5.714190587870378e-05,0.36237132221887647,0.31112519505069436,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.552215794545866,9.049017192677179e-05,1.0,1.0,1.0,1.0,1.0,0.3139456006373975,1.0,3.048013481405168e-05,1.0,1.0,1.0,3.434672788322655e-05,1.0,1.0
375,0.19042649927817462,0.40315471794734187,0.00013340412318116335,0.24791185966828178,1.0,0.479399085580873,1.0,1.0,0.0,0.34466578379427426,0.40611882234635927,1.0,0.2390758485957676,1.0,1.0,0.00016228374534412674,0.30556217654150086,1.0,1.0,1.0,1.0,9.824140489354642e-05,1.0,1.0,0.34653799204504765,1.0,0.00010386036875434639,0.00020356862091216142,0.00018005563188264618,1.0,0.2241881014319998,1.0
