States,Boolean frequency,RACIPE frequency
"""011""",0.1002,0
"""010""",0.21495,0.5063
"""101""",0.2797,0.4937
"""110""",0.1064,0
"""001""",0.14035,0
"""000""",0.03515,0
"""100""",0.04485,0
"""111""",0.0784,0
