States,RACIPE frequency,Boolean frequency
"""0110100""",0.16038499999999725,0.2362
"""1001011""",0.1376916666666648,0.2405
"""0010100""",0.05060166666666653,0
"""0010101""",0.05154999999999989,0.0698
"""1101010""",0.05532333333333378,0.0645
"""1001010""",0.10673619047618975,0.1045
"""1100011""",0.003074999999999999,0
"""0001010""",0.008124999999999988,0
"""1101111""",0.0034366666666666673,0
"""0110000""",0.015226666666666682,0
"""0101011""",0.006879999999999994,0.0323
"""1101011""",0.035188333333333176,0
"""1000011""",0.0056000000000000025,0
"""0110101""",0.11098999999999835,0.0995
"""1010110""",0.0011750000000000003,0
"""0011101""",0.005662619047619053,0
"""0101110""",0.0050766666666666755,0
"""1000010""",0.0058633333333333384,0
"""1011111""",0.000986666666666667,0
"""1000101""",0.00045,0
"""0100011""",0.0018666666666666658,0
"""1001111""",0.006378333333333336,0
"""1101110""",0.013483333333333323,0
"""1010101""",0.0066949999999999935,0.0611
"""1100010""",0.006093333333333337,0
"""0001000""",0.000725,0
"""0001011""",0.00641666666666667,0
"""0101010""",0.010608333333333313,0.0601
"""1001001""",0.01024499999999999,0
"""0110001""",0.012539999999999983,0
"""0010001""",0.007194999999999984,0
"""1011001""",0.0013740476190476191,0
"""0100010""",0.004160000000000003,0
"""1110100""",0.0042666666666666695,0
"""1001110""",0.011386666666666644,0
"""1001000""",0.00824166666666666,0
"""1010001""",0.0014833333333333335,0
"""1011100""",0.0018633333333333334,0
"""1000100""",0.00042333333333333323,0
"""1001101""",0.0006333333333333333,0
"""0110011""",0.00039166666666666674,0
"""1101000""",0.004116666666666668,0
"""1100100""",0.00055,0
"""0111101""",0.004186666666666671,0
"""0010000""",0.011083333333333466,0
"""1010100""",0.005543333333333338,0.0315
"""0000011""",0.001066666666666667,0
"""1100000""",0.0004333333333333333,0
"""1100110""",0.006268333333333343,0
"""1001100""",0.0011466666666666667,0
"""1011011""",0.004496666666666675,0
"""0011100""",0.003343809523809525,0
"""0000111""",0.00039333333333333337,0
"""0000010""",0.0009833333333333335,0
"""0110110""",0.003900000000000002,0
"""1111110""",0.003291666666666664,0
"""0000100""",0.0003533333333333334,0
"""0111100""",0.0028599999999999993,0
"""0100110""",0.00550833333333334,0
"""0101100""",0.0005166666666666666,0
"""1000000""",0.0005,0
"""0100001""",0.00015333333333333334,0
"""1011010""",0.002633333333333333,0
"""1000110""",0.0036266666666666695,0
"""0000110""",0.001416666666666667,0
"""1110011""",0.00028666666666666673,0
"""0101000""",0.0004166666666666667,0
"""1101001""",0.0020499999999999993,0
"""1111010""",0.002083333333333332,0
"""1100101""",0.00019000000000000004,0
"""1110010""",0.0005333333333333333,0
"""1110101""",0.00462166666666667,0
"""0010110""",0.001291666666666667,0
"""1011110""",0.0016333333333333336,0
"""0010111""",0.0007166666666666662,0
"""0001111""",0.0006699999999999998,0
"""0101101""",0.00018333333333333334,0
"""0110111""",0.0010616666666666656,0
"""0101001""",0.0008333333333333332,0
"""1100111""",0.0009500000000000002,0
"""0111011""",0.0010216666666666666,0
"""0001110""",0.0016333333333333332,0
"""0101111""",0.000995,0
"""1111100""",0.0008799999999999999,0
"""0111110""",0.0023333333333333327,0
"""0000101""",0.0004,0
"""0100000""",0.00025,0
"""1111011""",0.001043333333333333,0
"""1000111""",0.0004333333333333333,0
"""1101100""",0.000986666666666667,0
"""1000001""",0.00041,0
"""1010111""",0.0006266666666666665,0
"""0011000""",0.0006083333333333333,0
"""1110001""",0.00085,0
"""0001001""",0.0007266666666666666,0
"""0011001""",0.0013500000000000005,0
"""1111001""",0.0006449999999999996,0
"""0100100""",0.0005499999999999999,0
"""1111111""",0.0007183333333333333,0
"""1110110""",0.0024799999999999996,0
"""1010010""",0.00035,0
"""0000001""",0.0004166666666666667,0
"""1011101""",0.0023533333333333323,0
"""0111000""",0.0006999999999999999,0
"""0100111""",0.0007499999999999998,0
"""1010000""",0.0009233333333333333,0
"""0100101""",0.0008833333333333334,0
"""0010010""",9.333333333333333e-05,0
"""0011110""",0.0005666666666666665,0
"""0110010""",0.0005616666666666666,0
"""0111010""",0.00107,0
"""1110111""",0.000285,0
"""1100001""",0.00035,0
"""0011011""",0.00023333333333333336,0
"""0001100""",5.9999999999999995e-05,0
"""0010011""",0.00043666666666666664,0
"""1111101""",0.00065,0
"""0011010""",0.0002766666666666667,0
"""1011000""",0.0002,0
"""1010011""",0.0003666666666666667,0
"""1101101""",0.0001333333333333333,0
"""0011111""",0.00025,0
"""1110000""",0.0005199999999999998,0
"""0111111""",0.00024666666666666674,0
"""1111000""",0.0002,0
"""0001101""",0.00018333333333333334,0
"""0000000""",5e-05,0
"""0111001""",0.00046000000000000007,0
