States,RACIPE frequency,Boolean frequency
"""0110100""",0.16458968253967812,0.2151634593090656
"""1000011""",0.005200000000000001,0
"""1101001""",0.002821666666666668,0
"""0010101""",0.03607928571428555,0
"""0110101""",0.12804944444444097,0.16403895200556456
"""0110000""",0.015123333333333364,0
"""1101010""",0.042221666666666366,0
"""1001110""",0.009551666666666646,0
"""1001010""",0.12820523809523499,0.15314166473452354
"""0001011""",0.006591666666666668,0
"""1001011""",0.16656579365079036,0.21933688847669836
"""1000010""",0.004826666666666671,0
"""0101001""",0.0005533333333333332,0
"""1001001""",0.013728333333333353,0
"""1101011""",0.02856611111111108,0
"""0101011""",0.003046666666666665,0
"""1011011""",0.0070933333333333196,0
"""0101010""",0.007359999999999995,0.03512636216090888
"""0001010""",0.00551833333333334,0
"""0100011""",0.0012583333333333337,0
"""1001000""",0.012691666666666651,0
"""0010100""",0.02752499999999995,0
"""1110111""",0.000928333333333333,0
"""1001111""",0.006525000000000003,0
"""1000001""",0.0004666666666666666,0
"""1010101""",0.004890000000000006,0.03605379086482727
"""1100011""",0.0023233333333333335,0
"""0111110""",0.003429999999999997,0
"""0010001""",0.005783333333333341,0
"""0110001""",0.012959999999999968,0
"""0100110""",0.0124116666666666,0.05576165082309297
"""0110110""",0.007749999999999991,0
"""0001001""",0.0004933333333333333,0
"""0100010""",0.0027166666666666645,0
"""1100100""",0.001066666666666667,0
"""1100010""",0.004166666666666671,0
"""0010110""",0.000808333333333333,0
"""0111101""",0.0032344444444444434,0
"""0000110""",0.001283333333333334,0
"""1110110""",0.00318333333333333,0
"""1111110""",0.002551666666666664,0
"""1000110""",0.0021166666666666656,0
"""1111011""",0.0019283333333333327,0
"""1101110""",0.012214999999999952,0
"""0100100""",0.0012666666666666672,0
"""1110100""",0.003203333333333332,0
"""0001000""",0.0005933333333333333,0
"""1011010""",0.0036133333333333356,0
"""1111001""",0.0006499999999999996,0
"""1101000""",0.003525000000000002,0
"""1011101""",0.0016916666666666668,0
"""1111010""",0.0015533333333333336,0
"""1010111""",0.00046999999999999977,0
"""1011000""",0.00047000000000000004,0
"""0101110""",0.00697000000000001,0
"""1100110""",0.010101666666666622,0.034546719220959886
"""1010001""",0.002258333333333332,0
"""1110101""",0.00394166666666667,0
"""1100000""",0.0002666666666666667,0
"""0011100""",0.0011500000000000002,0
"""0101000""",0.0006349999999999998,0
"""0000010""",0.0008666666666666666,0
"""0010000""",0.0026099999999999995,0
"""1100001""",0.00015,0
"""0110010""",0.001126666666666667,0
"""0110111""",0.0011266666666666662,0
"""0000100""",0.0003166666666666667,0
"""1101111""",0.001643333333333334,0
"""0101111""",0.000475,0
"""1100111""",0.000858333333333333,0
"""1000000""",0.00045,0
"""0011010""",0.0006033333333333332,0
"""0100000""",0.0004166666666666667,0
"""0111011""",0.0008099999999999994,0
"""1001101""",0.0008933333333333333,0
"""0011101""",0.0033950000000000004,0
"""0011110""",0.0005333333333333333,0
"""0000000""",0.0001,0
"""0001110""",0.0016183333333333345,0
"""1111100""",0.00085,0
"""0111001""",0.0011049999999999996,0
"""1111000""",0.0003833333333333334,0
"""1101101""",0.00018333333333333334,0
"""1011001""",0.0018666666666666675,0.05622536517505217
"""1000111""",0.0006,0
"""1010010""",0.00045,0
"""0011000""",0.0003166666666666667,0
"""1101100""",0.00135,0
"""0011011""",0.0009533333333333328,0
"""0111010""",0.0006983333333333329,0
"""1110010""",0.000668333333333333,0
"""1011111""",0.0006499999999999999,0
"""1001100""",0.0007749999999999999,0
"""0001100""",0.00018333333333333334,0
"""1010110""",0.0008983333333333329,0
"""1010011""",0.0005066666666666663,0
"""0000011""",0.0003166666666666667,0
"""1110011""",0.00026333333333333336,0
"""0001111""",0.00011666666666666665,0
"""0001101""",5e-05,0
"""1011110""",0.0008099999999999997,0
"""0011001""",0.0022750000000000023,0.030605147229306746
"""1110000""",0.0003133333333333334,0
"""0010111""",0.0007566666666666663,0
"""1010100""",0.0019099999999999992,0
"""0100111""",0.0008499999999999996,0
"""0111100""",0.0020499999999999993,0
"""0101100""",0.0009833333333333335,0
"""0010010""",0.00015,0
"""1000100""",0.00028333333333333335,0
"""1011100""",0.0006866666666666665,0
"""1111101""",0.0011166666666666668,0
"""0111000""",0.00044500000000000003,0
"""0000101""",0.00014166666666666665,0
"""1110001""",0.0004999999999999999,0
"""0110011""",0.0003183333333333334,0
"""1000101""",0.00010833333333333333,0
"""1010000""",0.00028333333333333335,0
"""0111111""",0.00043499999999999995,0
"""0011111""",0.00019999999999999998,0
"""0100101""",0.0004,0
"""1111111""",0.00026000000000000003,0
"""0101101""",0.00023333333333333336,0
"""0000001""",5e-05,0
"""0000111""",0.00025,0
"""0010011""",0.00020166666666666667,0
"""0100001""",5e-05,0
