States,RACIPE frequency,Boolean frequency
"""0010101""",0.06188805555555602,0.066
"""0111100""",0.002693333333333333,0
"""1001010""",0.09492761904761991,0.1001
"""1100010""",0.007458333333333321,0
"""0110100""",0.11593968253967962,0.1492
"""1100110""",0.013796666666666662,0.0305
"""1110100""",0.004122500000000002,0
"""1001100""",0.0014375000000000002,0
"""1101010""",0.04666595238095217,0.0633
"""0010001""",0.012846666666666643,0
"""1001011""",0.11498333333333119,0.1477
"""0110101""",0.09950095238095338,0.1015
"""1101011""",0.033788333333333205,0
"""1101000""",0.003458333333333334,0
"""0100110""",0.02121595238095246,0.0674
"""1101110""",0.01533833333333338,0
"""0110001""",0.014938333333333378,0
"""0100010""",0.007268333333333322,0
"""1101100""",0.0012166666666666667,0
"""0111010""",0.0010950000000000003,0
"""1001001""",0.01214333333333332,0
"""1000010""",0.006065000000000004,0
"""1000110""",0.0054583333333333385,0
"""0001010""",0.007858333333333327,0
"""1000011""",0.005700000000000001,0
"""1001000""",0.007649999999999995,0
"""0100100""",0.004450000000000002,0
"""0001011""",0.007593333333333323,0
"""0000100""",0.0010866666666666668,0
"""0010100""",0.0403634523809523,0
"""0101011""",0.007161666666666662,0.0295
"""1001110""",0.012211666666666647,0
"""0011011""",0.0010266666666666668,0
"""0001001""",0.0010750000000000004,0
"""1110001""",0.0017633333333333344,0
"""0101000""",0.0015833333333333335,0
"""0100011""",0.0034166666666666677,0
"""0001110""",0.0035750000000000022,0
"""0010000""",0.003968333333333335,0
"""1000111""",0.0012216666666666667,0
"""0101010""",0.015041666666666705,0.0629
"""0100101""",0.0018333333333333333,0
"""0000110""",0.005213333333333337,0
"""0110110""",0.007750238095238082,0
"""1001111""",0.005663333333333338,0
"""0101110""",0.013758452380952371,0
"""1011010""",0.004473333333333339,0
"""0000101""",0.00095,0
"""0111110""",0.0031599999999999996,0
"""1100011""",0.0028399999999999996,0
"""1010101""",0.009464999999999984,0.06
"""1011011""",0.009296666666666644,0
"""1101111""",0.0031216666666666645,0
"""0011101""",0.00599166666666667,0
"""0110000""",0.01237333333333332,0
"""0000011""",0.0015383333333333334,0
"""1010100""",0.0038116666666666702,0.0264
"""0000010""",0.0022916666666666662,0
"""1110000""",0.00075,0
"""0101111""",0.0013250000000000004,0
"""1000001""",0.0007999999999999999,0
"""1110110""",0.0033116666666666676,0
"""0111000""",0.0004333333333333332,0
"""1100100""",0.0014500000000000001,0
"""0110111""",0.0012983333333333334,0
"""0011001""",0.0024483333333333336,0.0319
"""0111001""",0.0017050000000000008,0
"""1110101""",0.005298095238095245,0
"""0111011""",0.0008483333333333326,0
"""1011100""",0.0012989285714285709,0
"""1111110""",0.0023899999999999998,0
"""0000111""",0.0010666666666666667,0
"""0010110""",0.0014483333333333336,0
"""1010011""",0.000725,0
"""1111100""",0.001383333333333333,0
"""1110011""",0.00036666666666666667,0
"""1111011""",0.002603968253968256,0
"""1010001""",0.003351666666666666,0
"""0010111""",0.0008049999999999999,0
"""0011000""",0.0007333333333333333,0
"""1101001""",0.0022383333333333326,0
"""1111000""",0.0005699999999999998,0
"""1111010""",0.002646666666666667,0
"""1011111""",0.0010366666666666669,0
"""1011001""",0.003414285714285714,0.0636
"""0001000""",0.0004833333333333333,0
"""1011110""",0.0017219047619047617,0
"""0101100""",0.0013750000000000001,0
"""1100000""",0.00055,0
"""0101101""",0.00030000000000000003,0
"""1010010""",0.0006333333333333333,0
"""0101001""",0.0007849999999999999,0
"""0100000""",0.00105,0
"""1100001""",0.0002,0
"""0111101""",0.003438333333333334,0
"""1101101""",0.00036666666666666667,0
"""0100001""",0.0006166666666666666,0
"""1010111""",0.0006966666666666663,0
"""0100111""",0.0021816666666666655,0
"""1010000""",0.0005833333333333333,0
"""1000100""",0.000925,0
"""0110011""",0.0006166666666666664,0
"""1110010""",0.0008333333333333331,0
"""1011000""",0.0008799999999999999,0
"""1111001""",0.0012463492063492056,0
"""0001100""",0.0005083333333333333,0
"""0111111""",0.00030000000000000003,0
"""0011110""",0.0007961111111111109,0
"""1111111""",0.0005499999999999999,0
"""1110111""",0.0007049999999999997,0
"""0011100""",0.0029749999999999993,0
"""1000101""",0.0005916666666666666,0
"""1010110""",0.0013249999999999996,0
"""0010011""",0.0004999999999999999,0
"""0110010""",0.0009333333333333334,0
"""1100111""",0.0014033333333333335,0
"""1111101""",0.0007299999999999994,0
"""0001111""",0.0008116666666666665,0
"""1011101""",0.0020433333333333345,0
"""1001101""",0.0005416666666666666,0
"""0000001""",0.00045,0
"""0001101""",0.0002,0
"""1000000""",0.00025000000000000006,0
"""1100101""",0.00014333333333333334,0
"""0011010""",0.0002933333333333334,0
"""0011111""",0.00016,0
"""0010010""",3.333333333333333e-05,0
