Boolean,JSD,heatmap,data
 ,E-cad-E-cad_0-1,miR200-E-cad_0-1,E-cad-ZEB_2-1,I-E-cad_0-1,ZEB-E-cad_2-1,SNAIL-NRF2_0-1,Keap1-NRF2_2-0,ZEB-ZEB_1-2,SNAIL-ZEB_1-2,miR200-Keap1_2-1,miR200-ZEB_2-1,ZEB-miR200_2-0,ZEB-miR34_2-1,SNAIL-SNAIL_2-1,E-cad-SNAIL_0-1,miR200-miR200_0-1,WT,SNAIL-ZEB_0-1,SNAIL-miR34_2-0,I-SNAIL_1-2,I-ZEB_0-1,Keap1-NRF2_2-1,E-cad-NRF2_2-0,E-cad-NRF2_2-1,E-cad-E-cad_0-2,E-cad-I_0-1,E-cad-I_0-2,NRF2-ZEB_0-1,SNAIL-miR200_2-0,SNAIL-miR200_2-1,SNAIL-miR34_2-1,ZEB-E-cad_2-0,ZEB-miR200_2-1,ZEB-miR34_2-0,ZEB-ZEB_1-0,E-cad-Keap1_0-1,E-cad-Keap1_0-2,E-cad-miR34_0-1,E-cad-miR34_0-2,E-cad-miR200_0-1,E-cad-miR200_0-2,E-cad-SNAIL_0-2,E-cad-ZEB_2-0,I-E-cad_0-2,I-I_0-1,I-Keap1_0-1,I-Keap1_0-2,I-miR200_0-1,I-miR34_0-2,I-NRF2_0-1,I-miR200_0-2,I-miR34_0-1,I-NRF2_0-2,I-SNAIL_0-1,I-SNAIL_0-2,I-ZEB_0-2,Keap1-E-cad_0-1,Keap1-E-cad_0-2,Keap1-I_0-1,Keap1-I_0-2,Keap1-Keap1_0-1,Keap1-Keap1_0-2,Keap1-miR200_0-1,Keap1-miR34_0-2,Keap1-miR200_0-2,Keap1-miR34_0-1,NRF2-SNAIL_2-1,Keap1-SNAIL_0-1,Keap1-SNAIL_0-2,Keap1-ZEB_0-1,Keap1-ZEB_0-2,miR34-E-cad_0-1,miR34-E-cad_0-2,miR34-I_0-1,miR34-Keap1_0-1,miR34-Keap1_0-2,miR34-miR200_0-1,miR34-miR34_0-2,miR34-miR200_0-2,miR34-miR34_0-1,miR34-NRF2_0-1,miR34-NRF2_0-2,miR34-I_0-2,miR34-SNAIL_2-0,miR34-SNAIL_2-1,miR34-ZEB_0-1,miR34-ZEB_0-2,NRF2-E-cad_0-1,NRF2-E-cad_0-2,NRF2-I_0-1,miR200-E-cad_0-2,miR200-I_0-1,miR200-I_0-2,miR200-Keap1_2-0,miR200-ZEB_2-0,miR200-miR34_0-2,miR200-miR34_0-1,miR200-miR200_0-2,miR200-NRF2_0-1,miR200-NRF2_0-2,miR200-SNAIL_0-1,miR200-SNAIL_0-2,NRF2-I_0-2,NRF2-Keap1_0-1,NRF2-Keap1_0-2,NRF2-miR200_0-1,NRF2-miR34_0-2,NRF2-NRF2_0-1,NRF2-miR200_0-2,NRF2-miR34_0-1,NRF2-NRF2_0-2,NRF2-SNAIL_2-0,SNAIL-E-cad_0-1,NRF2-ZEB_0-2,SNAIL-E-cad_0-2,SNAIL-I_0-1,SNAIL-I_0-2,SNAIL-Keap1_0-1,SNAIL-Keap1_0-2,SNAIL-NRF2_0-2,SNAIL-SNAIL_2-0,SNAIL-ZEB_0-2,SNAIL-ZEB_1-0
Keap1-miR34_0-2,0.3318076717466763,0.12336848601346789,0.18049522458586753,0.2505077052120556,1.0,0.4571293994433016,0.3294447350674179,0.17494334497574254,0.13851584917252083,1.0,0.11568562348125223,0.20915955534722647,0.4006258940418803,0.16985866344641115,0.29784454056600373,0.12155719395593727,0.1236016650402342,0.12704498809928383,0.1430109294177695,0.12213663489299312,0.11643319593314705,0.3501176084032594,0.3539855974892669,0.38570133404956713,0.12350186351562598,0.2791825370438741,0.171335564999922,0.13552433209273101,0.22739127341013976,0.32214798641415415,0.188258543336428,0.32828119917368015,0.38008099281419616,0.2717589698371654,0.18126572808756497,0.37269138361407844,0.1572576244937347,0.14341479969045146,0.2549908135046168,0.21675338503686103,0.21054557724050108,0.1676514726283649,0.18180693612432824,0.20303375283301228,0.12682107292846395,0.24608168142215772,0.32313345561431606,0.10137743210983587,0.238912523498195,0.23558294172568717,0.24320361873512875,0.11709750128992369,0.22580886846352768,0.1261044888892101,0.12335108963755867,0.14663651645688572,0.2605286327077664,0.12104942679437121,0.2060812584737045,0.2609427072695727,0.4073312001580923,0.12741095847926262,0.21197715710848625,0.0,0.12799370828127385,0.40395168313398777,0.33950806986428317,0.17313044162655236,0.2885047257490563,0.1876183671616277,0.12231768603350511,0.11862537275812815,0.28351248494918324,0.24994449086444478,0.4325294971574263,0.12281470241231679,0.009249779247203094,0.21255301618068886,0.42190722256007707,0.12180945870923182,0.3800004014224066,0.3072672686060748,0.22203876191171412,0.26966421536996005,0.3934253725607041,0.1153696267639735,0.18438327489186643,0.12996354650714176,0.2871495819897926,0.2195594947393433,0.29202171247721165,0.27298749821113744,0.20164052273906677,0.40349004152870327,0.11645511322482727,0.4122467387165464,0.0003381317757468502,0.21167888858209205,0.353465034661416,0.33206222081591297,0.3050828286529804,0.1691376341491186,0.24926473371719776,0.16066531814842472,0.34639959945805,0.2276341156258727,0.18892363153753539,0.12422437882093584,0.22527314442227614,0.23493027395646615,0.698511823660463,0.21360490827621714,0.27721987022752936,0.18391141984773857,0.1173987124563862,0.14177789870585575,0.34716729054573614,0.1634194097374803,0.32047804593591556,0.27061558727247875,0.12481529883734277,0.13326453963518062,0.13796915463453888
Keap1-miR200_0-2,0.23368230831010423,0.00894971484462918,0.10617520619167217,0.12385315600253653,1.0,0.3678710807983817,0.24333627039075484,0.1043111014646269,0.0037822769508639763,1.0,0.00409387162650496,0.18034130898199707,0.2314606938282956,0.03266456638123981,0.12655273317198407,0.002233983152001219,0.0019222097846822378,0.0031293086481743635,0.1519817749082869,0.0022320213373779297,0.05830972851966399,0.26873041865097475,0.27548039702373583,0.3154328423300915,0.0022630546775065687,0.1409199695543855,0.15011862823351468,0.011389944888859155,0.11453776674288103,0.20575787768667414,0.19163978797307574,0.23517696930550552,0.32669155674774114,0.1327645320241208,0.10412127685610775,0.25930443570681283,0.044273734900776095,0.15213129632339506,0.12834045821549875,0.11491381144234519,0.18330167541834053,0.16087661081777355,0.10485888683814054,0.10416982657916796,0.002290473777665257,0.12635106192379586,0.21494199519884072,0.046687839162243575,0.11778605294730353,0.08645515961115699,0.10907391694274068,0.04987958637851988,0.16205313793215675,0.0019934886346092834,0.00229649209003114,0.010606573496379038,0.14620844167276145,0.009472335006670714,0.09693751070730684,0.20887864678888174,0.31407964489074824,0.002434869081173477,0.2800117927164254,0.12799370828127385,0.0,0.1474858578613457,0.25407315676270165,0.10160561144992258,0.196713487961559,0.10547999263754382,0.006960584826436108,0.04132456723905281,0.1511247810559035,0.1706118843622913,0.263119065496773,0.07523614810676262,0.1423717712420254,0.2806335726693389,0.15126394464884022,0.001983490061979529,0.24472029849498647,0.2752130038492029,0.12272908830646047,0.16776648830975166,0.30949870267585566,0.04158107567699888,0.06455468053806787,0.017419315884880597,0.17111176547041107,0.12161146766383155,0.18945275231440875,0.2131739113292523,0.09613536160420554,0.3095927628752637,0.003591163643181579,0.15009819390851145,0.12853353898030725,0.2795937653622077,0.27020530451028524,0.2484441265544865,0.19983217001138004,0.10225621843504326,0.1743857411044051,0.05477741317109679,0.23729346007605995,0.13099166733867124,0.12399101346552777,0.001974483379210089,0.16565642212687748,0.15999171358205527,0.6262827676252882,0.13500839916293517,0.14152453189568187,0.10790525069591313,0.03460621062421028,0.005580793752034034,0.2831711586826581,0.0734095801177011,0.19270413927150742,0.16388609621117173,0.0028260621285989647,0.0033665931935067572,0.0045389315747383216
Keap1-miR34_0-1,0.362558399952996,0.14197439676763812,0.1667952676389888,0.2785705262036791,1.0,0.42572041406897393,0.38829362037854076,0.16315994479490983,0.15625056151495725,1.0,0.1634573649311064,0.29972395227740856,0.2505250572885462,0.13196964148111168,0.3175681716318287,0.1531618227684092,0.15149402465945244,0.14670551016659655,0.26277525922299283,0.15279611969328177,0.16637155815429555,0.39894185114060854,0.3873692608850201,0.3981134682372651,0.1479704014931313,0.36387778739963855,0.17834361750300975,0.1396968292046015,0.1568786042155373,0.2655429756146268,0.3000106308814825,0.3670681305213613,0.4524550497611254,0.1574468353277742,0.1559330394632365,0.3961980767799361,0.1684648908565077,0.2627093299536915,0.15651203405064582,0.15796117634648826,0.30951711392409076,0.18396313433168893,0.1619820044213267,0.22239793048660517,0.1484560025789165,0.22082058804575064,0.37976983122133334,0.22854177121366215,0.1285899961946566,0.11368632788376155,0.14574743239160165,0.20770322377384476,0.3806479988986692,0.14757313586398718,0.15459975263002915,0.14739826551490398,0.28289055061369056,0.14798366401666826,0.11164630214199114,0.4683368218264443,0.4243632740701401,0.14511396183051506,0.2643629786290811,0.40395168313398777,0.1474858578613457,0.0,0.25959489151770127,0.144616141687343,0.40299545462521236,0.1600987395844729,0.14590019673054502,0.19293842220958304,0.283539915304392,0.3863836897065504,0.3375413760786943,0.2640581115391789,0.4468981144546472,0.2640098579819381,0.010411589787879608,0.15007559981922783,0.2730969586892399,0.48848309891794983,0.1475028721548309,0.3641225775745638,0.5117912796414097,0.19619798854414489,0.11722384566328845,0.15964912755206975,0.30116480678063834,0.1499618930046005,0.3340065852642543,0.4613900407827144,0.12010457470611399,0.4176268634631489,0.15143273747130387,0.000901759242616002,0.40700438817699564,0.2651731653495181,0.38287181509881046,0.38959058518859613,0.3870493463490295,0.15499349863491646,0.3955813216482198,0.19700129378221412,0.36432623631218763,0.22828033960585906,0.2216172299034494,0.15065821431078538,0.19775417680263657,0.18167554946144748,0.8081758651719294,0.1591731338135305,0.2790772079416445,0.16663677426861423,0.17884214767269108,0.12441861082350296,0.35028823098708406,0.2229047635605796,0.3436041487324072,0.30885521515660674,0.14885302769757153,0.15622936037077123,0.144598386186846
NRF2-SNAIL_2-1,0.42528073096974983,0.25602528737904856,0.3011213366860085,0.3773736450674785,1.0,0.1996297094892528,0.36510526743762467,0.2941002200840102,0.26670903349882324,1.0,0.2541918130112823,0.3597963526547676,0.305853960634207,0.13489104218713593,0.545127823534374,0.2534162292114034,0.255265289701916,0.2548138851313104,0.39034340898870756,0.255349804314668,0.23217354375608487,0.3789312189459398,0.5569081061344147,0.576939188756374,0.2493203610172875,0.5726794293005745,0.1724893632383448,0.24511680305521993,0.3027279837874709,0.42781596422151813,0.41044272747002114,0.42157052982262677,0.5425241696009504,0.22403454396516703,0.2899993405028227,0.5032946257863762,0.2707826135867761,0.3900079119418519,0.23240710516607233,0.2976754599474694,0.37211007237965876,0.19553036126397946,0.2950076740487072,0.2985391577559372,0.2563095728032738,0.3147181535720484,0.49465329034944217,0.2421380283740531,0.13420354710378946,0.11580211892746692,0.30967455465271376,0.38047326781405477,0.6251707106581543,0.25152415216369584,0.25331619994891186,0.2884221991148005,0.3493195773213429,0.2682411824892389,0.23212121841116407,0.569970369157454,0.5239585720128896,0.25078140849823566,0.2786895998047162,0.33950806986428317,0.25407315676270165,0.2595948915177013,0.0,0.23295472476562734,0.5508426182333352,0.29980852530711566,0.24681674199675038,0.2931803154127544,0.356203239371483,0.6426315865826087,0.5011543767320672,0.3049966343588281,0.36438451871884536,0.2724868679698378,0.29470298096007236,0.2504440201740316,0.5774383102919523,0.3078311446975799,0.09654237863145242,0.6441354756459461,0.6029778728588162,0.24586359776182007,0.3020398773216429,0.2862258512454821,0.36346902666718706,0.0986128790001021,0.3897776172199999,0.5710937925409953,0.2341420445100798,0.5205686313515051,0.24895349812387008,0.27213073356640516,0.3414424298000337,0.28684265863852537,0.5592776291797602,0.36514863599211445,0.5492414577738997,0.23917350071822557,0.6443490119093724,0.253530810723559,0.4966788982581183,0.30274099007373023,0.3193381564283645,0.25581335502630975,0.3577147843900005,0.291542791147092,0.8540448786671362,0.08433769334445573,0.35591890576008783,0.3041951000829162,0.28509767386981527,0.20646186245283718,0.5644876720308383,0.2973645985640754,0.48620187298378925,0.5939693494050785,0.25565198101496633,0.25974605288411273,0.25299134658717115
Keap1-SNAIL_0-1,0.3226579778694766,0.11045612260830531,0.20002305214251198,0.2623156980093976,1.0,0.3667978444731786,0.3657811697826391,0.19729842866862018,0.11854664260638521,1.0,0.09666874116953911,0.09851822748285871,0.2779598009464167,0.09270374647379087,0.31952187913027574,0.11142601174315933,0.11197840251970051,0.11163076351054223,0.19570753571427785,0.11226352465832805,0.12859524887169485,0.39657927303536755,0.27866050456160746,0.3121855807089167,0.1082002257572388,0.360636333822251,0.04115522721438088,0.11895329095164153,0.25579018670983117,0.38076238855467337,0.24525733627948662,0.32446123110449837,0.2841835319502146,0.13923723102731064,0.1955892223876099,0.33844053383516337,0.1527172136395969,0.19615263196958965,0.12207521556738449,0.2468234627128561,0.10416296256537734,0.042074357445975485,0.19865442780007408,0.1663980024458079,0.11329328469364516,0.16453256283978324,0.35558565520820584,0.1838502887931281,0.10115097463671156,0.07075110307755494,0.03881734849190717,0.12553939677802056,0.2853928900142694,0.11019872511648263,0.11339495695637916,0.1428878258941669,0.24731224266870758,0.103845490733346,0.006708904538987016,0.44942696395563086,0.3785587648366382,0.11032210340942075,0.13713389738949053,0.17313044162655236,0.10160561144992258,0.144616141687343,0.2329547247656273,0.0,0.42819546925023444,0.20216107726162474,0.11163303822843254,0.11551881045847633,0.2675640825435863,0.31787877279782994,0.3589485705575648,0.15789985670726367,0.19923492324534986,0.137520682639297,0.1552075142652672,0.10755600784149752,0.1965330017325623,0.4423273367219508,0.09781584925289465,0.3078259533426477,0.48782868723943235,0.15145653390638436,0.15364728409005368,0.10783064296664367,0.2764275080795427,0.096649724550518,0.2807756589707982,0.45766394999198523,0.006096823471476529,0.37023110293821093,0.0990465396074885,0.15264552505721407,0.17271906313294846,0.13713081495408425,0.27294954389227716,0.372831058794758,0.4310073430577637,0.0009090093505169316,0.32720280398941803,0.1787385334705316,0.3017194551651822,0.11122478517234749,0.23577058456986344,0.1121289791603131,0.25302524843962726,0.09354852809218114,0.6404493952481063,0.09382847287761895,0.26663550190558394,0.19896009555711464,0.10693226799059741,0.08707762872280154,0.2302320149861861,0.1381513221240529,0.3585074803553052,0.2315284519258746,0.11215295365965619,0.11712074081511067,0.11904256291686303
Keap1-SNAIL_0-2,0.38921453911439075,0.1705067359839081,0.1950824627911849,0.24652873103552803,1.0,0.7825635190329676,0.43556421293678005,0.19793330384940366,0.17698004933390504,1.0,0.21318434272494163,0.5562564957924261,0.3347639235247937,0.30065339650995054,0.07417896994485325,0.17761005268602956,0.17558432135183505,0.17870378415482585,0.40034205794912414,0.17634261745266422,0.19112343522671388,0.43788799066159645,0.34415284837602134,0.363129336606993,0.182072905222604,0.05650405297591398,0.42632109234072046,0.18661192300911736,0.15882176083849026,0.17926948071561488,0.43896690211577655,0.3949287909345926,0.6226685552663322,0.283073934850516,0.1987876737142006,0.38159916997966703,0.19439458059883483,0.4009196310283736,0.28272912635671776,0.17113038777740303,0.5510149255259316,0.4355785774176854,0.19653406245503807,0.3067062244949508,0.17550183883862744,0.35271907343438613,0.2564488318388316,0.13202210684489202,0.3357092669030938,0.40118635015752696,0.43665528424823535,0.2210442759383083,0.10199428147388168,0.18164650617513012,0.17547815727212407,0.14650055627699549,0.32775288511183637,0.1703311322391599,0.42111504963088675,0.01036124838304488,0.42499300953881763,0.1830323092423851,0.5829451669100583,0.2885047257490563,0.196713487961559,0.40299545462521236,0.5508426182333352,0.4281954692502345,0.0,0.19120727622749467,0.1856374088467359,0.23438297947622108,0.29529276756880934,0.10291446921371739,0.3577657228473188,0.2596986845504565,0.2935091920827161,0.5876346414193641,0.4184607883320573,0.1832537799205154,0.2793322272724278,0.5254128620509886,0.3774818354258121,0.1266684732277089,0.25004497053985525,0.1368964451257288,0.2475182653561052,0.1736926152638925,0.34451017163315306,0.3756446863781524,0.3755235001138915,0.00833257940762445,0.4256055321293055,0.4257997507802076,0.19986240364109414,0.3909228882754268,0.28939566761323265,0.5772521501273964,0.3474640540521474,0.4316051207305879,0.0015068482509693114,0.43448278810273533,0.09724674417485377,0.21872313006694408,0.3543946257212881,0.46666782701498455,0.36657949957779457,0.18015381287226992,0.2250554265435386,0.3257952062932816,0.817125101525517,0.4156704632292282,0.29340157048876353,0.19759974026683136,0.21818996154635278,0.22728654261400688,0.26364326574096064,0.29051911563794897,0.21863018250187846,0.14512102077246125,0.17473649296816243,0.17719951050038205,0.16858988663267377
Keap1-ZEB_0-1,0.32557981389857793,0.061549832187228946,0.0005017805422571202,0.22238400850525739,1.0,0.5709081321432636,0.39523092524360126,0.002093557719263949,0.11832128096516058,1.0,0.12638869496848631,0.4082723414944923,0.31654292564053044,0.14100841730338842,0.2553288807848033,0.09342783466558527,0.09163574922499647,0.09161050465817164,0.16508541952241929,0.09240883192941038,0.02898476293038799,0.38722425754812334,0.3334350962049646,0.32001133655693875,0.09172105690297593,0.24318454842782516,0.17618852081134795,0.09155657008720075,0.019175696647713243,0.11960775450226527,0.21817753429575426,0.32826232195493377,0.5796691039224249,0.1954645328503397,0.0016404446873373745,0.36733650034786425,0.08913186266077273,0.16581018711054418,0.18603542455900274,0.021994140284102154,0.41455220271860316,0.15466331229847397,0.00032626413446391433,0.18474009092638424,0.09189142537792086,0.2195796327222918,0.28012845558010635,0.06722860574590837,0.16277637197831363,0.19647072103370464,0.2839241523657326,0.12775994667074758,0.2333528160304299,0.09411007077622918,0.09572360774012813,0.0739820033979272,0.2602582655940265,0.06421457501539404,0.20884458150653482,0.22321728613201464,0.3729287487133372,0.09201665245060664,0.1931069855393006,0.18761836716162766,0.1054799926375438,0.1600987395844729,0.2998085253071157,0.20216107726162474,0.19120727622749467,0.0,0.08611388037213076,0.11185347551493503,0.253185381591261,0.256581645999572,0.3385880828713853,0.15752312121951179,0.23687116222768417,0.19548996926293832,0.1872466245636506,0.09381215593977049,0.296508846558563,0.43956243436287906,0.16756810907221625,0.2697698988985063,0.4144767575588947,0.059807601643892774,0.04230664242129249,0.07020506615075488,0.2841088154907262,0.16948229658160968,0.31466796636284156,0.2189242171878497,0.21764207174058858,0.36920992927551,0.1028794993806125,0.15930661576290955,0.19224417847290123,0.1905165024645975,0.3402798951474476,0.38932501377141804,0.18819696827315685,0.2134198172424509,0.2592890913083801,0.13554461282994,0.318151034340329,0.31900557193026935,0.14983459809814867,0.09427117620621805,0.0786867420680663,0.2061492482375908,1.0,0.1714106737448512,0.25148554544482044,0.0008627383940126958,0.09454393620781767,0.10310637808687108,0.2947480422421206,0.17218801302342684,0.25059084841661916,0.22635711297690753,0.0885569978038788,0.112242342017806,0.09349212158549164
Keap1-ZEB_0-2,0.23065080030135943,0.005108735760265057,0.08707577955462116,0.12421651851237206,1.0,0.3833746659956442,0.20508685717119662,0.08010031293941645,0.008383663656441002,1.0,0.007410588963953893,0.2214192232807909,0.23928645558522804,0.03892273748693223,0.14304414976047838,0.002358444370277689,0.0030498859837048958,0.0018556844480453354,0.1401109995745321,0.002287100669072449,0.03941259649747198,0.22311481903633187,0.3302449874579464,0.3614286138446603,0.0022584475770224704,0.15100250869782111,0.1401174609725926,0.0013700588575008077,0.08467823936911746,0.1767640890983543,0.17801600932982276,0.23075212657202643,0.3748822533264692,0.13882782886162054,0.08017516948464039,0.2802665839269419,0.0341822121115228,0.14011299454040793,0.1334306497301859,0.08111070557303951,0.22617057799221987,0.15225125141301743,0.08488482015938356,0.09996177474967996,0.002394374418317391,0.13567641808010966,0.22083218743986344,0.03308674455271545,0.11652273764487309,0.10079258900673904,0.1333629778218297,0.04337484582119083,0.16558673381744426,0.0025417246945589334,0.0032191531411128026,0.00787107149718922,0.14246679552190825,0.010775501577999967,0.10377419430786645,0.2004627082600108,0.325492316503066,0.0019468424208662315,0.27133403959623414,0.12231768603350512,0.00696058482643611,0.145900196730545,0.2468167419967504,0.11163303822843254,0.18563740884673596,0.08611388037213077,0.0,0.03768121611983209,0.15224101465331946,0.1711673907454701,0.27427131239541463,0.07819906861904144,0.14232860519616874,0.2713744442040783,0.15994696765088712,0.0022823385030632795,0.26590304678331217,0.26439235871106914,0.12340522895696701,0.17313598565735522,0.3065463526986806,0.03472794503352948,0.04952648976550497,0.026689851539489405,0.162014647731398,0.12286875087152707,0.19004479982235217,0.2024677466589238,0.10549028056344423,0.32143217735219487,0.001920662375400481,0.14928528723492157,0.12397266620152972,0.2716522510799301,0.32644151480173467,0.20720487640192026,0.18705362087887306,0.11515239198068403,0.1726780596261227,0.03620195245276682,0.2609720975234716,0.1794530827720287,0.1222669905503852,0.002254902597902976,0.11632567811283974,0.15545924954352192,0.6939550201491319,0.13298850996463796,0.14309282279144472,0.09093967504322382,0.030648879060395012,0.010630370492220771,0.3003811367305708,0.0836838676838829,0.18797338836185495,0.17397254479220245,0.0022840540823434994,0.006308671973179375,0.00431943363430445
miR34-E-cad_0-1,0.20703204257601004,0.03770811565712197,0.11005570908434956,0.1639313987435147,0.9221415695741917,0.43465912645892246,0.2717493834634433,0.1055239739710202,0.050316472146141496,1.0,0.04195019293478975,0.2158164355502444,0.31094613183364417,0.07527667548307937,0.18851641541730413,0.03966285093894108,0.04005007052470873,0.03946910574341286,0.1289684707302674,0.039284631765384825,0.06758144093191387,0.28891947933572065,0.31509233535867764,0.3415113162145834,0.03927519742906131,0.1875059650948669,0.15497648107147813,0.04362543346026799,0.1324547831621314,0.22621188763918204,0.17196901939158082,0.20754373095720013,0.37271722593818196,0.19540780120769113,0.10716658460219704,0.29765701008424106,0.07046229714468533,0.1292218220985412,0.18378098535802484,0.12729588816355397,0.2202903166251311,0.15370966392589602,0.10959831497779828,0.07499056607788643,0.040204503727200996,0.15821806090892399,0.2488057688135718,0.07583486008409314,0.1676700009870361,0.14123956403458277,0.1467717945283367,0.05274214785332339,0.17285771944616646,0.04012575191424418,0.04154692791597202,0.04564433732081469,0.1345012519686638,0.03893136494722361,0.11873492364780461,0.24171413915429113,0.3366960206019492,0.03947365944677022,0.24518022858993432,0.11862537275812818,0.04132456723905281,0.19293842220958302,0.29318031541275436,0.11551881045847631,0.23438297947622108,0.11185347551493502,0.03768121611983209,0.0,0.19619698105272426,0.18425331015616722,0.3054227774478203,0.0949541567795091,0.1435409104923801,0.2460900867723923,0.20118594047805985,0.038746138925650556,0.269754701335871,0.3175966129436899,0.16786132694488354,0.18670798251467594,0.32003745524198757,0.07519449172337357,0.07081987422729633,0.049604531176451194,0.16167093716936443,0.1673140050053339,0.16878392737314257,0.24580783015510266,0.11936567396453367,0.33183508782521065,0.037120690646077086,0.19752309475716934,0.12043608630660745,0.24443175300520759,0.31132715600207683,0.2745548256182942,0.2394801768242356,0.1174017079724717,0.18752149683434877,0.0834747829522268,0.2699017604548767,0.18624747282236637,0.1343370588950455,0.03909110254848454,0.15712825302715389,0.18839036661075323,0.7108150459519914,0.16962187981115023,0.186491752702363,0.11255207414966112,0.002005987205507714,0.049533014108190235,0.3040793421945112,0.10245942252384087,0.22568556889602945,0.1837942461899146,0.03948465607127623,0.04807738413323907,0.04668261577848781
miR34-E-cad_0-2,0.03962648282495509,0.1594866331488807,0.256329731257293,0.008755200245741482,0.5641091996600154,0.4624117326823378,0.320310436586129,0.25161612583578813,0.14401768783101385,1.0,0.1514396684554307,0.34453602713952164,0.297845465581663,0.17917784260521286,0.24437573617660893,0.14844137286645312,0.1486263444792783,0.14907515455874376,0.3350798474509359,0.14872198826190283,0.2031919964463189,0.3418685403661246,0.4408988932125828,0.47855567908478114,0.14890794686391987,0.26669003528427015,0.2935851167864292,0.15099924476142798,0.23858157518773565,0.3048119213048247,0.3604087680666309,0.04086771537301586,0.4524681804787128,0.23590323813348613,0.25015745322489047,0.365878884713195,0.18259357604191537,0.33511739499189475,0.23734686168135893,0.2394941115237968,0.3460335195522944,0.3177149617667866,0.25376557354426205,0.05926969405839562,0.14821960128929657,0.26020673669636907,0.3196014382443336,0.17600899944528084,0.23502141941721683,0.22671021544428,0.2667040621608264,0.2150191128762759,0.3053213141330071,0.1486006697733841,0.1471378296946192,0.15713681453085668,0.028858634083364476,0.16348892217307404,0.25465332015372294,0.30998054322165863,0.4148182083447756,0.14939923145945222,0.4566800302191698,0.2835124849491832,0.1511247810559035,0.283539915304392,0.356203239371483,0.2675640825435864,0.29529276756880934,0.253185381591261,0.15224101465331946,0.19619698105272426,0.0,0.3089359927429442,0.35953455634399645,0.22184152019980302,0.28615065467179934,0.45652021646180496,0.295074330612966,0.14911790201787004,0.3834577938235203,0.3746585997830574,0.248426091647793,0.30947145818131305,0.42297758140740627,0.17379580926023977,0.22776904709311313,0.1759849497553715,0.02929544123519144,0.2470999527824871,0.03651366945855197,0.3125517950234485,0.2546759903627802,0.41250410700186513,0.15127662223157493,0.2839944936015656,0.2832160104901649,0.457125646730018,0.43699031579609293,0.3237776510826284,0.29511391706682194,0.26968209752613653,0.3094762718065916,0.17869112082504846,0.359639669217137,0.30057737713989846,0.2968818595990404,0.14934069753279294,0.2799697336933591,0.2757855841439364,0.6873723590295564,0.26729777802440446,0.0020143464014313857,0.2591768691254219,0.18872089083304144,0.1523516285841935,0.4087533287370565,0.22156928807248416,0.2941132415784223,0.3049475425069683,0.14916802650235145,0.14399203007098413,0.14528868584209564
miR34-I_0-1,0.37033171214917354,0.1680667926760143,0.25613051713169704,0.24378504770208362,1.0,0.8024926627499158,0.4069793070171096,0.25419323328222837,0.16246175711536764,1.0,0.17276097008863667,0.3741501077414533,0.45382344112838435,0.28049392366104786,0.05853041586142568,0.16553713468223172,0.16435992413896028,0.16446465072923067,0.26607091276771866,0.16369476182159998,0.2360495073003464,0.423712701626055,0.3056751847886877,0.3397788793828948,0.16946380455030385,0.03876851699027893,0.40689693622957324,0.17706066651934563,0.256992106756303,0.2814552493928991,0.3096276558168427,0.37519783693912684,0.44186051848283736,0.3706844870301688,0.25861243356530705,0.35047305863369843,0.20286671793052638,0.2664890705471695,0.35459687474135076,0.2579843503146212,0.3694917563348769,0.4047341019494459,0.25896116048061624,0.2802980375757719,0.16332146362589128,0.3147386882295411,0.2675608504399898,0.20935557223729379,0.41778611163568563,0.4141539410908245,0.2824802366431376,0.10425535354802953,0.00742970193509785,0.16776131652931864,0.16654632712522568,0.1425059161085253,0.30465231637062684,0.16262158003992913,0.3110525827572127,0.10045901224129124,0.40677543436221764,0.16846306986718856,0.5304931969509994,0.24994449086444478,0.17061188436229136,0.38638368970655046,0.6426315865826087,0.3178787727978299,0.1029144692137174,0.25658164599957195,0.17116739074547013,0.18425331015616722,0.30893599274294425,0.0,0.34978585499599824,0.23325180492776545,0.25722592885708445,0.5359662669575627,0.37140902374755635,0.16818655943897923,0.18918194429169866,0.549709050071876,0.45697817123844586,0.004385898791318079,0.13065967204093104,0.20870109824532196,0.21233130982194395,0.16624465426633833,0.3252222412238455,0.4541493989380029,0.34012410770397317,0.10369179702398047,0.3105470476047663,0.4037691068061201,0.17058936748578862,0.38001007476520887,0.25057829901473916,0.5238620251877784,0.2980252858263968,0.4102585165776407,0.11025242248320168,0.31720097496942107,0.0006816608358691106,0.22515623741287727,0.3199064988648106,0.36628831635310777,0.3111387089995822,0.1637590101358009,0.2557914849752774,0.3285650151980383,0.6296931230727654,0.4813973853798724,0.29601411733026994,0.2584391383677803,0.1804027359136461,0.22015800693631393,0.2387358499567615,0.2494170029086068,0.23271363025232705,0.05559319108843202,0.16349711143755255,0.16609832277668218,0.16949360043474906
