States,RACIPE frequency,Boolean frequency
"""1110101""",0.005330000000000018,0
"""1010100""",0.02709761904761936,0.4979
"""0101011""",0.039105833333333825,0.5021
"""1000111""",0.008399999999999928,0
"""0001100""",0.004260000000000003,0
"""1010110""",0.015959999999999936,0
"""0011100""",0.004050000000000007,0
"""0110100""",0.03786000000000058,0
"""1011001""",0.005350000000000019,0
"""0000100""",0.01304111111111109,0
"""0000001""",0.0030200000000000058,0
"""0010011""",0.003610000000000008,0
"""1110110""",0.01108999999999994,0
"""0101010""",0.02623000000000012,0
"""1111011""",0.008819999999999899,0
"""0010000""",0.00535333333333334,0
"""1011011""",0.01688999999999983,0
"""0101001""",0.01253749999999996,0
"""0001011""",0.03084500000000047,0
"""0110110""",0.014199999999999937,0
"""1001000""",0.005623333333333345,0
"""0110000""",0.00594333333333334,0
"""1000101""",0.009166666666666594,0
"""0011101""",0.003140000000000008,0
"""1010101""",0.013039999999999887,0
"""1001110""",0.0062900000000000135,0
"""1101110""",0.005310000000000017,0
"""1000100""",0.015259999999999945,0
"""1000110""",0.010689999999999969,0
"""1010011""",0.007359999999999955,0
"""0110010""",0.0025850000000000022,0
"""1101010""",0.011849999999999899,0
"""1101011""",0.019501666666666525,0
"""0100100""",0.021812222222222157,0
"""0100001""",0.002900000000000005,0
"""0100110""",0.012679999999999941,0
"""0110101""",0.01249333333333322,0
"""0011011""",0.01288999999999991,0
"""0001111""",0.004840000000000016,0
"""1100010""",0.0025900000000000107,0
"""0000111""",0.003525714285714293,0
"""0001110""",0.004570000000000008,0
"""1100111""",0.0034100000000000115,0
"""1001111""",0.0055700000000000185,0
"""0111001""",0.007743333333333276,0
"""0010100""",0.02545999999999991,0
"""1001011""",0.025359999999999824,0
"""0100111""",0.0052700000000000125,0
"""1110100""",0.018299999999999927,0
"""0000000""",0.0023300000000000013,0
"""0010001""",0.003390000000000011,0
"""1111110""",0.0057400000000000125,0
"""0010110""",0.009759999999999968,0
"""1011111""",0.004990000000000014,0
"""1111010""",0.004200000000000014,0
"""1110011""",0.003615000000000015,0
"""0001000""",0.004113333333333339,0
"""0110111""",0.007793333333333269,0
"""0111000""",0.004890000000000011,0
"""0000010""",0.0010899999999999996,0
"""0000011""",0.004090000000000006,0
"""1001100""",0.004280000000000009,0
"""1011010""",0.004660000000000013,0
"""1101111""",0.004153333333333349,0
"""1101000""",0.006659999999999992,0
"""0010111""",0.00966999999999989,0
"""0001001""",0.00852666666666663,0
"""1011110""",0.005320000000000017,0
"""0111011""",0.015176666666666585,0
"""0010101""",0.013973333333333279,0
"""1010111""",0.01470999999999988,0
"""1100110""",0.00658,0
"""0001101""",0.0028200000000000044,0
"""1001010""",0.008799999999999966,0
"""1111000""",0.004020000000000007,0
"""1001101""",0.0030066666666666714,0
"""0100101""",0.006713333333333319,0
"""0011001""",0.0040700000000000085,0
"""1111111""",0.0034800000000000117,0
"""0101100""",0.009192222222222176,0
"""0101000""",0.014033333333333255,0
"""0111111""",0.005090000000000015,0
"""1000011""",0.005535000000000015,0
"""0001010""",0.010643333333333312,0
"""0100000""",0.005090000000000009,0
"""1111100""",0.004650000000000011,0
"""0101110""",0.011654444444444403,0
"""0011111""",0.0032900000000000104,0
"""0111100""",0.011706666666666579,0
"""1110111""",0.005980000000000018,0
"""0000101""",0.006919999999999972,0
"""1010001""",0.004762857142857157,0
"""1100100""",0.010506666666666612,0
"""1100000""",0.0022400000000000063,0
"""0111101""",0.004630000000000016,0
"""1001001""",0.0076424999999999445,0
"""0111110""",0.008429999999999932,0
"""1011100""",0.004940000000000014,0
"""0110011""",0.004010000000000011,0
"""0100011""",0.0045800000000000085,0
"""1000001""",0.0032341666666666803,0
"""0100010""",0.004200000000000004,0
"""1101001""",0.005450833333333348,0
"""1000000""",0.004700000000000011,0
"""1010010""",0.0029500000000000086,0
"""0101111""",0.006110000000000013,0
"""0011000""",0.0023500000000000044,0
"""1011101""",0.003290000000000009,0
"""0000110""",0.004340000000000005,0
"""1111001""",0.0036900000000000114,0
"""1111101""",0.002110000000000006,0
"""1011000""",0.003360000000000009,0
"""0011110""",0.002570000000000006,0
"""0101101""",0.004150000000000012,0
"""0111010""",0.004970000000000009,0
"""1100011""",0.0030500000000000136,0
"""1110010""",0.0018550000000000033,0
"""1101100""",0.004430000000000015,0
"""0011010""",0.0033333333333333357,0
"""1010000""",0.00480000000000001,0
"""1100101""",0.003733333333333344,0
"""0110001""",0.0036400000000000104,0
"""1110000""",0.0031100000000000043,0
"""1000010""",0.002990000000000005,0
"""1101101""",0.0008899999999999982,0
"""0010010""",0.00138,0
"""1110001""",0.0015496428571428558,0
"""1100001""",0.001389999999999998,0
