Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10
227,1,0.649250339414235,0.0690202655490204,-0.734021342755594,-0.474808349626444,1.16841577538929,1.23117149603585,-0.119116644539287,0.588353851404851
229,1,-0.891359597862052,-2.95345835764463,1.35044628723856,0.868327593781272,-0.940778041976715,-1.22375209286377,0.421244715492729,0.820360953994468
230,1,-1.80627591029151,-0.341250214966618,1.04593762660775,0.411328239642736,-1.13040596608583,-1.53606366384269,0.858224502484622,0.465522588986712
232,1,-3.58538758802851,-2.4810561384218,1.38727804968849,1.12240273274776,-1.86209148982986,-0.919835986940208,0.842058071331206,1.16300218870901
234,1,-0.384705335217238,-0.292665170480514,1.40968423340848,1.10299312783169,-1.59501689827938,-0.978426112578212,1.23272942372816,-2.36181339136726
235,1,0.608837103861111,0.76130153894026,-0.625053512365634,-1.23165057536099,1.11483275547171,1.44830048519948,-0.566654251179253,0.27487681649227
240,1,-0.527935928161026,0.856786039482337,-1.35503488909569,-1.03281310255636,1.3355114045613,-0.435347451160639,-0.515469306141101,0.824328963776978
241,1,0.356049978973568,0.709891253245179,-1.44896270660476,-1.65269757335836,1.06646129020642,0.887654708527119,-1.00072036561501,-0.0437534182684057
242,1,0.125103701862835,0.875884747538504,-0.949730417695122,-1.02535563943596,1.13077381775288,0.754059428322746,-1.28643129185008,-0.593638004196684
247,1,0.59798409815674,1.40260740264013,-0.67543643155171,-0.938741006779235,1.18009319492733,0.186341291026934,-1.45312935863125,-1.20042286028887
253,1,1.38750853694541,1.22824117317213,-1.02162920415409,-2.37889591881777,1.13589365531801,0.917603873268367,-1.3979188185139,-1.1361629368491
265,1,0.217825516675633,-1.89841301368161,1.27958495445129,0.99978132169512,-1.5188363061599,-0.501058702980886,0.692883032422262,0.867562008971579
266,1,-2.76232061979493,-1.24610707930727,1.03967339550794,1.21509420971473,-1.43125483733348,-1.56199678162773,1.18832842304664,-0.306138761825371
270,1,-0.6965891251491,-1.75903444737203,0.317259595046352,1.15708769604099,-1.23248480698826,-2.10296904182533,-0.348935209501576,1.65208865531993
271,1,-1.56235163275415,-2.40692317797295,1.5126639420584,1.14560944294664,-0.892363058534895,-0.884193781859903,0.906971992936627,-0.812192953651858
276,1,-1.26257205070682,-1.99898850138223,0.712208603073789,0.728468164138807,-1.73716067250167,-1.06396564379243,1.10969673377035,-1.00741621541205
277,1,-0.454385994192379,-1.14433188913464,1.36457100667435,0.354416166736164,-0.486186916916864,-1.02133404726856,-0.705628553854072,0.196604438445835
278,1,-2.36903928708029,-2.44872389852287,0.270000617119924,0.488626750817623,-1.13770386308509,-0.408226350179516,0.955737417622876,-0.172228021377806
280,1,-1.41867621198825,-0.660650981574978,0.887379101995727,0.830662320232071,-1.45707541123157,-0.605507079616053,1.48727801669494,0.403669109552861
282,1,-2.43810987758618,-2.83929033133353,1.32975102788196,1.50754972143374,-1.16815608663193,-1.04548281971147,0.372964475893593,1.16869208458404
284,1,-1.73315824585579,-2.75140405406345,0.93506791135147,1.59948228467025,-0.925457999255403,-0.909406930353356,0.905585932832983,1.01560454266588
289,1,1.85703917484043,0.349975023229266,-0.351841938490338,0.39720335850693,0.721713458382701,1.29524673108862,-1.65102722842012,0.568099723639512
291,1,0.400661648889309,-0.214803963490543,0.619095716890558,0.455495358415342,-1.57614139523419,-1.45196948960706,0.715101306870173,-0.451246023968589
292,1,-0.386652531003175,0.273581159548038,-0.815577144898008,-1.42035098080702,1.19928584933463,0.816408904433885,-1.52125062587854,0.995393691550243
295,1,1.48173932934792,0.539610339999136,-1.49813310606947,-0.682819200795576,1.14797159388773,1.02675203063195,-0.866319612926361,0.838388629274224
297,1,-2.41367673453699,-0.747603260122898,1.02423148002278,1.06526466912231,-1.45116275851435,-1.23298740920941,0.541317296037877,0.720714500945062
303,1,1.363226754329,-0.852870049389924,1.54399713192921,1.03646307441163,-1.70685797943349,-1.56956187758479,0.689153031953882,1.09502080124865
305,1,-1.86166788002688,-2.86355912426234,1.52884177073026,0.292498630009083,-1.09251605604826,0.214596191249933,0.246357108746117,0.790503016383713
306,1,0.224090120090129,-1.74081743669236,1.15622015534728,1.2919762522791,-0.991893302971044,-1.43693953800823,1.18507015698969,0.544154294367002
307,1,-0.626783544244719,0.0705870459840759,1.10205231270888,1.1843899115127,-1.07515255662487,0.456756135360976,1.1376792632565,-0.285885617620252
311,1,0.399428292699031,-0.180858130223717,1.22113378371855,0.937479370143162,-1.00245923791895,-0.465219065117423,1.18607319309057,-0.123627360207063
316,1,-0.0191817873723159,0.748080275314381,-0.0123359623812971,-0.906483137686273,1.01068414455116,-0.0117606639656209,-1.61596003589958,-0.478321469715826
317,1,0.246496751842756,0.217586434912551,0.355988701090243,-1.51615259739194,0.897390770761643,0.614166279390431,0.0558779271044172,-1.104890311788
318,1,-1.11160753451414,-1.63949972187033,0.625884919075721,1.4218143771557,-0.982365352437206,-2.60017251976005,0.8550462999734,-0.269541141731012
319,1,1.61497484602731,1.26081554893058,-0.975765986288941,-2.04201155417723,1.15899573475249,0.775442448552875,-1.58312373401721,-0.87942650749131
321,1,-0.272027737930241,-1.8451773464535,1.02624212836223,1.11497432557693,-1.36826505994345,-0.530954699717064,1.34401935356112,-0.366424774121308
328,1,-3.80585893003554,-4.54650375365486,0.598952903317119,0.474708720370429,-1.13285373700939,-1.01937191082668,0.920020429365209,1.21368701398679
329,1,-0.83156892209973,-0.792818419139991,0.919603289504483,1.49763449394409,-1.42467461072801,-1.10270852565249,1.06576202317915,-0.226450057061556
331,1,0.536145099332431,0.450466893346391,-0.115030706190337,-0.166762706743264,0.151113501221567,0.811366071545366,1.51271228364765,-2.40349700136132
335,1,0.415141356317179,0.768323801714398,-1.40444552186849,-2.14720170151513,1.02567982504972,-0.383917735071681,0.145284888618976,-0.0839062807061128
336,1,0.341471127157411,1.10305015399185,-1.37388275885434,-2.11757893032491,1.08336139695354,1.21840948157048,-1.24816091699205,-1.11095363269337
341,1,1.01432641558669,0.952838752174774,-1.0876279695569,-1.82002433005899,1.0595580929478,0.987772093972221,-0.92742411102604,-1.24587612875432
346,1,0.232452618760755,0.728538620059184,-1.03442741793217,-0.490953311065744,1.35249728259821,0.947706446329977,-0.276796353529652,0.718699841760271
347,1,-0.198529359043503,0.61627345875616,-0.465826739525154,0.0844363544212667,0.512755240982375,-0.782729925152646,-1.27892773634444,-0.313541036044119
348,1,-0.200779275695005,-1.07694999929725,1.0377774142957,1.33962939319188,-1.58342347894256,-0.910600670594577,1.06402528474522,-0.600553088252926
349,1,0.640605609718288,2.17011189354373,-0.571614998068999,-2.56914436068816,1.16618723993063,1.31988857751486,-0.150103798769521,0.13719641757331
350,1,-1.32805625820711,0.530892803360487,0.803132823040873,0.535292681253319,-1.14838302119577,0.800600735792688,0.709354345557811,-1.22439386212711
351,1,-0.495025278950795,-2.76645231346143,1.16426070513252,1.35068887164796,-1.42817504079959,-2.21388156419793,0.909786386696061,0.879913230365985
352,1,-0.21192178301317,1.24447783536867,-1.1122548354632,-1.7551304033231,1.08884924142427,1.53541846272982,-0.39607598471791,-0.69484012166136
355,1,0.46794697944346,2.26115239394393,0.17843516949495,-0.827202826268436,1.22727031395822,1.04525720559402,-0.608323803934712,-1.51627584884053
358,1,0.77716841206855,0.373849941826584,0.0825959304475973,0.183845290205672,-0.397080540823261,0.16786693318882,0.649782583977551,-0.0625138459123608
359,1,1.88335738319223,0.920637911335616,-0.611883822508127,-1.5269270508189,1.14103057123729,-0.837810285156602,-0.473654037732417,1.38410128060096
360,1,-0.156634906329386,0.376013990715143,-1.07913283840795,-1.9165989271436,1.16564769044544,1.09520431323587,-0.168291354071297,-0.193805365492994
363,1,-0.508935897589904,0.715276031913279,-0.991438144282993,-1.36626240826986,1.4651110643984,0.512393912793883,-1.05175991525412,0.461503434072741
364,1,-0.676127706294643,-1.52618207669789,1.37019173948009,1.38680334153952,-1.40730984624136,-1.36104779849108,0.903588187239975,0.852363380739107
365,1,0.138234384647427,0.00564233428479153,1.19366680607539,0.936461028291537,-0.972525310794347,-2.11409029842724,0.990412939277711,-1.41536289808066
367,1,1.53843868308349,-0.970296578674657,1.02017544261028,0.982542380694201,-1.50829579898375,0.104080566341936,1.30535154326209,0.0755609606549806
369,1,0.230746674319648,-0.229348580300699,0.952095185019136,0.968742418867485,-1.67309938652088,-1.60492300340263,0.568790621373198,-0.633721033858742
371,1,-1.2173575829103,-1.89815473543145,1.23836541464262,1.65640957735993,-0.846890612262031,-2.04959852422646,0.483051531015534,0.24269308681367
373,1,0.280363813918653,-0.0638109471189127,1.52823732737852,0.166782068518824,-0.910854361864607,-1.00823135119109,0.714327572764257,-0.373637221217519
374,1,-0.496636705741736,-1.21506267933322,1.2929787561,0.943507787870782,-1.36839510844773,-1.21344732072189,0.858574540306545,0.0790355510602556
378,1,-0.232086429665358,0.44418556630241,-0.996787990192178,-1.11312305536177,1.34613161072354,1.10034129074483,-0.966361255092891,0.315217866785481
384,1,0.170615602824212,0.389570047522797,-1.43216272361894,-2.80817843369627,1.18806701523242,0.31302506922192,-1.26533999187184,0.910232785573516
385,1,0.0690924101819742,0.128136928533361,0.809986057166377,0.525122176492437,-0.828390073970439,-0.669208445384768,0.869442045749494,-0.0531178951268568
390,1,-0.876274448703048,-1.02795074106745,1.20295166448855,1.12809585404145,-0.89823080150599,-0.417882946769141,0.88304964598144,0.317981671004811
396,1,0.328995458298095,-1.45597236286902,0.920529254939637,1.29637569200856,-0.978519054067261,-0.198449107653244,0.628045651566557,0.825643328084843
397,1,0.00169339406258816,0.84884592037668,-0.741792368025997,-0.681267935932378,1.31034714548833,0.732181640860723,-1.01045833455483,-0.716419432896989
399,1,0.472997394582747,2.08744606540509,-0.775353051991671,-0.47240477690917,-0.64609584815116,1.09063254209928,0.814468493727489,0.167033700419437
402,1,-0.396000524893364,0.755651056522304,-2.10302127543352,-1.98913964187765,1.03215441887204,0.954665020649585,-0.780088612143745,-0.431671536315548
404,1,0.0826593282750255,0.536365719481455,-0.906597639839223,-0.94728691499467,1.11779806377955,1.52082130546525,-1.34946179860579,-0.441638279882292
407,1,0.10217226581488,1.39441546224057,-1.34273303638707,-2.25299994836905,1.02927374329705,0.815151498046464,-2.39365024173736,-0.09959209910109
408,1,1.28940979147457,-0.645740901040841,0.7623453852977,1.1667423423956,-2.32609772177975,-1.07474858933023,0.870031313446052,-0.0939667903472019
412,1,0.453258407837601,1.01258561408951,-2.12605347354897,-0.910539671090242,1.07692791768753,0.996080864700836,-1.99357846830939,-0.773214134263904
413,1,-0.278965862222493,-3.54219265206712,0.754118189218268,0.59790179570074,-1.65265773514586,-0.962180069857044,0.605560285130098,0.0365929604294517
415,1,0.272344354831495,0.636834344556066,-1.44034904824709,-1.09528293292806,1.08876056048896,0.50161570835208,-0.0135192328075941,0.911878937529063
420,1,-0.281801391727472,-1.71655380932854,0.913504360718748,1.48122387810872,-1.23120076776793,-1.64809068242348,0.989263547015239,-0.119536077543596
422,1,0.573320940126725,0.792471526713452,-1.28153507706456,-1.24780245488352,1.47177326710385,0.52950656013272,-0.485597276975768,0.7883041035843
423,1,1.02861180001352,1.80103227405982,-1.47203691148958,-0.00259774468203861,1.1370338568444,0.674104908188873,-0.451643608249216,-0.658635269948349
425,1,0.164916122422946,-0.217242755867714,1.38740475118747,0.445868384393653,-1.49137557773061,0.281054842988584,0.66753171130292,1.25365168856899
426,1,0.849069244378708,0.31037354197948,-1.17614009270749,-0.957462262413814,1.0376913477977,0.885774863965694,-1.02788912922238,1.12603376641156
428,1,0.633937819124762,-0.39554579156384,1.34907595830252,0.765038535715291,-1.2677265600801,-1.00092701551367,0.990020307649461,-1.50877653001337
429,1,-0.206135716512802,-0.35671365665173,0.834516648098549,1.41474501850457,-1.33431746657811,-2.82562585753913,0.89315750850252,-0.853583134846831
431,1,-0.717028071275546,0.0524946545601096,-0.707314801169898,-0.456646075116942,0.956865190333491,0.69819306233301,-1.02791410904865,0.862382252997533
433,1,2.27454743027663,0.115866451715897,-0.0118695737094468,-0.950711596796861,1.24012740499671,0.470325152094383,-1.29163029825548,0.938060327035954
435,1,-0.157665347004972,-0.873799304544126,0.769654563168616,1.4836606576255,-1.44645356048708,-0.91372539150401,0.592610807244036,0.143694799949508
437,1,0.107195581488036,-0.871306596582233,1.60520417379645,0.233932212799169,-0.79082882737074,-1.00358914091402,0.89996643268542,0.897185203543065
443,1,0.835563795806393,0.930908991649001,-1.11127709952309,-1.06181416866687,1.28211928269135,1.00564297802031,-0.882071635167089,-0.787149543319972
449,1,-1.19266732541416,0.00587801318806593,1.30799538142821,1.52581507538339,-1.36540336031752,-1.15389001150122,0.890725498237483,-1.00836961311903
452,1,0.633120208402697,0.173109951690926,1.20697818363067,1.16618589790104,-0.882970975796391,-1.12602760629654,1.39490582170079,-2.40226558396538
454,1,1.09636839689333,-1.10389455489776,1.49659374154159,1.32974414406289,-1.27258819823156,0.35755107224491,0.304864665676559,0.388807842475987
455,1,0.997881005420406,0.369659054369866,-1.9084359288982,-0.799415191956666,1.14578126333987,-0.377259881697947,-1.2223692463712,-0.0324073954192506
457,1,0.444671181886859,-0.226902039576023,-0.532739435991347,0.888837865739425,-1.66308792880477,-1.9867803569114,0.973386305388993,0.932482229172645
458,1,-1.00238148386467,-1.22325591112403,1.16934284303581,0.227460115333658,-0.851464069000298,-1.25043904491178,0.533416945599613,0.467972637495735
459,1,0.635830815978436,0.673503721970868,-0.572063675778627,-1.37657934579247,0.890220898165438,1.21544087817912,-1.25480138747474,-0.859402532817545
460,1,0.968824429064145,-0.894573269900416,1.05942225370374,1.05126961734847,-1.64739861411457,-0.373968883779027,0.494913745950608,0.427214229815667
463,1,0.588759704270615,1.29501158925225,-1.72138546147031,-1.59096820849516,1.47590774688699,0.663156362941018,-0.876434521039466,-0.0947792110892543
464,1,0.193044707304851,0.179407421125542,0.566671041649332,-0.212667186817985,1.1825890382552,1.50097440033702,-0.854035302978209,0.361556339449298
465,1,-1.45693338757745,-4.73230848112699,1.1763902165549,0.938955919707463,-1.50189179569196,-1.24745892743015,0.457951289175595,0.980913717985479
469,1,-2.40548013747609,0.211914321691143,-0.417989657626705,0.695216397088303,-1.17736106651261,-1.37571200839898,1.26759133331745,-0.557556425364629
471,1,0.897151628847045,1.13214197039466,-1.56935456175525,-1.30724262600553,1.29332837580637,0.980951350086138,-0.959318225102282,-0.26401976250708
473,1,1.42286673062113,-1.48723791359477,0.358725498880804,0.786133155103702,-2.4591570766511,0.0801336291284633,0.79688205552704,-0.0433540928189223
474,1,-0.0202770023815813,-0.504620247933905,1.47919158584022,1.3574252398929,-0.891516731206421,-1.13389884159489,1.12753297023347,0.00483904656716742
475,1,0.049995218110332,0.97872468979743,-0.798130711791084,-2.02406051180906,1.28969675867356,-0.322267909269298,-0.844235845235274,0.328560516882053
476,1,-0.238156710078814,-2.69302090130958,1.16126278418099,0.474963997641659,-0.673198184155699,-2.39609983166311,0.0181481413071461,1.29767158193992
477,1,-0.193663352466428,-1.77588581180396,1.59577740062189,1.13355883376631,-1.04293898548545,-0.645298082340388,0.622417824810238,0.632250144041409
481,1,-3.15660925949456,0.585897353754409,-0.276232478382207,-1.63004592403739,1.05123182601533,1.30802804858768,-0.0806787767435969,-0.668016467330546
482,1,0.369012777260664,-0.910881281463564,0.838453022984234,0.851934734359522,-1.57296520087903,-1.08085545961958,1.1652691611144,0.195601534874431
484,1,0.279842975398857,0.652366229977472,-0.714908716818078,-1.73231594844342,1.15260109292891,1.380253566303,-0.211147448574447,-1.07402881489902
485,1,-0.160671404857802,0.358459786594956,-0.297517876082594,-0.213826657567525,1.312466632493,0.0437162548532203,-0.837725077696665,1.64643613473328
487,1,-0.572470926416492,-1.02806438349752,1.10044742705521,0.969301861198111,-1.14003132649155,-1.20094911438359,0.415842988189546,-0.728289037636805
488,1,1.79451409684918,0.787344703447703,-0.431254487140252,-1.1791593882419,1.13603116769559,0.956353189472986,0.0535548032615707,0.0597020356612127
