States,RACIPE frequency,Boolean frequency
"""10111""",0.02845000000000029,0
"""00111""",0.028870000000000357,0
"""10010""",0.02842000000000012,0
"""11010""",0.05956000000000024,0
"""11100""",0.021843333333333284,0
"""01111""",0.019309999999999897,0
"""00000""",0.024399999999999988,0
"""01100""",0.0203728571428571,0
"""10000""",0.02577000000000003,0
"""11011""",0.04697761904761927,0
"""11000""",0.036613333333333394,0
"""10011""",0.028359047619047686,0
"""10110""",0.028013333333333567,0
"""00011""",0.026450000000000126,0
"""01110""",0.019316190476190417,0.0737
"""10101""",0.047593333333333654,0.3039
"""01101""",0.022109999999999914,0
"""00001""",0.03481000000000015,0
"""01010""",0.0580333333333335,0.2996
"""00101""",0.044070000000000394,0
"""01000""",0.03735428571428578,0
"""01011""",0.04013000000000025,0.1225
"""11111""",0.01918999999999991,0
"""00110""",0.02412888888888883,0
"""10100""",0.033116666666667,0.1293
"""01001""",0.030990000000000153,0
"""11001""",0.029020000000000164,0
"""00100""",0.031134444444444624,0
"""10001""",0.031660000000000126,0.071
"""00010""",0.029820000000000117,0
"""11101""",0.02228999999999992,0
"""11110""",0.02182333333333327,0
