States,RACIPE frequency,Boolean frequency
"""01110""",0.05166666666666663,0
"""01101""",0.007766666666666661,0.3645339652448657
"""01010""",0.012083333333333317,0.057925223802001054
"""01001""",0.15213333333333207,0
"""11001""",0.15661499999999978,0
"""10100""",0.008624999999999994,0
"""00110""",0.14470833333333227,0
"""10001""",0.057875000000000204,0
"""10010""",0.009516666666666661,0.3583464981569247
"""10110""",0.14344499999999902,0
"""00001""",0.05721666666666685,0
"""00111""",0.011583333333333324,0
"""11110""",0.051533333333333244,0
"""11101""",0.007758333333333325,0
"""11000""",0.0077999999999999944,0
"""00100""",0.009449999999999993,0
"""00000""",0.0033,0
"""00010""",0.00876666666666666,0
"""10000""",0.004658333333333335,0
"""01000""",0.00961666666666666,0
"""11010""",0.010791666666666653,0
"""01011""",0.00819999999999999,0
"""11011""",0.007999999999999991,0
"""10011""",0.004975000000000003,0.07793575566087414
"""01111""",0.007774999999999995,0
"""10111""",0.011683333333333325,0
"""00011""",0.005616666666666669,0
"""00101""",0.005716666666666673,0
"""10101""",0.00751166666666666,0.06398104265402843
"""11111""",0.006300000000000002,0
"""11100""",0.006711666666666664,0
"""01100""",0.004700000000000002,0.07727751448130595
