ParameterIndex,miR200,ZEB,SNAIL,GRHL2,Weight
8630,-1,1,-1,-1,1
8631,1,-1,-1,1,1
8632,-1,1,1,-1,1
8634,-1,1,1,-1,1
8635,1,-1,-1,1,1
8636,-1,1,1,-1,1
8637,-1,1,-1,-1,1
8639,-1,1,-1,-1,1
8643,1,-1,-1,1,1
8645,1,-1,-1,1,1
8646,-1,1,1,-1,1
8648,1,-1,-1,1,1
8650,-1,1,-1,-1,1
8651,1,-1,-1,1,1
8654,-1,1,1,-1,1
8655,-1,1,-1,-1,1
8656,1,-1,1,1,1
8658,1,-1,1,1,1
8660,-1,1,-1,-1,1
8664,1,-1,-1,1,1
8665,1,-1,1,1,1
8666,1,-1,1,1,1
8668,1,-1,-1,1,1
8669,1,-1,1,1,1
8671,-1,1,1,-1,1
8672,-1,1,-1,-1,1
8673,1,-1,-1,1,1
8674,-1,1,-1,-1,1
8675,-1,1,-1,-1,1
8676,1,-1,1,1,1
8678,1,-1,-1,1,1
8682,1,-1,-1,1,1
8685,1,-1,1,1,1
8686,1,-1,-1,1,1
8690,1,1,1,1,1
8693,-1,1,1,1,1
8694,-1,1,1,-1,1
8696,1,-1,-1,1,1
8697,1,-1,-1,1,1
8703,-1,1,-1,-1,1
8708,-1,1,1,-1,1
8709,1,-1,-1,1,1
8710,-1,1,-1,1,1
8712,-1,1,-1,-1,1
8713,1,-1,-1,1,1
8714,-1,1,-1,-1,1
8718,-1,1,-1,-1,1
8721,1,-1,-1,1,1
8724,1,-1,-1,1,1
8733,-1,1,1,-1,1
8735,1,-1,-1,1,1
8736,1,-1,1,1,1
8741,1,-1,1,1,1
8743,-1,1,-1,1,1
8744,1,-1,1,1,1
8747,1,-1,1,1,1
8755,-1,1,-1,1,1
8756,1,-1,-1,1,1
8760,1,1,1,-1,1
8763,1,-1,-1,1,1
8764,-1,1,-1,-1,1
8768,-1,1,1,-1,1
8769,-1,1,-1,-1,1
8779,1,-1,-1,1,1
8780,-1,1,-1,-1,1
8786,-1,1,1,-1,1
8789,-1,1,1,-1,1
8790,-1,1,-1,-1,1
8791,1,-1,-1,1,1
8792,-1,1,-1,-1,1
8794,1,-1,-1,1,1
8795,-1,1,1,-1,1
8797,-1,1,-1,-1,1
8798,-1,1,-1,-1,1
8799,-1,1,1,-1,1
8803,1,-1,1,1,1
8807,-1,1,-1,-1,1
8808,1,1,1,1,1
8809,-1,1,-1,-1,1
8811,-1,1,1,-1,1
8814,-1,1,1,-1,1
8815,-1,1,-1,-1,1
8817,1,-1,1,1,1
8818,1,-1,1,1,1
8821,1,-1,1,1,1
8823,1,1,1,-1,1
8824,-1,1,-1,-1,1
8827,1,-1,1,1,1
8828,1,-1,1,1,1
8832,-1,1,1,-1,1
8833,1,-1,-1,1,1
8834,1,-1,-1,1,1
8836,1,-1,1,1,1
8837,-1,1,1,-1,1
8842,1,-1,-1,1,1
8844,1,-1,-1,1,1
8845,-1,-1,-1,1,1
8853,-1,1,-1,-1,1
8855,-1,1,1,-1,1
8856,1,-1,1,1,1
8858,-1,1,1,1,1
8861,-1,1,-1,-1,1
8862,1,-1,-1,1,1
8863,-1,1,1,-1,1
8868,-1,1,-1,-1,1
8869,1,-1,1,1,1
8872,-1,1,1,-1,1
8876,1,-1,1,1,1
8877,-1,1,-1,-1,1
8880,-1,1,-1,-1,1
8882,1,-1,1,1,1
8884,1,-1,1,1,1
8889,1,-1,-1,1,1
8892,-1,1,1,-1,1
8893,-1,1,-1,-1,1
8894,-1,-1,-1,1,1
8897,1,-1,1,1,1
8898,1,-1,-1,1,1
8899,-1,1,1,-1,1
8900,-1,1,-1,-1,1
8902,-1,1,-1,-1,1
8905,-1,1,1,-1,1
8906,1,-1,1,1,1
8907,-1,1,1,1,1
8908,1,-1,-1,1,1
8912,-1,1,1,1,1
8913,1,-1,-1,1,1
8915,-1,-1,1,1,1
8916,-1,1,1,-1,1
8917,-1,1,1,-1,1
8918,-1,1,1,-1,1
8920,-1,1,-1,-1,1
8923,1,-1,-1,1,1
8924,1,-1,-1,1,1
8926,-1,1,-1,-1,1
8928,1,-1,-1,1,1
8930,-1,1,1,-1,1
8931,1,-1,-1,1,1
8933,-1,1,-1,-1,1
8935,1,-1,1,1,1
8936,1,-1,1,1,1
8944,1,-1,-1,1,1
8946,1,-1,-1,1,1
8948,-1,1,-1,-1,1
8954,1,-1,-1,1,1
8957,-1,1,-1,-1,1
8958,-1,1,-1,-1,1
8959,1,-1,1,1,1
8962,-1,1,-1,-1,1
8963,-1,1,1,-1,1
8970,1,-1,-1,1,1
8971,-1,1,1,-1,1
8974,-1,1,1,-1,1
8978,1,-1,1,1,1
8981,1,-1,-1,1,1
8983,1,-1,1,1,1
8985,-1,1,1,-1,1
8986,1,-1,1,1,1
8987,1,-1,-1,1,1
8989,-1,1,-1,-1,1
8990,1,-1,1,1,1
8991,-1,1,1,-1,1
8994,-1,1,1,-1,1
8998,1,-1,1,1,1
9001,-1,1,1,-1,1
9004,-1,1,-1,-1,1
9006,-1,1,-1,-1,1
9008,-1,1,1,-1,1
9009,-1,1,1,-1,1
9012,1,-1,-1,1,1
9014,1,-1,1,1,1
9016,-1,1,1,-1,1
9017,-1,1,1,-1,1
9019,1,-1,1,1,1
9020,1,-1,1,1,1
9021,-1,1,1,-1,1
9022,1,-1,1,1,1
9023,-1,1,1,-1,1
9025,-1,1,1,-1,1
9027,1,-1,-1,1,1
9028,1,-1,-1,1,1
9030,-1,1,1,-1,1
9032,-1,1,1,-1,1
9033,-1,1,1,-1,1
9034,-1,1,-1,-1,1
9035,-1,1,1,-1,1
9037,1,-1,-1,1,1
9039,-1,1,1,-1,1
9043,1,-1,-1,1,1
9044,-1,1,1,-1,1
9045,1,-1,-1,1,1
9046,-1,1,-1,-1,1
9052,-1,1,-1,-1,1
9053,-1,1,1,-1,1
9055,1,-1,1,1,1
9056,-1,1,-1,-1,1
9058,1,-1,-1,1,1
9059,1,-1,1,1,1
9061,-1,1,1,-1,1
9062,-1,1,1,-1,1
9064,1,-1,-1,1,1
9065,1,-1,-1,1,1
9067,1,-1,-1,1,1
9068,1,-1,-1,1,1
9069,1,-1,1,1,1
9075,-1,1,1,-1,1
9078,1,-1,1,1,1
9082,-1,1,1,-1,1
9083,-1,1,1,-1,1
9084,-1,1,-1,-1,1
9085,-1,1,1,-1,1
9086,1,-1,1,1,1
9088,-1,1,-1,-1,1
9092,1,-1,1,1,1
9095,1,-1,-1,1,1
9099,1,-1,1,1,1
9100,1,-1,1,1,1
9101,1,-1,-1,1,1
9104,1,-1,1,1,1
9105,1,-1,1,1,1
9106,1,1,-1,-1,1
9107,-1,1,-1,-1,1
9108,1,-1,-1,1,1
9110,-1,1,1,-1,1
9111,-1,1,-1,-1,1
9112,-1,1,-1,-1,1
9113,-1,1,1,-1,1
9114,-1,1,1,-1,1
9117,1,-1,-1,1,1
9118,-1,1,-1,-1,1
9123,1,-1,-1,1,1
9126,-1,1,1,-1,1
9129,-1,1,-1,-1,1
9130,1,-1,-1,1,1
9131,1,-1,1,1,1
9134,-1,1,1,-1,1
9135,1,-1,1,1,1
9136,1,-1,1,1,1
9137,1,-1,-1,1,1
9138,1,-1,1,1,1
9139,1,1,1,-1,1
9145,1,-1,1,1,1
9146,-1,1,1,-1,1
9148,1,-1,-1,1,1
9151,1,-1,-1,1,1
9153,-1,1,-1,-1,1
9155,-1,1,-1,-1,1
9157,-1,1,1,-1,1
9158,1,-1,1,1,1
9161,-1,1,-1,-1,1
9170,-1,1,-1,-1,1
9171,1,-1,1,1,1
9172,-1,1,-1,-1,1
9173,-1,1,-1,-1,1
9175,1,-1,-1,1,1
9176,1,-1,1,1,1
9178,1,-1,-1,1,1
9182,-1,1,1,-1,1
9183,1,-1,1,1,1
9186,-1,1,-1,-1,1
9190,-1,1,1,-1,1
9191,1,-1,1,1,1
9192,1,-1,-1,1,1
9195,-1,1,-1,-1,1
9199,1,1,-1,-1,1
9201,1,-1,-1,1,1
9202,-1,1,-1,-1,1
9205,1,-1,1,1,1
9207,-1,1,1,-1,1
9210,1,-1,1,1,1
9211,1,1,-1,-1,1
9214,1,-1,1,1,1
9216,1,-1,-1,1,1
9219,-1,1,-1,-1,1
9225,1,-1,1,1,1
9227,1,-1,-1,1,1
9229,1,-1,1,1,1
9230,1,-1,1,1,1
9231,1,-1,-1,1,1
9232,1,-1,1,1,1
9235,-1,1,1,-1,1
9236,-1,1,1,-1,1
9237,1,-1,-1,1,1
9240,1,-1,1,1,1
9242,1,-1,-1,1,1
9243,-1,1,-1,-1,1
9244,1,-1,-1,1,1
9248,1,-1,-1,1,1
9253,1,-1,1,1,1
9255,1,-1,-1,1,1
9258,-1,1,-1,-1,1
9259,1,-1,1,1,1
9263,1,-1,1,1,1
9264,1,-1,1,1,1
9266,1,-1,-1,1,1
9270,-1,1,1,-1,1
9271,1,-1,1,1,1
9272,-1,1,-1,-1,1
9275,-1,1,1,-1,1
9276,1,-1,1,1,1
9280,-1,1,-1,-1,1
9281,-1,1,1,-1,1
9282,-1,1,-1,-1,1
9283,1,-1,1,1,1
9284,1,-1,-1,1,1
9286,1,-1,1,1,1
9288,1,-1,-1,1,1
9290,1,-1,1,1,1
9291,-1,1,1,-1,1
9293,-1,1,1,-1,1
9294,1,-1,-1,1,1
9295,-1,1,1,-1,1
9296,-1,1,1,-1,1
9298,-1,1,-1,-1,1
9302,-1,1,1,-1,1
9303,1,1,1,-1,1
9304,-1,1,1,1,1
9305,1,-1,1,1,1
9306,1,-1,-1,1,1
9307,1,-1,1,1,1
9308,1,-1,-1,1,1
9309,1,-1,1,1,1
9310,1,-1,-1,1,1
9312,-1,1,-1,1,1
9316,-1,1,1,-1,1
9317,-1,1,1,-1,1
9319,1,-1,1,1,1
9322,-1,1,1,-1,1
9323,1,-1,-1,1,1
9327,1,-1,1,1,1
9328,1,-1,-1,1,1
9330,1,-1,1,1,1
9332,1,-1,-1,1,1
9334,1,-1,-1,1,1
9338,1,-1,-1,1,1
9342,-1,1,1,-1,1
9343,1,-1,1,1,1
9345,-1,1,1,-1,1
9346,1,-1,-1,1,1
9347,-1,1,-1,-1,1
9348,1,-1,-1,1,1
9353,-1,1,1,-1,1
9356,1,-1,1,1,1
9357,1,-1,1,1,1
9358,-1,1,-1,-1,1
9360,-1,1,-1,1,1
9361,-1,1,1,-1,1
9362,1,-1,1,1,1
9364,-1,1,1,-1,1
9365,-1,1,-1,-1,1
9366,-1,1,-1,-1,1
9369,-1,1,1,-1,1
9372,1,-1,-1,1,1
9374,-1,1,-1,-1,1
9376,1,-1,-1,1,1
9377,1,-1,1,1,1
9379,-1,1,-1,-1,1
9383,-1,1,-1,-1,1
9387,-1,1,-1,-1,1
9389,-1,1,1,-1,1
9390,-1,1,-1,-1,1
9392,1,-1,1,1,1
9394,-1,1,-1,-1,1
9395,1,-1,-1,1,1
9398,-1,1,1,-1,1
9399,-1,-1,-1,1,1
9400,1,-1,1,1,1
9401,-1,1,1,-1,1
9403,1,-1,1,1,1
9404,1,-1,-1,1,1
9405,1,-1,1,1,1
9406,1,-1,1,1,1
9408,1,-1,-1,1,1
9409,1,-1,1,1,1
9410,1,-1,-1,1,1
9411,-1,1,-1,-1,1
9412,1,-1,-1,1,1
9413,1,-1,-1,1,1
9416,1,-1,1,1,1
9419,-1,1,-1,-1,1
9424,1,-1,1,1,1
9428,-1,1,1,-1,1
9430,-1,1,-1,-1,1
9431,1,-1,1,1,1
9432,1,-1,-1,1,1
9439,-1,1,-1,-1,1
9442,-1,1,-1,-1,1
9452,-1,1,-1,-1,1
9455,-1,1,1,-1,1
9457,1,-1,-1,1,1
9459,-1,1,-1,-1,1
9461,1,-1,-1,1,1
9464,1,-1,-1,1,1
9465,1,-1,-1,1,1
9466,1,-1,1,1,1
9470,1,-1,1,1,1
9472,-1,1,1,-1,1
9473,-1,1,-1,-1,1
9474,1,-1,1,1,1
9478,-1,1,1,-1,1
9481,1,1,1,-1,1
9482,1,-1,-1,1,1
9484,1,-1,-1,1,1
9485,-1,-1,1,1,1
9487,-1,1,-1,-1,1
9489,-1,1,1,-1,1
9492,1,-1,-1,1,1
9493,1,-1,-1,1,1
9496,-1,1,1,1,1
9498,1,-1,-1,1,1
9499,-1,1,-1,-1,1
9500,1,-1,1,1,1
9501,1,-1,1,1,1
9502,-1,1,-1,-1,1
9503,1,-1,1,1,1
9504,-1,1,1,-1,1
9505,1,-1,-1,1,1
9508,1,-1,-1,1,1
9510,-1,1,-1,-1,1
9511,1,-1,1,1,1
9513,1,1,1,-1,1
9516,-1,1,-1,-1,1
9517,-1,-1,1,1,1
9518,-1,1,-1,-1,1
9522,1,-1,-1,1,1
9530,1,-1,-1,1,1
9535,-1,1,1,-1,1
9536,1,-1,1,1,1
9537,-1,1,1,-1,1
9538,-1,1,-1,1,1
9542,-1,1,1,1,1
9544,-1,1,1,-1,1
9553,1,-1,1,1,1
9555,-1,1,1,-1,1
9556,1,1,-1,-1,1
9557,1,-1,1,1,1
9563,-1,1,1,-1,1
9564,1,-1,-1,1,1
9568,1,-1,-1,1,1
9570,-1,1,-1,-1,1
9571,1,-1,1,1,1
9573,-1,1,-1,1,1
9574,-1,1,1,-1,1
9575,-1,1,-1,-1,1
9576,-1,1,1,-1,1
9577,1,-1,1,1,1
9582,-1,1,1,-1,1
9583,-1,1,-1,-1,1
9585,1,-1,-1,1,1
9587,-1,1,-1,-1,1
9593,1,-1,1,1,1
9595,1,-1,-1,1,1
9596,1,-1,1,1,1
9598,-1,1,-1,-1,1
9604,-1,1,1,-1,1
9607,-1,1,-1,-1,1
9608,-1,1,1,-1,1
9611,-1,1,-1,-1,1
9612,1,-1,1,1,1
9616,1,-1,1,1,1
9619,-1,1,1,-1,1
9620,1,-1,-1,1,1
9621,-1,1,-1,1,1
9625,1,-1,-1,1,1
9632,-1,1,-1,-1,1
9634,1,1,1,-1,1
9636,-1,1,-1,-1,1
9639,1,-1,1,1,1
9641,-1,1,1,1,1
9642,-1,1,-1,-1,1
9643,1,-1,1,1,1
9644,1,-1,-1,1,1
9646,-1,1,1,-1,1
9647,1,-1,-1,1,1
9648,-1,1,-1,-1,1
9652,-1,1,1,-1,1
9653,1,-1,-1,1,1
9655,-1,1,1,-1,1
9658,-1,1,-1,-1,1
9659,1,1,-1,1,1
9664,1,-1,1,1,1
9665,-1,1,1,-1,1
9666,-1,1,-1,-1,1
9671,-1,1,-1,-1,1
9673,-1,1,1,-1,1
9676,1,-1,-1,1,1
9677,-1,1,-1,-1,1
9678,1,-1,-1,1,1
9680,-1,1,1,-1,1
9682,1,-1,1,1,1
9686,-1,1,1,-1,1
9687,1,-1,1,1,1
9688,-1,1,-1,-1,1
9689,1,-1,1,1,1
9691,1,-1,-1,1,1
9692,-1,1,-1,-1,1
9693,-1,1,1,-1,1
9695,-1,1,1,-1,1
9696,1,-1,1,1,1
9697,1,-1,1,1,1
9698,-1,1,1,-1,1
9700,-1,-1,-1,1,1
9701,-1,1,-1,1,1
9702,-1,1,1,-1,1
9708,1,-1,-1,1,1
9709,-1,1,-1,1,1
9710,-1,1,1,-1,1
9712,-1,1,-1,-1,1
9715,1,-1,-1,1,1
9719,1,-1,-1,1,1
9723,1,-1,1,1,1
9725,-1,1,1,-1,1
9728,-1,1,1,-1,1
9730,-1,1,1,-1,1
9731,1,-1,-1,1,1
9732,-1,1,-1,-1,1
9735,1,-1,1,1,1
9737,-1,1,-1,-1,1
9738,1,-1,1,1,1
9745,1,-1,1,1,1
9747,1,-1,1,1,1
9748,1,-1,-1,1,1
9749,-1,1,-1,1,1
9750,1,-1,1,1,1
9752,1,-1,1,1,1
9754,-1,1,1,-1,1
9758,1,-1,1,1,1
9759,1,-1,-1,1,1
9762,1,-1,-1,1,1
9763,1,-1,1,1,1
9767,-1,1,1,-1,1
9770,1,-1,1,1,1
9771,1,-1,-1,1,1
9772,-1,1,-1,-1,1
9774,1,-1,1,1,1
9777,-1,1,1,-1,1
9778,1,-1,-1,1,1
9781,-1,-1,1,1,1
9783,1,-1,-1,1,1
9787,-1,1,-1,-1,1
9792,1,-1,-1,1,1
9793,1,-1,-1,1,1
9794,-1,1,-1,-1,1
9795,-1,1,-1,-1,1
9797,1,-1,-1,1,1
9798,1,-1,1,1,1
9800,1,-1,-1,1,1
9802,1,-1,-1,1,1
9803,-1,-1,1,1,1
9805,-1,1,1,-1,1
9806,1,1,-1,-1,1
9807,-1,1,1,-1,1
9808,-1,1,-1,-1,1
9809,1,-1,1,1,1
9811,-1,1,-1,-1,1
9815,1,-1,-1,1,1
9816,-1,1,1,-1,1
9817,-1,1,-1,-1,1
9818,1,-1,1,1,1
9819,-1,1,1,-1,1
9822,-1,1,1,-1,1
9825,1,-1,1,1,1
9826,-1,1,1,-1,1
9828,-1,1,-1,-1,1
9829,-1,1,-1,-1,1
9831,1,-1,1,1,1
9834,1,-1,-1,1,1
9835,-1,1,1,-1,1
9836,1,-1,-1,1,1
9837,-1,1,-1,-1,1
9839,-1,1,1,-1,1
9841,1,-1,1,1,1
9842,-1,1,-1,-1,1
9843,1,-1,-1,1,1
9844,1,1,-1,-1,1
9848,1,-1,-1,1,1
9849,1,-1,1,1,1
9850,-1,-1,1,1,1
9852,1,-1,-1,1,1
9860,-1,1,-1,-1,1
9861,-1,1,-1,-1,1
9862,-1,1,1,-1,1
9863,-1,-1,-1,1,1
9864,1,-1,1,1,1
9865,-1,1,1,-1,1
9867,1,-1,-1,1,1
9871,-1,1,1,-1,1
9872,1,-1,1,1,1
9874,1,-1,1,1,1
9876,-1,1,-1,-1,1
9877,-1,1,1,-1,1
9878,-1,1,-1,-1,1
9879,1,1,1,-1,1
9880,1,1,1,1,1
9881,-1,1,1,-1,1
9882,-1,1,-1,-1,1
9890,1,-1,1,1,1
9891,1,-1,1,1,1
9893,1,-1,1,1,1
9894,-1,1,-1,-1,1
9895,1,-1,1,1,1
9896,-1,1,-1,-1,1
9897,1,-1,-1,1,1
9898,-1,1,1,-1,1
9899,1,-1,1,1,1
9900,-1,1,-1,-1,1
9901,-1,1,-1,-1,1
9905,-1,1,1,-1,1
9908,1,-1,1,1,1
9909,1,-1,-1,1,1
9910,1,-1,1,1,1
9911,1,-1,-1,1,1
9913,1,-1,-1,1,1
9916,1,-1,1,1,1
9917,-1,-1,-1,1,1
9918,1,-1,1,1,1
9923,-1,1,1,-1,1
9933,-1,1,1,-1,1
9934,1,1,1,1,1
9936,1,-1,1,1,1
9938,-1,1,-1,-1,1
9939,1,-1,1,1,1
9940,1,-1,1,1,1
9941,1,-1,1,1,1
9944,1,-1,1,1,1
9947,-1,1,1,-1,1
9949,-1,1,1,1,1
9952,1,-1,-1,1,1
9953,1,-1,1,1,1
9954,-1,1,1,-1,1
9959,-1,1,1,-1,1
9962,-1,1,1,-1,1
9964,1,-1,-1,1,1
9968,-1,1,1,1,1
9976,1,-1,1,1,1
9977,-1,1,1,-1,1
9978,-1,1,1,-1,1
9980,-1,1,-1,-1,1
9984,-1,1,1,-1,1
9987,-1,1,-1,-1,1
9989,1,-1,-1,1,1
9991,-1,1,1,-1,1
9993,1,-1,1,1,1
9994,-1,1,1,-1,1
9997,-1,1,1,-1,1
9998,-1,-1,-1,1,1
10000,-1,1,1,-1,1
5,1,-1,-1,1,0.5
6,-1,1,1,-1,0.5
8,1,-1,1,1,0.5
9,1,-1,-1,1,0.5
12,1,-1,-1,1,0.5
13,1,-1,1,1,0.5
14,-1,1,1,-1,0.5
15,1,-1,1,1,0.5
16,1,1,-1,-1,0.5
19,-1,1,-1,-1,0.5
22,-1,1,1,-1,0.5
23,-1,1,1,-1,0.5
24,1,-1,1,1,0.5
25,-1,1,1,-1,0.5
29,1,-1,1,1,0.5
30,1,-1,1,1,0.5
31,-1,1,-1,-1,0.5
40,-1,1,1,-1,0.5
41,-1,-1,-1,1,0.5
44,1,1,-1,-1,0.5
47,1,-1,-1,1,0.5
50,-1,1,-1,-1,0.5
52,1,-1,1,1,0.5
54,-1,1,1,-1,0.5
55,1,-1,1,1,0.5
56,-1,1,-1,-1,0.5
57,-1,1,1,1,0.5
58,-1,1,1,-1,0.5
59,-1,1,-1,-1,0.5
60,-1,1,-1,-1,0.5
61,-1,1,-1,-1,0.5
63,-1,-1,-1,1,0.5
65,1,-1,1,1,0.5
66,1,-1,-1,1,0.5
67,1,1,1,1,0.5
68,1,-1,-1,1,0.5
70,1,-1,1,1,0.5
72,1,-1,-1,1,0.5
73,-1,-1,1,1,0.5
76,1,-1,-1,1,0.5
77,1,-1,-1,1,0.5
78,1,1,1,-1,0.5
80,-1,1,-1,-1,0.5
83,-1,-1,-1,1,0.5
84,1,-1,1,1,0.5
85,1,-1,1,1,0.5
86,1,-1,-1,1,0.5
89,-1,1,-1,-1,0.5
90,-1,1,-1,-1,0.5
92,-1,1,-1,-1,0.5
93,-1,1,-1,-1,0.5
95,-1,1,1,-1,0.5
96,1,-1,1,1,0.5
99,-1,1,1,-1,0.5
101,1,-1,-1,1,0.5
102,1,-1,1,1,0.5
103,1,-1,-1,1,0.5
107,1,-1,-1,1,0.5
108,1,-1,1,1,0.5
110,1,-1,1,1,0.5
111,1,-1,-1,1,0.5
112,-1,-1,-1,1,0.5
113,1,-1,-1,1,0.5
117,1,-1,-1,1,0.5
119,1,-1,-1,1,0.5
120,1,-1,1,1,0.5
121,-1,-1,-1,1,0.5
125,-1,1,1,-1,0.5
126,1,1,1,1,0.5
127,1,-1,1,1,0.5
128,1,-1,1,1,0.5
132,1,-1,-1,1,0.5
137,-1,1,1,-1,0.5
139,1,1,-1,-1,0.5
140,1,1,1,-1,0.5
142,-1,-1,-1,1,0.5
146,-1,-1,-1,1,0.5
147,1,-1,1,1,0.5
148,-1,-1,1,1,0.5
150,-1,1,-1,-1,0.5
152,1,-1,1,1,0.5
153,-1,1,-1,-1,0.5
154,1,-1,-1,1,0.5
156,1,-1,1,1,0.5
157,-1,1,-1,-1,0.5
159,-1,1,1,1,0.5
160,-1,1,-1,-1,0.5
161,1,-1,1,1,0.5
162,1,-1,-1,1,0.5
163,1,1,1,-1,0.5
166,1,-1,-1,1,0.5
167,-1,1,-1,-1,0.5
168,-1,-1,-1,1,0.5
170,1,-1,-1,1,0.5
172,1,-1,-1,1,0.5
173,-1,1,-1,-1,0.5
174,-1,1,-1,-1,0.5
176,1,-1,1,1,0.5
179,1,-1,1,1,0.5
180,1,-1,1,1,0.5
182,-1,1,1,-1,0.5
185,-1,1,1,1,0.5
186,1,1,-1,1,0.5
188,-1,1,-1,-1,0.5
189,-1,-1,1,1,0.5
190,1,-1,-1,1,0.5
191,1,-1,-1,1,0.5
192,1,-1,-1,1,0.5
196,-1,1,-1,-1,0.5
197,1,-1,-1,1,0.5
202,-1,1,1,-1,0.5
206,1,-1,-1,1,0.5
207,-1,1,-1,-1,0.5
208,1,-1,1,1,0.5
212,1,-1,1,1,0.5
213,-1,1,-1,-1,0.5
214,1,-1,1,1,0.5
216,-1,1,-1,1,0.5
217,1,-1,1,1,0.5
219,1,-1,-1,1,0.5
220,-1,1,-1,-1,0.5
223,1,-1,1,1,0.5
225,1,-1,1,1,0.5
227,1,-1,1,1,0.5
229,-1,1,1,-1,0.5
230,-1,1,-1,-1,0.5
231,-1,1,-1,-1,0.5
232,-1,1,-1,-1,0.5
234,1,-1,1,1,0.5
236,1,-1,1,1,0.5
237,1,-1,1,1,0.5
238,1,-1,1,1,0.5
243,1,-1,1,1,0.5
244,1,-1,1,1,0.5
245,-1,1,1,-1,0.5
246,1,-1,-1,1,0.5
247,-1,1,-1,-1,0.5
251,1,-1,-1,1,0.5
253,1,1,1,-1,0.5
254,1,-1,-1,1,0.5
255,-1,1,-1,-1,0.5
257,-1,1,1,-1,0.5
260,-1,-1,1,1,0.5
261,1,-1,1,1,0.5
262,-1,1,-1,-1,0.5
263,-1,1,1,-1,0.5
266,1,-1,-1,1,0.5
267,-1,1,1,1,0.5
268,1,-1,1,1,0.5
269,1,-1,1,1,0.5
270,1,-1,-1,1,0.5
271,-1,1,1,1,0.5
272,1,-1,1,1,0.5
274,1,-1,1,1,0.5
275,-1,1,1,-1,0.5
276,1,-1,1,1,0.5
277,1,-1,-1,1,0.5
281,1,-1,-1,1,0.5
285,1,-1,1,1,0.5
287,-1,1,1,1,0.5
291,-1,1,1,-1,0.5
293,1,-1,1,1,0.5
295,-1,1,-1,-1,0.5
296,-1,1,-1,-1,0.5
297,1,-1,-1,1,0.5
298,-1,1,-1,-1,0.5
300,-1,-1,-1,1,0.5
302,-1,1,-1,-1,0.5
304,-1,1,1,-1,0.5
309,-1,-1,1,1,0.5
310,-1,1,-1,-1,0.5
313,1,-1,-1,1,0.5
315,-1,1,-1,-1,0.5
316,1,-1,1,1,0.5
317,-1,-1,1,1,0.5
318,1,-1,-1,1,0.5
323,-1,1,-1,-1,0.5
324,1,-1,1,1,0.5
325,1,-1,-1,1,0.5
328,-1,1,1,-1,0.5
329,-1,1,-1,-1,0.5
330,1,-1,1,1,0.5
332,-1,1,1,-1,0.5
334,-1,1,-1,-1,0.5
336,1,-1,-1,1,0.5
338,1,-1,1,1,0.5
340,1,1,-1,1,0.5
341,1,-1,-1,1,0.5
342,-1,-1,1,1,0.5
344,1,-1,1,1,0.5
346,1,-1,1,1,0.5
347,-1,1,1,-1,0.5
351,1,-1,1,1,0.5
352,1,-1,-1,1,0.5
354,-1,1,1,-1,0.5
355,1,-1,1,1,0.5
357,1,-1,1,1,0.5
358,-1,1,-1,1,0.5
359,1,-1,-1,1,0.5
362,1,1,-1,-1,0.5
363,1,-1,1,1,0.5
364,-1,1,1,-1,0.5
366,-1,1,-1,-1,0.5
367,1,-1,1,1,0.5
371,1,-1,1,1,0.5
373,-1,1,-1,-1,0.5
374,1,-1,1,1,0.5
376,1,-1,-1,1,0.5
378,-1,1,1,-1,0.5
379,-1,1,1,-1,0.5
380,1,-1,-1,1,0.5
382,-1,1,1,-1,0.5
384,-1,1,1,-1,0.5
387,1,-1,-1,1,0.5
390,1,-1,1,1,0.5
391,1,-1,-1,1,0.5
394,-1,1,-1,-1,0.5
395,1,-1,1,1,0.5
396,-1,1,-1,-1,0.5
397,1,-1,-1,1,0.5
400,-1,-1,1,1,0.5
402,1,-1,-1,1,0.5
403,1,-1,-1,1,0.5
404,-1,1,-1,-1,0.5
406,-1,1,-1,-1,0.5
408,-1,1,1,-1,0.5
410,1,-1,1,1,0.5
411,1,-1,1,1,0.5
413,1,-1,1,1,0.5
415,1,-1,-1,1,0.5
416,1,-1,1,1,0.5
417,1,-1,-1,1,0.5
418,-1,1,-1,-1,0.5
419,1,-1,1,1,0.5
420,-1,-1,1,1,0.5
422,-1,1,1,-1,0.5
424,1,-1,1,1,0.5
426,1,1,-1,-1,0.5
428,1,-1,-1,1,0.5
429,-1,1,1,-1,0.5
430,1,1,-1,-1,0.5
431,1,-1,1,1,0.5
432,1,-1,1,1,0.5
433,-1,1,-1,-1,0.5
434,1,-1,-1,1,0.5
435,1,-1,-1,1,0.5
438,-1,-1,1,1,0.5
439,-1,1,1,-1,0.5
444,1,-1,-1,1,0.5
445,-1,1,-1,-1,0.5
446,-1,1,-1,-1,0.5
448,-1,1,1,-1,0.5
449,1,-1,1,1,0.5
452,1,-1,-1,1,0.5
453,-1,1,1,-1,0.5
454,-1,1,-1,-1,0.5
456,1,-1,-1,1,0.5
457,1,-1,1,1,0.5
458,-1,-1,-1,1,0.5
460,1,-1,1,1,0.5
461,-1,-1,1,1,0.5
462,1,1,-1,-1,0.5
465,-1,1,-1,-1,0.5
466,1,-1,1,1,0.5
468,1,-1,1,1,0.5
469,-1,1,1,-1,0.5
473,-1,1,-1,-1,0.5
474,1,-1,1,1,0.5
475,1,-1,1,1,0.5
476,1,-1,-1,1,0.5
