d_m_1,d_m_2,d_m_3,d_m_4,d_m_5,d_m_6,d_m_7,d_m_8,d_m_9,d_m_10
78,2,0.369199599769855,0.502030033293147,0.0316091993159189,-0.16131242909782,1.04043314173186,-0.71023081480351,0.0316091993159189,0.874057922600348
80,2,-0.244728545698706,1.09910030560277,0.579699071094539,-1.01491222619835,0.972896726633284,-0.175680177813597,0.579699071094539,0.796583744123816
83,2,0.0154199421845604,-0.00112407962528465,1.10160948236506,0.68756958039964,-1.44350501648236,0.839953594811452,1.10160948236506,0.0943972776571459
84,2,1.14021511888033,-1.50909861602398,-0.0187388906268356,0.808243743874241,-0.284903455854489,0.590038777820565,-0.0187388906268356,-0.69781951309597
85,2,0.606880971379753,-0.837355245633672,1.54179579793214,1.08028862448569,-0.786180781309991,0.81412922138282,1.54179579793214,-0.968841354123477
86,2,1.04529829963953,-0.97748221472965,0.687831115148622,0.905567920572314,-0.260497533710627,1.01024976220553,0.687831115148622,-0.76191905096433
89,2,-0.889715383493985,1.01511095865642,-0.256309642625387,0.0754576299940995,0.717788025260267,-0.839496058607069,-0.256309642625387,1.24177894236968
90,2,-1.02394808127989,1.01309910382588,-1.23212254297112,-0.0476751744306102,0.528414015308416,-1.29327065677448,-1.23212254297112,1.29537883022861
92,2,0.186732617230302,1.13226909455913,-0.892546120339953,-1.33072937529003,1.59882737566533,-0.984357017793587,-0.892546120339953,0.744872738977104
93,2,-0.199813464340708,1.08112944264827,-0.379084236878488,-0.456939934613954,1.1486696127406,-0.62467240974284,-0.379084236878488,0.828473791358066
95,2,-1.03643868816689,0.982514463569134,0.249527925969581,-1.05652477951866,0.495713612525985,-0.5142196930111,0.249527925969581,0.983082187301595
96,2,1.24140672431571,-1.18861566637121,1.1180516331849,1.51195924574499,-0.330745857930374,0.903253312355811,1.1180516331849,-0.422779377127536
99,2,-1.15642164158439,1.29540289705348,1.59761102900143,-0.374271013023295,0.347577655694255,-0.69831572921569,1.59761102900143,1.00193376707081
101,2,1.10909695707279,-0.475721981675058,-0.658785800035658,0.690711299924153,-0.361879643076094,1.21365502319831,-0.658785800035658,-1.28601897856436
102,2,0.764118782648994,-1.04640232431199,0.675864840978343,0.559758445313541,-0.740517543644545,0.719777407157929,0.675864840978343,-1.13279662606825
103,2,1.29064317061692,-1.32085341558046,-0.370621903157493,1.35029815821739,-0.232488416201262,1.01292123052539,-0.370621903157493,-0.423723502828111
107,2,0.387543414709863,-1.01199313858971,0.523848634949806,1.25366463582653,-1.21126611032488,0.613414833069954,0.523848634949806,-0.58711375136799
108,2,-0.642094292939247,-0.559904428954437,0.566417783812383,0.974538654633006,-2.20033756839569,0.864097200302956,0.566417783812383,-0.999878500106322
110,2,1.07639151450385,-0.450895450511674,0.140265868023559,1.30971558890276,0.0570810853822162,1.16214035507891,0.140265868023559,-0.309001971403471
111,2,0.939119825452263,-1.02412867926814,0.299671688415686,1.1854350609584,-0.708169421939181,1.05923445213046,0.299671688415686,-0.557887521180597
112,2,-0.127332514696921,-0.61534928849966,1.24844571023532,0.880411752833335,-1.28516802777523,0.919335484265109,1.24844571023532,-1.17199504586866
113,2,1.35335625803586,-0.504935110983025,0.183445928489292,0.59724317122281,-0.143550295697579,0.966410596507276,0.183445928489292,-1.49926354640315
117,2,0.997501468354975,-0.459254687119699,0.183699266973312,0.895333105555454,-0.315742917468011,0.69826026265116,0.183699266973312,-1.11643051796949
119,2,-0.304728212060534,-0.437703315477836,1.06540900067843,0.918922359226344,-1.39341029453845,0.822784643986661,1.06540900067843,-1.09682104926444
120,2,0.711759432636706,-0.760397553661693,-3.39787596689869,0.37406839595695,-0.0894922856420108,0.463941161043231,-3.39787596689869,-1.43844524780509
121,2,-0.458223729856589,-0.838504819214339,1.82490673104183,0.969405780003436,-1.54056349300068,0.771383976482578,1.82490673104183,-0.0761731873023146
125,2,-0.831181035060013,0.52353787987739,-1.67487123579346,0.0568358474532464,0.399583968661501,-1.24431574715214,-1.67487123579346,0.892548392439282
126,2,-0.0150460712485516,-0.279663966012519,0.00790099704431605,0.531005382770802,-0.346594978547808,0.546465344053043,0.00790099704431605,-1.46395558105261
127,2,1.25600572588927,-0.708623217474081,0.0296915581480483,1.47406006412028,-0.274394493023316,1.00917807557008,0.0296915581480483,-0.198095452756211
128,2,0.906020775556871,-0.839580683177302,0.270384517130862,0.837334873493314,-0.570548979661087,1.06620115639965,0.270384517130862,-0.939672888898706
132,2,0.891265540601486,-1.14530836879192,-1.05140591691502,0.426131041367935,-0.752813362782928,0.55430241472213,-1.05140591691502,-0.798803084393428
137,2,-0.159508779682286,0.977607316515618,0.477078347085192,-0.704598531332526,0.822203330136927,-1.02387305377493,0.477078347085192,0.819456775389289
139,2,0.290242524460397,0.759557827545003,-1.55737326108219,-1.11661991128956,0.942522185325333,-0.890214339449272,-1.55737326108219,0.893739676422555
140,2,0.360373169665129,0.826250343543707,-0.954444926503722,-0.85651501688672,1.01085564266051,-0.725368102180205,-0.954444926503722,0.909943221921583
142,2,-1.12621114532735,-0.363824179129337,1.9280817624154,0.753421006478695,-2.7382531338234,0.74182534176366,1.9280817624154,-0.408763955786444
146,2,-0.243082803413784,-0.4289043814611,0.334590981474685,1.19406634586529,-1.73840938407627,1.0881464096001,0.334590981474685,-0.687043980150296
147,2,0.098865703349373,-0.862288096519849,0.105573682215903,1.03104825519935,-1.5140584997753,0.734189456577627,0.105573682215903,-0.729597502615842
148,2,-0.121141388958404,-0.318835709355417,1.16259709834108,1.10425508651906,-1.78315613656482,1.11074925500236,1.16259709834108,-0.033907227027749
150,2,-0.563066660618645,1.0045405682698,1.3660706993364,-0.924512900593293,0.734109625863037,-0.0911337640307151,1.3660706993364,0.604052176735045
152,2,1.46124523576471,-1.1560830439691,-0.073696774564924,1.09949531673004,-0.0657155808439535,1.12986174114,-0.073696774564924,-0.816477269022838
153,2,-0.937231246680598,0.66804767404794,0.305716606956738,-0.61745771779936,0.0446809426630716,-0.553998900625671,0.305716606956738,1.24471011965337
154,2,0.450719658509101,-0.781156176343872,0.0369921243796534,0.813784445453039,-1.19787539756715,0.895742342737622,0.0369921243796534,-1.19962721561209
156,2,0.898961294602638,-1.15567231834797,-0.154483448847941,1.08884857124202,0.335755828477162,0.865421547876604,-0.154483448847941,-0.713557151027613
157,2,-0.543972673456586,1.00743734277028,-0.367086209110757,-0.876606491591357,1.02409692574821,-1.0978145805311,-0.367086209110757,0.499250751760406
159,2,-1.84622024511421,0.741919668513919,-0.126055005285518,0.473352162206733,-0.212544973022901,-0.324114099547456,-0.126055005285518,0.567551980434632
160,2,-1.78705894723836,0.587602317861354,0.583748345065284,-0.229591561884704,-0.125682992572116,-1.05029599781021,0.583748345065284,1.81352044397907
161,2,1.09655192049147,-0.95772534213523,0.0835988121878292,0.774068981888819,-0.381809226841552,0.84619694765865,0.0835988121878292,0.00411127238859863
162,2,1.02414833157062,-0.965848627115105,0.359630763952487,0.837488597738108,0.364191815903945,0.575073704139344,0.359630763952487,0.0956980941105284
163,2,0.108486403808115,1.02877836575907,-0.756011863956125,-0.0517161965699466,1.19026145887374,-0.284232884290104,-0.756011863956125,1.67922574423573
166,2,1.20377237053974,-1.32773509102192,-0.479075624959678,0.810866210046215,-0.387884941468984,0.639790074720105,-0.479075624959678,-0.991656620426327
167,2,-0.59751435738418,0.604022449041583,-2.02679428546873,-1.14677637833406,1.02129404848054,-1.30065132072481,-2.02679428546873,0.821256327585536
168,2,-0.276049306923957,-0.889976905543618,0.516889074743014,1.05983540853971,-1.630243722068,0.813730219229221,0.516889074743014,0.0633380357869589
170,2,0.289181397410663,-1.43085686747596,1.80050754287785,0.295068969942746,-0.898784227329854,0.765204631073057,1.80050754287785,-1.01502144301293
172,2,1.14036328860373,-1.51628537112628,-1.50183829002519,1.23701096553679,-0.419475835251184,0.226998563005576,-1.50183829002519,-0.128386716058293
173,2,-1.05313197302479,0.4372822653798,0.619219184306113,-0.495076173544281,-0.0256311348560295,-0.0928952487155671,0.619219184306113,0.289420945482573
174,2,-1.20113513148198,1.19115095137882,1.49530507978422,-0.788883924910026,0.402389617811757,-0.381814311691391,1.49530507978422,0.0526126920711043
176,2,0.766538636141891,-1.13665052064308,-0.0937284624880464,1.09484223851133,-0.800511918230538,0.589410965921336,-0.0937284624880464,-0.138106065589015
179,2,1.24563460121915,-0.811982697338784,-0.185608187011409,0.824890154086711,0.130639037403244,0.842360274468082,-0.185608187011409,0.176175419332385
180,2,0.405833807912862,-0.990904237529121,0.0257209778753371,0.768455679537325,-1.15160335369126,1.28076634996817,0.0257209778753371,-1.27637254546187
182,2,-0.423752598083782,1.01916256208508,0.234028718934952,-1.15328361715631,1.03109718921095,-0.922359278907814,0.234028718934952,0.880431639131943
185,2,-1.75211886333077,0.27116073044722,0.546078914348691,1.06206898709446,-1.75747212456196,1.09478701281839,0.546078914348691,-0.231741807378624
186,2,0.529294969990408,-0.316395341573695,0.674989546161619,-0.433105100938032,-1.0396981700924,0.705675827499086,0.674989546161619,-2.2078660272429
188,2,-0.404724632125008,0.935976474793446,-0.602802136840746,-0.887982401361669,1.21140311129491,-0.0974160603505196,-0.602802136840746,0.959616986255353
189,2,-0.529119666642903,-0.842351733594935,-0.323156487626915,0.899406640214736,-1.90791857151931,0.658214784095855,-0.323156487626915,-0.700497534641833
190,2,1.21414803101772,-0.414145748610447,-0.497715676959681,1.2311722851344,-0.0583998267456747,1.14607421871716,-0.497715676959681,-0.735546662454936
191,2,0.292094646002913,-0.196754525604146,0.247557822336354,0.936977540084639,-0.145328584367721,0.702481654230288,0.247557822336354,-0.674875774991002
192,2,1.00685178426744,-0.821998715938873,0.174781338158438,1.06722174802264,0.594195576744128,0.50854073510108,0.174781338158438,-0.988590658229844
196,2,-0.529098751528885,0.52577450187855,-2.02949610243455,0.0629687188128123,1.02888295900767,-1.47458594038142,-2.02949610243455,1.46512417162361
197,2,0.343220256277493,-0.943612982276357,0.914546968887721,0.878193641399722,-1.17855688791606,0.654935177741822,0.914546968887721,-0.762871699364308
202,2,-3.03282537948628,0.472727697829934,-0.316368811023722,0.057306489853633,-1.78514382836446,-0.473498295913933,-0.316368811023722,1.08886908885169
206,2,0.591582195449238,-0.91820445506387,0.705119568370119,0.724425204830726,-1.00955293907066,0.911617400053849,0.705119568370119,-0.789726409528827
207,2,-0.399203294013703,0.676305846280687,0.268542118183041,-0.696227030929672,0.446096662343249,-1.564287580571,0.268542118183041,0.958109731083089
208,2,1.22792857126202,-1.2938573691611,-1.99351237356531,0.687859667834888,-0.43936510072456,0.647395101583553,-1.99351237356531,-0.294128598322438
212,2,0.88747612512443,-1.64394557789791,1.20791776545244,1.39743973386176,-0.348810972676365,0.696793077427119,1.20791776545244,-0.653121111280573
213,2,-0.565813092277405,1.50371773064478,1.10460536525511,-1.86580780234374,0.577157570488926,-0.38420293451297,1.10460536525511,0.169612940791782
214,2,0.692754649695879,-0.331490047160273,0.281690868710614,0.314108049098832,-0.949749572393408,0.658820900842525,0.281690868710614,-0.287418077336643
216,2,-0.25488371551686,0.76784483681283,-0.854599190793453,-0.0706621573436619,1.21129878771415,-0.996284635363941,-0.854599190793453,0.624600089341062
217,2,1.09726101845347,-1.03647429909464,-0.74298391515799,0.582509633543099,-0.492291678708577,0.646451025565952,-0.74298391515799,-0.817856999359586
219,2,0.948114836415757,-1.2490194179301,-0.0416608462136995,1.19035802465821,-0.487025605784017,0.88295891203741,-0.0416608462136995,0.321206195079714
220,2,-0.715734141491066,0.848553634137641,0.207746404382936,-0.985314469448078,0.398296051218807,0.217465766871818,0.207746404382936,0.126844772563483
223,2,0.311705967250249,-0.715544240645645,-0.294368400058567,0.799801220976359,-0.931967945638619,0.469697518354087,-0.294368400058567,-1.25228487170364
225,2,0.525107159389716,-0.96180241378646,0.185708027159958,0.957130251962767,-0.762523519452227,0.757719264429939,0.185708027159958,0.564458556206739
227,2,1.03776029095615,-1.50867913149032,-1.83191555494898,0.63101610371414,-0.547601823722617,0.697434634081386,-1.83191555494898,-1.39432544258252
229,2,-1.45462883326779,1.25931496468158,0.376371122470135,-0.790983665518592,-0.0892123255013664,-0.211286369996674,0.376371122470135,0.822684353218903
230,2,-0.405396939645475,0.55837207498584,-1.04845352264757,-0.312036683702141,1.1267810639586,-1.14596110990372,-1.04845352264757,1.08876081900371
231,2,-0.82890305155738,1.01545740733488,1.22761327941993,-1.11405236918041,0.365207332885761,-0.94746232220196,1.22761327941993,0.801169903369435
232,2,-0.968976861908663,0.751804168673646,-0.79725219379489,-0.955958820491967,0.453852389803872,-1.15552692040007,-0.79725219379489,1.07334483406067
234,2,-0.0899393147054699,-0.474732763569833,0.192613054014605,0.709685038384812,-1.73276457119546,0.585293872777496,0.192613054014605,-0.507288570478259
236,2,0.489478136666178,-0.395788415484882,0.265948677625917,1.53472558544015,-1.10684853754429,1.1093491765235,0.265948677625917,-0.398332803027773
237,2,1.21067234225092,-0.829086427953396,-2.72544383956667,0.65410062418703,-0.196872496922651,0.786623810512056,-2.72544383956667,-0.772684482932934
238,2,0.446232736579026,-0.810538824297307,0.215225757174108,0.961967988668552,-1.13421483028427,1.16353692999276,0.215225757174108,-0.635957657304298
243,2,0.984923673161344,-0.357759508097632,0.116305707859129,0.345512618122622,-0.167532119806604,0.770265126471996,0.116305707859129,-1.65224536938276
244,2,0.160608883854422,-1.18270515219993,-1.34900270312326,1.7410591910294,-0.977738278767407,0.691935519293739,-1.34900270312326,-0.233697924719467
245,2,-0.413726698789616,0.555389732647625,-3.34418822685869,-0.659789334424885,1.05121778088515,-0.573366742751519,-3.34418822685869,0.831808376413522
246,2,1.14979272916441,-0.932180849649868,0.0165925089034437,0.0689418684724484,-0.28392019350634,0.324944495920367,0.0165925089034437,-0.283685134997962
247,2,-0.969430694683911,0.835619011132013,-0.11395757495185,-0.518837143825373,0.116916706693135,-0.322044301141755,-0.11395757495185,1.36146036919155
251,2,1.29423653839873,-0.678266174190463,-0.145771228120909,0.923279668210206,0.106174905725188,1.01363083719234,-0.145771228120909,-0.672430707228832
253,2,0.809865932759835,0.413904054090405,-0.223768417897316,-0.661908330020992,1.16343568323698,-0.722542476999922,-0.223768417897316,0.730539452513818
254,2,0.350475784926974,-0.294759480114099,0.0028715033261361,1.01647759577491,-0.730108872564926,0.852450676448375,0.0028715033261361,-0.82854951489996
255,2,-0.731289190565627,0.911897820007122,-1.53154861251084,-0.656141303424704,0.851836014870569,-0.317491418411714,-1.53154861251084,0.861464213781952
257,2,-0.511394485497028,1.06134710183128,0.343585533100801,-0.451465836352716,1.03391946965669,-0.404158701797938,0.343585533100801,1.38397418445995
260,2,-0.391360882225103,-0.427824879180626,2.30734880127054,1.4667138128901,-1.45319199013371,0.360814937756671,2.30734880127054,0.281017248215306
261,2,1.19955331326268,-1.28008216005816,-1.24673126868589,1.06962988408739,-0.453289274884404,0.763703353466422,-1.24673126868589,-0.79937189566472
262,2,-1.31223218531393,0.75624561108588,1.33354811258944,-0.384127041400004,-1.03315476327681,-0.151147946111023,1.33354811258944,1.54793292861559
263,2,-1.53027678475461,0.866167941976159,0.216090697556881,-0.594432856222293,0.0538780490656268,-0.564722504605209,0.216090697556881,0.691878909742416
266,2,1.35439949384349,-1.28041742427908,-0.991828574843244,0.885927201969456,-0.134352685316373,0.803361822840661,-0.991828574843244,-0.102215715779245
267,2,-1.0721652307594,1.23360715216577,0.166626185978012,-0.0578212902425683,0.581862211196245,-1.00283859272449,0.166626185978012,0.73008238330137
268,2,1.12089156944273,-0.636958738469183,-0.169535344335852,1.13147721972453,-0.0619712714561633,0.690225510064028,-0.169535344335852,-0.651722757267352
269,2,0.796743840623097,-0.821465769799905,0.280257815051687,1.55908030377968,-0.576210675826702,0.70258770444808,0.280257815051687,1.26487987693031
270,2,0.264175488682756,-1.07473969712004,-0.0683421516206579,0.869673151585075,-1.27863268461807,0.656616754193954,-0.0683421516206579,-0.203065449130516
271,2,-0.675523196861735,0.340767808276452,-0.195937080026112,-0.493258628982627,0.821118516090596,-1.2153684845274,-0.195937080026112,-0.0707735837469727
272,2,1.10645031318693,-0.963347081698215,-2.02382601440255,0.790176883761208,-0.553466371295269,0.699975527228385,-2.02382601440255,-0.555790621471832
274,2,0.487795351950406,-0.387230284186309,0.292623080076908,1.09350859388246,-1.07618093265077,1.44036424685278,0.292623080076908,-0.974963493194905
275,2,-0.395909793529255,0.94933799372025,-0.131812760858307,-1.32214449174656,0.882954680656759,-0.171995370690947,-0.131812760858307,0.442959269167677
276,2,0.9471897836018,-1.031521336191,0.221000770136817,1.2864662962414,0.177952301172145,0.34156217426614,0.221000770136817,-0.734916298354619
277,2,1.20161055411617,-1.23831333177561,-0.174894799349296,0.880514972192776,-0.449487259941071,1.01113252583546,-0.174894799349296,-0.9230185872979
281,2,0.278253376331163,-0.418686773120455,0.565727488215598,0.960549117045656,-1.3320196470998,0.877597514305142,0.565727488215598,-0.997410073834676
285,2,1.06991160899829,-0.687142321389912,0.0375429802658881,0.65342796224523,-0.50638493770584,0.719597108312432,0.0375429802658881,-0.587418990268844
287,2,-1.14431355449351,1.08105047768305,-0.0676221733132104,0.0930573199176143,0.401388716210821,-0.0738470395205991,-0.0676221733132104,0.562332300533362
291,2,-0.170269479849646,1.04870947333647,-0.470289542603791,-1.13627483439143,1.3782517954392,-1.01846920900505,-0.470289542603791,0.897160435438645
293,2,0.734595965261276,-0.560915207459722,0.903829439452026,0.8937702950093,-0.662655613943764,1.02226766395113,0.903829439452026,-0.157998045996505
295,2,-0.514965678218192,1.29049938831747,0.582665271273927,-2.25647761070658,1.01800004401744,-0.341326710182368,0.582665271273927,-0.748972439259528
296,2,-0.714537192194882,0.710252157164191,-0.0771227116117712,-1.38238514071838,0.926958820603029,-1.47146817178033,-0.0771227116117712,0.405613116037596
297,2,0.104335383648947,-0.0696453218065255,-0.557334436767266,0.34311016385747,-1.36869417353489,0.810403719005058,-0.557334436767266,-1.65083786135907
298,2,0.32427872265737,0.809404259709805,1.54735958044223,-1.12444943114147,0.619229708276493,-0.391889756144143,1.54735958044223,0.798465366758762
300,2,0.44029763199523,-0.334855895114544,1.0873645424298,0.910974468549392,-1.06142468973808,1.23345717263285,1.0873645424298,-1.09306727366055
302,2,-1.07791487119962,0.98501075363851,0.0420361143053661,-0.554185513084195,-0.107839124453925,0.182794352783816,0.0420361143053661,1.18744894326186
304,2,0.176854383680887,1.15342591087991,0.312894300572115,-0.706164498434014,1.56348814066613,-0.419880410768743,0.312894300572115,0.950613859130049
309,2,-0.13712910370487,-1.11658439106031,1.10062581113964,0.87373690092282,-1.74128181039778,0.384075105855741,1.10062581113964,-0.365818704803875
310,2,-0.624349456625982,1.19961745097714,-0.458343287005818,-1.08256825496219,0.76328293405627,-0.92092349101636,-0.458343287005818,0.537360791281457
313,2,0.469427346035149,-0.838079405570667,1.22756771991054,0.754457619250572,-1.15681550090017,1.13075070338495,1.22756771991054,0.156112669281293
315,2,-1.41391768982731,1.1301886507059,0.28305765399225,-0.402455264294741,-0.107694482581081,-1.2616554293949,0.28305765399225,1.38340505753312
316,2,0.300223317665295,-0.869116544723658,1.71209862461512,0.5576381870953,-0.515690903497017,0.656574307156337,1.71209862461512,-1.09695425589956
317,2,0.123444490170536,-0.633091072203529,1.46143089425876,0.948142591958602,-0.359398808166424,0.691432892467354,1.46143089425876,-0.177405179504604
318,2,1.11675440869646,-0.990742938786176,1.20594628122802,1.32779633785927,-0.5533708673409,1.11079304956498,1.20594628122802,-0.0884054705349001
323,2,-0.632094600534934,1.25255443173796,0.559993892988696,-0.832553920997415,0.784673299941723,-0.414244252688219,0.559993892988696,1.04548381405548
324,2,0.34126683502612,-1.16456423158996,-2.47951084670865,1.3860360464045,-0.996889719495682,0.768904665228249,-2.47951084670865,-0.704988681571881
325,2,0.622731351943815,-1.32619069261516,0.377099384324744,0.850129023575456,-0.538844942671732,0.481805434769938,0.377099384324744,0.0836255325778729
328,2,-0.464830385992876,1.08373178293544,-0.0531860214976322,-0.559206014343853,0.994844240917445,-0.678071187322426,-0.0531860214976322,1.14939698435897
329,2,-0.727576631832851,1.15762601156398,0.910234001999004,-0.849012831823011,0.833801642822291,-0.867918325490358,0.910234001999004,1.11809279379482
330,2,0.864745176027249,-0.387307766874022,0.0114725864620851,-0.38510778314246,-0.347508187863465,0.525311492287275,0.0114725864620851,-1.07825134988661
332,2,-0.819859406654062,1.01142669054377,0.628908173302597,-0.0712830517779749,0.547803333959975,-0.594672730090206,0.628908173302597,1.46320751122445
334,2,-1.90259605298584,0.5768001531741,2.20297679733215,-1.18711841813219,-0.375902849040865,-0.391650974713486,2.20297679733215,0.438378160410593
336,2,0.718034722809943,-1.02409067906303,0.0830520980751752,0.651425759196503,-0.612269088360913,0.94479979901275,0.0830520980751752,-0.94379945368761
338,2,1.48412410259597,-0.877398568148971,-0.00078706333682785,1.3810859363288,0.0734568636899713,0.686040771165002,-0.00078706333682785,-0.194576524869215
340,2,0.697905815488005,0.151556971415273,0.951216851580167,0.570955378396383,0.709371581788149,-0.346056522945396,0.951216851580167,0.746088644091986
341,2,0.501519194596468,-0.757066067595017,-0.337727937379463,0.854715182821075,-0.33242057898773,0.556542136030799,-0.337727937379463,0.0848243922939484
342,2,-0.53517093830576,-0.91017374505175,0.166775289826918,1.17164343939052,-1.66410881951295,0.689627747972382,0.166775289826918,-0.501584674988663
344,2,1.09765286185464,-1.08326481405603,-0.0518247585807714,0.89885203344245,-0.121071839904563,0.539265922215712,-0.0518247585807714,-0.913719059626678
346,2,0.907696000592878,-0.867550451164344,-1.32350870614278,-0.38704811770663,-0.641258192357196,0.719689279022686,-1.32350870614278,-1.95742303306368
