Boolean,JSD,heatmap,data
 ,TGFB-SNAIL_1-2,miR200-TGFB_2-0,OVOL-TGFB_2-0,OVOL-TGFB_2-1,ZEB1-Ecadherin_2-0,SNAIL-miR34_2-0,ZEB1-miR200_2-0,miR200-ZEB1_2-0,TGFB-SNAIL_1-0,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,ZEB1-VIMENTIN_1-0,ZEB1-OVOL_2-0,miR200-TGFB_2-1,OVOL-VIMENTIN_2-0,OVOL-VIMENTIN_2-1,SNAIL-VIMENTIN_1-0,SNAIL-miR34_2-1,OVOL-SNAIL_2-0,ZEB1-VIMENTIN_1-2,ZEB1-OVOL_2-1,ZEB1-miR34_2-0,OVOL-SNAIL_2-1,OVOL-ZEB1_2-0,exTGFB-SNAIL_1-2,miR200-ZEB1_2-1,SNAIL-miR200_2-0,SNAIL-Ecadherin_2-0,SNAIL-SNAIL_2-1,ZEB1-Ecadherin_2-1,SNAIL-miR200_2-1,ZEB1-miR34_2-1,OVOL-ZEB1_2-1,miR34-SNAIL_2-1,SNAIL-ZEB1_1-2,SNAIL-Ecadherin_2-1,SNAIL-ZEB1_1-0,ZEB1-miR200_2-1,SNAIL-VIMENTIN_1-2
OVOL-ZEB1_2-1,0.07918247965075034,3.491331658247304e-06,1.1541709293522032e-05,0.2182207837736999,1.2126176945041625e-05,1.2126017845678818e-05,1.1541562477536773e-07,0.016648617132799245,0.05769568647672772,3.844257505941379e-05,0.04226481584576697,5.842932589278631e-07,1.8762677271419795e-05,0.046478239933884155,0.20900420613789839,2.5969368782147867e-05,7.213478751069713e-09,6.492129400411696e-08,0.10674991471833513,0.06075202001137852,1.219083029048375e-06,1.0,1.6230333250453815e-06,0.09529775860544398,8.7283075435367e-07,2.0263500735847283e-05,0.03283457398943424,6.492168844519832e-06,3.534603172981963e-07,0.040681907369912014,0.386755416906519,0.127914746491257,0.2032283244632831,0.0,2.4393985462773824e-06,0.028689039433242365,0.23320848749063638,0.018957070673024073,0.1937670293047308,9.875470067541867e-06
miR34-SNAIL_2-1,0.07918788851838167,1.1767400455776813e-05,2.459324220118993e-05,0.21822954883361398,3.687983332988651e-06,2.5442855178831915e-05,3.6160285729867642e-06,0.016652194068086445,0.05769125859222264,6.024924965742978e-05,0.04226733685965365,6.359535462292505e-07,3.473256668358807e-05,0.04647671444328397,0.2089764969677408,4.432702025054889e-05,2.7119157493019855e-06,3.3002307601361774e-06,0.1067580362879617,0.06074445956293427,2.0952292833047712e-07,1.0,8.041981123953212e-06,0.09525347943370294,6.2305664147647814e-06,8.641539726510434e-06,0.03282356882557008,1.6890663276037483e-05,4.649983313420288e-06,0.04069382664665521,0.38675350200962844,0.12791613233870194,0.20321188953622882,2.4393985462773824e-06,0.0,0.028686160400262947,0.23320616529130167,0.01895942313989271,0.19376806315619047,2.498521919825909e-06
SNAIL-ZEB1_1-2,0.10467536378586174,0.02869870806318841,0.028711662437122268,0.23839335371218856,0.02868911447407673,0.028712515228156932,0.02869029301218006,0.002470385277280485,0.08403478490479126,0.028747203079842326,0.06923194350397302,0.02868703845085311,0.028721813778680463,0.07327113580033316,0.2294794194518613,0.028731380523475226,0.028689331813369426,0.028689958602835117,0.1311594119622652,0.08696541821571477,0.028686513380210388,1.0,0.028694896161213422,0.12010343489193193,0.028693026151170663,0.028693591892846922,0.0002352775268461484,0.028703905136144937,0.028691380298744698,0.06772319038542518,0.40102768773456265,0.15149290764730716,0.22392907717461846,0.028689039433242365,0.028686160400262947,0.0,0.2528190924232943,0.001669890723979866,0.2148387276157537,0.02868807037495852
SNAIL-Ecadherin_2-1,0.2875644566299814,0.23321609583466943,0.2332262348675982,0.3847823540405205,0.2332083494972454,0.23322690143998337,0.23320947943656634,0.24458176304643464,0.2727393722740714,0.23325397336370612,0.2621358428636045,0.2332068916146553,0.2332341652112085,0.2650267324608667,0.37823876576742377,0.23324163234580142,0.23320871916936783,0.23320921514232792,0.30665421135625415,0.2748415213335404,0.23320646500511383,1.0,0.23321310421807967,0.2986876614792966,0.2332116339086285,0.23321176664561993,0.255654822659124,0.23322016716330177,0.23321033755041012,0.26105784941175625,0.027469630289222828,0.32136270629705876,0.3741620663744409,0.23320848749063638,0.23320616529130167,0.2528190924232943,0.0,0.24615984326986462,0.3674993857709017,0.2332075583980788
SNAIL-ZEB1_1-0,0.0960210736640012,0.018960543859603565,0.018968480417551586,0.23153603899232572,0.018968875595987804,0.018969055790942754,0.01895719268685326,0.00014493117041802209,0.07510146922306576,0.01899494125397045,0.06008153521476344,0.018957624037156826,0.01897558797727703,0.06418244455521573,0.22254550776287035,0.018982677135592863,0.018957079948442083,0.018957140955359403,0.12286940615376031,0.07807678670316205,0.018958237932543788,1.0,0.018958695768288222,0.11171650914872869,0.018957951064220588,0.018976831463570338,0.003001322152411497,0.01896350510744236,0.01895743279348403,0.058541106285081704,0.39617670691198825,0.14348873052476008,0.21691085107830715,0.018957070673024073,0.01895942313989271,0.001669890723979866,0.24615984326986456,0.0,0.20768261161521342,0.018966676576189438
ZEB1-miR200_2-1,0.25212015184717673,0.1937709000071949,0.19377820566127937,0.35615618474183985,0.19377466319036563,0.19377872075251812,0.1937673192081902,0.20598651956251324,0.23622396158009612,0.19380127476516767,0.22483826931878706,0.19376704954351895,0.19378450403489092,0.2279444597716041,0.3491940553548879,0.1937906920837864,0.193767084536484,0.19376722948821468,0.2725820620501869,0.23848183899740133,0.19376735743886647,1.0,0.19376906487059786,0.2640795637486151,0.1937682691384619,0.19378055361466986,0.2178896218117141,0.1937736870924352,0.19376765734458573,0.2236739468372491,0.4853946027325465,0.009666980918548142,0.3448317339027348,0.1937670293047308,0.19376806315619047,0.2148387276157537,0.3674993857709017,0.2076826116152134,0.0,0.19377306765177713
SNAIL-VIMENTIN_1-2,0.07919792814446458,2.5110385706967296e-05,4.276912781601017e-05,0.21824224468652756,1.1542414315998738e-07,4.388723518904689e-05,1.2126089633957048e-05,0.016660698293192246,0.057691453620364,8.728549465436292e-05,0.04227464316652365,5.655536866637327e-06,5.586189309848182e-05,0.046479904093457994,0.20895232943554798,6.787280530412944e-05,1.0416484929319644e-05,1.1541794704735724e-05,0.10677067774589662,0.06074146863951786,4.1551054849514385e-06,1.0,1.9505500410709354e-05,0.09521314866352412,1.662010282383838e-05,1.8468278099630564e-06,0.03281723386770308,3.238160532446086e-05,1.3965534723018366e-05,0.04071065238989892,0.38675445333258784,0.1279218455946366,0.20319916350821185,9.875470067541867e-06,2.498521919825909e-06,0.02868807037495852,0.2332075583980788,0.018966676576189438,0.19377306765177713,0.0

RACIPE,JSD,heatmap,data
 ,TGFB-SNAIL_1-2,miR200-TGFB_2-0,OVOL-TGFB_2-0,OVOL-TGFB_2-1,ZEB1-Ecadherin_2-0,SNAIL-miR34_2-0,ZEB1-miR200_2-0,miR200-ZEB1_2-0,TGFB-SNAIL_1-0,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,ZEB1-VIMENTIN_1-0,ZEB1-OVOL_2-0,miR200-TGFB_2-1,OVOL-VIMENTIN_2-0,OVOL-VIMENTIN_2-1,SNAIL-VIMENTIN_1-0,SNAIL-miR34_2-1,OVOL-SNAIL_2-0,ZEB1-VIMENTIN_1-2,ZEB1-OVOL_2-1,ZEB1-miR34_2-0,OVOL-SNAIL_2-1,OVOL-ZEB1_2-0,exTGFB-SNAIL_1-2,miR200-ZEB1_2-1,SNAIL-miR200_2-0,SNAIL-Ecadherin_2-0,SNAIL-SNAIL_2-1,ZEB1-Ecadherin_2-1,SNAIL-miR200_2-1,ZEB1-miR34_2-1,OVOL-ZEB1_2-1,miR34-SNAIL_2-1,SNAIL-ZEB1_1-2,SNAIL-Ecadherin_2-1,SNAIL-ZEB1_1-0,ZEB1-miR200_2-1,SNAIL-VIMENTIN_1-2
TGFB-SNAIL_1-2,0.0,0.06617745739858844,0.06355475813372871,0.14143175710181646,0.08605286170088816,0.06376686698282732,0.07006201990467628,0.06561992510976584,0.6576570388634208,0.041886142020531106,0.12468595729848926,0.0761793212663918,0.07315945150410785,0.20408224542340683,0.18724093883027637,0.09263584374723427,0.11584391446000328,0.08857590101925421,0.13127301412734468,0.039468212363648794,0.12112935257107943,0.45364246670341446,0.07139336764147361,0.012457887445276507,0.07075705217768784,0.07473019672954334,0.09877207229673454,0.06077097043181379,0.07561093521068162,0.14308399512062586,0.2845472434859882,0.04818017957739018,0.23814763800626398,0.08488095190357964,0.015280839332288906,0.07535800545426168,0.2084034821589926,0.05885150694355275,0.07325663724742965,0.09854191673751103
miR200-TGFB_2-0,0.06617745739858844,0.0,0.015582263518451317,0.09022589238527082,0.053170357288639024,0.028725074619013954,0.015323545845920813,0.0270891102245732,0.7001054800751669,0.029856480574855057,0.03966908864637166,0.027141994643216184,0.03265360719483268,0.22176948675093175,0.12953774170801158,0.06009890070814394,0.09279910673600494,0.038863950346397766,0.16000357612366733,0.027232215032736026,0.1010690081342965,0.5315015281190512,0.05527898430207237,0.061478893837999024,0.03131837912153597,0.026155764569938022,0.10792658202003863,0.014977420188539509,0.03012276475882736,0.05300485184019636,0.2986043133802852,0.02251004953726287,0.29657720429503476,0.07404593616703811,0.06924283806374304,0.11429241543908505,0.21141140776713546,0.03451430868122314,0.03402032061369664,0.07525837488730208
OVOL-TGFB_2-0,0.06355475813372874,0.015582263518451333,0.0,0.11768437891220815,0.03588711681160654,0.014157997637511997,0.009624371539199868,0.014607031388446285,0.7031659990289949,0.016279413159462377,0.025364264918432595,0.01125356640382139,0.01640230148688161,0.2159477349744372,0.17451695518076776,0.04355347100223729,0.07385764856147796,0.027903420979973094,0.15593000433809187,0.014240140715414996,0.08199881860673452,0.5284125796686473,0.04407737891704276,0.051493411597772626,0.015208333741948212,0.009655903171380115,0.10042256094600072,0.009728410010525544,0.013802665428230665,0.03659190705281766,0.2880983616360008,0.031820380009106974,0.29245043908685564,0.0649234209392239,0.05744281775520706,0.10122210632440229,0.20256490053337203,0.020237467831801217,0.045156304814341776,0.05603839412591391
OVOL-TGFB_2-1,0.1414317571018165,0.09022589238527082,0.11768437891220815,0.0,0.1727892552920575,0.15829315236160407,0.11333586644774374,0.13628519475570733,0.7072026156236096,0.15648199229254153,0.1704987729618066,0.1594102745375143,0.15805748289609484,0.24044457578025208,0.019728852193711597,0.18059986395711286,0.19444393436167606,0.1720198841731925,0.2563804363240486,0.14563830789134743,0.20257120811338045,0.4718637796954841,0.1673406726902526,0.1354734266873851,0.15255475020316045,0.15735715061936822,0.15074940162208966,0.12620016099315817,0.15886958712193702,0.18250883300112225,0.36770599500082773,0.07822431490045384,0.35876956900162527,0.15260136634927307,0.1614566300967125,0.17219245469553418,0.2991491905818972,0.15448788213957806,0.05473819645731881,0.18740157332713236
ZEB1-Ecadherin_2-0,0.08605286170088812,0.05317035728863903,0.035887116811606556,0.1727892552920575,0.0,0.03661568128052913,0.039743820042150386,0.03536656091545066,0.7060948351179803,0.03786654260263038,0.05159570276148932,0.034121508963044334,0.04138300728727816,0.23734713784867945,0.23248565046811148,0.06990630221993682,0.10016101596761093,0.052012921015263724,0.17998856813885586,0.03488368400790322,0.10842902545393565,0.5314476124725426,0.07278042635615735,0.07027892310191834,0.03428673344589486,0.033548503582983426,0.1091240155106985,0.038072723353943495,0.03338900759309429,0.06246595271769294,0.17497448754248818,0.06500128766229439,0.3188913203387871,0.07812610675166697,0.07484194674023105,0.10987303572684753,0.12100128241969493,0.03585487485413595,0.08568466611227601,0.08127448203537341
SNAIL-miR34_2-0,0.06376686698282731,0.02872507461901395,0.014157997637511993,0.158293152361604,0.03661568128052913,0.0,0.01875145664621355,0.01936758158810596,0.7024978681498447,0.013180916021209257,0.03046135112003942,0.010947877360188867,0.01691676440731322,0.2314830519270497,0.21803574348351878,0.037027271065341094,0.07634134658695267,0.026401477553279686,0.13312556483722537,0.012136454304301898,0.08341561997608612,0.5523516076185035,0.042863760312790745,0.05585064278671126,0.016917861676642464,0.010373029707081656,0.11476529402478622,0.015995378463621507,0.013048250360786509,0.044580854511215955,0.29093422401702496,0.044004589890179066,0.2771118023512128,0.07051545109594254,0.05312415210089304,0.10846669630710519,0.20300238538122078,0.02151910081032033,0.06736612472683247,0.05725250221374066
ZEB1-miR200_2-0,0.07006201990467636,0.015323545845920807,0.009624371539199861,0.11333586644774366,0.03974382004215038,0.018751456646213555,0.0,0.013045558822111544,0.6696735183024266,0.022721918279663147,0.02443008953425036,0.014068882137696954,0.01976717168300186,0.2099443670956246,0.1678077616465813,0.04966661256578832,0.07919695934961499,0.0223580261799176,0.1629415593647,0.018213862895600737,0.08629527185333632,0.5164645008243114,0.048134481494476314,0.05778252207470559,0.016008067290132613,0.012970940526068668,0.08871188517986205,0.010146680237712622,0.017829869089142893,0.03389908764551718,0.2920210364652075,0.026704375155287646,0.2975985193267827,0.05556415351456884,0.06527977916422781,0.09478095006683215,0.20941188769584568,0.021492981013563037,0.03565566543023739,0.06190171088253131
miR200-ZEB1_2-0,0.06561992510976582,0.0270891102245732,0.014607031388446289,0.13628519475570727,0.03536656091545064,0.01936758158810596,0.013045558822111544,0.0,0.6422755053849079,0.021990676155377947,0.02759980664074494,0.013865532232581055,0.02112405261903701,0.19141462888598312,0.19658472886217698,0.04266296124769242,0.07698862449664863,0.02065795554660045,0.15134181659064289,0.016171036469239917,0.08473192482229125,0.4864195781517775,0.04038852264097875,0.049631177274857274,0.008366463638057334,0.014597922680131582,0.06747813765380023,0.01408540396217778,0.017234805465396005,0.03876121724300871,0.2793089458975831,0.03544932109841483,0.27811190807737013,0.03684470309125418,0.05739250648704605,0.07197959036534776,0.19972152802743465,0.014516687040438875,0.044606767958704954,0.061231624988140734
TGFB-SNAIL_1-0,0.6576570388634206,0.7001054800751667,0.7031659990289953,0.7072026156236094,0.7060948351179804,0.7024978681498444,0.6696735183024267,0.6422755053849077,0.0,0.690163455049958,0.7291679933505686,0.7091285265992573,0.7075067060131699,0.6539234682189463,0.7101912031935002,0.7028802893975565,0.7140226315447279,0.6103038078540087,0.7001290756403113,0.6855091071647255,0.7191085347456911,0.6486985924587407,0.6948562803995462,0.6576596597248312,0.6643643525001297,0.705676875570437,0.49493337756175537,0.6838522385184647,0.7029281939386555,0.7277075596327351,0.7330354006278216,0.6397234267261873,0.7113426498479656,0.5291903951318015,0.6526546614910143,0.5017385641406338,0.7256326977914527,0.6570111306249637,0.6167876684699634,0.7133000441182876
miR34-SNAIL_2-0,0.04188614202053113,0.029856480574855033,0.016279413159462373,0.15648199229254162,0.03786654260263041,0.013180916021209244,0.022721918279663165,0.021990676155377933,0.6901634550499579,0.0,0.04690328012469824,0.01592108835203812,0.019712458820306256,0.22293243768178442,0.21304187824754534,0.04272741947433495,0.07573402683370661,0.030329966325842294,0.1310264618499805,0.009163289490775751,0.08356594053244552,0.5326075908667458,0.03934197395954679,0.03603295944215525,0.021642197241774144,0.015561035003406994,0.10725288587270734,0.016272128011955024,0.017762185865904334,0.06427499705658342,0.27943936938706104,0.04213095933712321,0.2704599712770803,0.06876854389337325,0.03022905308680594,0.09133546224252467,0.19175499787345873,0.018534897130262604,0.06788915853504787,0.055998289937038315
SNAIL-SNAIL_2-0,0.12468595729848933,0.039669088646371684,0.025364264918432626,0.1704987729618065,0.05159570276148932,0.030461351120039417,0.024430089534250358,0.02759980664074495,0.7291679933505685,0.046903280124698236,0.0,0.018567624595067646,0.02526176540658595,0.2478359473005799,0.2341666298049498,0.06036835403718349,0.0859208283817364,0.03507797756617038,0.2031289241821837,0.03948681816284452,0.09333629275236847,0.5726415834697784,0.06385680959910583,0.10403830034756234,0.025903819011530837,0.017856224595012623,0.12873292515807172,0.02560750667296668,0.025185361388594632,0.011201307505658216,0.319609382713314,0.06794754171981571,0.337203725539611,0.08624832454567741,0.11571309576968658,0.1392844318812806,0.23958231109257289,0.037364606477022874,0.07850617894863594,0.0697263774208948
WT,0.07617932126639189,0.02714199464321617,0.01125356640382139,0.1594102745375143,0.03412150896304435,0.010947877360188867,0.014068882137696949,0.01386553223258108,0.7091285265992573,0.01592108835203812,0.018567624595067625,0.0,0.013272577277765612,0.22543813795260714,0.22230351765741702,0.040195853981210394,0.07169922476473425,0.02327793899872769,0.15668328508112062,0.013782467755394701,0.08059154534485517,0.5446613100992357,0.04157414250293489,0.06188935912483979,0.0124739497297276,0.00549552860239527,0.11041594151824012,0.01271085148242158,0.008825379571315734,0.028827524011329222,0.2916177707394366,0.04788506395880779,0.29436738996182754,0.06752776180643494,0.06485498523399608,0.10917377732766353,0.20478926829968452,0.01804150967633148,0.06820844915922283,0.05389192264218775
ZEB1-VIMENTIN_1-0,0.07315945150410788,0.03265360719483269,0.016402301486881595,0.1580574828960948,0.04138300728727818,0.01691676440731323,0.019767171683001863,0.021124052619037006,0.7075067060131706,0.019712458820306276,0.02526176540658595,0.0132725772777656,0.0,0.22160359427625248,0.2209293353072908,0.04736486061922525,0.041840026256455665,0.03686627684449023,0.1629366173116968,0.017894021684007395,0.04570777370587,0.5388274881607398,0.05098067149136262,0.06049830072756826,0.017993832083937462,0.012978205483392749,0.11371587738726255,0.01710325086457743,0.01620189484330182,0.0357904314883066,0.29876761974392824,0.05029266555019307,0.30109942017328983,0.06984112838626856,0.0626728270929768,0.10503085053936416,0.2111609541092095,0.02223961469322779,0.06994997080171542,0.029315917509178443
ZEB1-OVOL_2-0,0.20408224542340697,0.2217694867509318,0.21594773497443717,0.240444575780252,0.23734713784867956,0.23148305192704968,0.20994436709562458,0.19141462888598287,0.6539234682189465,0.22293243768178442,0.24783594730057995,0.22543813795260711,0.22160359427625242,0.0,0.290175146065568,0.25349772106180646,0.23973786092305788,0.2427702263109582,0.31667884569835947,0.20816572045754367,0.2467125455303424,0.14192369969472565,0.23036592167724507,0.1793461110621837,0.19187520325695775,0.2274130438445376,0.14266639935921216,0.22045728554215865,0.23256019261404567,0.25098973880016007,0.39765520092909035,0.20223119050943789,0.3828792101389058,0.12822093360467343,0.20477367481749947,0.16490796912631503,0.3539771609388373,0.20037736231280004,0.18014223876167634,0.2385200167576743
miR200-TGFB_2-1,0.18724093883027637,0.12953774170801155,0.17451695518076782,0.0197288521937116,0.2324856504681114,0.21803574348351878,0.16780776164658115,0.19658472886217698,0.7101912031935004,0.21304187824754534,0.23416662980494982,0.22230351765741702,0.22092933530729086,0.290175146065568,0.0,0.2379236860370107,0.2591681952941712,0.2253287797991004,0.2918557958007231,0.205220292723078,0.26509063900505847,0.49912150852716886,0.21842149800785618,0.18821083015563483,0.21804249048246865,0.2202369197565472,0.19956177355935645,0.17769884741612918,0.2235899066702502,0.2462122000548188,0.40960885786646456,0.11705041181004291,0.38174951459791784,0.20808902136580548,0.21182269957201172,0.22082968582218,0.345128793192208,0.2124384824770319,0.09154690965008411,0.25383703352760156
OVOL-VIMENTIN_2-0,0.09263584374723424,0.06009890070814393,0.04355347100223729,0.1805998639571127,0.06990630221993685,0.03702727106534111,0.049666612565788276,0.04266296124769245,0.7028802893975568,0.042727419474334935,0.060368354037183505,0.04019585398121043,0.04736486061922526,0.25349772106180646,0.23792368603701075,0.0,0.09712245028663657,0.06296261589338346,0.09314005390829391,0.04213644122162116,0.10192625087644094,0.5477105377316996,0.02779056660442985,0.08197836301901225,0.03953908537314324,0.03882213028647348,0.11869974697270325,0.04225585703282472,0.04082621500676412,0.07351966986396921,0.3176324222690353,0.07556029015431945,0.20490528049743445,0.08096960126224179,0.07790116510031936,0.11534938941574638,0.22662814808104184,0.040777129787175306,0.09411134621074849,0.07805984279779318
OVOL-VIMENTIN_2-1,0.11584391446000333,0.09279910673600494,0.07385764856147797,0.19444393436167612,0.10016101596761096,0.07634134658695264,0.07919695934961496,0.0769886244966486,0.7140226315447284,0.07573402683370667,0.08592082838173644,0.07169922476473424,0.04184002625645568,0.23973786092305793,0.25916819529417134,0.0971224502866366,0.0,0.10583406420613214,0.20939813555078965,0.07275168280738908,0.010403714860721301,0.5316885483742294,0.10545866091246706,0.10097247792639871,0.07212401638077034,0.07265315786674567,0.14816592839643788,0.07587903612832725,0.07398179538584462,0.09314201432020441,0.34140717041863733,0.10158801216477237,0.335290853594598,0.10729099897010448,0.10566190679654452,0.13463952109017513,0.25913310406918333,0.07707380612623321,0.11837409363190715,0.012126606722452337
SNAIL-VIMENTIN_1-0,0.08857590101925428,0.03886395034639778,0.02790342097997306,0.17201988417319258,0.052012921015263724,0.026401477553279692,0.022358026179917605,0.020657955546600472,0.6103038078540094,0.03032996632584232,0.035077977566170364,0.02327793899872769,0.03686627684449023,0.24277022631095826,0.22532877979910043,0.06296261589338346,0.10583406420613214,0.0,0.16856669005196023,0.029793666764759523,0.11834371849864964,0.552421562701777,0.05681552550328829,0.07692899793757352,0.024769082221343358,0.023044956475887647,0.09355072168900345,0.023527249835571258,0.02732411907960159,0.044707526822314804,0.3061601092553184,0.04888501278271504,0.30499199689716383,0.060279101591255047,0.07653551603839082,0.09307021659646048,0.22491771143447403,0.02653328099805328,0.0653896333783916,0.08841115413947566
SNAIL-miR34_2-1,0.13127301412734477,0.16000357612366728,0.15593000433809193,0.25638043632404856,0.17998856813885583,0.13312556483722535,0.16294155936470006,0.15134181659064289,0.7001290756403116,0.1310264618499805,0.20312892418218367,0.15668328508112062,0.16293661731169695,0.31667884569835925,0.2918557958007233,0.093140053908294,0.20939813555078968,0.1685666900519603,0.0,0.13264962428775656,0.21309753595364161,0.5541518440795439,0.07729538332941316,0.1385157436579832,0.15575130794149597,0.1568457730460687,0.1924113619941277,0.14864270658796547,0.15182232696405368,0.22300305096281736,0.37135522305109653,0.14880184125089185,0.05829723726720702,0.17428421552422158,0.12141216091430923,0.1704846948696126,0.2821407924098478,0.14305517313106064,0.18120692755831164,0.18702458251508902
OVOL-SNAIL_2-0,0.03946821236364874,0.027232215032736026,0.014240140715415016,0.14563830789134743,0.03488368400790319,0.01213645430430188,0.01821386289560075,0.016171036469239914,0.6855091071647256,0.009163289490775741,0.039486818162844516,0.013782467755394687,0.01789402168400739,0.20816572045754372,0.20522029272307807,0.04213644122162116,0.07275168280738908,0.029793666764759513,0.13264962428775656,0.0,0.07995713576410883,0.5079146228080511,0.035185859900206375,0.030656018734681875,0.014563574491044508,0.01269463405487722,0.09292459498449934,0.014312512118682341,0.015945898279202005,0.05208574541965483,0.2771629701761122,0.03569587630200071,0.26318507664016577,0.05860598664149259,0.03416431371684613,0.08342539240584862,0.19292189190638995,0.015603887091821459,0.05663956565465855,0.05270809444631514
ZEB1-VIMENTIN_1-2,0.12112935257107944,0.1010690081342965,0.08199881860673458,0.20257120811338042,0.10842902545393575,0.08341561997608612,0.08629527185333628,0.08473192482229125,0.7191085347456914,0.08356594053244554,0.09333629275236843,0.08059154534485516,0.04570777370587001,0.24671254553034244,0.2650906390050585,0.10192625087644092,0.0104037148607213,0.11834371849864961,0.21309753595364148,0.07995713576410882,0.0,0.5371540717359831,0.11268173169210914,0.10763946368728014,0.08019802620597942,0.08080528006345014,0.15801251810544242,0.08243382908550483,0.08136241072962797,0.10201786114721803,0.3477724498394873,0.10830754902198683,0.3353634167236768,0.11513890744222283,0.1105537598277263,0.1403175890765757,0.2644574613220812,0.08344846007731202,0.12424401188159642,0.013961317048739147
ZEB1-OVOL_2-1,0.45364246670341435,0.531501528119051,0.5284125796686472,0.47186377969548376,0.5314476124725425,0.5523516076185037,0.5164645008243118,0.4864195781517773,0.6486985924587406,0.5326075908667461,0.5726415834697781,0.5446613100992355,0.5388274881607397,0.14192369969472562,0.4991215085271688,0.5477105377316993,0.5316885483742295,0.5524215627017767,0.5541518440795439,0.5079146228080512,0.537154071735983,0.0,0.507339850399946,0.42376610320029023,0.49181448033927355,0.5460500629764417,0.3226910030839396,0.5329374997709087,0.550278254095631,0.5645500743793512,0.5802572953506854,0.4765444865199415,0.5272111111201624,0.35772880604641655,0.46621277401171046,0.3536965616286809,0.5805750115047017,0.49330415457088606,0.4332476226380767,0.5376878764547699
ZEB1-miR34_2-0,0.07139336764147364,0.055278984302072384,0.04407737891704275,0.1673406726902526,0.0727804263561574,0.04286376031279074,0.048134481494476286,0.040388522640978725,0.6948562803995464,0.03934197395954676,0.06385680959910583,0.04157414250293487,0.050980671491362664,0.23036592167724496,0.2184214980078563,0.027790566604429856,0.10545866091246711,0.05681552550328833,0.07729538332941313,0.03518585990020637,0.11268173169210917,0.5073398503999464,0.0,0.06135004271163587,0.043591763900760465,0.04197463849867298,0.09906211408773044,0.03907898505063727,0.043969170941828804,0.07679823077088385,0.3188859561876227,0.06132082151095759,0.158021295206563,0.07770734957567593,0.06384536204265268,0.09320053926865436,0.23085777818676284,0.036919037719592616,0.081697972509744,0.08604599135708094
OVOL-SNAIL_2-1,0.0124578874452765,0.061478893837999066,0.051493411597772605,0.1354734266873851,0.07027892310191836,0.055850642786711285,0.05778252207470558,0.049631177274857316,0.657659659724831,0.03603295944215522,0.10403830034756234,0.06188935912483978,0.06049830072756823,0.17934611106218387,0.1882108301556349,0.08197836301901225,0.1009724779263986,0.07692899793757352,0.13851574365798308,0.0306560187346819,0.10763946368728,0.4237661032002904,0.06135004271163586,0.0,0.05257676415305074,0.06133539210068812,0.07670756860437333,0.052394586636769054,0.0618977797153315,0.12022171052867998,0.27478455928559364,0.047874424829032244,0.24544196195779375,0.06398642625205371,0.016473414118344777,0.05859550532703787,0.20254904369736043,0.04535246366680033,0.06604157594811016,0.08485567146895787
OVOL-ZEB1_2-0,0.07075705217768781,0.031318379121535955,0.015208333741948202,0.1525547502031605,0.03428673344589485,0.01691786167664248,0.016008067290132606,0.008366463638057334,0.6643643525001293,0.02164219724177413,0.025903819011530813,0.012473949729727592,0.017993832083937473,0.19187520325695787,0.21804249048246865,0.039539085373143226,0.07212401638077034,0.024769082221343344,0.15575130794149608,0.0145635744910445,0.08019802620597938,0.4918144803392732,0.0435917639007605,0.05257676415305073,0.0,0.011732763890243303,0.0817094374054009,0.016784808151840826,0.015514597700302677,0.034612704162772255,0.28078558632693496,0.04427772913314033,0.28847069107194645,0.041538393706082095,0.059708466362190064,0.08585996794858008,0.20116206904819361,0.01700412894126386,0.056725315066547384,0.05588694975094275
exTGFB-SNAIL_1-2,0.0747301967295434,0.026155764569938025,0.00965590317138013,0.15735715061936822,0.03354850358298344,0.01037302970708165,0.012970940526068689,0.01459792268013161,0.7056768755704375,0.015561035003406998,0.017856224595012612,0.005495528602395274,0.012978205483392773,0.2274130438445376,0.2202369197565472,0.038822130286473466,0.0726531578667457,0.023044956475887644,0.15684577304606867,0.012694634054877234,0.08080528006345018,0.5460500629764418,0.041974638498673,0.06133539210068811,0.011732763890243313,0.0,0.11090055358999819,0.011533791846511165,0.008651587260280057,0.028613948735157407,0.29029781473964755,0.04546180183601592,0.29415465652700684,0.06694041231309199,0.06369259752103089,0.10914773744779452,0.20403874068531264,0.017428828498856137,0.06508608064209753,0.05412196567398294
miR200-ZEB1_2-1,0.09877207229673453,0.10792658202003863,0.10042256094600072,0.1507494016220895,0.10912401551069854,0.11476529402478626,0.08871188517986205,0.06747813765380022,0.49493337756175515,0.1072528858727074,0.12873292515807183,0.11041594151824015,0.11371587738726253,0.14266639935921202,0.19956177355935656,0.11869974697270325,0.148165928396438,0.09355072168900339,0.19241136199412773,0.09292459498449931,0.15801251810544248,0.3226910030839394,0.09906211408773045,0.07670756860437329,0.08170943740540088,0.11090055358999816,0.0,0.09686770525014539,0.1109371874193719,0.13482007919150768,0.29034204311940287,0.08126603901556323,0.2651898686670202,0.023661837196474075,0.09845675913920054,0.021799969674628213,0.2385529831064656,0.07700035086425353,0.06695260888894693,0.14083301213209576
