Boolean,JSD,heatmap,data
 ,TGFB-SNAIL_1-2,miR200-TGFB_2-0,OVOL-TGFB_2-0,OVOL-TGFB_2-1,ZEB1-Ecadherin_2-0,SNAIL-miR34_2-0,ZEB1-miR200_2-0,miR200-ZEB1_2-0,TGFB-SNAIL_1-0,miR34-SNAIL_2-0,SNAIL-SNAIL_2-0,WT,ZEB1-VIMENTIN_1-0,ZEB1-OVOL_2-0,miR200-TGFB_2-1,OVOL-VIMENTIN_2-0,OVOL-VIMENTIN_2-1,SNAIL-VIMENTIN_1-0,SNAIL-miR34_2-1,OVOL-SNAIL_2-0,ZEB1-VIMENTIN_1-2,ZEB1-OVOL_2-1,ZEB1-miR34_2-0,OVOL-SNAIL_2-1,OVOL-ZEB1_2-0,exTGFB-SNAIL_1-2,miR200-ZEB1_2-1,SNAIL-miR200_2-0,SNAIL-Ecadherin_2-0,SNAIL-SNAIL_2-1,ZEB1-Ecadherin_2-1,SNAIL-miR200_2-1,ZEB1-miR34_2-1,OVOL-ZEB1_2-1,miR34-SNAIL_2-1,SNAIL-ZEB1_1-2,SNAIL-Ecadherin_2-1,SNAIL-ZEB1_1-0,ZEB1-miR200_2-1,SNAIL-VIMENTIN_1-2
SNAIL-SNAIL_2-0,0.008608735502873765,0.04226793550644345,0.042275459740848176,0.24795680940147022,0.042276838089937076,0.04227600895946858,0.0422648858894455,0.05791140668479711,0.0019279986150224004,0.04230087694458382,0.0,0.04226546614354668,0.042282260793894216,0.08596399279976089,0.23924490110303578,0.042289068402823246,0.04226481264144767,0.04226484766328997,0.14271741723411363,0.002435555911703879,0.042266114232032574,1.0,0.04226621784884106,0.015472422028777548,0.042265540157140465,0.04228474884779715,0.07313099589973261,0.042270727174644335,0.042265083428855696,0.0002033292491057712,0.40782331392310645,0.16267111948543525,0.23378241158093976,0.04226481584576697,0.04226733685965365,0.06923194350397302,0.2621358428636045,0.06008153521476344,0.22483826931878706,0.04227464316652365
WT,0.07918456652905839,6.93216250764175e-06,1.7319714896744682e-05,0.21822460407060212,7.3868597119863474e-06,1.803386702938837e-05,1.2190797131322569e-06,0.016649768345131162,0.057692945562863654,4.850547206767001e-05,0.04226546614354668,0.0,2.5968966759652278e-05,0.04647691245557373,0.2089901693818813,3.434426301865629e-05,7.213494874455705e-07,1.0387427148762806e-06,0.10675334683874978,0.060747747907515644,1.1541664501823145e-07,1.0,4.154965872691968e-06,0.09527553790073917,2.8853930440393694e-06,1.3966017403257026e-05,0.0328285985569553,1.0971742141777964e-05,1.8466522869786716e-06,0.04068715630251806,0.38675412516900326,0.1279148957393492,0.2032198015866736,5.842932589278631e-07,6.359535462292505e-07,0.02868703845085311,0.2332068916146553,0.018957624037156826,0.19376704954351895,5.655536866637327e-06
ZEB1-VIMENTIN_1-0,0.07919094269776321,6.066797474334066e-06,8.728908092664814e-07,0.2182161338487575,6.105571788249777e-05,7.213985427535633e-07,1.5934977402910994e-05,0.016663798071387435,0.0577319985750714,3.4917946731169132e-06,0.042282260793894216,2.5968966759652278e-05,0.0,0.04650679708139854,0.20910096951572912,5.843535645913751e-07,1.8034112299919035e-05,1.6620262383346563e-05,0.1067501168401175,0.06079693925239255,2.954686207489246e-05,1.0,9.348998561967874e-06,0.09544359165347263,1.1541927671941763e-05,7.802243235913251e-05,0.03288977713865116,3.181314436173383e-06,1.3965682205211924e-05,0.040673328926304236,0.3867755762638052,0.12793305671810698,0.20329398221664066,1.8762677271419795e-05,3.473256668358807e-05,0.028721813778680463,0.2332341652112085,0.01897558797727703,0.19378450403489092,5.586189309848182e-05
ZEB1-OVOL_2-0,0.1204987774685199,0.04648617292519178,0.04649761295107138,0.2509371876124505,0.04648121139490746,0.0464983791234784,0.046479187369457914,0.06202697636927067,0.10038760826592226,0.04653015686970059,0.08596399279976089,0.04647691245557373,0.04650679708139854,0.0,0.24224465713106041,0.04651554889631988,0.04647845617095876,0.04647892988874379,0.14631399808985301,0.10324397229448512,0.04647667991204919,0.7760945466926146,0.046482927020312925,0.13555135912977076,0.046481374675805376,0.04648645328658822,0.07713910605066324,0.04649070743083464,0.046480042298950114,0.08449187469742211,0.409933598964922,0.16614233651559074,0.23682269953794532,0.046478239933884155,0.04647671444328397,0.07327113580033316,0.2650267324608667,0.06418244455521573,0.2279444597716041,0.046479904093457994
miR200-TGFB_2-1,0.2658252173147212,0.20904235628911447,0.20907762236887859,0.001657200170576081,0.20894764403012758,0.20907968854318093,0.20901073732797754,0.22090207352963098,0.250287898761105,0.20915175124159321,0.23924490110303578,0.2089901693818813,0.20910096951572912,0.24224465713106041,0.0,0.20912108508430882,0.2090058220526098,0.20900908764760362,0.2857713460669139,0.2524675453795233,0.20898422345047749,1.0,0.20902962667480762,0.2771751928419698,0.2090226002423525,0.2089346682942953,0.2324008514280178,0.20905757981133435,0.20901575390119237,0.23816737988644207,0.4933854315178612,0.3010859993807242,0.3560411926843956,0.2090042061378984,0.2089764969677408,0.22947941945186132,0.37823876576742377,0.22254550776287035,0.3491940553548879,0.20895232943554798
OVOL-VIMENTIN_2-0,0.0791960167761216,1.041685369759706e-05,2.8856362464801943e-06,0.21821831317021081,7.358600072009374e-05,2.604291361423287e-06,2.2622285930910813e-05,0.016670307528831446,0.057742074016890146,1.2192681636430413e-06,0.042289068402823246,3.434426301865629e-05,5.843535645913751e-07,0.04651554889631988,0.20912108508430882,0.0,2.5110958256492014e-05,2.343741685103271e-05,0.10675362051156233,0.06080852134297791,3.844153551020623e-05,1.0,1.460799235291862e-05,0.09547284207960569,1.7320310730627782e-05,9.211082613717024e-05,0.032903285540071964,6.492573986257048e-06,2.0263452100573306e-05,0.04067555037498202,0.3867813998455468,0.12793966866581669,0.20330863309495598,2.5969368782147867e-05,4.432702025054889e-05,0.028731380523475226,0.23324163234580142,0.018982677135592863,0.1937906920837864,6.787280530412944e-05
OVOL-VIMENTIN_2-1,0.07918231407743227,3.181152060962667e-06,1.097184308430422e-05,0.21822041484650773,1.2724900857206739e-05,1.154172452887776e-05,6.492128357665349e-08,0.016648560148859893,0.05769605893014616,3.739660762301167e-05,0.04226481264144767,7.213494874455705e-07,1.8034112299919035e-05,0.04647845617095876,0.2090058220526098,2.5110958256492014e-05,0.0,2.885390554667488e-08,0.10674959758941864,0.060752562369244166,1.413847257324759e-06,1.0,1.4138425068270207e-06,0.09530029265042572,7.213477560849644e-07,2.1035353216151617e-05,0.032835307670156216,6.0665732426611226e-06,2.5968512286090846e-07,0.04068139332323017,0.3867556023905414,0.12791479250807694,0.2032293281827768,7.213478751069713e-09,2.7119157493019855e-06,0.028689331813369426,0.23320871916936786,0.018957079948442083,0.193767084536484,1.0416484929319644e-05
SNAIL-VIMENTIN_1-0,0.07918202271186986,2.604073641381422e-06,9.875391062072166e-06,0.21821971032203685,1.3965628574951535e-05,1.0416418262189711e-05,7.213475248561371e-09,0.016648488737978438,0.0576968445814323,3.5347951722625e-05,0.04226484766328997,1.0387427148762806e-06,1.6620262383346563e-05,0.04647892988874379,0.20900908764760362,2.343741685103271e-05,2.885390554667488e-08,0.0,0.10674900186206214,0.060753687692806195,1.8466564234620366e-06,1.0,1.038741717600993e-06,0.09530539978768923,4.61662628607252e-07,2.262233751288735e-05,0.03283681687794315,5.258662680128067e-06,1.1541561092549813e-07,0.04068040673045179,0.3867559985331753,0.12791492210159028,0.20323136966194238,6.492129400411696e-08,3.3002307601361774e-06,0.028689958602835117,0.23320921514232795,0.018957140955359403,0.1937672294882147,1.1541794704735724e-05
SNAIL-miR34_2-1,0.17422024473187614,0.10674590472606804,0.1067472475500061,0.29368136421648794,0.10677397565563797,0.10674744417088083,0.10674872326360123,0.12090387824592003,0.15588487007124385,0.10676051838384591,0.14271741723411363,0.10675334683874978,0.1067501168401175,0.14631399808985301,0.2857713460669139,0.10675362051156233,0.10674959758941864,0.10674900186206214,0.0,0.15849700742164577,0.10675520616110233,1.0,0.10674650634905813,0.18807240939377107,0.10674713269127224,0.10678510259821178,0.1347002832355671,0.10674598777743087,0.1067479645290013,0.14135731449364042,0.4404316323516948,0.21594760517157385,0.022256758675892024,0.10674991471833513,0.1067580362879617,0.1311594119622652,0.30665421135625415,0.12286940615376031,0.2725820620501869,0.10677067774589662
OVOL-SNAIL_2-0,0.0020272869629205338,0.060767078714040176,0.06078427262216178,0.2610370658292557,0.06074143794693358,0.06078535644360016,0.060754270658521556,0.07596886720756404,0.00015042077628006807,0.06082718724663867,0.0024355559117038806,0.060747747907515644,0.06079693925239255,0.10324397229448512,0.2524675453795234,0.06080852134297791,0.060752562369244166,0.060753687692806195,0.15849700742164574,0.0,0.0607462011295018,1.0,0.060761576659649666,0.005782358269298165,0.06075873042667933,0.06074264547681359,0.09074121032795576,0.06077417896947885,0.06075610077155796,0.0030415404517101703,0.4171058703011926,0.17791252716018957,0.2471648376129188,0.06075202001137853,0.06074445956293427,0.08696541821571477,0.2748415213335404,0.07807678670316205,0.23848183899740133,0.06074146863951786
ZEB1-VIMENTIN_1-2,0.07918583880370558,8.836525255141812e-06,2.026281986394589e-05,0.21822659084479143,5.655589352218746e-06,2.1034680065837698e-05,2.0847013630949504e-06,0.01665064882574385,0.057692080498642925,5.335296302279432e-05,0.042266114232032574,1.1541664501823145e-07,2.954686207489246e-05,0.04647667991204919,0.20898422345047746,3.844153551020623e-05,1.413847257324759e-06,1.8466564234620366e-06,0.10675520616110233,0.06074620112950179,0.0,1.0,5.655373985932093e-06,0.09526600043111944,4.154969861442596e-06,1.1542223165370968e-05,0.03282630547704897,1.3337767559434398e-05,2.8853976608528113e-06,0.04068984883877509,0.3867537692437435,0.127915287593371,0.20321630865245713,1.219083029048375e-06,2.0952292833047712e-07,0.028686513380210388,0.23320646500511383,0.018958237932543788,0.19376735743886647,4.1551054849514385e-06
ZEB1-OVOL_2-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7760945466926146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZEB1-miR34_2-0,0.07918138838800491,3.5346328655167436e-07,4.508526292806825e-06,0.2182164164091503,2.2621837992644906e-05,4.8764270857482896e-06,8.728317318860697e-07,0.016649251869176356,0.057702699338299815,2.426781982570094e-05,0.04226621784884106,4.154965872691968e-06,9.348998561967874e-06,0.046482927020312925,0.20902962667480762,1.460799235291862e-05,1.4138425068270207e-06,1.038741717600993e-06,0.10674650634905813,0.06076157665964967,5.655373985932093e-06,1.0,0.0,0.09533713596239002,1.1541598025661005e-07,3.335607224854483e-05,0.03284704382991191,1.6230547493389274e-06,4.6166336734927314e-07,0.04067564918655264,0.3867590802815748,0.12791675134068836,0.2032445716753948,1.6230333250453815e-06,8.041981123953212e-06,0.028694896161213422,0.23321310421807967,0.018958695768288222,0.19376906487059786,1.9505500410709354e-05
OVOL-SNAIL_2-1,0.0014042925666243483,0.09535651433514708,0.09540927343052782,0.2856203958039546,0.0952050688735093,0.09541232816918142,0.09530797288008763,0.10972771501731739,0.006938726367316846,0.09551695493778975,0.01547242202877755,0.09527553790073917,0.09544359165347263,0.13555135912977076,0.2771751928419698,0.09547284207960569,0.09530029265042572,0.09530539978768923,0.18807240939377107,0.0057823582692981676,0.09526600043111944,1.0,0.09533713596239002,0.0,0.09532634897645814,0.09518207895894373,0.12362174368724585,0.0953794420907382,0.09531577025308971,0.01669105471493986,0.43458509729662526,0.20646818536826977,0.2722118841446066,0.09529775860544398,0.09525347943370294,0.12010343489193193,0.2986876614792966,0.11171650914872869,0.2640795637486151,0.09521314866352412
OVOL-ZEB1_2-0,0.07918138766345796,8.728361310704827e-07,6.06665332334908e-06,0.21821733662146872,1.9505606524675926e-05,6.49226311342458e-06,3.5346048699930925e-07,0.01664877052098486,0.05770053044720806,2.7730378094536264e-05,0.042265540157140465,2.8853930440393694e-06,1.1541927671941763e-05,0.046481374675805376,0.20902260024235247,1.7320310730627782e-05,7.213477560849644e-07,4.61662628607252e-07,0.10674713269127224,0.06075873042667932,4.154969861442596e-06,1.0,1.1541598025661005e-07,0.09532634897645814,0.0,2.9547334852643003e-05,0.0328434116627081,2.604094474300037e-06,1.154157218046588e-07,0.040677013698921294,0.38675791876611354,0.12791594127422445,0.20323998945208782,8.7283075435367e-07,6.2305664147647814e-06,0.028693026151170663,0.23321163390862854,0.018957951064220588,0.19376826913846193,1.662010282383838e-05
exTGFB-SNAIL_1-2,0.07921023152705386,4.057679563366275e-05,6.239052157890924e-05,0.21825623631930371,1.0388487607331637e-06,6.373946056859991e-05,2.3437469354014272e-05,0.016671937843627083,0.057695382149816204,0.0001145243277041498,0.04228474884779715,1.3966017403257026e-05,7.802243235913251e-05,0.04648645328658822,0.2089346682942953,9.211082613717024e-05,2.1035353216151617e-05,2.262233751288735e-05,0.10678510259821178,0.06074264547681359,1.1542223165370968e-05,1.0,3.335607224854483e-05,0.09518207895894373,2.9547334852643003e-05,0.0,0.03281565003445474,4.9694678858008736e-05,2.596942384038752e-05,0.04072894875352799,0.3867575949461125,0.12793022441814123,0.20319136445235467,2.0263500735847283e-05,8.641539726510434e-06,0.028693591892846922,0.23321176664561993,0.018976831463570338,0.19378055361466986,1.8468278099630564e-06
miR200-ZEB1_2-1,0.1083674929803957,0.03285393716544647,0.03287480156220782,0.24132676854501012,0.03281650310232555,0.03287609322282514,0.032837592405033575,0.004032251109378656,0.08783333280671812,0.032924792964108614,0.07313099589973261,0.0328285985569553,0.03288977713865116,0.07713910605066324,0.2324008514280178,0.032903285540071964,0.032835307670156216,0.03283681687794315,0.1347002832355671,0.09074121032795576,0.03282630547704897,1.0,0.03284704382991191,0.12362174368724585,0.0328434116627081,0.03281565003445474,0.0,0.03286265223128796,0.03284000267928712,0.07164707331373399,0.40309500935692977,0.1549042890072282,0.22690008957426605,0.03283457398943424,0.03282356882557008,0.0002352775268461482,0.25565482265912404,0.0030013221524114973,0.2178896218117141,0.03281723386770308
SNAIL-miR200_2-0,0.0791832807302564,4.616714002519582e-07,7.213753703211659e-07,0.2182145487874952,3.636356530059646e-05,8.728653198589674e-07,4.876347696330615e-06,0.01665307841393015,0.057712768095907016,1.3338960615502183e-05,0.042270727174644335,1.0971742141777964e-05,3.181314436173383e-06,0.04649070743083464,0.20905757981133435,6.492573986257048e-06,6.0665732426611226e-06,5.258662680128067e-06,0.10674598777743087,0.06077417896947885,1.3337767559434398e-05,1.0,1.6230547493389274e-06,0.0953794420907382,2.604094474300037e-06,4.9694678858008736e-05,0.03286265223128796,0.0,3.81596383997279e-06,0.04067250354972665,0.38676463180262965,0.12792157321980668,0.20326337202581438,6.492168844519832e-06,1.6890663276037483e-05,0.028703905136144937,0.23322016716330177,0.01896350510744236,0.1937736870924352,3.238160532446086e-05
SNAIL-Ecadherin_2-0,0.07918159910489422,1.623039687296277e-06,7.855608240234626e-06,0.21821843459240686,1.6620203877706777e-05,8.338926826571965e-06,6.492128357665349e-08,0.01664851614412955,0.05769857886199618,3.1423755184081976e-05,0.042265083428855696,1.8466522869786716e-06,1.3965682205211924e-05,0.046480042298950114,0.20901575390119237,2.0263452100573306e-05,2.5968512286090846e-07,1.1541561092549813e-07,0.1067479645290013,0.06075610077155796,2.8853976608528113e-06,1.0,4.6166336734927314e-07,0.09531577025308971,1.154157218046588e-07,2.596942384038752e-05,0.03284000267928712,3.81596383997279e-06,0.0,0.04067859954688375,0.3867568915169899,0.1279153315281089,0.20323558878178374,3.534603172981963e-07,4.649983313420288e-06,0.028691380298744698,0.23321033755041015,0.01895743279348403,0.19376765734458576,1.3965534723018366e-05
SNAIL-SNAIL_2-1,0.009247990474622445,0.04067379388045819,0.04067213569120732,0.2468271383449743,0.04071489441106132,0.04067217499371198,0.04067993418432698,0.05636348356169479,0.002297148953905498,0.04068073771001228,0.0002033292491057711,0.04068715630251806,0.040673328926304236,0.08449187469742211,0.23816737988644207,0.04067555037498202,0.04068139332323017,0.04068040673045179,0.14135731449364042,0.003041540451710173,0.04068984883877509,1.0,0.04067564918655264,0.01669105471493986,0.040677013698921294,0.04072894875352799,0.07164707331373399,0.04067250354972665,0.04067859954688375,0.0,0.407037544336894,0.16136906602138157,0.2326712936924859,0.040681907369912014,0.04069382664665521,0.06772319038542518,0.26105784941175625,0.058541106285081704,0.2236739468372491,0.04071065238989892
ZEB1-Ecadherin_2-1,0.4264204283141635,0.3867614360164576,0.38676938184377024,0.49825819914134195,0.3867550373080254,0.38676990300743574,0.3867562091917982,0.3950278756981297,0.4155687626212502,0.38679101209922345,0.40782331392310645,0.38675412516900326,0.3867755762638052,0.409933598964922,0.4933854315178612,0.3867813998455468,0.3867556023905414,0.3867559985331753,0.4404316323516948,0.4171058703011926,0.3867537692437435,1.0,0.3867590802815748,0.43458509729662526,0.3867579187661136,0.3867575949461125,0.40309500935692977,0.3867646318026297,0.3867568915169899,0.407037544336894,0.0,0.4512566019628934,0.49034890109248563,0.386755416906519,0.38675350200962844,0.40102768773456265,0.027469630289222828,0.3961767069119882,0.4853946027325465,0.3867544533325879
SNAIL-miR200_2-1,0.19313427039357456,0.1279186509818293,0.1279263528805439,0.30880146718474943,0.12792363977239596,0.12792689971248947,0.12791500567828074,0.14159111553392867,0.17539112546575591,0.12795101007659293,0.16267111948543525,0.1279148957393492,0.127933056718107,0.16614233651559074,0.3010859993807242,0.12793966866581669,0.12791479250807694,0.12791492210159028,0.21594760517157385,0.17791252716018957,0.12791528759337104,0.9999999999999999,0.12791675134068836,0.20646818536826977,0.12791594127422445,0.12793022441814123,0.1549042890072282,0.12792157321980668,0.1279153315281089,0.16136906602138157,0.4512566019628934,0.0,0.29625183347762646,0.127914746491257,0.12791613233870194,0.15149290764730716,0.32136270629705876,0.14348873052476008,0.009666980918548142,0.1279218455946366
ZEB1-miR34_2-1,0.26062729146622404,0.20325302743737583,0.20327732410569035,0.3630332907049128,0.2031969414070446,0.2032787817320618,0.20323240742166848,0.2152474390225787,0.24495537911838042,0.20333141874329552,0.23378241158093976,0.2032198015866736,0.20329398221664066,0.23682269953794532,0.3560411926843956,0.20330863309495598,0.2032293281827768,0.20323136966194238,0.022256758675892028,0.2471648376129188,0.20321630865245713,1.0,0.2032445716753948,0.2722118841446066,0.20323998945208782,0.20319136445235467,0.22690008957426605,0.20326337202581438,0.20323558878178374,0.2326712936924859,0.49034890109248563,0.29625183347762646,0.0,0.2032283244632831,0.20321188953622882,0.22392907717461846,0.3741620663744409,0.21691085107830715,0.3448317339027348,0.20319916350821185
