,Cycles,Nature,Edge_count
0,SNAIL1,N,1
1,"CD44s,ZEB1,ESRP1",P,3
2,"miR340,ZEB1",P,2
3,"HAS2,HA,ZEB1",N,3
4,"GRHL2,ZEB1",P,2
5,"GRHL2,CD24,ZEB1",P,3
6,"SNAIL1,miR200,ZEB1,miR190,TGFB",P,5
7,"SNAIL1,miR200,TGFB",P,3
8,"SNAIL1,ZEB1,miR200,TGFB",P,4
9,"SNAIL1,ZEB1,miR190,TGFB",P,4
10,"SNAIL1,miR34",P,2
11,"miR1199,ZEB1",P,2
12,"miR200,ZEB1",P,2
