,Cycles,Nature,Edge_count
0,SNAIL,N,1
1,ZEB,P,1
2,"NRF2,SNAIL,ZEB,Ecadherin",N,4
3,"NRF2,SNAIL,ZEB,miR200,KEAP1",P,5
4,"NRF2,SNAIL,miR200,KEAP1",P,4
5,"NRF2,SNAIL,miR200,ZEB,Ecadherin",N,5
6,"ZEB,Ecadherin",P,2
7,"ZEB,miR200",P,2
8,"ZEB,miR34,SNAIL",P,3
9,"ZEB,miR34,SNAIL,miR200",P,4
10,"miR34,SNAIL",P,2
