"","Edges","pLoopCount","pLoopLengthAvg","pLoopLengthStd"
"1","ZEB,ZEB",1,2,1.4142135623731
"2","miR200,ZEB",1,1,0.707106781186548
"3","ZEB,miR200",1,1,0.707106781186548
