"","Edges","pLoopCount","pLoopLengthAvg","pLoopLengthStd"
"1","ZEB,ZEB",1,2,1.15470053837925
"2","GRHL2,ZEB",1,2,1.15470053837925
"3","ZEB,GRHL2",1,2,1.15470053837925
"4","miR200,ZEB",1,1,0.577350269189626
"5","ZEB,miR200",1,1,0.577350269189626
