,Cycles,Nature,Edge_count
841,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,ZEB1,miR-34a,SNAI1",P,10
842,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2",P,11
843,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1",P,12
844,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1",P,11
845,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC",P,7
846,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
847,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,ZEB1,miR-34a,TWIST2",P,11
848,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",P,8
849,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2",P,12
850,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-34a,TWIST2",P,8
851,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-34a,TWIST2,SNAI1",P,9
852,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-34a,SNAI1",P,8
853,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
854,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,SNAI1",P,9
855,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,GSC",P,9
856,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
857,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,GSC,SNAI1",P,10
858,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
859,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,SNAI1",P,9
860,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,GSC",P,9
861,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
862,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,GSC,SNAI1",P,10
863,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
864,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,SNAI1",P,9
865,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,GSC",P,9
866,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
867,"TWIST1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,GSC,SNAI1",P,10
868,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,9
869,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2",P,10
870,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,SNAI1",P,7
871,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2",P,11
872,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,ZEB1,miR-34a,TWIST2",P,10
873,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1",P,11
874,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,ZEB1,miR-34a,SNAI1",P,10
875,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2",P,11
876,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1",P,12
877,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1",P,11
878,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC",P,7
879,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
880,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,ZEB1,miR-34a,TWIST2",P,11
881,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",P,8
882,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2",P,12
883,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-34a,TWIST2",P,8
884,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-34a,TWIST2,SNAI1",P,9
885,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-34a,SNAI1",P,8
886,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
887,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,SNAI1",P,9
888,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,GSC",P,9
889,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
890,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,GSC,SNAI1",P,10
891,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
892,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,SNAI1",P,9
893,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,GSC",P,9
894,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
895,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,GSC,SNAI1",P,10
896,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
897,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,SNAI1",P,9
898,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,GSC",P,9
899,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
900,"TWIST1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,GSC,SNAI1",P,10
901,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,9
902,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2",P,10
903,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,SNAI1",P,7
904,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2",P,11
905,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,ZEB1,miR-34a,TWIST2",P,10
906,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1",P,11
907,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,ZEB1,miR-34a,SNAI1",P,10
908,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2",P,11
909,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,TWIST2,SNAI1",P,12
910,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1",P,11
911,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC",P,7
912,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
913,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,SNAI1,ZEB1,miR-34a,TWIST2",P,11
914,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,SNAI1",P,8
915,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,TGF-beta,GSC,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2",P,12
916,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-34a,TWIST2",P,8
917,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-34a,TWIST2,SNAI1",P,9
918,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-34a,SNAI1",P,8
919,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
920,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,SNAI1",P,9
921,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,GSC",P,9
922,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
923,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,GSC,SNAI1",P,10
924,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
925,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,SNAI1",P,9
926,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,GSC",P,9
927,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
928,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,GSC,SNAI1",P,10
929,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
930,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141,TGF-beta,SNAI1",P,9
931,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141,TGF-beta,GSC",P,9
932,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
933,"TWIST1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141,TGF-beta,GSC,SNAI1",P,10
934,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a,TGF-beta,SNAI1",P,10
935,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a,TGF-beta,GSC",P,10
936,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",P,11
937,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c,TGF-beta,SNAI1",P,10
938,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c,TGF-beta,GSC",P,10
939,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",P,11
940,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b,TGF-beta,SNAI1",P,10
941,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b,TGF-beta,GSC",P,10
942,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b,TGF-beta,GSC,SNAI1",P,11
943,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2",P,6
944,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200a,TGF-beta,GSC",P,11
945,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200c,TGF-beta,GSC",P,11
946,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200b,TGF-beta,GSC",P,11
947,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,SNAI1",P,7
948,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,SNAI1,ZEB2,miR-200a,TGF-beta,GSC",P,10
949,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,SNAI1,ZEB2,miR-200c,TGF-beta,GSC",P,10
950,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,SNAI1,ZEB2,miR-200b,TGF-beta,GSC",P,10
951,"TWIST1,SNAI2,miR-101,ZEB1,miR-34a,SNAI1",P,6
952,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2",P,9
953,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,TGF-beta,SNAI1",P,7
954,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,TGF-beta,GSC",P,7
955,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
956,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,TGF-beta,GSC,SNAI1",P,8
957,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
958,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c,TGF-beta,SNAI1",P,9
959,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c,TGF-beta,GSC",P,9
960,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
961,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",P,10
962,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
963,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b,TGF-beta,SNAI1",P,9
964,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b,TGF-beta,GSC",P,9
965,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
966,"TWIST1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b,TGF-beta,GSC,SNAI1",P,10
967,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,9
968,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,TGF-beta,SNAI1",P,7
969,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,TGF-beta,GSC",P,7
970,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
971,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,TGF-beta,GSC,SNAI1",P,8
972,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
973,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a,TGF-beta,SNAI1",P,9
974,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a,TGF-beta,GSC",P,9
975,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
976,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",P,10
977,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
978,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b,TGF-beta,SNAI1",P,9
979,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b,TGF-beta,GSC",P,9
980,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
981,"TWIST1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b,TGF-beta,GSC,SNAI1",P,10
982,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,9
983,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,TGF-beta,SNAI1",P,7
984,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,TGF-beta,GSC",P,7
985,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
986,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,TGF-beta,GSC,SNAI1",P,8
987,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
988,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a,TGF-beta,SNAI1",P,9
989,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a,TGF-beta,GSC",P,9
990,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
991,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",P,10
992,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
993,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c,TGF-beta,SNAI1",P,9
994,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c,TGF-beta,GSC",P,9
995,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
996,"TWIST1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",P,10
997,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,TGF-beta,SNAI1,miR-34a,TWIST2",P,9
998,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,TGF-beta,SNAI1",P,7
999,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,TGF-beta,GSC",P,7
1000,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,10
1001,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,TGF-beta,GSC,SNAI1",P,8
1002,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
1003,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a,TGF-beta,SNAI1",P,9
1004,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a,TGF-beta,GSC",P,9
1005,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
1006,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",P,10
1007,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
1008,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c,TGF-beta,SNAI1",P,9
1009,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c,TGF-beta,GSC",P,9
1010,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
1011,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",P,10
1012,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b,TGF-beta,SNAI1,miR-34a,TWIST2",P,11
1013,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b,TGF-beta,SNAI1",P,9
1014,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b,TGF-beta,GSC",P,9
1015,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b,TGF-beta,GSC,SNAI1,miR-34a,TWIST2",P,12
1016,"TWIST1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b,TGF-beta,GSC,SNAI1",P,10
1017,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,TGF-beta,SNAI1",P,7
1018,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,TGF-beta,GSC,ZEB1,miR-34a,SNAI1",P,10
1019,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1",P,11
1020,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,TGF-beta,GSC",P,7
1021,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,TGF-beta,GSC,SNAI1",P,8
1022,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-34a,SNAI1",P,8
1023,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,SNAI1",P,9
1024,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,GSC",P,9
1025,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200c,TGF-beta,GSC,SNAI1",P,10
1026,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,SNAI1",P,9
1027,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,GSC",P,9
1028,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200b,TGF-beta,GSC,SNAI1",P,10
1029,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,SNAI1",P,9
1030,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,GSC",P,9
1031,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-141,TGF-beta,GSC,SNAI1",P,10
1032,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,TGF-beta,SNAI1",P,7
1033,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,TGF-beta,GSC,ZEB1,miR-34a,SNAI1",P,10
1034,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1",P,11
1035,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,TGF-beta,GSC",P,7
1036,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,TGF-beta,GSC,SNAI1",P,8
1037,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-34a,SNAI1",P,8
1038,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,SNAI1",P,9
1039,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,GSC",P,9
1040,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200a,TGF-beta,GSC,SNAI1",P,10
1041,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,SNAI1",P,9
1042,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,GSC",P,9
1043,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200b,TGF-beta,GSC,SNAI1",P,10
1044,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,SNAI1",P,9
1045,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,GSC",P,9
1046,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-141,TGF-beta,GSC,SNAI1",P,10
1047,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,TGF-beta,SNAI1",P,7
1048,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,TGF-beta,GSC,ZEB1,miR-34a,SNAI1",P,10
1049,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,TGF-beta,GSC,FOXC2,ZEB1,miR-34a,SNAI1",P,11
1050,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,TGF-beta,GSC",P,7
1051,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,TGF-beta,GSC,SNAI1",P,8
1052,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-34a,SNAI1",P,8
1053,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,SNAI1",P,9
1054,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,GSC",P,9
1055,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200a,TGF-beta,GSC,SNAI1",P,10
1056,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,SNAI1",P,9
1057,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,GSC",P,9
1058,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200c,TGF-beta,GSC,SNAI1",P,10
1059,"TWIST1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-141,TGF-beta,SNAI1",P,9
