"","Edges","pLoopCount","pLoopLengthAvg","pLoopLengthStd","nLoopCount","nLoopLengthAvg","nLoopLengthStd"
"1","ZEB,ZEB",1,1,0.577350269189626,0,0,0
"2","OVOL2,ZEB",1,3,1.73205080756888,0,0,0
"3","ZEB,OVOL2",1,3,1.73205080756888,1,3,2.12132034355964
"4","miR200,ZEB",1,2,1.15470053837925,1,3,2.12132034355964
"5","ZEB,miR200",1,2,1.15470053837925,0,0,0
"6","OVOL2,OVOL2",0,0,0,1,1,0.707106781186548
"7","OVOL2,miR200",0,0,0,1,3,2.12132034355964
