,Cycles,Nature,Edge_count
0,SNAIL,N,1
1,ZEB,P,1
2,OVOL,N,1
3,"ZEB,OVOL",P,2
4,"ZEB,OVOL,STAT3,miR200",P,4
5,"ZEB,miR200",P,2
6,"ZEB,miR34,SNAIL",P,3
7,"ZEB,miR34,SNAIL,miR200",P,4
8,"miR34,SNAIL",P,2
