,Cycles,Nature,Edge_count
0,SNAIL,N,1
1,ZEB1,P,1
2,"miR200,TGFB,SNAIL",P,3
3,"miR200,TGFB,SNAIL,ZEB1",P,4
4,"miR200,ZEB1,miR34,SNAIL",P,4
5,"miR200,ZEB1",P,2
6,"miR34,SNAIL",P,2
7,"miR34,SNAIL,ZEB1",P,3
