,Cycles,Nature,Edge_count
0,SNAIL,N,1
1,"TGFB,SNAIL,miR200",P,3
2,"TGFB,SNAIL,miR200,ZEB1,OVOL",P,5
3,"TGFB,SNAIL,ZEB1,miR200",P,4
4,"TGFB,SNAIL,ZEB1,OVOL",P,4
5,"miR200,ZEB1",P,2
6,"miR200,ZEB1,OVOL,SNAIL",P,4
7,"miR200,ZEB1,miR34,SNAIL",P,4
8,"OVOL,SNAIL,ZEB1",P,3
9,"OVOL,ZEB1",P,2
10,"ZEB1,miR34,SNAIL",P,3
11,"miR34,SNAIL",P,2
