name,pos_cycle,plast,plast_2,JSD
1_ZEB-miR200_2_1,3,0.1225,0.5184,0.231233709876925
2_miR200-ZEB_2_1,3,0.3152,0.56,0.0328893554040583
3_ZEB-ZEB_1_2,3,0.2146,0.4548,0.0302003275195263
4_GRHL2-ZEB_2_1,3,0.1913,0.4218,0.0623767923663089
5_ZEB-GRHL2_2_1,3,0.2185,0.4357,0.236397850941347
6_SNAIL-miR200_2_1,4,0.5624,0.7377,0.00422105379679984
7_SNAIL-ZEB_1_2,4,0.5192,0.7126,0.00333512010231705
8_GRHL2-GRHL2_1_2,3,0.3712,0.4657,0.0161375604132797
9_ZEB-miR200_2_0,3,0.2063,0.5548,0.384437551493073
10_miR200-ZEB_2_0,3,0.4274,0.6458,0.00435800032478932
11_ZEB-ZEB_1_0,3,0.3378,0.5439,0.00292891428575424
12_GRHL2-ZEB_2_0,3,0.2978,0.5047,0.00658847144283926
13_ZEB-GRHL2_2_0,3,0.3305,0.5435,0.0603783316099369
14_SNAIL-miR200_2_0,4,0.6328,0.7295,0.00688561187500611
15_SNAIL-ZEB_1_0,4,0.5663,0.7537,0.000875905223626642
16_GRHL2-GRHL2_1_0,3,0.4364,0.551,0.0102742149885729
17_GRHL2-SNAIL_0_1,4,0.2738,0.5621,0.0478609809245356
18_GRHL2-SNAIL_0_2,6,0.7395,0.8054,0.0178374948723832
19_GRHL2-miR200_0_1,5,0.6811,0.7551,0.0186019335797875
20_GRHL2-miR200_0_2,4,0.2788,0.5963,0.0595202392154483
21_SNAIL-GRHL2_0_1,4,0.4895,0.677,0.0110246848142459
22_SNAIL-GRHL2_0_2,4,0.4364,0.5801,0.000997466123235896
23_SNAIL-SNAIL_0_1,5,0.4972,0.7154,0.00280426328441721
24_SNAIL-SNAIL_0_2,4,0.5158,0.701,0.000107362710292373
25_ZEB-SNAIL_0_1,6,0.7877,0.8633,0.0145657593455695
26_ZEB-SNAIL_0_2,4,0.2435,0.5707,0.0440354170752333
27_miR200-GRHL2_0_1,5,0.4977,0.6317,0.0111008585245287
28_miR200-GRHL2_0_2,4,0.3972,0.6146,0.0538413401053292
29_miR200-SNAIL_0_1,4,0.3715,0.6459,0.0129510435513117
30_miR200-SNAIL_0_2,6,0.7012,0.8094,0.00440108075841575
31_miR200-miR200_0_1,5,0.6028,0.7623,0.00381745729105211
32_miR200-miR200_0_2,4,0.4174,0.6572,0.0266381405031197
WT,4,0.4931,0.69,0
