name,pos_cycle,plast,plast_2,JSD
1_ZEB-miR200_2-1,1,0.0311,0.1312,0.16542788135029
2_miR200-ZEB_2-1,1,0.085,0.1708,0.0576538158846884
3_ZEB-ZEB_1-2,1,0.0474,0.0754,0.0339252699676867
4_SNAIL-miR200_2-1,2,0.372,0.4464,0.00860903489506859
5_SNAIL-ZEB_1-2,2,0.3371,0.4188,0.00763761734155732
6_ZEB-miR200_2_0,1,0.0627,0.1761,0.0467176246555731
7_miR200-ZEB_2_0,1,0.1763,0.2735,0.00957400671248487
8_ZEB-ZEB_1_0,1,0.1295,0.162,0.00251081739314422
9_SNAIL-miR200_2_0,2,0.4081,0.4522,0.000712735208908535
10_SNAIL-ZEB_1_0,2,0.3937,0.4877,0.000682816751819556
11_SNAIL-SNAIL_0_1,3,0.4071,0.5023,0.00181421560365491
12_SNAIL-SNAIL_0_2,2,0.3235,0.403,9.45572472855209e-05
13_ZEB-SNAIL_0_1,4,0.7055,0.7417,0.00946971998155687
14_ZEB-SNAIL_0_2,2,0.1275,0.2667,0.0410813746325503
15_miR200-SNAIL_0_1,2,0.181,0.32,0.0220733389352143
16_miR200-SNAIL_0_2,4,0.621,0.6572,0.0062151272367826
17_miR200-miR200_0_1,3,0.4499,0.5265,0.00222262646874293
18_miR200-miR200_0_2,2,0.21,0.3089,0.0225580550367706
WT,2,0.297,0.3764,0
