States,RACIPE frequency,Boolean frequency
"""0101""",0.28183722222222846,0.2628
"""1010""",0.21701214285714118,0.274
"""0100""",0.04320166666666667,0
"""1001""",0.07624333333333415,0.1383
"""1011""",0.059639166666667305,0
"""1101""",0.061771666666667634,0.0946
"""0111""",0.03510666666666671,0
"""1110""",0.026030952380952516,0
"""0010""",0.06298055555555643,0.0909
"""1111""",0.028259007936508068,0
"""1000""",0.021491666666666655,0
"""0110""",0.03770178571428582,0.1394
"""0001""",0.01932333333333334,0
"""0000""",0.00949833333333331,0
"""1100""",0.009870833333333323,0
"""0011""",0.010031666666666633,0
