Boolean,JSD,heatmap,data
 ,SNAIL-miR145_0-1,Oct4-miR145_2-0,miR200-SNAIL_0-1,miR145-Oct4_2-0,miR145-Oct4_2-1,miR145-ZEB_2-0,miR145-ZEB_2-1,Oct4-miR200_0-1,SNAIL-Oct4_0-1,WT,ZEB-miR200_2-1,ZEB-ZEB_1-0,Oct4-miR200_1-2,Oct4-Oct4_0-1,ZEB-miR145_2-0,ZEB-miR145_2-1,ZEB-ZEB_1-2,miR200-miR145_0-1,Oct4-miR145_2-1,SNAIL-miR200_2-0,SNAIL-miR200_2-1,SNAIL-ZEB_1-2,miR145-SNAIL_0-1,SNAIL-Oct4_0-2,Oct4-miR200_1-0,SNAIL-miR145_0-2,ZEB-miR200_2-0,SNAIL-SNAIL_0-1,miR145-SNAIL_0-2,Oct4-miR200_0-2,Oct4-SNAIL_0-1,SNAIL-ZEB_0-1,Oct4-ZEB_0-1,Oct4-SNAIL_0-2,SNAIL-ZEB_0-2,SNAIL-ZEB_1-0,miR200-ZEB_2-0,miR200-miR200_0-2,miR200-Oct4_0-1,miR200-SNAIL_0-2,miR200-miR145_0-2,miR200-Oct4_0-2,miR200-miR200_0-1,miR145-miR145_0-1,miR145-miR145_0-2,miR200-ZEB_2-1,Oct4-Oct4_0-2,Oct4-ZEB_0-2,miR145-miR200_0-1,miR145-miR200_0-2
ZEB-miR200_2-1,0.1911470455680846,0.41575794023775337,0.6220884368694705,0.42069968284147635,1.0,0.6852359219898898,0.6695723298027529,0.29675730057867616,0.4529606129142387,0.29046740980616886,0.0,0.7114328689284782,0.8137914940689586,0.4310738623697006,0.3175517009305453,0.3528089613425388,0.7110060481508866,0.4299781777161668,0.4298008778294828,0.34228216867562067,0.2326367108753974,0.23041747942465593,0.020545853025580516,0.27314559171368497,0.4719804691293257,0.414271743451446,0.20366165585773877,0.2895462154584824,0.7657985812281505,0.8124238439470113,0.7621492099862934,0.2906536669650398,0.3369728328464344,0.01695324958294728,0.2264185478245882,0.25896053369804084,0.3497494825454327,0.28387003030796354,0.3892226291662666,0.3509133182517419,0.292755325059151,0.3005109677424144,0.32947298782806195,0.29204314434353473,0.42060613598871177,0.33932029932733954,0.2881772098857962,0.682303429866966,0.5205264537734968,0.19283452170386098
ZEB-ZEB_1-0,0.2666033901913535,0.4596194499068001,0.32839011399662155,0.31868753596113875,1.0,0.010331722563286915,0.030518345703092777,0.16491192863340587,0.17757089742234833,0.17134196137031704,0.7114328689284782,0.0,0.07378138633992584,0.32239319554569723,0.13629731029981515,0.12121490724338788,4.389642112785381e-05,0.45104090190413293,0.45102947472876476,0.1373472094379198,0.20980383677962955,0.21154520728099077,0.5999399189809774,0.32004984375601964,0.09553693024957971,0.17361275243851598,0.2513956751684518,0.17320084726224944,0.026247277679666323,0.07239691530363646,0.023300084801366753,0.169365664662029,0.22325108327213544,0.6096027368879051,0.21455545407807397,0.20747075417602606,0.19027496820938805,0.17467898399207138,0.2659686262389591,0.14202498524308593,0.15463661126189776,0.18610608082860952,0.15768416859273926,0.16833326009052885,0.45661509234226016,0.2001515274351745,0.17286539583775326,0.013118131794479904,0.08246187582444947,0.2473201765412386
Oct4-miR200_1-2,0.31889260342321374,0.3281699711689484,0.6338913928925729,0.35566809347153494,1.0,0.13650098978868208,0.19255006876577094,0.2168265372714747,0.19325537255217023,0.22038245152533176,0.8137914940689588,0.07378138633992584,0.0,0.36051041021225483,0.24428442977177664,0.25931226303064125,0.0747522022756857,0.31641861955790207,0.316391416834884,0.18115910411311215,0.28079848602107943,0.28339866603136477,0.7569859711560596,0.3982326536487498,0.09782052055546908,0.13220271953233093,0.3041172066162838,0.22054111385374586,0.01253430476289076,6.681740179389844e-05,0.014727985797417124,0.2217777887772297,0.18759695315917524,0.7617060162032454,0.28828763696440407,0.24373811786630106,0.17041599430403204,0.22695142142368865,0.33675838537225905,0.17003527891004522,0.24254766730440097,0.20545973763911918,0.18446887364849854,0.22051433937709092,0.324051820405623,0.17899253846744545,0.22238511133364722,0.14574348281016603,0.07566443559821336,0.32659540099708484
Oct4-Oct4_0-1,0.18908538734679242,0.3303304375464942,0.5915702835133827,0.0003031274643969361,0.4838763111647465,0.33352367589906123,0.3499964010197305,0.17518385342156634,0.04609570307396274,0.1751796848663251,0.4310738623697006,0.32239319554569723,0.36051041021225483,0.0,0.1878269189893421,0.2065869732569242,0.32246161007377666,0.3304936624779258,0.3303132872363884,0.17695750907729818,0.18013997996790276,0.1804773569492501,0.3928145576819316,0.0314519484600103,0.19982104127945904,0.2001689849896606,0.18558776613875105,0.17528136528941562,0.33279367252442343,0.359707739912692,0.3312349460992592,0.17532829069335706,0.19557199028324623,0.39531563160378425,0.18123065089315982,0.17768821715780866,0.18794636113895852,0.17529385617899798,0.009565896099251828,0.17802186111494234,0.18001134840350494,0.1775283733062419,0.17670308822670955,0.1752637356639432,0.3303122518141751,0.18851587196196756,0.17528896881110623,0.33589880165325425,0.21376645552713086,0.18834433256236088
ZEB-miR145_2-0,0.04186614128547378,0.27495196608830363,0.34999423522095535,0.18026883846534192,1.0,0.12841036142852585,0.13383526811293772,0.01354179825384079,0.0968019203001929,0.015738385210470066,0.31755170093054524,0.13629731029981515,0.2442844297717766,0.18782691898934206,0.0,0.005668693661158619,0.1358940928150891,0.27496572641380695,0.2748580487119842,0.015075969770845694,0.017010850962337502,0.01738758334829484,0.23941787855740088,0.11471670217516242,0.05023923400932018,0.07735472739363826,0.03596892005286065,0.016713042093364446,0.18542974087690406,0.24282181899843375,0.18135609858314933,0.014084900488775037,0.0773106688562859,0.24536122114066317,0.017740153925223247,0.02837415454192422,0.05875467369320417,0.014986063311438102,0.1277327363083585,0.023098576643431002,0.0027925368323597124,0.03194617979100323,0.024224186406177788,0.014128207484732154,0.2748324228086927,0.06121159335470004,0.01584837569453061,0.12866017253987028,0.06665199840085123,0.02744204721390862
ZEB-miR145_2-1,0.07330438552771265,0.34186572049939373,0.28287357111846106,0.19992218830454384,1.0,0.10222541026725321,0.09999249932849069,0.035484716790640386,0.11656934171464597,0.0387098740995149,0.3528089613425388,0.12121490724338788,0.25931226303064125,0.20658697325692427,0.005668693661158618,0.0,0.12081767239755505,0.34135467425587357,0.34137932509590246,0.03495194872979296,0.03963196036830549,0.039946065857955376,0.2574452685505721,0.134207065458282,0.06972672180967976,0.11382751724493133,0.06608227988422313,0.04021717671903646,0.18852601586296097,0.2573461995676058,0.18340369833031672,0.03627134233586594,0.11903349125482728,0.26522000611105007,0.04016957839141293,0.05789073782586357,0.09513779796891267,0.03778594583172054,0.1398839299148186,0.046314049717957245,0.015714299703358102,0.06222141967597139,0.04998433150010454,0.036105508746205606,0.3416437984077776,0.0987827167298796,0.0388115673672358,0.10113998171671117,0.08443058536933086,0.051263777824254585
ZEB-ZEB_1-2,0.2666476003575391,0.4607253658488488,0.32667682899560524,0.3187907064151513,1.0,0.010015566886418945,0.029920250292828014,0.16492783783038803,0.17787856437892802,0.1715037190876685,0.7110060481508867,4.389642112785359e-05,0.07475220227568569,0.3224616100737767,0.1358940928150891,0.12081767239755503,0.0,0.45222442420984005,0.4521231839060046,0.1374907224527453,0.20970181167733234,0.21144191315059585,0.5991706673633566,0.31993801643590947,0.0960171828983395,0.17426482770301022,0.25145769373765425,0.17338911680188265,0.02681675006170616,0.07345179987531814,0.023834626237354013,0.16947505859297596,0.22391259264072988,0.6088278130841487,0.21443843829902332,0.2075937671895013,0.19077963515177357,0.17478416150667006,0.2659107128432835,0.14232894139258506,0.1544259963516914,0.1863743883932094,0.15785612852569472,0.16849667597063045,0.4577058300657166,0.20072815460350296,0.1730444103009236,0.012739977557745807,0.0830302316229613,0.24724393337991057
miR200-miR145_0-1,0.1663922779034524,0.0004936148610150588,1.0,0.3191700771955781,1.0,0.5210526442470313,0.5785284864665949,0.1823241149629231,0.234479826682466,0.17644963004978492,0.4299781777161668,0.45104090190413293,0.31641861955790207,0.3304936624779258,0.27496572641380695,0.34135467425587357,0.45222442420984005,0.0,0.0003094529189032083,0.18564612801005836,0.1955877884638359,0.1967476427084489,0.4784861802934849,0.2957612956818524,0.18722502331116897,0.10574703552797099,0.1671463514022803,0.17373096527909318,0.36204504149761957,0.3173798529938328,0.3664814791248009,0.1810170712601028,0.08538803376235621,0.47304091594669345,0.19887134701629994,0.15227371156822236,0.10720119125780082,0.17923292889067788,0.33119143309034177,0.16708416512101198,0.2346536719658136,0.13983428673320164,0.15822965501871447,0.1811448830382239,0.00030511137789855116,0.10219118559795437,0.17651757250876743,0.5307657373639327,0.20124347608674414,0.20440128603404675
Oct4-miR145_2-1,0.1664016102153203,0.00026386303997753173,1.0,0.3191263017756071,1.0,0.5210032828907325,0.5784264160754107,0.18204312329965977,0.23431584027568417,0.1763998306412981,0.4298008778294828,0.45102947472876476,0.316391416834884,0.3303132872363884,0.2748580487119842,0.3413793250959024,0.4521231839060046,0.00030945291890320786,0.0,0.18541296146771163,0.19543453688447593,0.19637426753557463,0.47822459581354143,0.29549735653162007,0.18696911678085287,0.10581694886912295,0.16719877141070522,0.1739032106833767,0.3619840323119927,0.31746120738973665,0.3664058745684498,0.18121687758077107,0.08496160937351,0.47294906589975044,0.19859754878863223,0.1519303621515801,0.10691288124314088,0.17912514163164805,0.33124150218559434,0.16721738450285764,0.2343979362898347,0.13984748939786362,0.1580189639225049,0.18126834411235107,0.00011864279914454781,0.10214100899975068,0.17646606379662738,0.5307008940956026,0.20123310561718455,0.20428082169174192
SNAIL-miR200_2-0,0.03186964197353205,0.18688956902878268,0.47070013137254507,0.1685993928472846,1.0,0.15385042869177723,0.17665147632252165,0.002317519776975063,0.07158398238022072,0.003070071356733033,0.34228216867562067,0.13734720943791978,0.18115910411311215,0.17695750907729818,0.015075969770845694,0.034951948729792966,0.13749072245274527,0.18564612801005836,0.18541296146771163,0.0,0.014959834329887565,0.015634132100691114,0.2870869683029427,0.11997089197863767,0.016983329839673496,0.02522057458895379,0.025932300140297973,0.0033580743092702326,0.14774778240246578,0.1801668139197331,0.14589244575839092,0.003141672341604274,0.02726621575109413,0.2910516989545881,0.016949818575272772,0.010221936040441347,0.015609412952225298,0.0038526188632680026,0.12995520097994692,0.0009804704957700073,0.008179053710985021,0.006139533359619439,0.0016633489581206976,0.0029234660571428204,0.1863436758151722,0.017507551677177557,0.003370276280385338,0.15720631974993388,0.029840709636139853,0.029569070958916196
SNAIL-miR200_2-1,0.00575310783479966,0.19315684068951927,0.4641119309418578,0.17092447792529242,1.0,0.21315524124497406,0.2256250354128377,0.005650357051829365,0.1008789956589318,0.005071658633923603,0.2326367108753974,0.20980383677962955,0.28079848602107943,0.18013997996790276,0.01701085096233751,0.03963196036830549,0.20970181167733232,0.1955877884638359,0.19543453688447593,0.014959834329887567,0.0,6.648383461872673e-05,0.18805161397710635,0.09530713968526094,0.06241902695249453,0.058269811883478795,0.0036658816171455024,0.005168490463371005,0.2378397539396121,0.27962164884856994,0.2350745091951107,0.004843032829310137,0.04149684323582549,0.1907966160013854,8.602618380858755e-05,0.0045187590861793855,0.03386662875755245,0.0039537773127637935,0.13006402865253006,0.0188600820317373,0.007121706144563604,0.01188763840939259,0.014461121595636579,0.005076588995742741,0.19387964415113262,0.03305096188366857,0.004758822441055579,0.21473324049613948,0.08500300007887922,0.002616480014623276
SNAIL-ZEB_1-2,0.005622296160891656,0.1940131829187105,0.4635086222523569,0.17134063609392158,1.0,0.21450404763438669,0.2266715343246667,0.006092736940109885,0.1018674427075685,0.0055110751173267185,0.23041747942465593,0.21154520728099077,0.28339866603136477,0.1804773569492501,0.017387583348294836,0.03994606585795538,0.21144191315059582,0.19674764270844894,0.19637426753557463,0.015634132100691117,6.648383461872666e-05,0.0,0.1859121418500235,0.09498551163070804,0.06372301186081175,0.05967961549273765,0.0036308908686443833,0.005700383303191879,0.24013086811239087,0.28220860580822205,0.23733724043628984,0.005408477073908045,0.04221577081046927,0.18872820081933694,4.256349741892931e-05,0.004737596956193952,0.034728724315917614,0.004333283657603163,0.13042311310228064,0.019751514804613738,0.007320905978842307,0.012514894183951252,0.015168074891210793,0.005575294270443473,0.19481236484105605,0.03392159260625491,0.005193788487922122,0.21603048639279818,0.08663417150727712,0.002341021449622142
miR145-SNAIL_0-1,0.16646784602044623,0.4658705952087791,0.4537504241790177,0.3835774343146141,1.0,0.557873006180601,0.5323885226277889,0.24684816015066632,0.4030032567381462,0.24330380591228334,0.020545853025580513,0.5999399189809774,0.7569859711560596,0.3928145576819316,0.23941787855740082,0.2574452685505721,0.5991706673633566,0.4784861802934849,0.4782245958135414,0.2870869683029428,0.18805161397710635,0.1859121418500235,0.0,0.23451968121234082,0.414252359870526,0.3894345480031512,0.17535687856893978,0.24344014712504242,0.6849487861590303,0.7550834285905804,0.679363726496732,0.24189619980094007,0.3251812416178176,0.00023423865416476826,0.18200586853668443,0.2251349956177522,0.3257042711933731,0.236550090281712,0.334953471808639,0.3016311245700124,0.2274747282552667,0.2659207383258452,0.2849370334223273,0.24308052260730073,0.47015302809660386,0.3183460109433076,0.24132305276248694,0.5530974112323221,0.46015536734678064,0.15418603104479603
SNAIL-Oct4_0-2,0.09753427115851399,0.2920873774642092,0.5125667192944887,0.02770845203912886,0.6455401945236356,0.3162700098112314,0.3221113483360799,0.1074420149177721,0.053278662904787034,0.10648198833034589,0.27314559171368497,0.32004984375601964,0.39823265364874977,0.031451948460010294,0.11471670217516242,0.134207065458282,0.31993801643590947,0.2957612956818524,0.29549735653162007,0.11997089197863767,0.09530713968526094,0.09498551163070804,0.2345196812123408,0.0,0.17453999217091715,0.16882624067723948,0.09695764368437058,0.10667022503647927,0.354372788738815,0.3969395422851641,0.35140991275987543,0.1062148643905136,0.147101061855684,0.23691021777716423,0.09452648867644839,0.10404308418632957,0.14092905837530922,0.10472090680193137,0.014803949698741596,0.12521860932277884,0.10555004174811564,0.11539159689232643,0.11969709267578299,0.10644205315130137,0.2932611670002251,0.13938441157870105,0.10594427028846184,0.3167853763535132,0.19873663680006043,0.09295652701007591
Oct4-miR200_1-0,0.08730724640254357,0.19219748079456916,0.5182601317093811,0.19244701494530234,1.0,0.12930234904675725,0.16482765226873375,0.031082637866194612,0.07009500011405095,0.03275843066478004,0.4719804691293257,0.09553693024957972,0.09782052055546908,0.19982104127945902,0.05023923400932017,0.06972672180967973,0.09601718289833952,0.18722502331116897,0.18696911678085287,0.01698332983967349,0.06241902695249453,0.06372301186081175,0.414252359870526,0.17453999217091715,0.0,0.01616898861161791,0.07801047973134065,0.03304349289279132,0.08021350119210158,0.09714818388284227,0.0797843938233236,0.03344162279793039,0.03663431443758901,0.41868866674031757,0.06640110467992566,0.04570842514297397,0.02295541237497758,0.03562896891008985,0.16010830766501188,0.01361174869049225,0.044394506972088646,0.029308411827752675,0.019027615066674705,0.03276943850004002,0.1903873121011927,0.0272337467354373,0.033687275656387225,0.13489464085940578,0.0020146115544365916,0.08856637390024895
SNAIL-miR145_0-2,0.06564908202935112,0.10941585187684727,0.64507649500825,0.19108234361455134,1.0,0.22033539715885853,0.2640076430187433,0.03314463218394877,0.07956606926474394,0.032397855395006905,0.41427174345144596,0.17361275243851598,0.13220271953233093,0.20016898498966063,0.07735472739363825,0.11382751724493131,0.17426482770301022,0.10574703552797099,0.10581694886912295,0.02522057458895379,0.058269811883478795,0.05967961549273764,0.38943454800315114,0.16882624067723945,0.0161689886116179,0.0,0.05957187398119197,0.03159798367462,0.13368300036262842,0.1320919880145147,0.13479119739272521,0.03417272193317483,0.007276346987757144,0.39059201495110885,0.06210028255835198,0.03313073318944461,0.004306110648522263,0.03520256199926122,0.17189494510603,0.016826568478966856,0.05981918812090932,0.018187254325581652,0.01737708209233864,0.033916952379960806,0.10805389532534188,0.005585076584705551,0.033010686804251205,0.22743150513564833,0.02284218445988015,0.07890852856715884
ZEB-miR200_2-0,0.0003220626232186665,0.16380342518277155,0.5230163950298556,0.17579485814221762,1.0,0.26001626717760934,0.27569440657143696,0.013304665561704765,0.11240896837326124,0.011347870667208049,0.20366165585773882,0.25139567516845185,0.3041172066162838,0.18558776613875103,0.03596892005286064,0.06608227988422315,0.25145769373765425,0.1671463514022803,0.16719877141070522,0.025932300140297966,0.0036658816171455024,0.0036308908686443833,0.17535687856893978,0.09695764368437058,0.07801047973134065,0.05957187398119196,0.0,0.010957502252953687,0.26922073033615873,0.303067307686427,0.2671262259299533,0.011715636242596512,0.03552116789064261,0.1764870967720371,0.0035018034869274024,0.004776163692699644,0.032982941573886246,0.010095271059211382,0.14095964854311238,0.02767087862280195,0.020262877168898758,0.013525623449033429,0.020918536928819398,0.012030501739172436,0.1649251664764446,0.03057606521502117,0.010915835136290245,0.26219743138070983,0.10296888935056125,0.0026537942880097073
SNAIL-SNAIL_0-1,0.014981554689844124,0.17362692671547864,0.4864058956935199,0.16625661897530447,1.0,0.1869789596195421,0.20740465180196288,0.00041482743118013716,0.08071838107819747,5.795568447185555e-05,0.2895462154584824,0.17320084726224946,0.22054111385374586,0.17528136528941565,0.01671304209336445,0.040217176719036456,0.17338911680188263,0.17373096527909315,0.1739032106833767,0.0033580743092702318,0.005168490463371004,0.005700383303191876,0.24344014712504242,0.10667022503647927,0.033043492892791335,0.03159798367462,0.010957502252953685,0.0,0.1864061095432118,0.21943586449217056,0.18445554955957752,0.00013009128726670932,0.02457694220367087,0.24639098535459952,0.0064638009311178395,0.002585285993890716,0.016068448138546142,0.00016690069578841797,0.1286638679869771,0.004432143864957565,0.006716175604357352,0.002861763352496754,0.0026877135592637425,0.0001180895845841872,0.17364926307850886,0.016315570980686582,7.979163017631877e-05,0.18994928109488918,0.05021364759816692,0.014311511409850354
