Boolean,JSD,heatmap,data
 ,SNAIL-miR145_0-1,Oct4-miR145_2-0,miR200-SNAIL_0-1,miR145-Oct4_2-0,miR145-Oct4_2-1,miR145-ZEB_2-0,miR145-ZEB_2-1,Oct4-miR200_0-1,SNAIL-Oct4_0-1,WT,ZEB-miR200_2-1,ZEB-ZEB_1-0,Oct4-miR200_1-2,Oct4-Oct4_0-1,ZEB-miR145_2-0,ZEB-miR145_2-1,ZEB-ZEB_1-2,miR200-miR145_0-1,Oct4-miR145_2-1,SNAIL-miR200_2-0,SNAIL-miR200_2-1,SNAIL-ZEB_1-2,miR145-SNAIL_0-1,SNAIL-Oct4_0-2,Oct4-miR200_1-0,SNAIL-miR145_0-2,ZEB-miR200_2-0,SNAIL-SNAIL_0-1,miR145-SNAIL_0-2,Oct4-miR200_0-2,Oct4-SNAIL_0-1,SNAIL-ZEB_0-1,Oct4-ZEB_0-1,Oct4-SNAIL_0-2,SNAIL-ZEB_0-2,SNAIL-ZEB_1-0,miR200-ZEB_2-0,miR200-miR200_0-2,miR200-Oct4_0-1,miR200-SNAIL_0-2,miR200-miR145_0-2,miR200-Oct4_0-2,miR200-miR200_0-1,miR145-miR145_0-1,miR145-miR145_0-2,miR200-ZEB_2-1,Oct4-Oct4_0-2,Oct4-ZEB_0-2,miR145-miR200_0-1,miR145-miR200_0-2
miR145-SNAIL_0-2,0.28444115664798664,0.372666101693728,0.5001244642989381,0.3283572377068633,1.0,0.0686880982157844,0.11111001043714153,0.18065476222806998,0.17181235142978338,0.18553056856084207,0.7657985812281506,0.026247277679666326,0.01253430476289076,0.3327936725244234,0.18542974087690406,0.18852601586296097,0.026816750061706165,0.3620450414976195,0.3619840323119927,0.1477477824024658,0.2378397539396121,0.24013086811239084,0.6849487861590303,0.35437278873881506,0.08021350119210158,0.13368300036262842,0.26922073033615873,0.1864061095432118,0.0,0.012032935238470679,9.076954707966617e-05,0.1855316959780961,0.1878210432472991,0.6917839804042836,0.2443250215249001,0.21459453012558613,0.16351823592039838,0.19085494923632645,0.294900413129096,0.14302659570335224,0.19192709253743614,0.18269993182810085,0.1581752537069035,0.1843667144326916,0.36892607290696033,0.17285305857414374,0.18738388944493384,0.07545559052760564,0.06145260974051216,0.28103358754234303
Oct4-miR200_0-2,0.3178711044196896,0.32916930806735845,0.6305752316054568,0.3548393813816796,1.0,0.13464811052004977,0.19041450770586427,0.21584238623674307,0.19255724516499817,0.21927872485971017,0.8124238439470113,0.07239691530363646,6.681740179389811e-05,0.359707739912692,0.24282181899843377,0.2573461995676058,0.07345179987531814,0.31737985299383287,0.31746120738973665,0.1801668139197331,0.27962164884857,0.28220860580822205,0.7550834285905804,0.39693954228516415,0.09714818388284227,0.1320919880145147,0.303067307686427,0.21943586449217056,0.012032935238470679,0.0,0.014179398086055936,0.22067714411266404,0.1873706405308253,0.7598940824266268,0.28708099438419277,0.24289959944306924,0.17010534176218245,0.2258579280686186,0.3355326801857835,0.1691270215550978,0.2412067104022069,0.20474587916888948,0.18373768650160996,0.21935522602434876,0.32508886104848345,0.1786184375911884,0.22125285123636512,0.14385156709642077,0.07504409120246769,0.32524833238452866
Oct4-SNAIL_0-1,0.28236862499047244,0.3769879315813911,0.48931143862414306,0.3268266081706559,1.0,0.06392980999918715,0.1051187843613396,0.17852773226570792,0.17095871050525985,0.18351591235301104,0.7621492099862934,0.023300084801366753,0.014727985797417124,0.3312349460992592,0.1813560985831493,0.18340369833031672,0.023834626237354013,0.3664814791248009,0.3664058745684498,0.14589244575839092,0.2350745091951107,0.23733724043628987,0.679363726496732,0.35140991275987543,0.0797843938233236,0.13479119739272524,0.2671262259299533,0.18445554955957752,9.076954707966617e-05,0.014179398086055936,0.0,0.18340153403292547,0.18875297935154822,0.6863795910301778,0.24146677757839471,0.21303777286898912,0.16389427208991159,0.18873055983500345,0.29217030562945034,0.1417321153902073,0.18857306692609732,0.18173031738460976,0.15692375147557205,0.1822467068357451,0.37328100179103474,0.17328664793413887,0.1853465722318315,0.07047559842203925,0.06133073374458313,0.2780094000631474
SNAIL-ZEB_0-1,0.01588847265488466,0.18097409332402697,0.47468406971233856,0.16638188691132186,1.0,0.1813799249392572,0.20058770381269259,0.0002456244858233098,0.08100120094657925,0.00013358139659123015,0.2906536669650398,0.169365664662029,0.2217777887772297,0.17532829069335706,0.014084900488775032,0.03627134233586593,0.16947505859297596,0.1810170712601028,0.18121687758077107,0.0031416723416042742,0.004843032829310137,0.005408477073908046,0.24189619980094007,0.10621486439051359,0.03344162279793039,0.03417272193317483,0.01171563624259651,0.00013009128726670889,0.1855316959780961,0.22067714411266404,0.18340153403292547,0.0,0.027805003715705066,0.24504796328657036,0.0061148440316854975,0.003464296648498592,0.018407584029699137,0.00016073076771777606,0.12750322073036618,0.004766549373191384,0.005193895630655072,0.004001102649536084,0.0032245843858184405,4.215779753158301e-05,0.18096108194214833,0.018831165041015535,0.00016344651957854992,0.18412461753136955,0.050559542348719275,0.01413362389820979
Oct4-ZEB_0-1,0.038766743450322674,0.08605945671694148,0.6669380787401806,0.18580901342287037,1.0,0.2657707414199962,0.3059028690815262,0.02756015002781676,0.09032287997570124,0.025442783379548372,0.3369728328464344,0.22325108327213544,0.18759695315917524,0.19557199028324623,0.0773106688562859,0.11903349125482728,0.22391259264072988,0.08538803376235621,0.08496160937351,0.02726621575109413,0.04149684323582549,0.04221577081046926,0.3251812416178176,0.147101061855684,0.03663431443758901,0.007276346987757142,0.0355211678906426,0.02457694220367087,0.1878210432472991,0.1873706405308253,0.18875297935154822,0.027805003715705077,0.0,0.3252452568240437,0.04406305807168858,0.0189975855821122,0.002067483640221519,0.02719253930073336,0.16828532359345388,0.01967893249243818,0.054748958070771625,0.011055814410367005,0.01618661293082775,0.027580534141597373,0.08568638881837652,0.001288286780545155,0.025655634935110562,0.27228287321965794,0.05019044920231155,0.05414078714734272
Oct4-SNAIL_0-2,0.1672428800940274,0.4604101510625652,0.46875851762269116,0.3859499028304235,1.0,0.5690430150885247,0.5444880041452438,0.2502137211475128,0.4066245664057848,0.24642464809908307,0.01695324958294728,0.6096027368879051,0.7617060162032454,0.39531563160378425,0.24536122114066317,0.26522000611105007,0.6088278130841487,0.4730409159466934,0.4729490658997505,0.2910516989545881,0.19079661600138542,0.18872820081933694,0.0002342386541647687,0.23691021777716423,0.41868866674031757,0.39059201495110885,0.17648709677203708,0.24639098535459952,0.6917839804042837,0.7598940824266269,0.6863795910301778,0.24504796328657036,0.3252452568240437,0.0,0.18477334197691334,0.22696802034597177,0.32678342080275535,0.23966341862933177,0.3388640006442603,0.3049662155141616,0.2322440756710083,0.26777295098411974,0.28780226403449416,0.24632355609430595,0.4647216278529545,0.3190928528721645,0.24444226558907772,0.5644320264112912,0.46485364557966485,0.15637314603160835
SNAIL-ZEB_0-2,0.005358576478103703,0.19608164838410955,0.4617026401100653,0.1720370562267066,1.0,0.2166803250205937,0.2282110616875769,0.0069310510108448395,0.10380931284063388,0.0063095707537831214,0.2264185478245882,0.214555454078074,0.28828763696440407,0.18123065089315982,0.01774015392522324,0.040169578391412934,0.2144384382990233,0.19887134701629994,0.19859754878863223,0.016949818575272765,8.60261838085876e-05,4.2563497418929416e-05,0.1820058685366844,0.09452648867644839,0.06640110467992567,0.06210028255835199,0.003501803486927402,0.006463800931117841,0.2443250215249001,0.28708099438419277,0.24146677757839474,0.006114844031685494,0.044063058071688574,0.18477334197691334,0.0,0.005387060858311487,0.03658737315130584,0.005049489249124659,0.13082346309793172,0.021224189530619383,0.007788839849694024,0.013634979720857747,0.01651130088372876,0.006330890204854006,0.19691238210504197,0.03566427004613684,0.0059588486885509395,0.21809709147437617,0.08964545947737987,0.0018847785978991548
SNAIL-ZEB_1-0,0.007195142110277214,0.1506852201384729,0.5275917131560821,0.16829719673263058,1.0,0.2240134772074946,0.24590692805416592,0.003871101153362661,0.08935203792646366,0.0027805328382519093,0.25896053369804084,0.2074707541760261,0.24373811786630106,0.1776882171578087,0.02837415454192422,0.0578907378258636,0.2075937671895013,0.15227371156822236,0.1519303621515801,0.010221936040441349,0.004518759086179384,0.004737596956193951,0.2251349956177522,0.10404308418632957,0.04570842514297398,0.0331307331894446,0.004776163692699644,0.002585285993890716,0.21459453012558613,0.24289959944306924,0.21303777286898906,0.003464296648498593,0.01899758558211221,0.22696802034597177,0.00538706085831149,0.0,0.014534800463170374,0.0025609586837499806,0.13494018348850995,0.010373923290707692,0.013886110456770368,0.0025059313569893112,0.006069326153988185,0.003532272668750242,0.15110007182347074,0.013722569769084744,0.0026791537266823264,0.2272559199451486,0.0656643996875621,0.010323126846972263
miR200-ZEB_2-0,0.03739605551098851,0.10861424212268668,0.6180609070927896,0.17862643915611762,1.0,0.22838660919647116,0.2657837999804075,0.017854201657226433,0.07904268966024751,0.016684428025333334,0.3497494825454327,0.19027496820938805,0.17041599430403204,0.18794636113895852,0.058754673693204196,0.0951377979689127,0.19077963515177357,0.10720119125780082,0.10691288124314088,0.015609412952225298,0.03386662875755243,0.034728724315917614,0.3257042711933731,0.14092905837530922,0.022955412374977575,0.004306110648522263,0.032982941573886246,0.01606844813854614,0.16351823592039838,0.17010534176218245,0.16389427208991159,0.01840758402969913,0.002067483640221519,0.3267834208027554,0.036587373151305856,0.01453480046317038,0.0,0.018421856918132567,0.15611095404583714,0.009665929015418576,0.04043485130372519,0.005940563344845254,0.007804927636077369,0.01821072060674331,0.10799331037186302,0.0002452308075999814,0.017037492686655914,0.2343739819632033,0.03506012125995807,0.048659750215391456
miR200-miR200_0-2,0.01397740989125485,0.17867282477855695,0.47818461956081454,0.16637690938072885,1.0,0.18652930256384792,0.20554936035558682,0.0002827679350671426,0.08238302324538983,7.87011661937348e-05,0.28387003030796354,0.17467898399207138,0.22695142142368865,0.175293856178998,0.014986063311438102,0.03778594583172054,0.17478416150667003,0.17923292889067788,0.17912514163164805,0.0038526188632680043,0.00395377731276379,0.004333283657603167,0.236550090281712,0.10472090680193136,0.03562896891008985,0.035202561999261237,0.010095271059211382,0.0001669006957884182,0.19085494923632645,0.22585792806861857,0.18873055983500345,0.00016073076771777573,0.027192539300733357,0.23966341862933171,0.0050494892491246635,0.0025609586837499797,0.01842185691813257,0.0,0.1278618390342085,0.005636276525034269,0.005381337431935675,0.003845440984058243,0.003589500698429073,0.0001344074011299496,0.17879118827352236,0.018730959454285556,8.069552709284939e-05,0.18924541462456212,0.05347832004100316,0.012466272569412733
miR200-Oct4_0-1,0.14516162651870587,0.3309829513187448,0.4969888825291721,0.008102110112168635,0.5753107910718722,0.2671517641417561,0.27731505342843427,0.12749439014345976,0.030752167203132667,0.12823603427751207,0.3892226291662667,0.2659686262389591,0.336758385372259,0.009565896099251828,0.12773273630835846,0.1398839299148186,0.2659107128432835,0.3311914330903417,0.33124150218559434,0.1299552009799469,0.13006402865253003,0.13042311310228064,0.334953471808639,0.014803949698741596,0.16010830766501186,0.17189494510603004,0.14095964854311238,0.1286638679869771,0.294900413129096,0.3355326801857835,0.29217030562945034,0.12750322073036618,0.16828532359345388,0.33886400064426037,0.1308234630979317,0.13494018348850995,0.15611095404583714,0.1278618390342085,0.0,0.13430766162336008,0.12485173920188075,0.13737885997861787,0.13399341124582376,0.12750527716704657,0.33100326566284205,0.15724741615214066,0.12821564936213542,0.2683793243197598,0.1753860567240884,0.13797312858857377
miR200-SNAIL_0-2,0.03359818442739071,0.16896886270701295,0.5022705472759188,0.16942769886687464,1.0,0.16432278446684687,0.19118258452052528,0.004190953489056667,0.06977117957078267,0.004466381426251102,0.3509133182517419,0.14202498524308588,0.17003527891004525,0.17802186111494236,0.023098576643431002,0.046314049717957245,0.14232894139258506,0.16708416512101198,0.16721738450285767,0.0009804704957700075,0.018860082031737304,0.019751514804613735,0.30163112457001234,0.12521860932277884,0.013611748690492243,0.016826568478966852,0.02767087862280195,0.004432143864957563,0.14302659570335224,0.16912702155509776,0.1417321153902073,0.004766549373191384,0.019678932492438184,0.3049662155141616,0.021224189530619372,0.01037392329070769,0.009665929015418582,0.005636276525034265,0.13430766162336008,0.0,0.013992708009789263,0.004231971350789199,0.0007425825947519945,0.0045594836683419794,0.16829198196266063,0.011259897267663863,0.004829508091132743,0.16840703280954789,0.02541817445367319,0.03437221621642507
miR200-miR145_0-2,0.02504841383612664,0.23394329182608625,0.399237744881128,0.1719837683134356,1.0,0.15379784482848405,0.16402288269400864,0.004939583662315904,0.089988890412314,0.006039170476682011,0.29275532505915103,0.15463661126189776,0.24254766730440097,0.1800113484035049,0.0027925368323597154,0.015714299703358102,0.15442599635169138,0.23465367196581358,0.2343979362898347,0.00817905371098502,0.007121706144563606,0.007320905978842307,0.22747472825526677,0.10555004174811564,0.044394506972088646,0.05981918812090933,0.020262877168898758,0.006716175604357343,0.19192709253743614,0.24120671040220693,0.18857306692609732,0.005193895630655072,0.05474895807077164,0.2322440756710083,0.007788839849694024,0.013886110456770366,0.04043485130372519,0.0053813374319356755,0.12485173920188078,0.01399270800978926,0.0,0.01750881173298677,0.013356298962443204,0.005150975091113909,0.23409339639522303,0.04184527203843229,0.006124123866402464,0.1549151770510815,0.062393056972597206,0.015740642592333192
miR200-Oct4_0-2,0.017251716807411086,0.14000275661287503,0.5453582682540514,0.16827283510441188,1.0,0.20988084852646638,0.23719308731927008,0.00411965314305889,0.07906082413130153,0.0032340494872639333,0.3005109677424145,0.18610608082860952,0.20545973763911918,0.1775283733062419,0.03194617979100324,0.06222141967597138,0.1863743883932094,0.13983428673320164,0.13984748939786362,0.006139533359619436,0.011887638409392593,0.012514894183951249,0.2659207383258452,0.11539159689232645,0.029308411827752685,0.01818725432558166,0.013525623449033429,0.002861763352496754,0.18269993182810085,0.20474587916888948,0.18173031738460976,0.0040011026495360875,0.011055814410367003,0.26777295098411974,0.01363497972085775,0.0025059313569893112,0.005940563344845258,0.0038454409840582415,0.13737885997861787,0.004231971350789199,0.017508811732986768,0.0,0.0017247776183700846,0.0039895862986138765,0.13988822324076966,0.005837678336880528,0.003386495528942853,0.21406632555165206,0.04541452806703325,0.02222967243446124
miR200-miR200_0-1,0.02597977822438409,0.15917629551757972,0.5142180910311562,0.16793468758400648,1.0,0.1797980885556905,0.20628235064087536,0.0026590679559021953,0.07254006680631334,0.002733087607590964,0.329472987828062,0.15768416859273926,0.18446887364849854,0.17670308822670955,0.024224186406177788,0.04998433150010454,0.1578561285256947,0.15822965501871447,0.15801896392250486,0.001663348958120695,0.014461121595636579,0.0151680748912108,0.2849370334223273,0.11969709267578296,0.019027615066674712,0.01737708209233865,0.020918536928819394,0.0026877135592637443,0.1581752537069035,0.18373768650160993,0.15692375147557205,0.0032245843858184405,0.01618661293082775,0.28780226403449416,0.016511300883728763,0.006069326153988185,0.007804927636077369,0.0035895006984290705,0.13399341124582376,0.0007425825947519951,0.013356298962443204,0.0017247776183700837,0.0,0.0031186020797709067,0.15872177823915545,0.008913960874078858,0.003023777299820011,0.18381048189444174,0.03276129538676388,0.02797279265270688
miR145-miR145_0-1,0.016256381664135938,0.18105187039185328,0.4745027331640334,0.1663730059383417,1.0,0.1804812354788683,0.19981528184890116,0.00023307376115119544,0.08060338827687383,7.235669160682973e-05,0.29204314434353473,0.16833326009052885,0.22051433937709092,0.17526373566394327,0.014128207484732154,0.036105508746205606,0.16849667597063045,0.1811448830382239,0.18126834411235107,0.00292346605714282,0.005076588995742743,0.00557529427044347,0.24308052260730068,0.10644205315130137,0.03276943850004002,0.0339169523799608,0.012030501739172438,0.00011808958458418709,0.18436671443269156,0.21935522602434876,0.1822467068357451,4.215779753158333e-05,0.02758053414159737,0.24632355609430595,0.006330890204854006,0.003532272668750242,0.01821072060674332,0.0001344074011299498,0.12750527716704654,0.004559483668341977,0.00515097509111391,0.0039895862986138765,0.003118602079770905,0.0,0.18106588287739778,0.018667244280597094,0.00010561305750685736,0.1832543402076195,0.04982335254141411,0.014420481722016563
miR145-miR145_0-2,0.16380567732647638,4.479218281888361e-05,1.0,0.31902038633441954,1.0,0.5255998200006167,0.5822628528919829,0.1820148026810292,0.23639109811547723,0.1762084732385321,0.42060613598871177,0.45661509234226016,0.3240518204056231,0.3303122518141751,0.2748324228086927,0.3416437984077776,0.4577058300657166,0.00030511137789855116,0.00011864279914454738,0.1863436758151722,0.19387964415113262,0.19481236484105607,0.47015302809660386,0.2932611670002251,0.1903873121011927,0.1080538953253419,0.16492516647644462,0.17364926307850886,0.36892607290696033,0.32508886104848345,0.37328100179103474,0.18096108194214833,0.08568638881837651,0.4647216278529545,0.19691238210504197,0.15110007182347074,0.10799331037186302,0.17879118827352236,0.331003265662842,0.16829198196266065,0.23409339639522303,0.1398882232407697,0.15872177823915545,0.18106588287739778,0.0,0.10294113967698312,0.1762237411973196,0.5351668317062639,0.20539672163483466,0.2017291461339649
miR200-ZEB_2-1,0.03453755035656773,0.1034334449502593,0.6266496772370451,0.1789980359572409,1.0,0.23835328446813145,0.2757131518920548,0.018658102811655926,0.08184931552994315,0.017083413677733247,0.33932029932733954,0.2001515274351745,0.17899253846744545,0.18851587196196756,0.061211593354700035,0.0987827167298796,0.20072815460350296,0.10219118559795436,0.10214100899975068,0.017507551677177557,0.03305096188366857,0.03392159260625491,0.31834601094330767,0.13938441157870105,0.02723374673543729,0.005585076584705553,0.03057606521502117,0.016315570980686582,0.17285305857414374,0.1786184375911884,0.17328664793413887,0.01883116504101553,0.001288286780545155,0.3190928528721645,0.03566427004613684,0.013722569769084744,0.00024523080759998096,0.018730959454285545,0.1572474161521406,0.01125989726766386,0.04184527203843229,0.005837678336880528,0.008913960874078858,0.01866724428059709,0.10294113967698312,0.0,0.01737575771081722,0.2443477589041132,0.0401783807367674,0.04661774958160955
Oct4-Oct4_0-2,0.01492817420546196,0.17616757058794089,0.4822290688159242,0.16629130312661602,1.0,0.18579589839583785,0.20562827006878398,0.00029367801935848174,0.08117186410222622,2.3345807145383815e-05,0.2881772098857962,0.17286539583775323,0.2223851113336472,0.17528896881110623,0.015848375694530615,0.038811567367235796,0.1730444103009236,0.17651757250876743,0.17646606379662738,0.003370276280385335,0.004758822441055579,0.005193788487922126,0.24132305276248692,0.10594427028846184,0.03368727565638722,0.0330106868042512,0.010915835136290245,7.97916301763192e-05,0.18738388944493387,0.22125285123636512,0.18534657223183154,0.0001634465195785504,0.02565563493511057,0.24444226558907772,0.005958848688550938,0.0026791537266823246,0.01703749268665592,8.069552709284917e-05,0.12821564936213542,0.00482950809113274,0.006124123866402464,0.0033864955289428494,0.0030237772998200126,0.00010561305750685698,0.1762237411973196,0.017375757710817213,0.0,0.18866755491193887,0.05107305475161025,0.013740783192000817
Oct4-ZEB_0-2,0.27686119427786493,0.5375809007346228,0.2275598908705478,0.33282389202899965,1.0,0.00016941742024061514,0.0036742647944576507,0.1800339844101435,0.2074580862655582,0.18743857663569496,0.6823034298669659,0.013118131794479904,0.14574348281016603,0.3358988016532542,0.12866017253987028,0.10113998171671117,0.012739977557745807,0.5307657373639327,0.5307008940956026,0.1572063197499339,0.21473324049613945,0.21603048639279818,0.5530974112323221,0.3167853763535132,0.13489464085940578,0.22743150513564833,0.2621974313807099,0.18994928109488918,0.07545559052760564,0.14385156709642077,0.07047559842203924,0.18412461753136955,0.2722828732196579,0.5644320264112912,0.21809709147437617,0.2272559199451486,0.23437398196320333,0.18924541462456207,0.26837932431975986,0.16840703280954789,0.1549151770510815,0.21406632555165206,0.1838104818944417,0.18325434020761955,0.5351668317062639,0.2443477589041132,0.18866755491193887,0.0,0.1262312272372666,0.2470300049119158
miR145-miR200_0-1,0.1134640700441621,0.2076679090699639,0.5255948586773868,0.20673519138621071,1.0,0.12012586867272614,0.15855715788577102,0.04786706507048823,0.07680409820626202,0.049968418313931166,0.5205264537734969,0.08246187582444947,0.07566443559821336,0.2137664555271309,0.06665199840085123,0.08443058536933085,0.08303023162296129,0.20124347608674414,0.20123310561718452,0.029840709636139846,0.08500300007887923,0.08663417150727712,0.46015536734678064,0.1987366368000604,0.002014611554436594,0.02284218445988015,0.10296888935056125,0.05021364759816692,0.06145260974051214,0.07504409120246767,0.06133073374458313,0.050559542348719275,0.05019044920231154,0.46485364557966485,0.08964545947737987,0.0656643996875621,0.03506012125995807,0.053478320041003155,0.17538605672408838,0.02541817445367319,0.0623930569725972,0.04541452806703324,0.03276129538676388,0.04982335254141411,0.20539672163483463,0.0401783807367674,0.05107305475161026,0.1262312272372666,0.0,0.11491778573923053
miR145-miR200_0-2,0.003072693811331596,0.20041274773937917,0.4700168670428217,0.17889878778784707,1.0,0.24607771968027653,0.25477695596865496,0.015672407497267532,0.12032191838955317,0.014295285746507722,0.192834521703861,0.24732017654123858,0.32659540099708484,0.18834433256236088,0.02744204721390862,0.05126377782425459,0.24724393337991057,0.20440128603404678,0.20428082169174194,0.029569070958916196,0.0026164800146232774,0.0023410214496221394,0.15418603104479603,0.09295652701007591,0.08856637390024898,0.07890852856715885,0.0026537942880097086,0.014311511409850354,0.281033587542343,0.32524833238452866,0.27800940006314745,0.01413362389820979,0.0541407871473427,0.15637314603160832,0.001884778597899154,0.010323126846972263,0.04865975021539147,0.012466272569412736,0.1379731285885738,0.03437221621642508,0.01574064259233319,0.022229672434461247,0.027972792652706892,0.014420481722016563,0.20172914613396487,0.04661774958160955,0.013740783192000812,0.2470300049119158,0.11491778573923053,0.0

RACIPE,JSD,heatmap,data
 ,SNAIL-miR145_0-1,Oct4-miR145_2-0,miR200-SNAIL_0-1,miR145-Oct4_2-0,miR145-Oct4_2-1,miR145-ZEB_2-0,miR145-ZEB_2-1,Oct4-miR200_0-1,SNAIL-Oct4_0-1,WT,ZEB-miR200_2-1,ZEB-ZEB_1-0,Oct4-miR200_1-2,Oct4-Oct4_0-1,ZEB-miR145_2-0,ZEB-miR145_2-1,ZEB-ZEB_1-2,miR200-miR145_0-1,Oct4-miR145_2-1,SNAIL-miR200_2-0,SNAIL-miR200_2-1,SNAIL-ZEB_1-2,miR145-SNAIL_0-1,SNAIL-Oct4_0-2,Oct4-miR200_1-0,SNAIL-miR145_0-2,ZEB-miR200_2-0,SNAIL-SNAIL_0-1,miR145-SNAIL_0-2,Oct4-miR200_0-2,Oct4-SNAIL_0-1,SNAIL-ZEB_0-1,Oct4-ZEB_0-1,Oct4-SNAIL_0-2,SNAIL-ZEB_0-2,SNAIL-ZEB_1-0,miR200-ZEB_2-0,miR200-miR200_0-2,miR200-Oct4_0-1,miR200-SNAIL_0-2,miR200-miR145_0-2,miR200-Oct4_0-2,miR200-miR200_0-1,miR145-miR145_0-1,miR145-miR145_0-2,miR200-ZEB_2-1,Oct4-Oct4_0-2,Oct4-ZEB_0-2,miR145-miR200_0-1,miR145-miR200_0-2
SNAIL-miR145_0-1,0.0,0.07486760948880691,0.024595744691888063,0.13435938107817377,0.2942630592363592,0.016127719423477974,0.04472080906977969,0.02240073431148972,0.02108030003916246,0.016079697232680518,0.12217270208563118,0.009041589657206923,0.1386549246026546,0.018416468540517004,0.029221568848027606,0.14575910384888355,0.02023562876918881,0.05393310990015093,0.06586430027540005,0.02123425518642319,0.017247416003830934,0.01614240965715284,0.017041851716851495,0.023376231692207587,0.08358219003776907,0.017074553289507955,0.10670227872890385,0.017996113564888318,0.05648483985115128,0.05345196298599307,0.05149507662477759,0.017842621351893264,0.03633776600119415,0.011136771328197674,0.013970971400106572,0.01691760538070985,0.029275860318246673,0.022215315405899144,0.06853018412450192,0.02235897942126152,0.012956141538052985,0.05682948075997679,0.01695307472201732,0.011659088629220011,0.03163346608387367,0.04415115917262139,0.04774183653476015,0.013109884772896076,0.06225665316001815,0.029771065539215026
Oct4-miR145_2-0,0.07486760948880691,0.0,0.043598236466454096,0.08396954677522239,0.2695929869778127,0.045109630062483405,0.12385473918171153,0.06591129943551624,0.02061568208476844,0.02811499037236731,0.21173468730309655,0.04128496789216897,0.07987606618093505,0.050400779413032476,0.1507822838458478,0.3386345163740414,0.09584873634511068,0.01583654211118354,0.03450876119953572,0.033387573341299145,0.03267698807205532,0.03595512745202267,0.09593968913933645,0.054628605902222946,0.055885891001831306,0.03278423895889733,0.26833497349319607,0.040126276854267506,0.029085802533331782,0.02806600412613573,0.028212027021932873,0.026949544888434804,0.03361313916882158,0.08375524445596995,0.03394925626514647,0.03079400609359528,0.03654228738718822,0.031439528912726264,0.11872114015406776,0.038252421616782106,0.12926482049537258,0.02992318561517126,0.029340720268826732,0.0743264473998398,0.04545461791016875,0.07205251080849501,0.027807809417897237,0.04832108692735763,0.031836473242033425,0.08613888445406312
miR200-SNAIL_0-1,0.024595744691888074,0.043598236466454075,0.0,0.15122947368670908,0.3472484386019503,0.04035379126143148,0.0986422831142075,0.01697561806451389,0.014481929559939318,0.010727221096295533,0.09709331452956474,0.013834641310561613,0.12909962959113325,0.026271326452903473,0.08894510593271782,0.24696385426577655,0.037115028194978854,0.028955605482937373,0.07176505640551831,0.015581826236151862,0.0038752269912858484,0.004160112012554679,0.03582622312746643,0.04009422761649836,0.08433594043465581,0.011829719510816744,0.13903733312155675,0.023692408664601303,0.04246349712296994,0.04290553192777364,0.03233443376226257,0.016659355850452615,0.007584401123085584,0.033318885277254226,0.00556658161891177,0.008393949862877356,0.004535629283061966,0.005424361346406245,0.0990746813288991,0.03505914612494367,0.056007511358109274,0.024769303942092976,0.017978297472123032,0.019347919395507472,0.048782695801986964,0.009511577864653514,0.04498506612726068,0.03255925994531428,0.0555603476168414,0.023936497279201076
miR145-Oct4_2-0,0.1343593810781738,0.08396954677522239,0.15122947368670908,0.0,0.08573937914800596,0.07989272409795112,0.09197962012687805,0.14449247896736495,0.09266657982169421,0.11204860447054919,0.29680237389055175,0.11561686635118652,0.151286586309678,0.10595648095016258,0.15943573568588332,0.29009140010257217,0.15795853448761846,0.12345121325029415,0.0494097146345457,0.12239823662057897,0.12176354610403214,0.12430441889489224,0.13031715729089494,0.06874751675325094,0.12272479914600262,0.1233325180548891,0.31405891908496086,0.11360204342790947,0.12561637860722114,0.11339901211223419,0.1341561600390424,0.10905534141640577,0.15343242995641612,0.13130195814284906,0.1206986918744365,0.11746729226989269,0.15253727658811184,0.12306316207360243,0.08080512938099096,0.10053285610465619,0.17312064786969975,0.1447731699088073,0.10689959287044445,0.17465638980416245,0.06276488653031541,0.19880508009653614,0.0502407436639785,0.08822994854816361,0.11458733122908485,0.1684224701044843
miR145-Oct4_2-1,0.29426305923635926,0.2695929869778127,0.3472484386019503,0.08573937914800595,0.0,0.22321979460467808,0.1837830261253307,0.30174376122654,0.2720206832758246,0.29556260887776825,0.4241083728988193,0.2907034317589614,0.37047744151262507,0.24206475964433855,0.27556419398244086,0.32256390257489803,0.31759757096158936,0.334650784006452,0.2168921247454733,0.301097685445042,0.3034720122588182,0.30912518073478545,0.2573488263056422,0.19659229026301245,0.3281861123566048,0.31881915822266,0.41268901871107533,0.295619925268452,0.34407198939489364,0.32011516450521155,0.3538703698051072,0.29217932688635306,0.3643862002452062,0.26421027821884413,0.30297915028135575,0.30145240540251445,0.3577194264503418,0.31418281177906776,0.14346677944486758,0.26984188593175673,0.30739972897897716,0.38247831605935234,0.2884423810751683,0.3600809322758447,0.21096824619023946,0.4063173232949411,0.22234692018407815,0.23598716824395125,0.32481910529959734,0.30872495947806544
