986
ZEB,miR200,miR145,Oct4,SNAIL
-0.4356196865665396,0.4846870449789473,-0.45971103217365217,0.6033054687445243,0.00149512074095854
0.5429448719824376,-0.4770761866918263,-0.6086767722832734,0.3112575724986875,0.10119529892539322
890
ZEB,miR200,miR145,Oct4,SNAIL
-0.5683222876488706,0.22866177034524046,0.5888547038679548,-0.5272086270670425,0.0049772907090293314
0.24476289076388785,-0.845197332864726,0.19466549160240174,-0.41420739189525846,-0.12755461066454107
755
ZEB,miR200,miR145,Oct4,SNAIL
-0.5648121539426925,-0.21681763816100194,0.534808028225381,-0.5898264229695414,0.007906089648893664
-0.17397420858280702,-0.8366437139440025,-0.4145324496228245,0.09427774451264541,-0.29838704020999407
223
ZEB,miR200,miR145,Oct4,SNAIL
-0.4632216786427847,-0.5020867879064587,-0.43829367079101994,0.5840214546845625,0.012334198709084076
0.5250795208318245,0.4703166326388958,-0.6067607486901482,0.3660857966952436,-0.03027119378567006
695
ZEB,miR200,miR145,Oct4,SNAIL
0.3698000084697795,0.5266656471628745,0.4814943533183024,-0.5947166805931016,0.018614708731919342
-0.4690182125314669,-0.21457261268083425,0.3618957523345308,-0.212043645957721,-0.7470270857554555
351
ZEB,miR200,miR145,Oct4,SNAIL
-0.11235565204187889,0.3427057872851833,0.6485575914884747,-0.670061695951079,0.01786966584237069
-0.7546173089224472,-0.6158267947142766,0.22455588237445895,0.028708523575067483,-0.007781539163396419
799
ZEB,miR200,miR145,Oct4,SNAIL
0.5665821164132987,-0.1916748790984161,0.583130666413407,-0.5495064359261367,0.0157082413797936
-0.20616424619531742,0.8912256096305514,0.19529050861840902,-0.3114094900312658,0.1676274532748076
981
ZEB,miR200,miR145,Oct4,SNAIL
0.4944617596107844,-0.6281510086269642,-0.3421107017527346,0.49385600007973984,0.0006305355063910488
-0.5340760154139577,0.18678997480092976,-0.5745677470062901,0.3737075074474787,0.4583523950531147
949
ZEB,miR200,miR145,Oct4,SNAIL
0.5074606619176009,-0.6085195244459307,0.5094070788334397,-0.33568904482552414,-0.0022266999703859144
-0.5003989717913127,0.3270717500604537,0.45527445163641805,-0.6581644374168583,-0.046579892115578315
508
ZEB,miR200,miR145,Oct4,SNAIL
0.48190762345414134,-0.16085637586131546,-0.6102945456641093,0.6077619589326322,-0.0074991738579300235
-0.02145238517879934,0.14771711992665357,-0.03642009544036757,0.03172069634364259,0.9876167382756855
382
ZEB,miR200,miR145,Oct4,SNAIL
0.5577789589660497,-0.030120909437921766,-0.5967702710069084,0.5760557523674353,-0.0006144559478966831
0.007184382695881153,-0.6882993849442819,0.038664689744270724,-0.0036639598867200915,-0.724350715120466
923
ZEB,miR200,miR145,Oct4,SNAIL
-0.4672987760085267,0.48313320746639066,-0.5306368275447355,0.5163687472916848,0.0014254325116321905
-0.01940425251540347,-0.010081353458875295,0.0074084274994214595,0.002245075080089397,-0.9997309218667925
446
ZEB,miR200,miR145,Oct4,SNAIL
0.33891036353604925,-0.36712927096217535,-0.5931994879502226,0.6311458682429499,-0.011185901219409601
0.2618315303894488,-0.1129173687112878,0.1462750218465559,-0.08551919346446234,-0.9433896348117337
747
ZEB,miR200,miR145,Oct4,SNAIL
0.4511267255892849,-0.37419632114420714,-0.5468366236356412,-0.5976607413731131,0.015268790827857162
-0.5642488522508653,-0.6825262900050051,0.3322600905971652,-0.2993740206177859,0.1255369434114513
749
ZEB,miR200,miR145,Oct4,SNAIL
0.5541592020341192,-0.09975144863858047,-0.5773985262299285,-0.5910543321134576,0.014931366073941809
0.2693649302345974,0.8857522046211964,0.3137768562249178,-0.20473091674360555,-0.050148804525434444
367
ZEB,miR200,miR145,Oct4,SNAIL
-0.5604207070367173,-0.4877162063175505,0.4794459567551766,0.46705125872508685,0.0074986328158887705
-0.029910270434725137,0.05718263258344906,0.061863630637041,-0.05564838684957496,0.9944403805652661
988
ZEB,miR200,miR145,Oct4,SNAIL
