name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
SNAIL-miR145_0-1,4,0.016079697232680518,0.016079697232680518,0.01618538567158738,0.4707,0.5695
Oct4-miR145_2-0,3,0.028114990372367307,0.028114990372367307,0.17752282737182226,0.4129,0.4596
miR200-SNAIL_0-1,5,0.010727221096295533,0.010727221096295533,0.4801643040302418,0.4651,0.5706
miR145-Oct4_2-0,3,0.1120486044705492,0.1120486044705492,0.16548107451776511,0.4622,0.49539999999999995
miR145-Oct4_2-1,4,0.2955626088777683,0.2955626088777683,1.0,0.4782,0.5011
miR145-ZEB_2-0,3,0.014903575475635807,0.014903575475635807,0.1830641448914706,0.3206,0.43100000000000005
miR145-ZEB_2-1,3,0.07358751841352885,0.07358751841352885,0.2016350515573596,0.2134,0.3246
Oct4-miR200_0-1,4,0.0218944270895815,0.0218944270895815,0.00016914852825121625,0.4409,0.5341
SNAIL-Oct4_0-1,4,0.0020301939507001176,0.0020301939507001176,0.07933235336490284,0.4851,0.5699000000000001
WT,4,0.0,0.0,8.163986375522495e-05,0.4841,0.5809
ZEB-miR200_2-1,3,0.14563432360186995,0.14563432360186995,0.29338832745632215,0.3581,0.44510000000000005
ZEB-ZEB_1-0,3,0.005154663982031545,0.005154663982031545,0.1697221540528181,0.2886,0.41869999999999996
Oct4-miR200_1-2,5,0.0923756030267131,0.0923756030267131,0.21445919686339648,0.6006,0.6427
Oct4-Oct4_0-1,5,0.016412800203068848,0.016412800203068848,0.16646166431873655,0.5689,0.7372000000000001
ZEB-miR145_2-0,3,0.07466033642785481,0.07466033642785481,0.01334452275620815,0.3497,0.46040000000000003
ZEB-miR145_2-1,4,0.2342338416307666,0.2342338416307666,0.03386630266709094,0.3119,0.41269999999999996
ZEB-ZEB_1-2,3,0.03996847883783141,0.03996847883783141,0.1695451631827936,0.1786,0.3258
miR200-miR145_0-1,5,0.017895619306090967,0.017895619306090967,0.1776251973061928,0.4319,0.5065999999999999
Oct4-miR145_2-1,3,0.04558707029740282,0.04558707029740282,0.1778462974496076,0.3555,0.3941
SNAIL-miR200_2-0,4,0.00465794618537128,0.00465794618537128,0.0031343786802313744,0.5471,0.624
SNAIL-miR200_2-1,4,0.0033252610439645077,0.0033252610439645077,0.006503479766200963,0.546,0.6315999999999999
SNAIL-ZEB_1-2,4,0.004353421506874243,0.004353421506874243,0.0064587397614979895,0.5234,0.6067
miR145-SNAIL_0-1,4,0.03641982375136435,0.03641982375136435,0.243669862673424,0.3869,0.503
SNAIL-Oct4_0-2,4,0.022438263672011217,0.022438263672011217,0.10111334481793023,0.4789,0.5844
Oct4-miR200_1-0,4,0.04979964583533039,0.04979964583533039,0.03231057854728461,0.563,0.6419
SNAIL-miR145_0-2,4,0.0024021204711762237,0.0024021204711762237,0.030549391323579395,0.433,0.518
ZEB-miR200_2-0,3,0.1654996991385774,0.1654996991385774,0.01227166487515503,0.3641,0.45930000000000004
SNAIL-SNAIL_0-1,5,0.00642151534775667,0.00642151534775667,0.00021990085903270974,0.5427,0.6649
miR145-SNAIL_0-2,6,0.02023040485323723,0.02023040485323723,0.1862501117473062,0.6655,0.7088
Oct4-miR200_0-2,5,0.020426924963886314,0.020426924963886314,0.21727907979006517,0.5311,0.6084
Oct4-SNAIL_0-1,6,0.01658895899202927,0.01658895899202927,0.18384326786591026,0.5978,0.6535
SNAIL-ZEB_0-1,4,0.0012170454684635448,0.0012170454684635448,0.0001339218056766369,0.3914,0.498
Oct4-ZEB_0-1,5,0.009502911276934641,0.009502911276934641,0.02537615575798729,0.5643,0.6377999999999999
Oct4-SNAIL_0-2,4,0.026217439013482485,0.026217439013482485,0.24549713637514126,0.3956,0.507
SNAIL-ZEB_0-2,4,0.0015991190150872708,0.0015991190150872708,0.0057810888410010555,0.4849,0.5871999999999999
SNAIL-ZEB_1-0,4,0.0019079476304684688,0.0019079476304684688,0.0025181828994921135,0.5721,0.6528
miR200-ZEB_2-0,3,0.00893754393083116,0.00893754393083116,0.018448419898112467,0.4829,0.563
miR200-miR200_0-2,4,0.005524555111741286,0.005524555111741286,0.00011550355962603506,0.4537,0.5581
miR200-Oct4_0-1,5,0.0792290044676022,0.0792290044676022,0.13101844302170926,0.5315,0.6467
miR200-SNAIL_0-2,6,0.009129096269250547,0.009129096269250547,0.004459152188565924,0.604,0.6903
miR200-miR145_0-2,5,0.048078118503837114,0.048078118503837114,0.004385688293563622,0.4887,0.6098
miR200-Oct4_0-2,5,0.022639006537688584,0.022639006537688584,0.0036259606885030472,0.4763,0.5437000000000001
miR200-miR200_0-1,5,0.001348749492379312,0.001348749492379312,0.003539559201105936,0.5748,0.6705
miR145-miR145_0-1,5,0.014250862587941154,0.014250862587941154,7.647152814723953e-05,0.5596,0.7150000000000001
miR145-miR145_0-2,4,0.03030373211880504,0.03030373211880504,0.17762897619252688,0.4013,0.47450000000000003
miR200-ZEB_2-1,4,0.034042405203187326,0.034042405203187326,0.015484187438434684,0.4137,0.5212
Oct4-Oct4_0-2,4,0.022808137483859722,0.022808137483859722,7.542438217243372e-05,0.4722,0.5453
Oct4-ZEB_0-2,4,0.013201925352105017,0.013201925352105017,0.1850096489061718,0.3577,0.4848
miR145-miR200_0-1,5,0.027783791222453554,0.027783791222453554,0.04680202472954059,0.5531,0.6179
miR145-miR200_0-2,4,0.035759935647329266,0.035759935647329266,0.01614164216098802,0.4416,0.526
