States,Boolean frequency,RACIPE frequency
"""1001010""",0.1459187301587281,0.2012
"""0110100""",0.17424817460317144,0.189
"""0110101""",0.1227849999999979,0.2101
"""0101010""",0.008264444444444418,0.0543
"""0001011""",0.004893333333333338,0
"""1001011""",0.1336069444444425,0.1902
"""0001010""",0.008421666666666652,0
"""1011000""",0.00025,0
"""1110010""",0.0006333333333333332,0
"""1101011""",0.025713611111111197,0
"""0010001""",0.007170833333333324,0
"""1001001""",0.010403055555555546,0
"""0010100""",0.03534388888888877,0
"""1101010""",0.05112499999999981,0
"""1011010""",0.003370000000000001,0
"""0100111""",0.0005333333333333333,0
"""1011011""",0.005858333333333337,0
"""0010101""",0.04048694444444435,0
"""0110000""",0.015683333333333358,0
"""1001111""",0.00858499999999999,0
"""1101110""",0.011576666666666641,0
"""1100111""",0.0007333333333333332,0
"""1001110""",0.01672833333333336,0
"""1000011""",0.004450000000000001,0
"""1001000""",0.009933333333333332,0
"""0110001""",0.016529166666666702,0
"""1001100""",0.0011000000000000003,0
"""0011100""",0.0015600000000000004,0
"""0100010""",0.0031333333333333313,0
"""0001000""",0.00045,0
"""1110100""",0.0034766666666666687,0
"""1100010""",0.0050333333333333384,0
"""1000010""",0.005758333333333336,0
"""0111110""",0.0012133333333333336,0
"""1101000""",0.0036000000000000016,0
"""1000110""",0.003008333333333332,0
"""0101000""",0.0009133333333333333,0
"""1111100""",0.0007799999999999998,0
"""0001001""",0.0009266666666666668,0
"""0011101""",0.003178333333333332,0
"""0100011""",0.001616666666666667,0
"""0100110""",0.0052333333333333424,0.0485
"""0101111""",0.0010000000000000002,0
"""0111101""",0.003225000000000001,0
"""1111011""",0.002525,0
"""1111110""",0.002638333333333332,0
"""1101001""",0.0020916666666666657,0
"""0111111""",0.0005249999999999999,0
"""1011101""",0.001993333333333333,0
"""1101111""",0.0029366666666666673,0
"""0000010""",0.0007166666666666666,0
"""1101100""",0.0008666666666666667,0
"""0010000""",0.008516666666666672,0
"""0100100""",0.001158333333333334,0
"""0100000""",0.00025,0
"""0101001""",0.0004433333333333333,0
"""0111100""",0.002853333333333333,0
"""0110110""",0.0034449999999999975,0
"""1000111""",0.0007499999999999999,0
"""1011100""",0.001,0
"""1000001""",0.00035,0
"""1111010""",0.0024966666666666657,0
"""0101110""",0.004883333333333341,0
"""0001111""",0.0005866666666666665,0
"""1110110""",0.0026966666666666662,0
"""0000011""",0.00025,0
"""0101011""",0.0040211111111111185,0
"""0110010""",0.0004,0
"""1010000""",0.0005166666666666666,0
"""0010011""",0.0002083333333333333,0
"""1100110""",0.005391666666666676,0
"""1110101""",0.004643333333333338,0
"""0001110""",0.0015250000000000003,0
"""1111101""",0.0011266666666666662,0
"""1100100""",0.00023333333333333336,0
"""1011110""",0.0011833333333333335,0
"""0000101""",0.0005055555555555554,0
"""0011001""",0.0014264285714285713,0
"""0000100""",0.0005833333333333333,0
"""1001101""",0.0005633333333333331,0
"""1110111""",0.0005233333333333331,0
"""0001101""",0.00021,0
"""1010101""",0.0038666666666666706,0.0575
"""0100001""",0.00030000000000000003,0
"""0010111""",0.0004050000000000001,0
"""1000100""",0.00035,0
"""0101100""",0.0004999999999999999,0
"""0000110""",0.0011905555555555558,0
"""0110111""",0.0011972222222222224,0
"""1111000""",0.0003933333333333334,0
"""1010010""",0.0003,0
"""1110011""",0.0004583333333333332,0
"""1110001""",0.0014583333333333338,0
"""1011001""",0.0016016666666666673,0.0492
"""0000111""",0.00018333333333333334,0
"""0010110""",0.0005616666666666666,0
"""0001100""",0.0002666666666666667,0
"""1100011""",0.0014333333333333336,0
"""1111111""",0.0004199999999999999,0
"""0011111""",0.00016833333333333332,0
"""1011111""",0.00055,0
"""1010100""",0.002508333333333332,0
"""0111011""",0.0008516666666666664,0
"""0011010""",0.0004833333333333331,0
"""0011000""",0.00031666666666666665,0
"""0100101""",0.00045,0
"""1100101""",0.000175,0
"""1110000""",0.0008966666666666665,0
"""1010110""",0.0011916666666666673,0
"""0111010""",0.0009883333333333335,0
"""1111001""",0.0008416666666666662,0
"""0111001""",0.0012783333333333338,0
"""0010010""",0.00015,0
"""1000101""",0.0002083333333333333,0
"""0011011""",0.00037166666666666674,0
"""0101101""",0.0001333333333333333,0
"""0111000""",0.0003666666666666667,0
"""0000000""",0.0001,0
"""1010011""",0.00038333333333333334,0
"""1010001""",0.0009849999999999998,0
"""0110011""",0.0006099999999999994,0
"""1100001""",0.0001,0
"""1101101""",0.0001333333333333333,0
"""1100000""",0.00025,0
"""1000000""",0.0001,0
"""0011110""",0.0005183333333333332,0
"""1010111""",0.00021666666666666666,0
