States,Boolean frequency,RACIPE frequency
"""1001011""",0.27620833333334244,0.3885
"""1001001""",0.022550000000000035,0
"""1101011""",0.047349999999999684,0
"""0110100""",0.27926500000001,0.3803
"""0110101""",0.046499999999999785,0
"""1001111""",0.01829500000000006,0
"""0010100""",0.05967833333333374,0
"""0110000""",0.02984999999999989,0
"""0101011""",0.00767499999999999,0.0572
"""1101110""",0.006300000000000012,0
"""1101111""",0.008033333333333318,0
"""0001011""",0.010586666666666652,0
"""1000011""",0.009033333333333322,0
"""1000010""",0.0008833333333333334,0
"""1100111""",0.003374999999999998,0
"""0010101""",0.012408333333333318,0
"""1001000""",0.0017499999999999996,0
"""0010000""",0.006566666666666667,0
"""0001001""",0.0010666666666666667,0
"""1110100""",0.006633333333333336,0
"""1001010""",0.017875000000000026,0
"""1001101""",0.0014000000000000002,0
"""1100010""",0.0012500000000000005,0
"""0110001""",0.0063000000000000035,0
"""1100011""",0.0032583333333333314,0
"""1101010""",0.008191666666666653,0
"""1011001""",0.0007499999999999999,0.0258
"""1110101""",0.0011666666666666668,0
"""0101001""",0.0006833333333333331,0
"""1000111""",0.001725,0
"""0010001""",0.0024333333333333325,0
"""1011011""",0.006824999999999999,0
"""1010111""",0.0004833333333333333,0
"""0111000""",0.0012833333333333338,0
"""0100110""",0.002816666666666663,0.0269
"""0100011""",0.0016916666666666668,0
"""0110110""",0.0029999999999999966,0
"""1101001""",0.003308333333333333,0
"""1111011""",0.0021333333333333326,0
"""1001100""",0.0007333333333333332,0
"""0111100""",0.00511666666666667,0
"""0001111""",0.002008333333333332,0
"""0000011""",0.0010500000000000004,0
"""0011100""",0.003216666666666665,0
"""0011111""",0.00023333333333333336,0
"""1001110""",0.0053416666666666725,0
"""0100001""",0.00025,0
"""1111100""",0.002066666666666666,0
"""0000100""",0.0003333333333333333,0
"""1101000""",0.0004666666666666666,0
"""0111101""",0.0011250000000000001,0
"""1101101""",0.0006333333333333333,0
"""0001101""",0.0003333333333333333,0
"""0101111""",0.002666666666666664,0
"""1011111""",0.0014033333333333337,0
"""0011011""",0.0007583333333333331,0
"""1111111""",0.0012250000000000004,0
"""1111110""",0.0020333333333333323,0
"""0111011""",0.0009583333333333334,0
"""1011101""",0.0006333333333333333,0
"""0100100""",0.0008333333333333332,0
"""1000001""",0.0008166666666666666,0
"""1110110""",0.0009666666666666668,0
"""1010100""",0.004083333333333338,0.0548
"""1100110""",0.0035083333333333308,0.0156
"""1110011""",0.0006333333333333333,0
"""1011110""",0.0008666666666666666,0
"""0000110""",0.0005583333333333333,0
"""0011001""",0.0005083333333333333,0.0159
"""1000110""",0.0019116666666666663,0
"""1110001""",0.00045,0
"""0100010""",0.0004999999999999999,0
"""0111001""",0.0007166666666666665,0
"""1011000""",0.0005749999999999999,0.0171
"""1010001""",0.0003333333333333333,0
"""0011101""",0.0007333333333333333,0
"""0100000""",0.00023333333333333336,0
"""0010111""",0.000725,0
"""0001010""",0.0008166666666666666,0
"""0101010""",0.0013416666666666672,0
"""0110011""",0.0006583333333333333,0
"""1100100""",0.0004,0
"""0110111""",0.0007499999999999998,0
"""1110000""",0.0011833333333333335,0
"""0010110""",0.0007366666666666664,0
"""0101110""",0.002878333333333329,0
"""0011000""",0.0007333333333333332,0
"""1011100""",0.0013833333333333339,0
"""0011110""",0.000525,0
"""0100101""",0.00028333333333333335,0
"""1010101""",0.0011333333333333334,0
"""1110111""",0.0011750000000000005,0
"""1010010""",0.00010833333333333333,0
"""0001110""",0.0008449999999999997,0
"""0101000""",0.0002666666666666667,0
"""1101100""",0.0005333333333333333,0
"""1010000""",0.0007916666666666666,0
"""0000000""",5e-05,0
"""0101101""",0.00030000000000000003,0
"""0100111""",0.0017583333333333335,0.0179
"""0000111""",0.0007499999999999997,0
"""1010011""",0.0005499999999999999,0
"""0010011""",0.00028333333333333335,0
"""1011010""",0.0012000000000000001,0
"""0111111""",0.0006166666666666665,0
"""1111101""",0.0006333333333333333,0
"""1010110""",0.0005416666666666668,0
"""1111001""",0.0003666666666666667,0
"""0111110""",0.0006999999999999998,0
"""1111010""",0.0007499999999999999,0
"""0011010""",0.00015,0
"""0101100""",0.00030000000000000003,0
"""1000101""",0.0001333333333333333,0
"""0000010""",0.0001,0
"""1111000""",0.0005666666666666665,0
"""0110010""",0.00028333333333333335,0
"""1100101""",0.0002,0
"""0001000""",5e-05,0
"""0111010""",0.00018333333333333334,0
"""1110010""",0.0002666666666666667,0
"""0010010""",5e-05,0
"""1000100""",0.0002333333333333333,0
"""0001100""",8.333333333333333e-05,0
"""0000101""",0.0001,0
"""1100000""",3.333333333333333e-05,0
"""1100001""",3.333333333333333e-05,0
"""1000000""",6.666666666666666e-05,0
